signal_date,signal_family,variant,ticker,name,timing_variant,entry_date,exit_date,entry_price_kind,entry_ready,exit_ready,path_ready,blocked_reason,adjusted_close_ready
2015-07-09,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,6217,中探針,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,6217,中探針,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,6217,中探針,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,6217,中探針,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,legacy_rs20,dynamic80_top1_rs20_proxy,6217,中探針,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,legacy_rs20,dynamic80_top1_rs20_proxy,6217,中探針,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,6217,中探針,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,6217,中探針,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,dispersion_route,1464,得力,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,dispersion_route,1464,得力,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,hybrid_pullback_base_mega_override,2886,兆豐金,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,hybrid_pullback_base_mega_override,2886,兆豐金,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,market_bias_pool_trend_route,3234,光環,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,market_bias_pool_trend_route,3234,光環,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,pool_breadth_route,3044,健鼎,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-07-09,regime_switch,pool_breadth_route,3044,健鼎,next_day_open_entry_fixed_5td_exit,2015-07-10,2015-07-17,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top1_rs20_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top1_rs20_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,conservative_hurdle_route,2353,宏碁,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,conservative_hurdle_route,2353,宏碁,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,dispersion_route,2353,宏碁,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,dispersion_route,2353,宏碁,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,hybrid_pullback_base_mega_override,2353,宏碁,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,hybrid_pullback_base_mega_override,2353,宏碁,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,market_bias_pool_trend_route,2395,研華,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,market_bias_pool_trend_route,2395,研華,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,pool_breadth_route,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-18,regime_switch,pool_breadth_route,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-21,2015-09-29,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top1_rs20_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top1_rs20_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,4162,智擎,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,4162,智擎,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,conservative_hurdle_route,3234,光環,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,conservative_hurdle_route,3234,光環,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,dispersion_route,3234,光環,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,dispersion_route,3234,光環,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,hybrid_pullback_base_mega_override,3234,光環,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,hybrid_pullback_base_mega_override,3234,光環,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,market_bias_pool_trend_route,4506,崇友,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,market_bias_pool_trend_route,4506,崇友,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,pool_breadth_route,4506,崇友,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-09-25,regime_switch,pool_breadth_route,4506,崇友,next_day_open_entry_fixed_5td_exit,2015-09-29,2015-10-06,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,1527,鑽全,same_week_close_to_next_rebalance_close_comparator,2015-10-23,2015-10-30,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,1527,鑽全,next_day_close_entry_fixed_5td_exit,2015-10-26,2015-11-02,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,1527,鑽全,next_day_open_entry_fixed_5td_exit,2015-10-26,2015-11-02,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,1527,鑽全,same_week_close_to_next_rebalance_close_comparator,2015-10-23,2015-10-30,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,1527,鑽全,next_day_close_entry_fixed_5td_exit,2015-10-26,2015-11-02,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,1527,鑽全,next_day_open_entry_fixed_5td_exit,2015-10-26,2015-11-02,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_proxy,1527,鑽全,same_week_close_to_next_rebalance_close_comparator,2015-10-23,2015-10-30,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_proxy,1527,鑽全,next_day_close_entry_fixed_5td_exit,2015-10-26,2015-11-02,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top1_rs20_proxy,1527,鑽全,next_day_open_entry_fixed_5td_exit,2015-10-26,2015-11-02,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,1527,鑽全,same_week_close_to_next_rebalance_close_comparator,2015-10-23,2015-10-30,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,1527,鑽全,next_day_close_entry_fixed_5td_exit,2015-10-26,2015-11-02,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,1527,鑽全,next_day_open_entry_fixed_5td_exit,2015-10-26,2015-11-02,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,regime_switch,market_bias_pool_trend_route,1527,鑽全,same_week_close_to_next_rebalance_close_comparator,2015-10-23,2015-10-30,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,regime_switch,market_bias_pool_trend_route,1527,鑽全,next_day_close_entry_fixed_5td_exit,2015-10-26,2015-11-02,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,regime_switch,market_bias_pool_trend_route,1527,鑽全,next_day_open_entry_fixed_5td_exit,2015-10-26,2015-11-02,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,regime_switch,pool_breadth_route,1527,鑽全,same_week_close_to_next_rebalance_close_comparator,2015-10-23,2015-10-30,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,regime_switch,pool_breadth_route,1527,鑽全,next_day_close_entry_fixed_5td_exit,2015-10-26,2015-11-02,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-23,regime_switch,pool_breadth_route,1527,鑽全,next_day_open_entry_fixed_5td_exit,2015-10-26,2015-11-02,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-30,regime_switch,hybrid_pullback_base_mega_override,3450,聯鈞,same_week_close_to_next_rebalance_close_comparator,2015-10-30,2015-11-06,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-30,regime_switch,hybrid_pullback_base_mega_override,3450,聯鈞,next_day_close_entry_fixed_5td_exit,2015-11-02,2015-11-09,close,false,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2015-10-30,regime_switch,hybrid_pullback_base_mega_override,3450,聯鈞,next_day_open_entry_fixed_5td_exit,2015-11-02,2015-11-09,open,false,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top1_rs20_proxy,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top1_rs20_proxy,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,conservative_hurdle_route,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,conservative_hurdle_route,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,dispersion_route,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,dispersion_route,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,hybrid_pullback_base_mega_override,3078,僑威,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,hybrid_pullback_base_mega_override,3078,僑威,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,market_bias_pool_trend_route,6452,康友-KY,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,market_bias_pool_trend_route,6452,康友-KY,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,pool_breadth_route,6452,康友-KY,next_day_close_entry_fixed_5td_exit,2016-07-08,2016-07-15,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-07-07,regime_switch,pool_breadth_route,6452,康友-KY,next_day_open_entry_fixed_5td_exit,2016-07-08,2016-07-15,open,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-11-11,regime_switch,pool_breadth_route,2023,燁輝,same_week_close_to_next_rebalance_close_comparator,2016-11-11,2016-11-18,close,false,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-11-11,regime_switch,pool_breadth_route,2023,燁輝,next_day_close_entry_fixed_5td_exit,2016-11-14,2016-11-21,close,false,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2016-11-11,regime_switch,pool_breadth_route,2023,燁輝,next_day_open_entry_fixed_5td_exit,2016-11-14,2016-11-21,open,false,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2017-02-24,regime_switch,market_bias_pool_trend_route,1909,榮成,same_week_close_to_next_rebalance_close_comparator,2017-02-24,2017-03-03,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2017-02-24,regime_switch,pool_breadth_route,1909,榮成,same_week_close_to_next_rebalance_close_comparator,2017-02-24,2017-03-03,close,false,true,false,missing_entry_or_exit_unadjusted_ohlc,false
2017-09-15,regime_switch,conservative_hurdle_route,2340,台亞,same_week_close_to_next_rebalance_close_comparator,2017-09-15,2017-09-22,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2017-09-15,regime_switch,conservative_hurdle_route,2340,台亞,next_day_close_entry_fixed_5td_exit,2017-09-18,2017-09-25,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2017-09-15,regime_switch,conservative_hurdle_route,2340,台亞,next_day_open_entry_fixed_5td_exit,2017-09-18,2017-09-25,open,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2017-09-15,regime_switch,dispersion_route,2340,台亞,same_week_close_to_next_rebalance_close_comparator,2017-09-15,2017-09-22,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
2017-09-15,regime_switch,dispersion_route,2340,台亞,next_day_close_entry_fixed_5td_exit,2017-09-18,2017-09-25,close,true,false,false,missing_entry_or_exit_unadjusted_ohlc,false
