date,ticker,name,market,open,high,low,close,volume,turnover_value,source_quality,adjustment_policy,source_url,source_route
2015-01-09,1101,台泥,TWSE,42.3,42.6,41.8,41.8,10494129,441333468,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1101&response=json,TWSE_STOCK_DAY
2018-06-04,1309,台達化,TWSE,16.4,16.6,16.25,16.55,3026121,49746382,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180601&stockNo=1309&response=json,TWSE_STOCK_DAY
2016-12-09,1310,台苯,TWSE,21.7,21.9,21.25,21.35,9836789,211780742,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1310&response=json,TWSE_STOCK_DAY
2016-12-12,1310,台苯,TWSE,21.6,21.6,21.05,21.15,6250647,132655287,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1310&response=json,TWSE_STOCK_DAY
2016-12-16,1310,台苯,TWSE,21.25,21.35,20.75,20.75,6142461,128519001,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1310&response=json,TWSE_STOCK_DAY
2016-12-19,1310,台苯,TWSE,20.7,20.7,19.8,20.05,11595387,233063283,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1310&response=json,TWSE_STOCK_DAY
2018-10-05,1310,台苯,TWSE,24.15,24.3,23.45,23.95,6277605,150022821,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181001&stockNo=1310&response=json,TWSE_STOCK_DAY
2018-10-08,1310,台苯,TWSE,23.7,24.4,23.6,24.3,4826321,116253007,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181001&stockNo=1310&response=json,TWSE_STOCK_DAY
2018-10-12,1310,台苯,TWSE,23.35,24.0,23.2,23.95,5791617,137644986,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181001&stockNo=1310&response=json,TWSE_STOCK_DAY
2018-10-16,1310,台苯,TWSE,24.0,24.0,23.8,24.0,3944059,94372853,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181001&stockNo=1310&response=json,TWSE_STOCK_DAY
2016-12-02,1312,國喬,TWSE,21.85,22.2,21.65,22.0,20772260,454748920,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1312&response=json,TWSE_STOCK_DAY
2016-12-05,1312,國喬,TWSE,22.15,22.15,21.4,22.0,13145020,286971731,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1312&response=json,TWSE_STOCK_DAY
2016-12-09,1312,國喬,TWSE,22.7,23.3,22.3,22.45,20969060,476797880,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1312&response=json,TWSE_STOCK_DAY
2016-12-12,1312,國喬,TWSE,22.6,22.6,22.1,22.2,8247150,184023600,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1312&response=json,TWSE_STOCK_DAY
2017-12-29,1312,國喬,TWSE,31.9,33.35,30.9,31.45,58534839,1888591770,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171201&stockNo=1312&response=json,TWSE_STOCK_DAY
2018-01-02,1312,國喬,TWSE,31.5,32.1,30.65,30.8,30304125,946143138,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180101&stockNo=1312&response=json,TWSE_STOCK_DAY
2018-01-05,1312,國喬,TWSE,30.6,30.8,30.15,30.8,20791778,632226654,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180101&stockNo=1312&response=json,TWSE_STOCK_DAY
2018-01-09,1312,國喬,TWSE,31.15,31.9,30.85,31.6,22991254,722095512,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180101&stockNo=1312&response=json,TWSE_STOCK_DAY
2015-01-16,1314,中石化,TWSE,11.95,11.95,11.75,11.85,24394391,289256897,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1314&response=json,TWSE_STOCK_DAY
2015-01-19,1314,中石化,TWSE,12.0,12.15,11.75,11.75,18728389,222997475,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1314&response=json,TWSE_STOCK_DAY
2015-01-23,1314,中石化,TWSE,12.5,12.6,12.25,12.35,48972081,608040306,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1314&response=json,TWSE_STOCK_DAY
2015-01-26,1314,中石化,TWSE,12.35,12.45,12.25,12.3,16969795,209413372,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1314&response=json,TWSE_STOCK_DAY
2015-01-30,1314,中石化,TWSE,12.35,12.35,11.75,11.85,41563331,497349836,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1314&response=json,TWSE_STOCK_DAY
2015-02-02,1314,中石化,TWSE,11.8,12.1,11.75,12.05,27847049,332708788,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=1314&response=json,TWSE_STOCK_DAY
2015-08-07,1319,東陽,TWSE,33.1,33.7,32.55,33.0,1657648,55029016,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1319&response=json,TWSE_STOCK_DAY
2015-08-10,1319,東陽,TWSE,33.0,33.85,32.7,33.75,3199895,106994569,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1319&response=json,TWSE_STOCK_DAY
2015-08-14,1319,東陽,TWSE,32.15,32.95,31.9,32.6,1192842,38710414,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1319&response=json,TWSE_STOCK_DAY
2015-08-17,1319,東陽,TWSE,33.0,33.0,32.5,32.5,683818,22316008,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1319&response=json,TWSE_STOCK_DAY
2020-03-20,1325,恆大,TWSE,37.1,37.25,36.0,36.2,6423400,234924178,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=1325&response=json,TWSE_STOCK_DAY
2020-03-23,1325,恆大,TWSE,37.5,38.0,35.7,36.7,8228959,305815839,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=1325&response=json,TWSE_STOCK_DAY
2020-03-27,1325,恆大,TWSE,38.5,38.95,37.05,37.1,8530139,323571196,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=1325&response=json,TWSE_STOCK_DAY
2020-03-30,1325,恆大,TWSE,37.3,38.45,37.25,37.4,5430421,205199263,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200301&stockNo=1325&response=json,TWSE_STOCK_DAY
2015-08-28,1326,台化,TWSE,65.5,70.1,64.5,69.5,9125808,624329617,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1326&response=json,TWSE_STOCK_DAY
2015-08-31,1326,台化,TWSE,69.5,69.6,67.8,69.6,8240242,567646135,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1326&response=json,TWSE_STOCK_DAY
2015-09-04,1326,台化,TWSE,66.8,68.4,66.8,67.1,3828522,258528720,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150901&stockNo=1326&response=json,TWSE_STOCK_DAY
2015-09-07,1326,台化,TWSE,67.1,68.1,67.0,67.6,2034871,137724725,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150901&stockNo=1326&response=json,TWSE_STOCK_DAY
2016-11-25,1326,台化,TWSE,97.2,97.6,96.9,97.6,2603640,253250318,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=1326&response=json,TWSE_STOCK_DAY
2016-11-28,1326,台化,TWSE,98.0,98.4,97.1,98.0,4150272,406431157,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=1326&response=json,TWSE_STOCK_DAY
2016-12-02,1326,台化,TWSE,99.1,99.1,98.0,98.7,2859270,282210156,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1326&response=json,TWSE_STOCK_DAY
2016-12-05,1326,台化,TWSE,98.7,98.7,97.6,97.8,4530928,444664369,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161201&stockNo=1326&response=json,TWSE_STOCK_DAY
2018-08-17,1326,台化,TWSE,118.5,118.5,118.0,118.0,2532624,299454132,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1326&response=json,TWSE_STOCK_DAY
2018-08-20,1326,台化,TWSE,118.0,119.0,117.0,117.5,4974598,587000257,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1326&response=json,TWSE_STOCK_DAY
2018-08-24,1326,台化,TWSE,123.0,123.5,120.0,121.5,7856929,955857409,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1326&response=json,TWSE_STOCK_DAY
2018-08-27,1326,台化,TWSE,122.5,124.0,122.0,123.5,6089733,751256159,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1326&response=json,TWSE_STOCK_DAY
2018-07-27,1402,遠東新,TWSE,32.8,32.8,32.05,32.25,12441292,401946102,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-07-30,1402,遠東新,TWSE,32.25,32.35,32.0,32.15,5246257,168443124,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-08-03,1402,遠東新,TWSE,31.4,31.45,30.8,31.25,6835979,212573290,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-08-06,1402,遠東新,TWSE,31.3,32.15,31.15,32.1,8901985,283183592,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-08-24,1402,遠東新,TWSE,37.2,37.2,35.35,36.0,31303480,1128580335,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-08-27,1402,遠東新,TWSE,36.75,36.75,35.05,35.7,20781342,739669298,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-08-31,1402,遠東新,TWSE,35.9,35.9,35.15,35.75,12099678,429724678,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-09-03,1402,遠東新,TWSE,35.7,35.7,34.4,34.6,12001412,418753023,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-09-07,1402,遠東新,TWSE,34.2,34.75,33.95,34.05,16700730,572469873,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-09-10,1402,遠東新,TWSE,34.6,35.2,33.95,34.5,20560515,708410412,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-09-14,1402,遠東新,TWSE,36.0,36.4,35.75,36.05,18624103,671626608,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-09-17,1402,遠東新,TWSE,36.2,36.25,35.75,35.75,9558138,343224753,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-09-21,1402,遠東新,TWSE,36.1,37.4,36.1,37.4,28789816,1064891138,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-09-25,1402,遠東新,TWSE,37.05,37.1,35.95,36.2,14171385,516107109,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=1402&response=json,TWSE_STOCK_DAY
2019-06-28,1402,遠東新,TWSE,33.75,33.9,33.25,33.5,7442724,249410795,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190601&stockNo=1402&response=json,TWSE_STOCK_DAY
2019-07-01,1402,遠東新,TWSE,33.8,33.95,33.65,33.85,5128673,173543981,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190701&stockNo=1402&response=json,TWSE_STOCK_DAY
2019-07-05,1402,遠東新,TWSE,34.1,34.25,34.1,34.2,4434477,151466750,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190701&stockNo=1402&response=json,TWSE_STOCK_DAY
2019-07-08,1402,遠東新,TWSE,34.25,34.3,33.95,34.1,4912907,167447120,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190701&stockNo=1402&response=json,TWSE_STOCK_DAY
2018-08-17,1409,新纖,TWSE,13.75,13.75,13.15,13.2,6728741,90024114,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1409&response=json,TWSE_STOCK_DAY
2018-08-20,1409,新纖,TWSE,13.3,13.4,13.15,13.3,3830546,50768268,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1409&response=json,TWSE_STOCK_DAY
2018-08-24,1409,新纖,TWSE,14.0,14.4,13.7,13.7,18273439,256169474,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1409&response=json,TWSE_STOCK_DAY
2018-08-27,1409,新纖,TWSE,13.85,14.35,13.8,14.15,24297633,341370589,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=1409&response=json,TWSE_STOCK_DAY
2017-07-28,1444,力麗,TWSE,10.85,11.15,10.75,10.8,8947955,97819156,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1444&response=json,TWSE_STOCK_DAY
2017-07-31,1444,力麗,TWSE,10.9,10.9,10.75,10.9,4066174,44073768,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1444&response=json,TWSE_STOCK_DAY
2017-08-04,1444,力麗,TWSE,11.65,11.65,11.2,11.35,16955577,192860150,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170801&stockNo=1444&response=json,TWSE_STOCK_DAY
2017-08-07,1444,力麗,TWSE,11.35,11.5,11.1,11.1,12784332,143975101,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170801&stockNo=1444&response=json,TWSE_STOCK_DAY
2017-08-11,1444,力麗,TWSE,9.95,10.4,9.94,10.3,10676319,109116853,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170801&stockNo=1444&response=json,TWSE_STOCK_DAY
2017-08-14,1444,力麗,TWSE,10.2,10.35,9.55,9.65,8519628,84637751,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170801&stockNo=1444&response=json,TWSE_STOCK_DAY
2015-04-02,1452,宏益,TWSE,23.75,25.15,23.4,25.15,9282970,229439826,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150401&stockNo=1452&response=json,TWSE_STOCK_DAY
2015-04-07,1452,宏益,TWSE,25.4,26.9,25.4,26.9,13095331,346869757,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150401&stockNo=1452&response=json,TWSE_STOCK_DAY
2015-04-10,1452,宏益,TWSE,24.7,25.25,23.5,24.65,4323265,105774989,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150401&stockNo=1452&response=json,TWSE_STOCK_DAY
2015-04-14,1452,宏益,TWSE,25.1,25.65,24.9,25.4,4320832,109751905,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150401&stockNo=1452&response=json,TWSE_STOCK_DAY
2016-08-26,1452,宏益,TWSE,24.25,24.25,23.6,23.65,2554366,60663435,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160801&stockNo=1452&response=json,TWSE_STOCK_DAY
2016-08-29,1452,宏益,TWSE,23.6,23.9,22.65,22.75,2598081,59765839,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160801&stockNo=1452&response=json,TWSE_STOCK_DAY
2016-09-02,1452,宏益,TWSE,21.6,21.75,21.5,21.7,1305517,28226993,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160901&stockNo=1452&response=json,TWSE_STOCK_DAY
2016-09-05,1452,宏益,TWSE,22.4,22.75,22.05,22.7,1861904,41890428,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160901&stockNo=1452&response=json,TWSE_STOCK_DAY
2015-06-05,1457,宜進,TWSE,10.9,11.8,10.8,11.75,19314106,221022334,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150601&stockNo=1457&response=json,TWSE_STOCK_DAY
2015-06-08,1457,宜進,TWSE,11.8,12.65,11.4,12.6,25259655,308998360,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150601&stockNo=1457&response=json,TWSE_STOCK_DAY
2015-06-12,1457,宜進,TWSE,12.4,12.6,12.2,12.25,8780713,108854775,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150601&stockNo=1457&response=json,TWSE_STOCK_DAY
2015-06-15,1457,宜進,TWSE,12.35,13.2,12.35,13.1,20171091,259901333,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150601&stockNo=1457&response=json,TWSE_STOCK_DAY
2015-04-30,1464,得力,TWSE,23.4,23.6,22.4,23.6,29062901,675886603,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150401&stockNo=1464&response=json,TWSE_STOCK_DAY
2015-05-04,1464,得力,TWSE,23.6,23.9,22.65,23.4,14233840,331382685,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=1464&response=json,TWSE_STOCK_DAY
2015-05-08,1464,得力,TWSE,23.0,23.6,21.6,22.2,10684272,242475934,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=1464&response=json,TWSE_STOCK_DAY
2015-05-11,1464,得力,TWSE,22.7,23.7,22.55,23.15,10112265,233336569,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=1464&response=json,TWSE_STOCK_DAY
2015-07-09,1464,得力,TWSE,25.1,27.35,23.75,27.05,11125097,288774553,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150701&stockNo=1464&response=json,TWSE_STOCK_DAY
2015-07-17,1464,得力,TWSE,28.1,29.15,28.1,28.1,7168061,205468628,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150701&stockNo=1464&response=json,TWSE_STOCK_DAY
