ticker,market,year_roc,month,event_type,subject,detail_text_excerpt,mops_list_raw_path,mops_detail_raw_path,mops_detail_hash,holder_exclusion_evidence,exact_exdate,new_share_effective_date,trading_resumption_date,cash_return_date,ratio_text,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2388,TWSE,112,11,cash_dividend_exdiv,"代重要子公司VIATECH CO., LTD.董事會公告決議發放股利","1.董事會決議日期:112/11/29 2.發放股利種類及金額:發放現金股利USD20,000,000元 3.其他應敘明事項:本公司持有VIATECH CO., LTD. 100%之股權 ",C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\no_event_2388_112_11_list.json,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\2388_112_11_4_detail.json,4e419cabeb1018b569c99b9ebe12d9cb586d43ab3cc7f021d45aeef8c4018114,subcompany_or_non_holder_event,,,,,,0,False,False,False,False,False,False,False,True,False
3105,TPEx,114,12,capital_reduction_refund,"代重要子公司Chainwin Biotech and Agrotech
(Cayman Islands) Co. Ltd.公告董事會決議
減資暨資本公積彌補虧損","1.董事會決議日期:114/12/17 2.減資緣由:彌補虧損 3.減資金額:USD147,000,000 4.消除股份:147,000,000股，每股面額美金1元 5.減資比率:64.52% 6.減資後股本:USD80,825,000 7.預定股東會日期:NA 8.預計減資新股上櫃後之上櫃普通股股數:不適用 9.預計減資新股上櫃後之上櫃普通股股數占已發行普通股比率 （減資後上櫃普通股股數/減資後已發行普通股):不適用 10.前二項預計減資後上櫃普通股股數未達500萬股且未達25%者，請說明 股權流通性偏低之因應措施:不適用 11.減資基準日:擬提股東會通過後，授權董事長訂定基準日 12.其他應敘明事項: 1.以資本公積彌補虧損 USD213,305,800元 2.以註銷股本彌補虧損 USD147,000,000元 3.共計彌補虧損 USD360,305,800元 4.預定股東會日期:待另召開董事會決議 ",C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\no_event_3105_114_12_list.json,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\3105_114_12_0_detail.json,01754dd74f1a6ec20a728b84648efa7e88c543af5d817e39ce5ef18c20e319f5,subcompany_or_non_holder_event,,,,,,0,False,False,False,False,False,False,False,True,False
6121,TPEx,106,11,merger_share_conversion,公告本公司106年第四季簡式財務預測,"1.事實發生日:106/11/13 2.公司名稱:新普科技股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.發生緣由:為符合投資人資訊需求，本公司自願公開一0六年第四季簡式財務預測 6.因應措施:無 7.其他應敘明事項: 為符合投資人資訊需求，本公司自願公開一0六年第四季簡式財務預測，本財務預測 係於一0六年十一月九日編製，並經董事會一0六年十一月十三日通過。本財務預測 係依據公司管理當局目前之計劃及對未來經營環境之評估所作之最適估計，所採用 之會計政策與財務報告一致，然由於交易事項及經營環境未必全如預期，因此預期 與實際結果通常存有差異，且可能極為重大，故本財務預測將來未必能完全達成。 一、各重要項目內容 季 別 一0六年第三季 一0六年第四季 項 目(合併) (查定數) (預測數) 單位:佰萬元，每股盈餘為元 營業收入 15,747 15,800~16,250 營業毛利 1,407 1,422~1,463 營業費用 671 648~669 營業淨利 736 774~794 稅前淨利 956 974~1,057 本期淨利 689 701~761 綜合損益 821 638~820 每股稅後盈餘(註一) 2.93 3.76~4.08 註一：預計Q4平均流通在外股數184,970,519股 二、重要基本假設及估計基礎之彙總說明(1～5為各該項預測區間之中位數) 1、合併營業收入 (1)本公司預估106年第四季(單季)合併營業收入為160.25億 ，較前一季增加，各主要產品營收預估如下： 季 別 一0六年第三季 一0六年第四季 產品類別 (查定數) ％ (預測數) ％ 鋰電池組 157.47億 100% 160.25億 100% 合 計 157.47億 100% 160.25億 100% (2)本公司及子公司民國106年第四季(單季)預計營業收入，主要係根據市場研究 分析、本公司及子公司已接銷售訂單及預計之營運策略與目標等因素予以編製。 2、合併營業成本 (1)本公司預估106年第四季(單季)預計合併營業成本為145.83億， 各主要產品營業成本預估如下： 季 別 一0六年第三季 一0六年第四季 產品類別 (查定數) ％ (預測數) ％ 鋰電池組 143.40億 100% 145.83億 100% 合 計 143.40億 100% 145.83億 100% (2)預估106年第四季(單季)合併營業成本率為91%和前一季變化不大。 3、合併營業費用 係依據過去實際數並考量未來營運目標及預估相關費用後 予以編製，預估總金額為6.59億。 4、合併稅前損益 本季預估合併稅前損益10.15億，較前一季增加0.59億。 5、合併稅後損益 預估金額為7.31億，較前一季增加0.42億。 6、綜合損益 綜合損益為合併稅後淨利加計其他綜合損益(如國外營運機構財務報表之兌換 差額及備供出售金融資產未實現評價利益等)而得，並不影響每股盈餘之計算 ；本季預估稅後損益加計其他綜合損益後之綜合損益為6.38億至8.20億之間。 7、預計本季並無處分重大資產之情事。 ",C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\no_event_6121_106_11_list.json,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\6121_106_11_1_detail.json,d6a779dd9cfe5e39b5a36d0db0c04c64b81a2cdff0e42c6033c50daddc03ba41,financial_or_attention_disclosure_not_holder_conversion_event,,,,,,0,False,False,False,False,False,False,False,True,False
6143,TPEx,104,10,merger_share_conversion,公告本公司董事會通過104年第三季合併財務季報告,"1.事實發生日:104/10/30 2.公司名稱:振曜科技股份有限公司 3.與公司關係[請輸入本公司或子公司]:本公司 4.相互持股比例:不適用 5.傳播媒體名稱:不適用 6.報導內容:不適用 7.發生緣由:公告本公司董事會通過104年第三季經會計師核閱之合併財務季報告 單位:新台幣千元 振曜科技股份有限公司及其子公司 項目 104年7月至9月 104年1月至9月 ===================== ================== ================== 營業收入 1,184,984 3,174,473 營業毛利 188,302 585,989 營業淨利(損) (24,244) 168,385 稅前淨利 425,768 484,546 本期淨利 347,015 395,326 本期綜合損益總額 368,597 404,711 本期淨利歸屬於： 母公司業主 340,633 393,024 非控制權益 6,382 2,302 綜合損益總額歸屬於： 母公司業主 358,756 400,253 非控制權益 9,841 4,458 每股盈餘(單位:新台幣元) 基本每股盈餘 4.09 4.72 稀釋每股盈餘 4.04 4.64 8.因應措施:無 9.其他應敘明事項:有關104年第三季合併財務季報告詳細資料將於主管機關規定 期限內完成上傳作業，屆時請逕向公開資訊觀測站查詢相關訊息 ",C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\no_event_6143_104_10_list.json,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\6143_104_10_1_detail.json,e55ecf1c6c03b5a6327fc3da3370ce4d925576051ac85f977a1ffcfa848519b9,financial_or_attention_disclosure_not_holder_conversion_event,,,,,,0,False,False,False,False,False,False,False,True,False
6573,TWSE,106,11,merger_share_conversion,"係因本公司有價證券於集中交易市場達公布注意交易資訊標準，
故公布相關財務業務等重大訊息，以利投資人區別了解","1.事實發生日:106/11/06 2.發生緣由:依臺灣證券交易所股份有限公司通知辦理。 3.財務業務資訊:IFRS合併資訊 期間 ( 月 ) ( 季 ) (最近四季累計) ===================== ======================== =============== 科目 最近一月 與去年同期 最近一季 與去年同期 106年9月 增減% 106年第3季 增減% 105第4季至 106第3季 ====== ======== ======== ========== ========== 營業收入(百萬) 182 19.29% 543 7.75% 2,057 稅前淨利(百萬) 6 -25.00% 39 16.94% 204 本期淨利(百萬) 5 0.00% 35 15.89% 197 每股盈餘(元) 0.09 -10% 0.89 32.84% 3.20 (2)依臺灣證券交易所股份有限公司指示公告，本公司營運一切正常，近幾日本公司之 股票價格變動及交易量變化，係由市場自由交易機制所決定，請投資人審慎評估。 (3)最近一月(106年09月)與最近一季(106年第三季)財務資料為IFRS合併自結數， 未經會計師核閱，僅供投資人參考。 (4)最近四季累計中(105年第四季至106年第二季)財務資料為IFRS合併查核及核閱數。 4.有無「臺灣證券交易所股份有限公司對有價證券上市公司重大訊息之查證暨公開處理 程序」第4條所列重大訊息之情事（如「有」，請說明）:無。 5.有無「臺灣證券交易所股份有限公司對有價證券上市公司重大訊息之查證暨公開處理 程序」第11條所列重大訊息說明記者會之情事:無。 6.其他應敘明事項:無。 ",C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\no_event_6573_106_11_list.json,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\6573_106_11_0_detail.json,c4dbcd065032ae70dc8466cd0f6191253948ed3332f3588326735e91a45c720e,financial_or_attention_disclosure_not_holder_conversion_event,,,,,,0,False,False,False,False,False,False,False,True,False
6573,TWSE,106,11,merger_share_conversion,公告本公司106年度現金增資計劃項目變更事宜,"1.董事會決議變更日期:106/11/10 2.原計畫申報生效之日期:106/08/04 3.變動原因: 本公司106年度辦理現金增資實際總募集金額為新台幣263,472千元， 原計畫項目為充實營運資金，該計劃預計於本年度第四季完成， 然基於資金運用效率與垂直整合之綜效考量，本公司調整營運策略 將未使用完畢之資金新台幣263,472千元加上自有之資金或銀行借款 或公開市場募資新台幣91,414千元，合計以新台幣354,886千元， 向台灣玻封電子股份有限公司(簡稱台玻公司)之原股東取得台玻 公司70%之股權，交易完成後台玻公司成為本公司之子公司，本公司 並將派駐經營團隊至台玻公司，期運用本公司管理之優勢，結合台玻 公司於台灣已有之製程技術及生產線，有效降低成本、提升收益以達 到根留台灣之目標並創造股東之最大利益。 4.歷次變更前後募集資金計畫: 原資金運用計畫: 新台幣千元 計劃項目 預定完成日期 所需資金總額 預計資金運用進度 106年度 第二季 第三季 第四季 充實營運資金 106年度第4季 263,472 - - 263,472 合 計 263,472 - - 263,472 變更後資金運用計畫: 一.所需資金總額：新台幣354,886千元。 二.資金來源： (1)現金增資未支用餘額263,472千元。 (2)自有資金或銀行借款或公開市場募資91,414千元 三.計劃項目、預定資金運用進度： 單位：新台幣千元 計劃項目 預定完成日期 所需資金總額 預計資金運用進度 106年度 107年度 第四季 第一季 第二季 第三季 轉投資 107年度第3季 354,886 35,489 106,466 106,466 106,466 合 計 354,886 35,489 106,466 106,466 106,466 上述資金運用進度係依本公司與台玻公司原股東之股權交易合約付款進度 所列示，惟因本案需經經濟部投資審議委員會(以下簡稱投審會)核准， 若未取得投審會之無法核准，則此交易取消，資金仍留存於虹揚公司內。 若經核准，依交易合約付款時程及比例分別為收訖投審會核准函後三個 營業日內，虹揚公司應支付第一期轉讓價款10%，餘第二、三、四期於 交割先決條件均已成就之前提下應支付轉讓款各30%。 5.預計執行進度:106年第四季 6.預計完成日期:107年第三季 7.預計可能產生效益: 一.財務面 預計完成交易後台玻公司併入本公司合併報表，台玻公司與本公司同為二極體 製造商，與本公司現有製程互補，此外，台玻公司亦有晶圓自製能力，台玻公司 加入虹揚集團後，除部分產能可供本公司使用外，亦可運用本公司現有銷售通路， 擴展其銷售市場，相輔相成使取得股權後第一年起，每年約可產生新台幣3億元以 上之營收，稅後淨利約新台幣2千5百萬元；預計資金回收年限5.9年。 二.非財務面 本公司目前生產基地位於中國揚州，研發中心則位於台灣，因考量中國對於專利 之保護較先進市場為弱，故部分研發尚未商品化，併購台玻公司後將落實將研發 中心及自有產線根留台灣之精神。 8.與原預計效益產生之差異: 原計劃充實營運資金部分其資金運用情形依本公司目前向兆豐銀行申請之利率 水準約為2.7%計算，106年度可節省利息支出約1,778,437元。計劃變更取得 股權後第一年起，每年約可產生新台幣2.9億元以上之營收，稅後淨利約 新台幣2千5百萬元，之後逐年增加，預計資金回收年限5.9年。同時落實將 研發中心及自有產線根留台灣之精神。 9.本次變更對股東權益之影響: 本公司為創造股東之最大利益，加上資金運",C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\no_event_6573_106_11_list.json,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_selected_path_holding_month_corporate_action_no_event_proof_20260710\raw_cache\6573_106_11_2_detail.json,50226f98783eda8ab413a0685973d6878fe335bf81b533bb55d6ff10df2667b3,financial_or_attention_disclosure_not_holder_conversion_event,,,,,,0,False,False,False,False,False,False,False,True,False
