source_url,raw_cache_path,response_hash,response_bytes,route_status,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,source_id,coverage_status,accepted_for_historical_effective_date
https://www.twse.com.tw/exchangeReport/TWT48U?response=json&date=20150201,raw_cache\twse_twt48u_20150201_probe.json,4aeabada27203cdb6e70327e81b3990f6f2d3e8a573d701b3749f15927a5a4cc,73233,cache_hit,2026-07-10T10:51:45+00:00,0,False,False,False,False,False,False,False,True,False,twse_twt48u_public_probe,date_parameter_ignored_returns_current_forecast_not_historical_archive,False
https://www.tpex.org.tw/zh-tw/announce/market/ex/cal/historical.html,raw_cache\tpex_exdailyqhis_historical_page.html,91e3134911d4e5ac909d0b8dbdd074c8b7949dab480778055f9084df9d52322c,12160,cache_hit,2026-07-10T10:51:45+00:00,0,False,False,False,False,False,False,False,True,False,tpex_exDailyQHis_public_page,page_declares_roc89_96_only_out_of_scope_for_2015_plus_blockers,False
