variant_id,period,decision_date,ticker,role,requested_execution_date,market,trusted_raw_close,trusted_raw_source_url,trusted_raw_source_hash,year_month,download_authority
S01_CD2,P2,2023-02-22,2301,sell,2023-02-23,TWSE,,,,2023-02,frontier_exact_leg_only
S04_CD5,P1,2016-06-13,4904,sell,2016-06-14,TWSE,76.0,https://query1.finance.yahoo.com/v8/finance/chart/4904.TW?period1=1410393600&period2=1668211200&interval=1d&events=div%2Csplits,d10aea45673d9c48da11951d66a95505830b79653aec21ec8512581d7edb1828,2016-06,frontier_exact_leg_only
S04_CD7,P1,2016-10-17,3008,sell,2016-10-18,TWSE,,,,2016-10,frontier_exact_leg_only
S04_CD7,P1,2016-10-17,2383,buy,2016-10-18,TWSE,82.9000015258789,https://query1.finance.yahoo.com/v8/finance/chart/2383.TW?period1=1413417600&period2=1662681600&interval=1d&events=div%2Csplits,49e84b01ce1e83a94b2c4914beb1c6469348d82e2488b68bc3b43217b767d208,2016-10,frontier_exact_leg_only
S04_CD10,P1,2017-11-28,1786,sell,2017-11-29,TWSE,,,,2017-11,frontier_exact_leg_only
S05_CD3,P1,2016-03-10,2301,sell,2016-03-11,TWSE,36.61724472045898,https://query1.finance.yahoo.com/v8/finance/chart/2301.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,9b479638a6497e43479191e5b3023d21b8453ad0ebc4ffb63f46f1250dcbc0e2,2016-03,frontier_exact_leg_only
S05_CD3,P1,2016-03-10,2885,buy,2016-03-11,TWSE,10.417725563049316,https://query1.finance.yahoo.com/v8/finance/chart/2885.TW?period1=1410393600&period2=1624665600&interval=1d&events=div%2Csplits,2527a433fb95346cee61d3e39377a1defb50ef77e577bb0d970c57e0a19b7c12,2016-03,frontier_exact_leg_only
S07_CD2,P1,2016-07-20,1476,sell,2016-07-21,TWSE,347.54901123046875,https://query1.finance.yahoo.com/v8/finance/chart/1476.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,5e525fde5ac2380ff24a818bd29e0d101c2ffabad43456ec25f65ed316f8dda0,2016-07,frontier_exact_leg_only
S07_CD2,P1,2016-07-20,2357,buy,2016-07-21,TWSE,277.0,https://query1.finance.yahoo.com/v8/finance/chart/2357.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,024dccd69a98ef780315998fef5ae75f933fb8f7a49929ef0b8457fea0f7eb20,2016-07,frontier_exact_leg_only
S07_CD3,P1,2016-04-27,3231,sell,2016-04-28,TWSE,17.68124771118164,https://query1.finance.yahoo.com/v8/finance/chart/3231.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,d34c1a944e5ac59588e6a331a96dc1d1e123f6a1beb55545321d50f0e1cc94bc,2016-04,frontier_exact_leg_only
S07_CD3,P1,2016-04-27,4915,buy,2016-04-28,TWSE,37.25,https://query1.finance.yahoo.com/v8/finance/chart/4915.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,ed3cc7de48d29005247f26c9e8edc1563ecff4fa71026cac208802bab9ce6082,2016-04,frontier_exact_leg_only
S07_CD5,P1,2015-08-26,1722,sell,2015-08-27,TWSE,,,,2015-08,frontier_exact_leg_only
S08_CD2,P1,2016-03-10,2884,buy,2016-03-11,TWSE,10.15679168701172,https://query1.finance.yahoo.com/v8/finance/chart/2884.TW?period1=1411603200&period2=1662681600&interval=1d&events=div%2Csplits,a74e5b7847ea29797f01d7a0c2c76b413cc1f7786a23677270157b453d26ed93,2016-03,frontier_exact_leg_only
S08_CD7,P1,2016-05-16,2239,sell,2016-05-17,TWSE,159.39776611328125,https://query1.finance.yahoo.com/v8/finance/chart/2239.TW?period1=1447286400&period2=1507939200&interval=1d&events=div%2Csplits,fd27eb7baaf6284d06f7d1b2a665e05a2b159b11ec435848fcc6b06ac2455d69,2016-05,frontier_exact_leg_only
S08_CD7,P1,2016-05-16,2382,buy,2016-05-17,TWSE,55.400001525878906,https://query1.finance.yahoo.com/v8/finance/chart/2382.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,975373bec22cd3c47b08418c669ab0ffc3bcecf695d643aa5e4c63f7d6c324da,2016-05,frontier_exact_leg_only
S09_CD2,P2,2023-04-25,2301,sell,2023-04-26,TWSE,,,,2023-04,frontier_exact_leg_only
S09_CD10,P1,2015-07-09,2330,sell,2015-07-10,TWSE,136.5,https://query1.finance.yahoo.com/v8/finance/chart/2330.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,97f7f8b737c874dc5670e4e12285b8ba12ae14ca2521718bc9de68aeab0d342a,2015-07,frontier_exact_leg_only
S09_CD10,P1,2015-07-09,3293,buy,2015-07-10,TPEx,28.75,https://query1.finance.yahoo.com/v8/finance/chart/3293.TWO?period1=1410998400&period2=1671840000&interval=1d&events=div%2Csplits,fd074307dbe2a0c3ae421e3b4c3ed4e8d8dd882eb26ce63dd6b89c4ad485226c,2015-07,frontier_exact_leg_only
S10_CD2,P1,2017-11-16,1786,sell,2017-11-17,TWSE,,,,2017-11,frontier_exact_leg_only
S10_CD3,P1,2017-11-17,1786,sell,2017-11-20,TWSE,,,,2017-11,frontier_exact_leg_only
S10_CD3,P2,2023-04-10,2303,sell,2023-04-11,TWSE,,,,2023-04,frontier_exact_leg_only
S10_CD7,P1,2017-11-23,1786,sell,2017-11-24,TWSE,,,,2017-11,frontier_exact_leg_only
S10_CD10,P1,2016-03-14,2103,sell,2016-03-15,TWSE,,,,2016-03,frontier_exact_leg_only
S10_CD10,P1,2016-03-14,2239,buy,2016-03-15,TWSE,169.32908630371094,https://query1.finance.yahoo.com/v8/finance/chart/2239.TW?period1=1447286400&period2=1507939200&interval=1d&events=div%2Csplits,fd27eb7baaf6284d06f7d1b2a665e05a2b159b11ec435848fcc6b06ac2455d69,2016-03,frontier_exact_leg_only
