signal_date,entry_date,exit_date,rerank_variant,selected_ticker_before,selected_ticker_after,selected_ticker_name_after,changed_reason,missing_field,next_owner,timing_source,entry_open,entry_close,exit_close,entry_market,exit_market,source_route,source_quality,official_ohlc_path_ready,adjusted_close_ready,adjustment_policy,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-04-30,2015-05-04,2015-05-11,mild_revenue_penalty,2316,2354,鴻準,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,87.7,87.0,91.1,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-04,2015-05-11,balanced_revenue_penalty,2316,2354,鴻準,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,87.7,87.0,91.1,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-04,2015-05-11,strict_revenue_penalty,2316,2354,鴻準,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,87.7,87.0,91.1,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,mild_revenue_penalty,3008,2892,第一金,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,19.0,19.15,19.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,balanced_revenue_penalty,3008,2892,第一金,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,19.0,19.15,19.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,strict_revenue_penalty,3008,2892,第一金,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,19.0,19.15,19.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,anomaly_veto_only_when_alternative_available,3008,2892,第一金,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,19.0,19.15,19.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-10-08,2015-10-12,2015-10-19,mild_revenue_penalty,6143,6176,瑞儀,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,105.0,105.0,103.5,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-10-08,2015-10-12,2015-10-19,balanced_revenue_penalty,6143,6176,瑞儀,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,105.0,105.0,103.5,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-10-08,2015-10-12,2015-10-19,strict_revenue_penalty,6143,6176,瑞儀,revenue_anomaly_soft_penalty_rerank_selected_alternative,entry_open/entry_close/exit_close official unadjusted OHLC for reranked selected ticker,Radar/Data bounded selected-ticker OHLC gap fill,timing_from_core_gap_ledger,105.0,105.0,103.5,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
