ticker,name,market,source_market_code,coverage_start,coverage_end,requested_start,requested_end,accepted_rows,requested_months,missing_months,source,source_quality,formal_exact,accepted_for_formal,future_data_violation_count
6806,森崴能源,MOPS_PUB,pub,2021-01,2026-05,2021-01,2026-06,65,66,1,MOPS t21sc03 official static monthly revenue HTML pub route plus ajax_t05st10_ifrs company-specific gap fill,official_higher_quality_diagnostic_pit_candidate,false,false,0
