decision_date,exact_execution_date,ticker,name,market,role,frozen_platform_count_affected,open,high,low,close,volume,turnover_value,official_first_ticker_trading_day_after_decision,source_quality,source_route,source_url,raw_response_sha256,raw_cache_path,adjusted_or_substitute_used,accepted_for_core_execution_absorption,accepted_for_formal,future_data_violation_count
2023-11-17,2023-11-20,6712,長聖,TPEx,cash_to_stock_entry_execution,8,195.5,196.5,194.0,195.0,260000,50863000,True,official_exact_unadjusted_execution_ohlcv,TPEx_afterTrading_tradingStock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6712&date=2023/11/01&response=json,f4a194ede45adb30646c139f7c2caf7601e5b274d183c8e760702460499feadb,raw_audit_samples\TPEx_6712_2023-11.json,False,True,False,0
