date,ticker,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,adjustment_policy
2016-01-18,1101,台泥,TWSE,26.50,26.90,26.25,26.60,7044076,187200559,twse_rwd_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160101&stockNo=1101&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-01-13,3293,鈊象,TPEx,458.00,474.00,448.50,457.50,3117000,1434683000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2020/01/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-10-18,3293,鈊象,TPEx,712.00,712.00,699.00,702.00,273000,192260000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2021/10/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-10-25,3293,鈊象,TPEx,683.00,699.00,679.00,699.00,384000,265584000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2021/10/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-11-01,3293,鈊象,TPEx,716.00,716.00,702.00,715.00,267000,189512000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2021/11/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-10-03,3293,鈊象,TPEx,358.00,365.00,353.50,364.50,669000,240765000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2022/10/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-10-11,3293,鈊象,TPEx,350.00,350.50,345.50,346.00,666000,231462000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2022/10/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-10-17,3293,鈊象,TPEx,341.50,352.50,331.50,352.00,970000,331259000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2022/10/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-10-24,3293,鈊象,TPEx,356.50,359.50,354.00,354.00,586000,208603000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2022/10/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-07-12,3323,加百裕,TPEx,58.50,62.20,57.50,62.20,21327000,1302134000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3323&date=2021/07/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-07-19,3323,加百裕,TPEx,54.00,55.00,53.10,53.10,8512000,456154000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3323&date=2021/07/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-10-30,3362,先進光,TPEx,76.10,76.20,72.80,73.50,9420000,702403000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2017/10/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-11-06,3362,先進光,TPEx,71.90,71.90,69.80,71.00,1923000,135516000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2017/11/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-04-02,3362,先進光,TPEx,45.90,45.90,44.20,44.20,1334000,59907000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2018/04/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-04-12,3362,先進光,TPEx,49.25,51.70,49.00,51.30,8660000,438948000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2018/04/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-06-17,3363,上詮,TPEx,44.20,44.30,43.50,43.55,1116000,48927000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3363&date=2019/06/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-06-24,3363,上詮,TPEx,43.85,44.15,43.05,44.10,1006000,43970000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3363&date=2019/06/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-02-26,3376,新日興,TWSE,95.50,95.60,90.30,90.80,6338245,589781409,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180201&stockNo=3376&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-03-06,3376,新日興,TWSE,90.20,92.70,89.80,92.40,3661315,334810308,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180301&stockNo=3376&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-11-27,3406,玉晶光,TWSE,366.00,376.00,352.50,352.50,10353372,3764802176,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=3406&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-12-04,3406,玉晶光,TWSE,359.50,373.00,351.00,365.00,12267835,4465707275,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171201&stockNo=3406&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-11-16,3406,玉晶光,TWSE,600.00,605.00,589.00,589.00,5069417,3025130448,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20201101&stockNo=3406&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-11-23,3406,玉晶光,TWSE,602.00,609.00,591.00,592.00,4763678,2850102837,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20201101&stockNo=3406&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-06-20,3406,玉晶光,TWSE,395.00,396.00,378.00,378.00,1493305,576724751,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220601&stockNo=3406&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2022-06-27,3406,玉晶光,TWSE,357.00,367.50,357.00,362.50,1272161,461760065,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220601&stockNo=3406&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-07-05,3443,創意,TWSE,454.00,470.00,433.50,445.00,8315161,3749791715,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210701&stockNo=3443&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-07-12,3443,創意,TWSE,450.00,467.00,441.50,463.00,3676943,1678176925,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210701&stockNo=3443&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-07-18,3474,華亞科,TWSE,26.80,26.85,26.20,26.50,20084235,532729475,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160701&stockNo=3474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-07-25,3474,華亞科,TWSE,26.25,26.55,26.15,26.30,5801988,152496232,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20160701&stockNo=3474&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-09-14,3481,群創,TWSE,11.50,11.70,11.35,11.45,73480921,844282325,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150901&stockNo=3481&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-09-21,3481,群創,TWSE,10.90,10.90,10.60,10.65,78291160,839872038,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150901&stockNo=3481&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-08-16,3481,群創,TWSE,19.75,20.00,19.35,19.65,162997451,3196747000,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210801&stockNo=3481&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-08-23,3481,群創,TWSE,18.05,18.45,17.95,18.35,227242103,4133784815,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210801&stockNo=3481&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-01-03,3514,昱晶,TWSE,19.45,19.50,19.15,19.20,2851030,54942775,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170101&stockNo=3514&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-01-10,3514,昱晶,TWSE,19.75,19.95,19.40,19.95,5322017,104947678,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170101&stockNo=3514&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-04-20,3529,力旺,TPEx,256.50,260.00,250.00,256.50,418000,107027000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3529&date=2020/04/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-04-27,3529,力旺,TPEx,255.00,256.50,248.00,252.00,593000,149115000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3529&date=2020/04/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-06-15,3552,同致,TPEx,208.00,214.50,208.00,213.00,3383000,715764000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3552&date=2021/06/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-06-22,3552,同致,TPEx,247.00,263.00,244.00,244.00,15932000,4040583000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3552&date=2021/06/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-01-25,3558,神準,TPEx,226.00,241.00,226.00,239.00,756000,178810000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3558&date=2016/01/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-02-01,3558,神準,TPEx,241.00,241.00,236.50,237.00,100000,23828000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3558&date=2016/02/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-01-04,3605,宏致,TWSE,43.00,46.45,42.60,46.45,15038771,682750615,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210101&stockNo=3605&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-01-11,3605,宏致,TWSE,44.40,45.35,44.05,44.90,3725127,166514961,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210101&stockNo=3605&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-08-27,3645,達邁,TWSE,68.90,71.60,68.80,71.10,7048759,495474459,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180801&stockNo=3645&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-09-03,3645,達邁,TWSE,70.70,71.40,68.70,68.80,1879208,131128452,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=3645&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-03-20,3653,健策,TWSE,66.00,69.80,64.80,68.60,3506724,237776645,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20170320&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-03-27,3653,健策,TWSE,70.60,71.00,66.80,66.80,1271541,87714430,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20170327&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-04-10,3653,健策,TWSE,71.70,72.50,68.60,70.70,4465115,316702127,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170401&stockNo=3653&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-04-17,3653,健策,TWSE,61.10,63.30,58.00,63.30,1607205,97471817,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170401&stockNo=3653&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-02-01,3653,健策,TWSE,295.00,296.00,286.00,290.00,931824,270878229,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210201&stockNo=3653&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-02-17,3653,健策,TWSE,296.00,313.00,293.00,310.50,1507088,459278607,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210201&stockNo=3653&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-02-11,3661,世芯-KY,TWSE,77.90,78.70,77.10,78.50,1867499,145884736,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190201&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-02-18,3661,世芯-KY,TWSE,81.80,84.50,81.40,82.60,6396050,529375896,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190201&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-10-12,3661,世芯-KY,TWSE,524.00,530.00,512.00,518.00,6181363,3219192034,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20201001&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2020-10-19,3661,世芯-KY,TWSE,500.00,505.00,480.50,490.00,6602953,3242030500,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20201001&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-06-07,3661,世芯-KY,TWSE,583.00,585.00,560.00,568.00,3923146,2250100584,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-06-15,3661,世芯-KY,TWSE,536.00,578.00,521.00,578.00,6469762,3590674033,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-06-21,3661,世芯-KY,TWSE,591.00,605.00,581.00,581.00,6247247,3700073088,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-06-28,3661,世芯-KY,TWSE,654.00,655.00,616.00,623.00,3509123,2211964871,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=3661&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-05-08,3665,貿聯-KY,TWSE,196.50,197.00,192.50,192.50,2031230,395899537,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20170508&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-05-15,3665,貿聯-KY,TWSE,221.00,223.00,216.50,221.00,5901582,1298083040,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20170515&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-01-02,3665,貿聯-KY,TWSE,278.50,282.00,276.50,282.00,292892,81993044,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180101&stockNo=3665&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-01-09,3665,貿聯-KY,TWSE,278.00,278.50,271.50,272.50,1198990,329145263,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180101&stockNo=3665&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-09-25,3665,貿聯-KY,TWSE,153.00,157.50,152.00,155.50,1144011,177785716,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180901&stockNo=3665&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-10-02,3665,貿聯-KY,TWSE,163.00,172.50,162.50,167.00,10925064,1818684252,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20181001&stockNo=3665&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-02-17,3669,圓展,TWSE,76.10,77.10,74.00,75.00,2047491,153413988,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210201&stockNo=3669&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2021-02-24,3669,圓展,TWSE,85.00,85.00,80.00,80.60,2960719,242968910,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210201&stockNo=3669&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-01-29,3673,TPK-KY,TWSE,100.50,102.00,99.40,100.50,31286200,3155349896,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180101&stockNo=3673&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2018-02-05,3673,TPK-KY,TWSE,85.60,86.40,84.30,85.00,20296851,1732018716,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180201&stockNo=3673&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-06-01,3706,神達,TWSE,29.20,30.75,29.20,30.20,22797275,686076822,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150601&stockNo=3706&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-06-08,3706,神達,TWSE,29.70,30.80,29.10,30.50,13523254,406637237,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150601&stockNo=3706&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-11-09,3706,神達,TWSE,26.10,26.35,25.45,26.25,7028516,181959807,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20151109&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2015-11-16,3706,神達,TWSE,23.35,23.75,23.10,23.75,3791938,88870073,bounded_twse_mi_index_day_fallback,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20151116&type=ALLBUT0999&response=json,official_unadjusted_ohlcv_twse_mi_index_day_fallback,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-06-05,3706,神達,TWSE,38.25,38.55,38.00,38.05,6441100,246314960,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=3706&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-06-12,3706,神達,TWSE,39.00,39.55,38.85,39.10,8280711,323924629,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=3706&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-06-19,3706,神達,TWSE,38.40,39.15,38.35,39.10,5258227,203826648,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=3706&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-11-18,3706,神達,TWSE,28.80,29.45,28.70,29.30,12821191,373876679,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191101&stockNo=3706&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2019-11-25,3706,神達,TWSE,28.85,28.90,28.30,28.50,5122633,145984176,twse_exchange_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191101&stockNo=3706&response=json,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-04-25,4105,東洋,TPEx,104.00,106.50,101.50,105.00,1400000,146239000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4105&date=2016/04/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2016-05-03,4105,東洋,TPEx,106.50,106.50,104.00,105.50,552000,58154000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4105&date=2016/05/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-01-16,4105,東洋,TPEx,97.40,98.40,96.80,97.30,869000,84557000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4105&date=2017/01/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
2017-01-23,4105,東洋,TPEx,100.50,102.50,99.70,101.50,1564000,158880000,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4105&date=2017/01/01&response=json,official_unadjusted_ohlcv_tpex_trading_stock_month_converted_from_thousand_units,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated
