signal_date,entry_date,exit_date,selected_ticker,selected_name,ticker,name,market,timing_variant,path_source_policy,risk_adjusted_rs20_score,score_formula,source_request_scope,required_price_fields,adjusted_close_policy,entry_open,entry_close,exit_close,entry_market,exit_market,source_route,source_quality,official_ohlc_path_ready,adjusted_close_ready,adjustment_policy,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-02-06,2015-02-09,2015-02-24,2325,矽品,2325,矽品,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.4415962611213106,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,54.40,53.70,54.30,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-04-21,2017-04-24,2017-05-02,2383,台光電,2383,台光電,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.4606251273916207,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,121.00,116.00,117.50,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-04-28,2017-05-02,2017-05-09,2059,川湖,2059,川湖,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.45990210830449146,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,464.50,461.00,447.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-05-05,2017-05-08,2017-05-15,3665,貿聯-KY,3665,貿聯-KY,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.46819233507369074,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,196.50,192.50,221.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-05-12,2017-05-15,2017-05-22,6196,帆宣,6196,帆宣,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.4935024981909211,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,43.00,42.85,44.55,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-06-02,2017-06-05,2017-06-12,3706,神達,3706,神達,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3815187429297134,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,38.25,38.05,39.10,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-06-09,2017-06-12,2017-06-19,3706,神達,3706,神達,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3564297984052561,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,39.00,39.10,39.10,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-06-30,2017-07-03,2017-07-10,6116,彩晶,6116,彩晶,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.37871564915810657,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,9.38,9.28,8.90,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-07-07,2017-07-10,2017-07-17,6116,彩晶,6116,彩晶,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3665230990503917,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,9.15,8.90,8.50,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-07-14,2017-07-17,2017-07-24,1590,亞德客-KY,1590,亞德客-KY,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3429303174347406,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,375.00,388.00,406.50,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-07-21,2017-07-24,2017-07-31,6239,力成,6239,力成,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3198780382310744,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,104.50,105.00,97.90,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-07-28,2017-07-31,2017-08-07,3019,亞光,3019,亞光,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3332004994047982,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,66.10,71.10,94.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-08-04,2017-08-07,2017-08-14,1590,亞德客-KY,1590,亞德客-KY,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.2797759158139136,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,428.00,414.00,396.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-08-11,2017-08-14,2017-08-21,8039,台虹,8039,台虹,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3348540934766137,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,46.50,44.95,49.90,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-09-01,2017-09-04,2017-09-11,8341,日友,8341,日友,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3051339065412111,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,185.00,178.50,176.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-09-08,2017-09-11,2017-09-18,2419,仲琦,2419,仲琦,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3130239639993967,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,23.05,23.15,22.95,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-09-22,2017-09-25,2017-10-02,6196,帆宣,6196,帆宣,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3457203791005775,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,39.65,38.70,40.65,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-09-29,2017-10-02,2017-10-12,6188,廣明,6188,廣明,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.32121208585018857,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,40.80,41.90,40.75,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-06,2017-10-11,2017-10-18,6111,大宇資,6111,大宇資,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.32590322063404814,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,100.50,94.00,96.70,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-13,2017-10-16,2017-10-23,2355,敬鵬,2355,敬鵬,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.2898928281871967,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,61.50,62.00,60.70,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-20,2017-10-23,2017-10-30,6111,大宇資,6111,大宇資,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.29227060121107273,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,97.00,94.50,88.00,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-27,2017-10-30,2017-11-06,3362,先進光,3362,先進光,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.37077341466492947,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,76.10,73.50,71.00,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-03,2017-11-06,2017-11-13,1565,精華,1565,精華,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.28343329882677704,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,765.00,750.00,848.00,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-10,2017-11-13,2017-11-20,5289,宜鼎,5289,宜鼎,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.2801872590058065,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,127.00,123.50,138.50,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-24,2017-11-27,2017-12-04,3406,玉晶光,3406,玉晶光,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.40571541473198186,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,366.00,352.50,365.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-12-01,2017-12-04,2017-12-11,1305,華夏,1305,華夏,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.27894392293512554,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,28.25,29.10,28.10,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-12-08,2017-12-11,2017-12-18,2231,為升,2231,為升,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3593189559207439,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,308.50,300.00,275.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-12-15,2017-12-18,2017-12-25,9914,美利達,9914,美利達,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.30409438016464163,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,129.00,128.00,129.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-12-22,2017-12-25,2018-01-02,9914,美利達,9914,美利達,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.33400154813061145,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,129.00,129.00,127.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-12-29,2018-01-02,2018-01-09,3665,貿聯-KY,3665,貿聯-KY,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3373203308988706,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,278.50,282.00,272.50,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-01-05,2018-01-08,2018-01-15,4721,美琪瑪,4721,美琪瑪,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.4152563994748961,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,109.00,107.50,105.00,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-01-12,2018-01-15,2018-01-22,8464,億豐,8464,億豐,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.37106986620956656,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,301.50,307.50,312.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-01-19,2018-01-22,2018-01-29,6121,新普,6121,新普,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.31624251398458053,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,191.50,199.50,191.00,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-01-26,2018-01-29,2018-02-05,3673,TPK-KY,3673,TPK-KY,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.34166250916703844,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,100.50,100.50,85.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-02-02,2018-02-05,2018-02-12,2231,為升,2231,為升,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3162503928009327,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,300.00,323.00,324.00,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-02-09,2018-02-12,2018-02-27,6180,橘子,6180,橘子,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3975873349131026,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,79.90,74.90,71.10,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-02-12,2018-02-21,2018-03-01,3260,威剛,3260,威剛,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3628890570896406,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,72.40,73.90,73.40,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-02-23,2018-02-26,2018-03-06,3376,新日興,3376,新日興,TWSE,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.30742362017401204,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,95.50,90.80,92.40,TWSE,TWSE,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-03-02,2018-03-05,2018-03-12,3105,穩懋,3105,穩懋,TPEx,next_day_close_entry_fixed_5td_exit,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,0.3826048402852681,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,bounded_selected_ticker_only_no_full_market_download,official_unadjusted_ohlc_entry_close_exit_close,blocked_do_not_fabricate,263.00,250.50,297.00,TPEx,TPEx,selected_ticker_month_or_bounded_day_official_route,official_unadjusted_ohlcv_selected_ticker,True,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
