ticker,name,market,year_month,target_dates,target_dates_found,route_ready,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
3169,亞信,TPEx,202205,1,1,True,0,False,False,False,False,False,False,False,True,False
3169,亞信,TPEx,202206,1,1,True,0,False,False,False,False,False,False,False,True,False
6781,AES-KY,TWSE,202206,2,2,True,0,False,False,False,False,False,False,False,True,False
8454,富邦媒,TWSE,202206,2,2,True,0,False,False,False,False,False,False,False,True,False
3406,玉晶光,TWSE,202206,2,2,True,0,False,False,False,False,False,False,False,True,False
5274,信驊,TPEx,202206,1,1,True,0,False,False,False,False,False,False,False,True,False
5274,信驊,TPEx,202207,1,1,True,0,False,False,False,False,False,False,False,True,False
1102,亞泥,TWSE,202207,3,3,True,0,False,False,False,False,False,False,False,True,False
2637,慧洋-KY,TWSE,202207,1,1,True,0,False,False,False,False,False,False,False,True,False
2637,慧洋-KY,TWSE,202208,1,1,True,0,False,False,False,False,False,False,False,True,False
2603,長榮,TWSE,202208,4,4,True,0,False,False,False,False,False,False,False,True,False
2351,順德,TWSE,202208,2,2,True,0,False,False,False,False,False,False,False,True,False
1605,華新,TWSE,202208,2,2,True,0,False,False,False,False,False,False,False,True,False
8046,南電,TWSE,202208,1,1,True,0,False,False,False,False,False,False,False,True,False
8046,南電,TWSE,202209,1,1,True,0,False,False,False,False,False,False,False,True,False
6469,大樹,TPEx,202209,2,2,True,0,False,False,False,False,False,False,False,True,False
3035,智原,TWSE,202209,2,2,True,0,False,False,False,False,False,False,False,True,False
3289,宜特,TPEx,202209,2,2,True,0,False,False,False,False,False,False,False,True,False
2606,裕民,TWSE,202209,1,1,True,0,False,False,False,False,False,False,False,True,False
2606,裕民,TWSE,202210,1,1,True,0,False,False,False,False,False,False,False,True,False
3293,鈊象,TPEx,202210,4,4,True,0,False,False,False,False,False,False,False,True,False
2609,陽明,TWSE,202210,2,2,True,0,False,False,False,False,False,False,False,True,False
2915,潤泰全,TWSE,202210,2,2,True,0,False,False,False,False,False,False,False,True,False
3035,智原,TWSE,202210,1,1,True,0,False,False,False,False,False,False,False,True,False
3035,智原,TWSE,202211,1,1,True,0,False,False,False,False,False,False,False,True,False
3189,景碩,TWSE,202211,2,2,True,0,False,False,False,False,False,False,False,True,False
8050,廣積,TPEx,202211,2,2,True,0,False,False,False,False,False,False,False,True,False
6781,AES-KY,TWSE,202211,2,2,True,0,False,False,False,False,False,False,False,True,False
3081,聯亞,TPEx,202212,4,4,True,0,False,False,False,False,False,False,False,True,False
