source_compact_path,source_compact_sha256,source_manifest_path,source_manifest_sha256,output_compact_path,output_compact_sha256,source_url,source_response_sha256,retrieval_time_utc,reused_existing_download,new_network_queries,row_count
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_expiry_lock_audit_20260711\compact\taifex\p3_official_foreign_tx_futures.csv.gz,afc311d608a860e9f93c672d6fb45a133bfad0077a7c596c4531fda2005a9bec,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_expiry_lock_audit_20260711\p3_expiry_taifex_source_manifest.csv,351327a17639629e7b482e086f949618ffe55f1e5dfa71e30145e7fbca824fc9,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_taifex_trade_flow_compact_materialization_20260712\p3_taifex_foreign_trade_oi_daily_compact.csv.gz,9d9c6f654b9b35f2a7f767c6a2bbafb2ecb71a5be49f6f9727d2a91360309847,https://www.taifex.com.tw/cht/3/futContractsDateDown,ed92ec686f6b2eb51ad05768131193376e14e40de6449f70600b2d5eae0c8846,2026-07-11T13:58:13+00:00,True,0,728
