period,ticker,name,first_primary80_eligible_date,warmup_start_date,scope_end_date,required_session_rows,warmup_sessions_before_first_eligible,official_delisting_cap_applied
P1,6177,達麗,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,6180,橘子,2015-06-26,2015-04-03,2022-12-29,2020,60,False
P1,6182,合晶,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,6185,幃翔,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,6187,萬潤,2016-04-29,2016-02-05,2022-12-29,1800,60,False
P1,6188,廣明,2017-03-10,2016-12-16,2022-12-29,1575,60,False
P1,6190,萬泰科,2017-02-24,2016-12-02,2022-12-29,1585,60,False
P1,6191,精成科,2018-07-06,2018-04-13,2022-12-29,1230,60,False
P1,6192,巨路,2019-08-23,2019-05-31,2022-12-29,935,60,False
P1,6196,帆宣,2016-07-22,2016-04-29,2022-12-29,1740,60,False
P1,6197,佳必琪,2015-03-20,2014-12-26,2022-12-29,2090,60,False
P1,6202,盛群,2017-05-05,2017-02-10,2022-12-29,1535,60,False
P1,6203,海韻電,2020-02-21,2019-11-29,2022-12-29,805,60,False
P1,6205,詮欣,2017-03-10,2016-12-16,2022-12-29,1575,60,False
P1,6206,飛捷,2016-02-19,2015-11-27,2022-12-29,1850,60,False
P1,6207,雷科,2017-04-14,2017-01-20,2022-12-29,1550,60,False
P1,6208,日揚,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,6213,聯茂,2017-01-20,2016-10-28,2022-12-29,1610,60,False
P1,6214,精誠,2015-05-08,2015-02-13,2022-12-29,2055,60,False
P1,6217,中探針,2015-04-24,2015-01-30,2022-12-29,2065,60,False
P1,6220,岳豐,2016-11-11,2016-08-19,2022-12-29,1660,60,False
P1,6223,旺矽,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,6224,聚鼎,2020-10-23,2020-07-31,2022-12-29,630,60,False
P1,6226,光鼎,2017-10-13,2017-07-21,2022-12-29,1420,60,False
P1,6227,茂綸,2016-02-26,2015-12-04,2022-12-29,1845,60,False
P1,6230,尼得科超眾,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,6231,系微,2019-11-08,2019-08-16,2022-12-29,880,60,False
P1,6233,旺玖,2021-07-09,2021-04-16,2022-12-29,445,60,False
P1,6235,華孚,2017-12-29,2017-10-06,2022-12-29,1365,60,False
P1,6237,驊訊,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,6238,勝麗,2016-04-22,2016-01-29,2020-06-19,1146,60,True
P1,6239,力成,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,6244,茂迪,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,6245,立端,2015-04-17,2015-01-23,2022-12-29,2070,60,False
P1,6251,定穎,2019-11-01,2019-08-09,2022-08-25,795,60,True
P1,6257,矽格,2017-03-03,2016-12-09,2022-12-29,1580,60,False
P1,6261,久元,2015-12-11,2015-09-18,2022-12-29,1900,60,False
P1,6266,泰詠,2019-02-15,2018-11-23,2022-12-29,1070,60,False
P1,6269,台郡,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,6271,同欣電,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,6274,台燿,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,6278,台表科,2017-03-03,2016-12-09,2022-12-29,1580,60,False
P1,6279,胡連,2015-02-13,2014-11-21,2022-12-29,2115,60,False
P1,6282,康舒,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,6283,淳安,2019-03-22,2018-12-28,2022-12-29,1045,60,False
P1,6284,佳邦,2018-06-01,2018-03-09,2022-12-29,1255,60,False
P1,6285,啟碁,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,6286,立錡,2015-02-13,2014-11-21,2016-04-29,376,60,True
P1,6288,聯嘉,2019-08-02,2019-05-10,2022-12-29,950,60,False
P1,6290,良維,2016-04-08,2016-01-15,2022-12-29,1815,60,False
P1,6409,旭隼,2015-02-26,2014-12-04,2022-12-29,2106,60,False
P1,6411,晶焱,2015-03-20,2014-12-26,2022-12-29,2090,60,False
P1,6412,群電,2016-11-25,2016-09-02,2022-12-29,1650,60,False
P1,6414,樺漢,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,6415,矽力*-KY,2015-06-12,2015-03-20,2022-12-29,2030,60,False
P1,6416,瑞祺電通,2018-06-15,2018-03-23,2022-12-29,1245,60,False
P1,6422,君耀-KY,2016-12-16,2016-09-23,2018-09-28,526,60,True
P1,6426,統新,2017-02-17,2016-11-25,2021-03-24,1129,60,True
P1,6435,大中,2017-05-05,2017-02-10,2022-12-29,1535,60,False
P1,6438,迅得,2017-08-04,2017-05-12,2021-01-19,963,60,True
P1,6441,廣錠,2020-05-29,2020-03-06,2022-12-29,735,60,False
P1,6442,光聖,2016-03-25,2016-01-01,2022-12-29,1825,60,False
P1,6443,元晶,2016-02-26,2015-12-04,2022-12-29,1845,60,False
P1,6449,鈺邦,2017-12-22,2017-09-29,2022-12-29,1370,60,False
P1,6451,訊芯-KY,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,6452,康友-KY,2016-04-15,2016-01-22,2021-04-01,1355,60,True
P1,6456,GIS-KY,2015-11-20,2015-08-28,2022-12-29,1915,60,False
P1,6462,神盾,2017-06-23,2017-03-31,2022-12-29,1500,60,False
P1,6469,大樹,2022-04-22,2022-01-28,2022-12-29,240,60,False
P1,6470,宇智,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,6472,保瑞,2018-11-23,2018-08-31,2022-12-29,1130,60,False
P1,6477,安集,2018-05-11,2018-02-16,2022-12-29,1270,60,False
P1,6485,點序,2021-04-01,2021-01-07,2022-12-29,516,60,False
P1,6486,互動,2017-03-17,2016-12-23,2022-12-29,1570,60,False
P1,6488,環球晶,2015-11-20,2015-08-28,2022-12-29,1915,60,False
P1,6491,晶碩,2020-07-03,2020-04-10,2022-12-29,710,60,False
P1,6494,九齊,2021-04-29,2021-02-04,2022-12-29,496,60,False
P1,6497,亞獅康-KY,2018-03-02,2017-12-08,2020-08-25,708,60,True
P1,6504,南六,2015-10-30,2015-08-07,2022-12-29,1930,60,False
P1,6505,台塑化,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,6506,雙邦,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,6508,惠光,2022-04-29,2022-02-04,2022-12-29,235,60,False
P1,6509,聚和,2015-11-27,2015-09-04,2022-12-29,1910,60,False
P1,6510,精測,2016-06-17,2016-03-25,2022-12-29,1765,60,False
P1,6515,穎崴,2022-03-18,2021-12-24,2022-12-29,265,60,False
P1,6523,達爾膚,2021-03-12,2020-12-18,2022-12-29,530,60,False
P1,6525,捷敏-KY,2016-05-13,2016-02-19,2022-12-29,1790,60,False
P1,6531,愛普*,2017-01-20,2016-10-28,2022-12-29,1610,60,False
P1,6532,瑞耘,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,6533,晶心科,2019-02-27,2018-12-05,2022-12-29,1062,60,False
P1,6538,倉和,2019-12-06,2019-09-13,2022-12-29,860,60,False
P1,6546,正基,2022-07-29,2022-05-06,2022-12-29,170,60,False
P1,6547,高端疫苗,2022-04-01,2022-01-07,2022-12-29,255,60,False
P1,6548,長科*,2016-10-28,2016-08-05,2022-12-29,1670,60,False
P1,6552,易華電,2018-08-24,2018-06-01,2022-12-29,1195,60,False
P1,6558,興能高,2019-01-04,2018-10-12,2022-12-29,1100,60,False
P1,6561,是方,2019-06-06,2019-03-14,2022-12-29,991,60,False
P1,6568,宏觀,2017-08-11,2017-05-19,2022-12-29,1465,60,False
P1,6569,醫揚,2017-03-31,2017-01-06,2022-12-29,1560,60,False
P1,6573,虹揚-KY,2017-11-24,2017-09-01,2022-12-29,1390,60,False
P1,6582,申豐,2020-09-04,2020-06-12,2022-12-29,665,60,False
P1,6589,台康生技,2022-11-11,2022-08-19,2022-12-29,95,60,False
P1,6591,動力-KY,2020-01-03,2019-10-11,2022-12-29,840,60,False
P1,6592,和潤企業,2020-04-10,2020-01-17,2022-12-29,770,60,False
P1,6605,帝寶,2015-04-17,2015-01-23,2022-12-29,2070,60,False
P1,6609,瀧澤科,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,6612,奈米醫材,2019-11-29,2019-09-06,2022-12-29,865,60,False
P1,6613,朋億,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,6643,M31,2019-05-03,2019-02-08,2022-12-29,1015,60,False
P1,6664,群翊,2019-09-12,2019-06-20,2022-12-29,921,60,False
P1,6666,羅麗芬-KY,2018-12-14,2018-09-21,2022-12-29,1115,60,False
P1,6667,信紘科,2019-11-15,2019-08-23,2022-12-29,875,60,False
P1,6668,中揚光,2020-01-17,2019-10-25,2022-12-29,830,60,False
P1,6669,緯穎,2019-07-19,2019-04-26,2022-12-29,960,60,False
P1,6670,復盛應用,2019-06-14,2019-03-22,2022-12-29,985,60,False
P1,6672,騰輝電子-KY,2019-09-12,2019-06-20,2022-12-29,921,60,False
P1,6679,鈺太,2019-07-12,2019-04-19,2022-12-29,965,60,False
P1,6683,雍智科技,2019-09-12,2019-06-20,2022-12-29,921,60,False
P1,6684,安格,2021-11-12,2021-08-20,2022-12-29,355,60,False
P1,6698,旭暉應材,2020-01-03,2019-10-11,2022-12-29,840,60,False
P1,6706,惠特,2020-11-27,2020-09-04,2022-12-29,605,60,False
P1,6712,長聖,2022-04-29,2022-02-04,2022-12-29,235,60,False
P1,6715,嘉基,2020-07-10,2020-04-17,2022-12-29,705,60,False
P1,6719,力智,2022-02-18,2021-11-26,2022-12-29,285,60,False
P1,6732,昇佳電子,2020-09-11,2020-06-19,2022-12-29,660,60,False
P1,6741,91APP*-KY,2021-12-17,2021-09-24,2022-12-29,330,60,False
P1,6756,威鋒電子,2021-07-30,2021-05-07,2022-12-29,430,60,False
P1,6770,力積電,2022-01-14,2021-10-22,2022-12-29,310,60,False
P1,6781,AES-KY,2021-04-23,2021-01-29,2022-12-29,500,60,False
P1,6782,視陽,2022-12-23,2022-09-30,2022-12-29,65,60,False
P1,6788,華景電,2021-11-05,2021-08-13,2022-12-29,360,60,False
P1,6796,晉弘,2022-08-12,2022-05-20,2022-12-29,160,60,False
P1,6803,崑鼎,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,6806,森崴能源,2022-12-16,2022-09-23,2022-12-29,70,60,False
P1,8016,矽創,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,8021,尖點,2015-10-08,2015-07-16,2022-12-29,1946,60,False
P1,8027,鈦昇,2020-10-08,2020-07-16,2022-12-29,641,60,False
P1,8028,昇陽半導體,2019-02-15,2018-11-23,2022-12-29,1070,60,False
P1,8033,雷虎,2022-12-16,2022-09-23,2022-12-29,70,60,False
P1,8034,榮群,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,8039,台虹,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,8040,九暘,2019-12-06,2019-09-13,2022-12-29,860,60,False
P1,8042,金山電,2016-09-02,2016-06-10,2022-12-29,1710,60,False
P1,8043,蜜望實,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,8044,網家,2015-01-16,2014-10-24,2022-12-29,2135,60,False
P1,8046,南電,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,8048,德勝,2015-07-17,2015-04-24,2022-12-29,2005,60,False
P1,8049,晶采,2017-04-14,2017-01-20,2022-12-29,1550,60,False
P1,8050,廣積,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,8054,安國,2021-08-06,2021-05-14,2022-12-29,425,60,False
P1,8064,東捷,2016-08-26,2016-06-03,2022-12-29,1715,60,False
P1,8066,來思達,2017-05-19,2017-02-24,2022-12-29,1525,60,False
P1,8069,元太,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,8070,長華*,2017-09-01,2017-06-09,2022-12-29,1450,60,False
P1,8074,鉅橡,2016-08-19,2016-05-27,2022-12-29,1720,60,False
P1,8076,伍豐,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,8081,致新,2016-10-14,2016-07-22,2022-12-29,1680,60,False
P1,8083,瑞穎,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,8086,宏捷科,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,8088,品安,2017-03-31,2017-01-06,2022-12-29,1560,60,False
P1,8091,翔名,2015-07-09,2015-04-16,2022-12-29,2011,60,False
P1,8096,擎亞,2015-07-17,2015-04-24,2022-12-29,2005,60,False
P1,8097,常珵,2022-09-02,2022-06-10,2022-12-29,145,60,False
P1,8103,瀚荃,2021-11-19,2021-08-27,2022-12-29,350,60,False
P1,8104,錸寶,2022-01-26,2021-11-03,2022-12-29,302,60,False
P1,8105,凌巨,2015-12-04,2015-09-11,2022-12-29,1905,60,False
P1,8107,大億金茂,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,8109,博大,2016-02-26,2015-12-04,2022-12-29,1845,60,False
P1,8110,華東,2016-11-25,2016-09-02,2022-12-29,1650,60,False
P1,8112,至上,2016-07-22,2016-04-29,2022-12-29,1740,60,False
P1,8114,振樺電,2016-08-26,2016-06-03,2022-12-29,1715,60,False
P1,8121,越峰,2021-10-15,2021-07-23,2022-12-29,375,60,False
P1,8131,福懋科,2019-12-20,2019-09-27,2022-12-29,850,60,False
P1,8150,南茂,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,8155,博智,2018-02-12,2017-11-20,2022-12-29,1334,60,False
P1,8163,達方,2018-05-04,2018-02-09,2022-12-29,1275,60,False
P1,8182,加高,2019-12-06,2019-09-13,2022-12-29,860,60,False
P1,8183,精星,2016-11-18,2016-08-26,2022-12-29,1655,60,False
P1,8210,勤誠,2016-03-25,2016-01-01,2022-12-29,1825,60,False
P1,8213,志超,2015-03-27,2015-01-02,2022-12-29,2085,60,False
P1,8215,明基材,2015-10-16,2015-07-24,2022-12-29,1940,60,False
P1,8222,寶一,2016-03-11,2015-12-18,2022-12-29,1835,60,False
P1,8234,新漢,2015-01-30,2014-11-07,2022-12-29,2125,60,False
P1,8255,朋程,2015-05-29,2015-03-06,2022-12-29,2040,60,False
P1,8261,富鼎,2017-03-03,2016-12-09,2022-12-29,1580,60,False
P1,8271,宇瞻,2017-03-24,2016-12-30,2022-12-29,1565,60,False
P1,8279,生展,2017-08-04,2017-05-12,2022-12-29,1470,60,False
P1,8287,英格爾,2016-09-14,2016-06-22,2020-05-11,1014,60,True
P1,8289,泰藝,2021-09-17,2021-06-25,2022-12-29,395,60,False
P1,8299,群聯,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,8341,日友,2015-04-24,2015-01-30,2022-12-29,2065,60,False
P1,8349,恒耀,2017-10-13,2017-07-21,2022-12-29,1420,60,False
P1,8358,金居,2017-01-20,2016-10-28,2022-12-29,1610,60,False
P1,8367,建新國際,2021-09-03,2021-06-11,2022-12-29,405,60,False
P1,8374,羅昇,2017-11-03,2017-08-11,2022-12-29,1405,60,False
P1,8383,千附,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,8390,金益鼎,2021-05-14,2021-02-19,2022-12-29,485,60,False
P1,8403,盛弘,2015-11-20,2015-08-28,2022-12-29,1915,60,False
P1,8404,百和興業-KY,2015-06-18,2015-03-26,2022-12-29,2026,60,False
P1,8406,金可-KY,2015-03-13,2014-12-19,2022-04-29,1921,60,True
P1,8415,大國鋼,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,8422,可寧衛*,2015-07-03,2015-04-10,2022-12-29,2015,60,False
P1,8426,紅木-KY,2016-09-14,2016-06-22,2022-12-29,1702,60,False
P1,8429,金麗-KY,2015-11-13,2015-08-21,2022-12-29,1920,60,False
P1,8431,匯鑽科,2015-06-18,2015-03-26,2022-12-29,2026,60,False
P1,8432,東生華,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,8433,弘帆,2015-10-16,2015-07-24,2022-12-29,1940,60,False
P1,8436,大江,2015-09-25,2015-07-03,2022-12-29,1955,60,False
P1,8437,大地-KY,2016-02-03,2015-11-11,2022-12-29,1862,60,False
P1,8440,綠電,2022-03-11,2021-12-17,2022-12-29,270,60,False
P1,8446,華研,2015-10-23,2015-07-31,2022-12-29,1935,60,False
P1,8454,富邦媒,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,8462,柏文,2019-06-14,2019-03-22,2022-12-29,985,60,False
P1,8464,億豐,2016-01-22,2015-10-30,2022-12-29,1870,60,False
P1,8478,東哥遊艇,2021-12-30,2021-10-07,2022-12-29,321,60,False
P1,8489,三貝德,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,8499,鼎炫-KY,2019-08-23,2019-05-31,2022-12-29,935,60,False
P1,8916,光隆,2015-12-18,2015-09-25,2022-12-29,1895,60,False
P1,8924,大田,2018-02-09,2017-11-17,2022-12-29,1335,60,False
P1,8925,偉盟,2015-03-27,2015-01-02,2016-06-27,387,60,True
P1,8926,台汽電,2018-04-03,2018-01-09,2022-12-29,1298,60,False
P1,8927,北基,2022-08-26,2022-06-03,2022-12-29,150,60,False
P1,8929,富堡,2017-07-28,2017-05-05,2022-12-29,1475,60,False
P1,8930,青鋼,2018-03-02,2017-12-08,2022-12-29,1320,60,False
P1,8933,愛地雅,2022-09-30,2022-07-08,2022-12-29,125,60,False
P1,8936,國統,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,8938,明安,2022-05-27,2022-03-04,2022-12-29,215,60,False
P1,8942,森鉅,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,8996,高力,2016-02-26,2015-12-04,2022-12-29,1845,60,False
P1,9103,美德醫療-DR,2020-09-04,2020-06-12,2022-12-29,665,60,False
P1,9105,泰金寶-DR,2020-10-16,2020-07-24,2022-12-29,635,60,False
P1,9802,鈺齊-KY,2015-04-02,2015-01-08,2022-12-29,2081,60,False
P1,9904,寶成,2015-01-09,2014-10-17,2022-12-29,2140,60,False
P1,9907,統一實,2015-03-20,2014-12-26,2022-12-29,2090,60,False
P1,9910,豐泰,2015-04-17,2015-01-23,2022-12-29,2070,60,False
P1,9911,櫻花,2016-06-03,2016-03-11,2022-12-29,1775,60,False
P1,9914,美利達,2015-02-06,2014-11-14,2022-12-29,2120,60,False
P1,9917,中保科,2015-05-22,2015-02-27,2022-12-29,2045,60,False
P1,9919,康那香,2020-04-01,2020-01-08,2022-12-29,777,60,False
P1,9921,巨大,2015-03-06,2014-12-12,2022-12-29,2100,60,False
P1,9924,福興,2015-09-18,2015-06-26,2022-12-29,1960,60,False
P1,9933,中鼎,2016-04-15,2016-01-22,2022-12-29,1810,60,False
P1,9935,慶豐富,2019-09-20,2019-06-28,2022-12-29,915,60,False
P1,9938,百和,2015-01-23,2014-10-31,2022-12-29,2130,60,False
P1,9939,宏全,2015-03-13,2014-12-19,2022-12-29,2095,60,False
P1,9941,裕融,2017-05-26,2017-03-03,2022-12-29,1520,60,False
P1,9942,茂順,2022-11-04,2022-08-12,2022-12-29,100,60,False
P1,9943,好樂迪,2015-05-29,2015-03-06,2022-12-29,2040,60,False
P1,9945,潤泰新,2015-04-02,2015-01-08,2022-12-29,2081,60,False
P1,9946,三發地產,2019-11-22,2019-08-30,2022-12-29,870,60,False
P1,9951,皇田,2015-07-24,2015-05-01,2022-12-29,2000,60,False
P1,9958,世紀鋼,2019-03-29,2019-01-04,2022-12-29,1040,60,False
P2,1101,台泥,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,1102,亞泥,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,1210,大成,2023-03-03,2022-11-24,2026-06-30,867,60,False
P2,1215,卜蜂,2023-03-03,2022-11-24,2026-06-30,867,60,False
P2,1216,統一,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1301,台塑,2023-09-22,2023-06-29,2026-06-30,729,60,False
P2,1303,南亞,2023-09-22,2023-06-29,2026-06-30,729,60,False
P2,1307,三芳,2024-10-25,2024-07-29,2026-06-30,466,60,False
P2,1319,東陽,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,1326,台化,2023-09-22,2023-06-29,2026-06-30,729,60,False
P2,1339,昭輝,2023-10-13,2023-07-17,2026-06-30,717,60,False
P2,1342,八貫,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1402,遠東新,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1409,新纖,2026-06-26,2026-03-30,2026-06-30,63,60,False
P2,1476,儒鴻,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1477,聚陽,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1503,士電,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,1504,東元,2023-02-24,2022-11-21,2026-06-30,870,60,False
P2,1513,中興電,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1514,亞力,2023-01-17,2022-10-24,2026-06-30,890,60,False
P2,1515,力山,2023-12-08,2023-09-12,2026-06-30,677,60,False
P2,1519,華城,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1522,堤維西,2023-06-16,2023-03-20,2026-06-30,796,60,False
P2,1524,耿鼎,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,1529,樂事綠能,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,1532,勤美,2024-05-03,2024-01-25,2026-06-30,584,60,False
P2,1536,和大,2024-07-12,2024-04-17,2026-06-30,535,60,False
P2,1540,喬福,2024-09-27,2024-07-02,2026-06-30,483,60,False
P2,1560,中砂,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,1582,信錦,2023-12-22,2023-09-26,2026-06-30,667,60,False
P2,1584,精剛,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1589,永冠-KY,2023-05-05,2023-02-02,2026-06-30,826,60,False
P2,1590,亞德客-KY,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1597,直得,2024-08-02,2024-05-07,2026-06-30,522,60,False
P2,1603,華電,2024-03-29,2023-12-25,2026-06-30,606,60,False
P2,1605,華新,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,1608,華榮,2024-03-15,2023-12-11,2026-06-30,616,60,False
P2,1609,大亞,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,1612,宏泰,2024-03-29,2023-12-25,2026-06-30,606,60,False
P2,1616,億泰,2025-07-04,2025-04-09,2026-06-30,300,60,False
P2,1618,合機,2023-10-06,2023-07-12,2026-06-30,720,60,False
P2,1701,中化,2023-01-13,2022-10-20,2024-09-02,452,60,True
P2,1702,南僑,2024-10-11,2024-07-11,2026-06-30,476,60,False
P2,1707,葡萄王,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,1708,東鹼,2024-08-23,2024-05-28,2026-06-30,507,60,False
P2,1711,永光,2024-08-30,2024-06-04,2026-06-30,502,60,False
P2,1717,長興,2024-09-27,2024-07-02,2026-06-30,483,60,False
P2,1720,生達,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,1722,台肥,2023-08-25,2023-05-30,2026-06-30,749,60,False
P2,1727,中華化,2026-04-30,2026-01-22,2026-06-30,102,60,False
P2,1732,毛寶,2025-05-29,2025-03-03,2026-06-30,325,60,False
P2,1734,杏輝,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1736,喬山,2025-03-28,2024-12-23,2026-06-30,366,60,False
P2,1752,南光,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,1760,寶齡富錦,2023-01-06,2022-10-13,2026-06-30,897,60,False
P2,1762,中化生,2023-03-31,2022-12-22,2026-06-30,847,60,False
P2,1773,勝一,2024-03-29,2023-12-25,2026-06-30,606,60,False
P2,1783,和康生,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1784,訊聯,2023-05-19,2023-02-16,2026-06-30,816,60,False
P2,1785,光洋科,2023-05-26,2023-02-23,2026-06-30,811,60,False
P2,1795,美時,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,1802,台玻,2023-09-22,2023-06-29,2026-06-30,729,60,False
P2,1808,潤隆,2023-12-22,2023-09-26,2026-06-30,667,60,False
P2,1815,富喬,2025-04-02,2024-12-26,2026-06-30,363,60,False
P2,1904,正隆,2023-07-28,2023-05-03,2026-06-30,768,60,False
P2,2002,中鋼,2023-08-25,2023-05-30,2026-06-30,749,60,False
P2,2009,第一銅,2024-05-24,2024-02-26,2026-06-30,569,60,False
P2,2014,中鴻,2023-08-11,2023-05-16,2026-06-30,759,60,False
P2,2027,大成鋼,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2031,新光鋼,2023-01-17,2022-10-24,2026-06-30,890,60,False
P2,2049,上銀,2023-12-15,2023-09-19,2026-06-30,672,60,False
P2,2059,川湖,2023-08-04,2023-05-09,2026-06-30,764,60,False
P2,2062,橋椿,2024-09-20,2024-06-25,2026-06-30,488,60,False
P2,2070,精湛,2024-09-13,2024-06-19,2026-06-30,492,60,False
P2,2101,南港,2023-12-29,2023-10-04,2026-06-30,662,60,False
P2,2105,正新,2023-03-31,2022-12-22,2026-06-30,847,60,False
P2,2201,裕隆,2023-01-13,2022-10-20,2026-06-30,892,60,False
P2,2204,中華,2023-03-17,2022-12-08,2026-06-30,857,60,False
P2,2206,三陽工業,2023-02-17,2022-11-14,2026-06-30,875,60,False
P2,2207,和泰車,2023-05-19,2023-02-16,2026-06-30,816,60,False
P2,2211,長榮鋼,2023-08-11,2023-05-16,2026-06-30,759,60,False
P2,2228,劍麟,2024-10-18,2024-07-18,2026-06-30,471,60,False
P2,2230,泰茂,2023-03-24,2022-12-15,2026-06-30,852,60,False
P2,2231,為升,2023-02-03,2022-10-31,2026-06-30,885,60,False
P2,2233,宇隆,2023-11-03,2023-08-08,2026-06-30,702,60,False
P2,2247,汎德永業,2023-06-30,2023-03-30,2026-06-30,788,60,False
P2,2301,光寶科,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2303,聯電,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2308,台達電,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2311,日月光,2025-08-01,2025-05-08,2026-06-30,280,60,False
P2,2312,金寶,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2313,華通,2023-07-21,2023-04-25,2026-06-30,773,60,False
P2,2317,鴻海,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2323,中環,2024-03-22,2023-12-18,2026-06-30,611,60,False
P2,2324,仁寶,2023-05-26,2023-02-23,2026-06-30,811,60,False
P2,2325,矽品,2025-08-01,2025-05-08,2026-06-30,280,60,False
P2,2327,國巨*,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2328,廣宇,2023-06-02,2023-03-06,2026-06-30,806,60,False
P2,2329,華泰,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2330,台積電,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2331,精英,2023-08-25,2023-05-30,2026-06-30,749,60,False
P2,2332,友訊,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2337,旺宏,2026-05-15,2026-02-05,2026-06-30,92,60,False
P2,2338,光罩,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2340,台亞,2023-09-15,2023-06-20,2026-06-30,734,60,False
P2,2344,華邦電,2024-08-23,2024-05-28,2026-06-30,507,60,False
P2,2345,智邦,2023-02-10,2022-11-07,2026-06-30,880,60,False
P2,2347,聯強,2022-12-30,2022-10-07,2026-06-30,901,60,False
P2,2348,海悅,2024-06-21,2024-03-25,2026-06-30,550,60,False
P2,2351,順德,2023-03-10,2022-12-01,2026-06-30,862,60,False
P2,2352,佳世達,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2353,宏碁,2023-07-14,2023-04-18,2026-06-30,778,60,False
P2,2354,鴻準,2022-12-30,2022-10-07,2026-06-30,901,60,False
