market,date,missing_keys,unique_tickers,estimated_response_bytes,network_authorized,network_authority_status
TPEx,2018-11-29,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-11-30,187,187,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-03,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-04,186,186,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-05,186,186,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-06,186,186,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-07,186,186,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-10,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-11,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-12,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-13,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-14,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-17,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-18,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-19,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-20,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-21,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-24,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-25,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-26,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-27,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-28,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2018-12-31,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-01,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-02,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-03,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-04,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-07,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-08,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-09,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-10,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-11,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-14,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-15,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-16,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-17,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-18,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-21,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-22,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-23,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-24,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-25,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-28,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-29,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-30,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-01-31,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-01,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-04,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-05,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-06,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-07,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-08,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-11,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-12,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-13,190,190,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-14,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-15,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-18,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-19,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-20,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-21,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-22,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-25,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-26,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-27,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-02-28,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-01,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-04,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-05,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-06,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-07,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-08,189,189,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-11,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-12,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-13,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-14,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-15,188,188,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-18,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-19,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-20,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-21,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-22,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-25,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-26,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-27,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-28,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-03-29,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-01,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-02,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-03,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-04,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-05,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-08,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-09,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-10,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-11,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-12,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-15,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-16,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-17,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-18,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-19,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-22,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-23,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-24,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-25,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-26,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-29,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-04-30,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-01,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-02,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-03,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-06,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-07,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-08,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-09,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-10,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-13,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-14,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-15,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-16,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-17,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-20,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-21,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-22,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-23,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-24,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-27,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-28,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-29,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-30,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-05-31,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-03,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-04,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-05,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-06,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-07,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-10,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-11,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-12,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-13,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-14,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-17,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-18,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-19,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-20,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-21,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-24,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-25,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-26,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-27,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-06-28,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-01,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-02,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-03,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-04,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-05,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-08,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-09,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-10,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-11,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-12,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-15,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-16,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-17,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-18,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-19,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-22,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-23,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-24,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-25,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-26,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-29,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-30,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-07-31,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-01,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-02,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-05,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-06,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-07,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-08,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-09,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-12,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-13,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-14,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-15,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-16,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-19,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-20,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-21,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-22,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-23,191,191,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-26,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-27,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-28,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-29,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-08-30,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-02,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-03,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-04,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-05,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-06,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-09,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-10,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-11,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-12,192,192,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-13,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-16,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-17,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-18,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-19,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-20,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-23,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-24,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-25,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-26,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-27,193,193,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-09-30,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-01,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-02,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-03,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-04,194,194,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-07,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-08,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-09,196,196,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-10,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-11,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-14,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-15,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-16,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-17,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-18,197,197,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-21,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-22,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-23,200,200,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-24,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-25,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-28,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-29,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-30,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-10-31,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-01,195,195,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-04,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-05,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-06,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-07,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-08,198,198,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-11,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-12,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-13,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-14,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-15,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-18,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-19,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-20,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-21,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-22,199,199,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-25,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-26,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-27,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-28,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-11-29,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-02,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-03,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-04,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-05,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-06,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-09,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-10,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-11,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-12,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-13,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-16,210,210,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-17,210,210,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-18,210,210,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-19,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-20,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-23,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-24,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-25,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-26,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-27,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-30,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2019-12-31,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-01,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-02,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-03,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-06,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-07,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-08,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-09,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-10,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-13,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-14,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-15,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-16,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-17,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-20,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-21,211,211,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-22,211,211,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-23,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-24,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-27,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-28,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-29,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-30,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-01-31,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-03,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-04,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-05,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-06,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-07,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-10,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-11,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-12,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-13,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-14,202,202,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-17,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-18,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-19,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-20,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-21,201,201,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-24,203,203,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-25,203,203,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-26,203,203,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-27,203,203,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-02-28,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-02,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-03,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-04,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-05,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-06,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-09,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-10,210,210,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-11,210,210,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-12,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-13,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-16,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-17,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-18,209,209,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-19,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-20,206,206,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-23,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-24,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-25,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-26,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-27,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-30,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-03-31,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-01,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-02,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-03,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-06,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-07,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-08,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-09,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-10,207,207,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-13,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-14,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-15,208,208,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-16,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-17,204,204,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-20,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-21,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-22,205,205,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-23,203,203,808670,False,audit_only_wait_strategy_center_decision
TPEx,2020-04-24,203,203,808670,False,audit_only_wait_strategy_center_decision
