family,market,date,status,wanted_tickers,filtered_rows,http_status,response_bytes,source_url,response_sha256,retrieval_time_utc,error
institutional,TPEx,2025-08-07,accepted,469,174,200,135415,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,6d1a745fa946a83d85e2802b785cfb413984d1ad0ff5d772aa5f5a40b0d53661,2026-07-11T09:02:13+00:00,
institutional,TWSE,2025-08-11,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250811&selectType=ALLBUT0999&response=json,564fa5f9b1f5de297cb75ffd0f2f2cda38704a0beedb3b377ae1e4180b774406,2026-07-11T09:02:14+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-08-11,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250811&selectType=ALL&response=json,6015a6905d1b377c9219d21e72133746c686e789f27abcd8e7e43d3962ec3a2b,2026-07-11T09:02:14+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-11,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250811&response=json,e46ab526aa71a102cdd136dc85413904f8b56dcdc0803e5d2feb914ea80616f0,2026-07-11T09:02:14+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-06,accepted,469,172,200,91165,https://www.tpex.org.tw/www/zh-tw/margin/sbl,95b465c51c64d4e37c232a43961fed53f5532523eb2e5300052c6f6a8c78d315,2026-07-11T09:02:13+00:00,
institutional,TPEx,2025-08-11,accepted,466,174,200,137939,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,72160251898fd42f78a893363e0f8c9457d893e8f7d1c9949606e9c776b15f77,2026-07-11T09:02:15+00:00,
institutional,TPEx,2025-08-06,accepted,469,173,200,133662,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,52bc1994f3d0b55b7d4ee807fd0aeefc5dc0880607b4f29fc310ffe8d94c2360,2026-07-11T09:02:13+00:00,
institutional,TWSE,2025-08-12,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250812&selectType=ALLBUT0999&response=json,4735af1fbdf8607227c57d4e1ebf0e469cae98aa87dbcb7ba5ed85fb64b05a22,2026-07-11T09:02:17+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-08-12,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250812&selectType=ALL&response=json,ba90eca345b439c52884fd8da74708806757ff7d4030b7517afb5650108f93f0,2026-07-11T09:02:17+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-12,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250812&response=json,24907aefe3a62c58f6c65f0972c3759b91d9b947cbd79fb589a583bcf9206805,2026-07-11T09:02:17+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-11,accepted,466,172,200,91591,https://www.tpex.org.tw/www/zh-tw/margin/sbl,19f5f8746f4742d00fc2ab9ad6af81620601c5fc5fb1a8c1577864df6fb8681c,2026-07-11T09:02:15+00:00,
margin_short,TPEx,2025-08-11,accepted,466,165,200,96851,https://www.tpex.org.tw/www/zh-tw/margin/balance,e095ef6f96c1a6b380e4fd10de7995dd5a81e3e7d3cf4bdb2dbeef276a7f50cc,2026-07-11T09:02:15+00:00,
margin_short,TPEx,2025-08-12,accepted,466,165,200,96861,https://www.tpex.org.tw/www/zh-tw/margin/balance,d8eba3ab646b6307b3267c37b3de8bf84b5c73e6d48a736ab49c28e64972ac39,2026-07-11T09:02:17+00:00,
institutional,TWSE,2025-08-13,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250813&selectType=ALLBUT0999&response=json,9ba57515e9891446b3d038b6372b82bd2d226c4faafe04a63dca22b3e09c81b1,2026-07-11T09:02:17+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-08-13,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250813&selectType=ALL&response=json,6abc7860d1e9c91c6b5c49df0fdaed7288749bc6a6ea970f44f91ab027817208,2026-07-11T09:02:17+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-12,accepted,466,172,200,91468,https://www.tpex.org.tw/www/zh-tw/margin/sbl,8e58945ad7bd435dc2c86c2ee8ebeabe533ceb6b165c194934212610b01abb91,2026-07-11T09:02:17+00:00,
institutional,TPEx,2025-08-12,accepted,466,170,200,136004,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,40e0aa225183d243435e7b2fc531c66ac0ebe7df47ca459b99359471ad0af2b9,2026-07-11T09:02:17+00:00,
securities_lending,TWSE,2025-08-13,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250813&response=json,7861364c8675a833567480176f3f1b206d8b90e383c70e65906c7af3948a16f6,2026-07-11T09:02:17+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-08,accepted,469,172,200,91310,https://www.tpex.org.tw/www/zh-tw/margin/sbl,6a9de492d83a781cffca7e81125de8b8d50d3b2295959aa422ab91a9783b7ef9,2026-07-11T09:02:14+00:00,
margin_short,TPEx,2025-08-08,accepted,469,165,200,96789,https://www.tpex.org.tw/www/zh-tw/margin/balance,54c9988519f49fbb768fd4401fa28f986a76a993ade5f8a00a55c01d42843fc6,2026-07-11T09:02:14+00:00,
securities_lending,TPEx,2025-08-13,accepted,466,172,200,91681,https://www.tpex.org.tw/www/zh-tw/margin/sbl,728b172c7e6f0f152b7d574b8fcc8e6827a3463fb317dc56bef6b483d131e366,2026-07-11T09:02:18+00:00,
institutional,TPEx,2025-08-08,accepted,469,174,200,134202,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,c27645814b5ddb8b80f0d3f1d1fe26d4c048f0cb1b4b317f7affc235c124235f,2026-07-11T09:02:14+00:00,
institutional,TWSE,2025-08-14,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250814&selectType=ALLBUT0999&response=json,200efd93b5be8e726b539b60c57a886f420652ceaf4c2f4a867677735d1c607c,2026-07-11T09:02:18+00:00,parse_JSONDecodeError
margin_short,TPEx,2025-08-13,accepted,466,165,200,96998,https://www.tpex.org.tw/www/zh-tw/margin/balance,5527b60cc802a8881b248a64d9bb38444149551ba0477d9c0b78a86c0ced903c,2026-07-11T09:02:18+00:00,
margin_short,TWSE,2025-08-14,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250814&selectType=ALL&response=json,b522d2d9cffb46c715431c7a3ebb0af1782d0bf36e831a8c7322a01ca7780a75,2026-07-11T09:02:18+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-14,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250814&response=json,271038f1ba370c36021a20f614c987a19b79a08a1dcdeb80e06e70118719e158,2026-07-11T09:02:18+00:00,parse_JSONDecodeError
institutional,TPEx,2025-08-13,accepted,466,174,200,139490,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,0d7aed38304424e14e467d58c3d12c33962f45af7973b782b107c9d2d446e89b,2026-07-11T09:02:18+00:00,
institutional,TWSE,2025-08-15,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250815&selectType=ALLBUT0999&response=json,f3e95fbe32976157f835013cd3d463dda39bd5d9343bc49c12a9584c97862181,2026-07-11T09:02:18+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-08-15,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250815&selectType=ALL&response=json,cf9b6ed8a80ead1bfdf9e824ed5a37d2eb2e683f4da58709ee8d83b6029e1fc4,2026-07-11T09:02:18+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-15,failed,466,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250815&response=json,d38ccd92f9e8a1ba1722d19bef7a4fac6c8987e2f23dcd30043e92330657f25f,2026-07-11T09:02:18+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-14,accepted,466,172,200,91611,https://www.tpex.org.tw/www/zh-tw/margin/sbl,2da6a5bed3f8f1af54601d3fa5367a6595e951eb87ce38348706e08de3857be5,2026-07-11T09:02:18+00:00,
margin_short,TPEx,2025-08-14,accepted,466,165,200,96988,https://www.tpex.org.tw/www/zh-tw/margin/balance,9d18b8b8878f3974c5b4d30b0e3eb4c42f1ea0768f5dd4d4a6689cf856180872,2026-07-11T09:02:18+00:00,
margin_short,TPEx,2025-08-15,accepted,466,165,200,97173,https://www.tpex.org.tw/www/zh-tw/margin/balance,40d763e4e702b527e08de812442e872f2d689d7331a95ff0709089a61da3019f,2026-07-11T09:02:18+00:00,
margin_short,TWSE,2025-08-18,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250818&selectType=ALL&response=json,5cd190a77b93c2c2df2b5635608e7200a6fe1402e65b6c836c9018ab3c65fe6a,2026-07-11T09:02:19+00:00,parse_JSONDecodeError
institutional,TWSE,2025-08-18,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250818&selectType=ALLBUT0999&response=json,8f75a7162addf847435253b2b8187deb763913fb86d5b77dd0c7d35850fc0a42,2026-07-11T09:02:19+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-18,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250818&response=json,ec13864a704071d926eae9ac4266fd9ab1652a286b8e0c528b9cd6fad94f0c69,2026-07-11T09:02:19+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-15,accepted,466,172,200,91592,https://www.tpex.org.tw/www/zh-tw/margin/sbl,59187bcffdc57dbeafd749685979406c42efae004e72f3925e35cc2459cbf6cc,2026-07-11T09:02:19+00:00,
institutional,TPEx,2025-08-15,accepted,466,174,200,138324,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,753be0b4c29c29ae046766fd26da855bc34709588e12952f5a17816aea9e274c,2026-07-11T09:02:18+00:00,
institutional,TWSE,2025-08-19,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250819&selectType=ALLBUT0999&response=json,41541c25971a8028328a6ff053c425dc324603c69d59c3eecc49edc98cb4072a,2026-07-11T09:02:19+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-08-19,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250819&selectType=ALL&response=json,d2feb86eac2e138b6e1abbf90e42ddc980589652071c593dcf4e176ee123d2ee,2026-07-11T09:02:19+00:00,parse_JSONDecodeError
margin_short,TPEx,2025-08-18,accepted,461,161,200,97256,https://www.tpex.org.tw/www/zh-tw/margin/balance,d0ff019a135f86c67f03b288f3f81960417c8ab3ff5e60fb35c6c555cf55d48d,2026-07-11T09:02:19+00:00,
securities_lending,TWSE,2025-08-19,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250819&response=json,31211b64cca2200777720277745567770de2eb342ec569e982fbf821c47bfe87,2026-07-11T09:02:19+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-18,accepted,461,168,200,91420,https://www.tpex.org.tw/www/zh-tw/margin/sbl,a1a0a876ce07cba78b0e09d0c43c79c4643ee9239bb6b519a888079e7be6ffd0,2026-07-11T09:02:19+00:00,
margin_short,TPEx,2025-08-19,accepted,461,161,200,97231,https://www.tpex.org.tw/www/zh-tw/margin/balance,28a3365c9059f697ae27ac7cbdedeb0a887792d42fa57bf62d65d9e615d11bac,2026-07-11T09:02:20+00:00,
margin_short,TWSE,2025-08-20,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250820&selectType=ALL&response=json,c30521918825f6ad1d7d35b6d75cb575ca577fa3dbd1f8b58319359af229970d,2026-07-11T09:02:20+00:00,parse_JSONDecodeError
institutional,TWSE,2025-08-20,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250820&selectType=ALLBUT0999&response=json,6196f0ace9147dcbbdf44213702117d628ef6352caedc2b0f08a6b5bb9c156f3,2026-07-11T09:02:20+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-20,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250820&response=json,b3dc4528c5e007f3fb7a27ad631c1e6f3ce74940f65248f5af684ed17de908e5,2026-07-11T09:02:20+00:00,parse_JSONDecodeError
institutional,TPEx,2025-08-19,accepted,461,170,200,137612,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,ed1ee497f2b4db29891f8d22053a9465c0e15a236553dcaba0bfac455364f9db,2026-07-11T09:02:19+00:00,
securities_lending,TPEx,2025-08-19,accepted,461,168,200,91478,https://www.tpex.org.tw/www/zh-tw/margin/sbl,96eb9ff65388188c54711a46d63843bf5f699560fcc8048303bdd1df722f6bc2,2026-07-11T09:02:20+00:00,
institutional,TWSE,2025-08-21,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250821&selectType=ALLBUT0999&response=json,31f24bdb14a2825b8e9b2476b13199aaaeb555713c6198ec554460358cb50753,2026-07-11T09:02:20+00:00,parse_JSONDecodeError
margin_short,TPEx,2025-08-20,accepted,461,161,200,97212,https://www.tpex.org.tw/www/zh-tw/margin/balance,2bacf984711b5663c5bd8ad01b41c6b874d9506f47eb589893e3341ea3a9f6ee,2026-07-11T09:02:20+00:00,
securities_lending,TPEx,2025-08-20,accepted,461,168,200,91847,https://www.tpex.org.tw/www/zh-tw/margin/sbl,e312c4725b6e6cb34a3ec49aa2b6fe59631718c2c4df56a3d10ac4eca7d92977,2026-07-11T09:02:20+00:00,
margin_short,TWSE,2025-08-21,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250821&selectType=ALL&response=json,bb53fcc4819ac7f8393077b8467aa91c648046b02f5987a88295e7bfd0a45b93,2026-07-11T09:02:20+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-21,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250821&response=json,c54fd39e878e52fd58588d93b13736a47e42c71e843364d8f9d9bf6d085917aa,2026-07-11T09:02:20+00:00,parse_JSONDecodeError
institutional,TPEx,2025-08-14,accepted,466,174,200,139687,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,777b63bf8517934d6e788148dd472236be55099841abc988944ff9cf7c1b0839,2026-07-11T09:02:18+00:00,
institutional,TPEx,2025-08-20,accepted,461,170,200,140067,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,90c8a1fe64ea1271ad5d19f6e8e75865e38787c804d4b54bbf3b975020fdb6ac,2026-07-11T09:02:20+00:00,
institutional,TPEx,2025-08-18,accepted,461,170,200,138039,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,44319c19d048bb24424ad6bd09b8412b48b63172592e5549e39fb30ada583fed,2026-07-11T09:02:19+00:00,
margin_short,TWSE,2025-08-22,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250822&selectType=ALL&response=json,1f43ddacc63faacbc11d942716c28e38b51517a25fc1e216360b5216f573483e,2026-07-11T09:02:21+00:00,parse_JSONDecodeError
institutional,TWSE,2025-08-22,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250822&selectType=ALLBUT0999&response=json,705b0f20a727fb87b81b5b3f53817892bdce324eabc7dc1687e0021884b4a2c1,2026-07-11T09:02:21+00:00,parse_JSONDecodeError
margin_short,TPEx,2025-08-21,accepted,461,161,200,96906,https://www.tpex.org.tw/www/zh-tw/margin/balance,5f6053a9d95ce6f653d5d269248e562c9cd835a2f7fc30fc235a9989f12b1468,2026-07-11T09:02:21+00:00,
securities_lending,TWSE,2025-08-22,failed,461,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250822&response=json,ef766b0b2012a935c2937d23d4bd4cd48fea8d73d58f1cac99c7d702e7fedcb6,2026-07-11T09:02:21+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-21,accepted,461,168,200,91166,https://www.tpex.org.tw/www/zh-tw/margin/sbl,40d2b04bf599d0b7ea8c0036b7c4f4cc4964293fed86bb032822fa9700dfd9c8,2026-07-11T09:02:21+00:00,
institutional,TPEx,2025-08-21,accepted,461,169,200,137021,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,e7cb20d1c411834d34405ff6dcb063de0a3e87ef71b3a88995b9e20df84f84d4,2026-07-11T09:02:21+00:00,
margin_short,TPEx,2025-08-22,accepted,461,161,200,96787,https://www.tpex.org.tw/www/zh-tw/margin/balance,00408e2312ba0218c5d5416fb1cb4f0531d6c7b078da0a57837cbe3d0a7c8d36,2026-07-11T09:02:21+00:00,
institutional,TWSE,2025-08-25,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250825&selectType=ALLBUT0999&response=json,e541307a8725da52b00e87b227be2e4520c3a84984d1672617a79dadb334cba2,2026-07-11T09:02:21+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-08-25,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250825&selectType=ALL&response=json,ef6159c14346c95b2816f89dfe9bb51269ad2558fb83c68c8372c2915d5d5882,2026-07-11T09:02:21+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-25,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250825&response=json,0caa7de43a83d15e03d315c08b6d366afb1a22c6230b6e3ae38a2002dfc771c4,2026-07-11T09:02:21+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-22,accepted,461,168,200,91445,https://www.tpex.org.tw/www/zh-tw/margin/sbl,dd7b93403626f00b9d52e138a1e2b45b8fdebcef36188af4eba29fae693fd725,2026-07-11T09:02:21+00:00,
margin_short,TPEx,2025-08-25,accepted,455,158,200,96783,https://www.tpex.org.tw/www/zh-tw/margin/balance,61d5b12a95a584222d095227f3ce2fd1de0fe6e87eda85014da34aecb332b479,2026-07-11T09:02:21+00:00,
institutional,TWSE,2025-08-26,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250826&selectType=ALLBUT0999&response=json,298b9bb9e18ccb195202a0218d9e5f273737139277129d8b5a03bea69c1b4efe,2026-07-11T09:02:22+00:00,parse_JSONDecodeError
institutional,TPEx,2025-08-22,accepted,461,169,200,133259,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,e9832505a6c10beb333207d4e92b389ea868aafeb3e228c414a52273da2024ba,2026-07-11T09:02:21+00:00,
margin_short,TWSE,2025-08-26,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250826&selectType=ALL&response=json,c2bdcc7195af7de4f24aac66a43437fccd242e82e5ff5520fcbeba10cdf12562,2026-07-11T09:02:22+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-25,accepted,455,165,200,91495,https://www.tpex.org.tw/www/zh-tw/margin/sbl,805e6fb268490cb114a4248e2df0c229e04aff5d675dd9cab6c8656dd77beac0,2026-07-11T09:02:22+00:00,
institutional,TPEx,2025-08-25,accepted,455,167,200,136349,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,6595656ca6bb167e9d788c64ccbd11df8f08e30a452f603b7085d1a08cad30e6,2026-07-11T09:02:21+00:00,
margin_short,TWSE,2025-08-27,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250827&selectType=ALL&response=json,da5e88447bba4a8104b750c70c5d3a08bbbbbf793fc8b06b4143f97353d925f8,2026-07-11T09:02:22+00:00,parse_JSONDecodeError
institutional,TWSE,2025-08-27,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250827&selectType=ALLBUT0999&response=json,e040f4a5e7dafe09e9b34c6231a36fbf2e18ad19cffae282e8ad9b86a3c21ce0,2026-07-11T09:02:22+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-27,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250827&response=json,c884037440cc0d325334eb04f1c8bec43dbfe1ba30e33f46955970290b48d878,2026-07-11T09:02:22+00:00,parse_JSONDecodeError
margin_short,TPEx,2025-08-26,accepted,455,158,200,96744,https://www.tpex.org.tw/www/zh-tw/margin/balance,8918173ed73ce1e1eaabb5186f918c00a4182177cc60ef33d83f89a028934b52,2026-07-11T09:02:22+00:00,
securities_lending,TPEx,2025-08-26,accepted,455,165,200,91048,https://www.tpex.org.tw/www/zh-tw/margin/sbl,a2c230ddbe69a4a7f2dfebc662a49a7f937698a2d5b0b109023cee3f137c3fa4,2026-07-11T09:02:22+00:00,
institutional,TPEx,2025-08-26,accepted,455,168,200,135411,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,8fa3a7e714bd528bb1f1072f0d58e24636b5c8cfcdb29da8dba5d85bd02be08c,2026-07-11T09:02:22+00:00,
institutional,TWSE,2025-08-28,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250828&selectType=ALLBUT0999&response=json,a4648c85db4214d46ce92cdaa6adcd1ffc011c1b73435160b262a2ee56f1d6f7,2026-07-11T09:02:23+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-08-28,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250828&selectType=ALL&response=json,a48380698504fa88d966ba4f3df17a6e825fea34478146faa6ecd94c349f5120,2026-07-11T09:02:23+00:00,parse_JSONDecodeError
margin_short,TPEx,2025-08-27,accepted,455,158,200,96864,https://www.tpex.org.tw/www/zh-tw/margin/balance,f5be93431bacf76e9453d7ddabb53961664d4c2d6d0a0a750e735b28f2fa761a,2026-07-11T09:02:23+00:00,
securities_lending,TPEx,2025-08-27,accepted,455,165,200,90947,https://www.tpex.org.tw/www/zh-tw/margin/sbl,059ae53b27cb78ea6aff0ad69b25e14f7de56258f681446b4ea7d97d792d6592,2026-07-11T09:02:23+00:00,
institutional,TPEx,2025-08-27,accepted,455,167,200,137736,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,cc7262a3f7004500036884c11648b825238b0455d87f46fe523fd36a1a058f2a,2026-07-11T09:02:22+00:00,
securities_lending,TWSE,2025-08-26,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250826&response=json,aafa92dc5c9ec8832b72ad7895abf0128b8d1b7cbb6ff4abc94cef1dec1ba0dc,2026-07-11T09:02:22+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-08-28,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250828&response=json,8032c5026a0bb7f5917262918f73016b41d8f0015600d05e86c3aa8bfce6b19b,2026-07-11T09:02:23+00:00,parse_JSONDecodeError
institutional,TWSE,2025-08-29,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250829&selectType=ALLBUT0999&response=json,3bf1a2a192aebcfc9b34f570a489f42696be189aee4e528906cf9c7930a2c83f,2026-07-11T09:02:23+00:00,parse_JSONDecodeError
margin_short,TPEx,2025-08-28,accepted,455,158,200,96870,https://www.tpex.org.tw/www/zh-tw/margin/balance,b3280a19166b429a25b8471c78d82c342de48b75c7986edb4a63b2c7bed7f79b,2026-07-11T09:02:23+00:00,
margin_short,TWSE,2025-08-29,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250829&selectType=ALL&response=json,a47e596d4e28eb6fc652f86df7e7e9c2e4df98d6043f6cd679d19c1d583319d6,2026-07-11T09:02:23+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-28,accepted,455,165,200,91009,https://www.tpex.org.tw/www/zh-tw/margin/sbl,a7295fa82aad93c2b0c1b668a4242a695826b67e09ff5a7a658059222a00bd68,2026-07-11T09:02:23+00:00,
securities_lending,TWSE,2025-08-29,failed,455,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250829&response=json,650e0eea03d0b5f27e143527b64889c8c0adb663364d6baac01f211166ce823f,2026-07-11T09:02:23+00:00,parse_JSONDecodeError
institutional,TPEx,2025-08-28,accepted,455,168,200,137591,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,c6c80dfe7d73bb657aa69c6796c4fc51e45369ffd43386efacc46242c1f57617,2026-07-11T09:02:23+00:00,
margin_short,TPEx,2025-08-29,accepted,455,158,200,96961,https://www.tpex.org.tw/www/zh-tw/margin/balance,f100cc23db827df7670e88b27268d7fd6a3f2f90a57a638b506075b59848081d,2026-07-11T09:02:23+00:00,
institutional,TPEx,2025-08-29,accepted,455,167,200,138342,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,4733b1d30098381054e52fc10be9e86ee246c2c2e0c85d60463505bb9937edf9,2026-07-11T09:02:23+00:00,
institutional,TWSE,2025-09-01,failed,452,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250901&selectType=ALLBUT0999&response=json,a9af25e1a15f69dcfaece78459e6e6697611dbb823e6de69a3e82ed2081b622d,2026-07-11T09:02:24+00:00,parse_JSONDecodeError
margin_short,TWSE,2025-09-01,failed,452,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250901&selectType=ALL&response=json,5422f438521f835153c8aa21ced96f257cbc4a469b77932c84316715f333ebfd,2026-07-11T09:02:24+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-09-01,failed,452,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250901&response=json,7fcca9c91841d31af8c4c861f5c8718ccd8d3e465c75348cf3e7a6d0a2bc9661,2026-07-11T09:02:24+00:00,parse_JSONDecodeError
securities_lending,TPEx,2025-08-29,accepted,455,165,200,91140,https://www.tpex.org.tw/www/zh-tw/margin/sbl,545e477280c73b348e0b82156468b8ae42d3eb4953790fe5e8954a27f22c1b92,2026-07-11T09:02:24+00:00,
margin_short,TPEx,2025-09-01,accepted,452,158,200,96955,https://www.tpex.org.tw/www/zh-tw/margin/balance,9103d98df5969c9140713df5e4a50c4186dea98d354202a52333eec52e5742f1,2026-07-11T09:02:24+00:00,
securities_lending,TPEx,2025-09-01,accepted,452,165,200,91940,https://www.tpex.org.tw/www/zh-tw/margin/sbl,3e35657fff3e50b1a77331f93270bdd760562c75ad2b1cffef0a83a8d9529a51,2026-07-11T09:02:24+00:00,
institutional,TWSE,2025-09-02,failed,452,0,307,800,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250902&selectType=ALLBUT0999&response=json,05f0166d32e13c1ccd72de4c575217a17eb71c468cf3b532887d33c5cb4f4878,2026-07-11T09:02:24+00:00,parse_JSONDecodeError
institutional,TPEx,2025-09-01,accepted,452,168,200,139955,https://www.tpex.org.tw/www/zh-tw/insti/dailyTrade,d79812991830790b639a68cfd0295447c25e5f7d65b6ad63664c8e6225749b1f,2026-07-11T09:02:24+00:00,
margin_short,TWSE,2025-09-02,failed,452,0,307,800,https://www.twse.com.tw/rwd/zh/marginTrading/MI_MARGN?date=20250902&selectType=ALL&response=json,964657950179b31daa4f5203623c6ff2dbacc73f3c80debc3469d73b06cecac8,2026-07-11T09:02:25+00:00,parse_JSONDecodeError
securities_lending,TWSE,2025-09-02,failed,452,0,307,800,https://www.twse.com.tw/rwd/zh/lending/TWT72U?date=20250902&response=json,da3c50af69af9ce0d96adbb700b1529ec51d383cca65413f5c4904f39f0f8f2c,2026-07-11T09:02:25+00:00,parse_JSONDecodeError
