strategy,ticker,holding_start,holding_end,trading_day_marks,source_ledger,authority_status
old_ai7_median_rs60_two_sleeve,2382,2023-08-15 00:00:00,2023-09-01 00:00:00,42,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,2454,2021-12-06 00:00:00,2021-12-17 00:00:00,30,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,2454,2022-05-16 00:00:00,2022-06-17 00:00:00,72,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,2454,2022-10-25 00:00:00,2022-12-02 00:00:00,87,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,2454,2023-09-05 00:00:00,2023-10-13 00:00:00,78,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,2454,2024-12-23 00:00:00,2025-02-14 00:00:00,96,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,3231,2020-04-27 00:00:00,2020-06-12 00:00:00,102,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,3231,2022-10-05 00:00:00,2022-10-21 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,3231,2022-12-19 00:00:00,2022-12-23 00:00:00,15,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,3231,2023-07-10 00:00:00,2023-07-21 00:00:00,30,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,3231,2024-09-16 00:00:00,2024-09-20 00:00:00,12,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2019-03-27 00:00:00,2019-03-27 00:00:00,3,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2019-08-05 00:00:00,2019-09-06 00:00:00,72,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2019-11-04 00:00:00,2019-11-08 00:00:00,15,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2020-04-08 00:00:00,2020-04-23 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2021-11-08 00:00:00,2021-11-12 00:00:00,15,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2022-04-14 00:00:00,2022-05-10 00:00:00,54,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2022-09-12 00:00:00,2022-09-28 00:00:00,39,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2024-11-25 00:00:00,2024-12-06 00:00:00,30,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_median_rs60_two_sleeve,6669,2025-04-28 00:00:00,2025-07-01 00:00:00,135,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_vs_00631l_weekly_median_rs60_two_sleeve_contract_20260719\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2015-08-31 00:00:00,2015-08-31 00:00:00,3,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2015-11-20 00:00:00,2015-11-23 00:00:00,6,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2016-01-20 00:00:00,2016-01-29 00:00:00,24,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2016-05-18 00:00:00,2016-05-18 00:00:00,3,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2016-11-29 00:00:00,2016-11-30 00:00:00,6,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2017-08-23 00:00:00,2017-08-25 00:00:00,9,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2020-03-26 00:00:00,2020-04-06 00:00:00,18,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2020-09-09 00:00:00,2020-09-15 00:00:00,15,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2021-05-21 00:00:00,2021-05-25 00:00:00,9,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2022-03-18 00:00:00,2022-03-18 00:00:00,3,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2024-08-13 00:00:00,2024-08-19 00:00:00,15,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2024-09-13 00:00:00,2024-09-13 00:00:00,3,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,00631L,2025-03-24 00:00:00,2025-04-07 00:00:00,27,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2015-09-01 00:00:00,2015-09-29 00:00:00,60,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2016-04-19 00:00:00,2016-05-12 00:00:00,51,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2017-08-28 00:00:00,2017-09-13 00:00:00,39,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2017-12-06 00:00:00,2017-12-21 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2021-07-22 00:00:00,2021-08-06 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2022-01-07 00:00:00,2022-01-24 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2022-07-11 00:00:00,2022-09-01 00:00:00,117,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2024-07-18 00:00:00,2024-08-06 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2025-07-02 00:00:00,2025-11-05 00:00:00,261,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2308,2026-03-20 00:00:00,2026-05-19 00:00:00,120,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2015-07-14 00:00:00,2015-07-29 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2016-03-29 00:00:00,2016-04-18 00:00:00,39,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2016-08-08 00:00:00,2016-08-23 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2016-09-20 00:00:00,2016-11-09 00:00:00,108,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2016-12-01 00:00:00,2017-06-12 00:00:00,372,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2019-04-16 00:00:00,2019-05-10 00:00:00,54,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2020-11-12 00:00:00,2021-02-19 00:00:00,192,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2021-08-09 00:00:00,2021-08-24 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2022-03-21 00:00:00,2022-04-11 00:00:00,42,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2023-08-10 00:00:00,2023-08-25 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2317,2024-04-25 00:00:00,2024-07-17 00:00:00,174,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2015-10-01 00:00:00,2015-11-11 00:00:00,87,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2016-08-26 00:00:00,2016-09-13 00:00:00,39,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2017-07-19 00:00:00,2017-08-11 00:00:00,54,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2019-07-19 00:00:00,2019-08-07 00:00:00,42,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2020-07-28 00:00:00,2020-09-04 00:00:00,87,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2021-02-22 00:00:00,2021-03-10 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2024-02-29 00:00:00,2024-04-19 00:00:00,105,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2024-08-20 00:00:00,2024-09-04 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2026-01-20 00:00:00,2026-03-19 00:00:00,105,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2330,2026-06-25 00:00:00,2026-06-29 00:00:00,9,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2015-08-05 00:00:00,2015-08-20 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2016-02-01 00:00:00,2016-03-28 00:00:00,99,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2016-05-19 00:00:00,2016-08-05 00:00:00,162,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2020-04-07 00:00:00,2020-06-15 00:00:00,147,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2021-03-11 00:00:00,2021-04-28 00:00:00,96,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2022-03-02 00:00:00,2022-03-17 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2022-06-20 00:00:00,2022-07-05 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2024-01-11 00:00:00,2024-02-27 00:00:00,81,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2382,2025-03-06 00:00:00,2025-03-21 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2454,2015-06-15 00:00:00,2015-07-08 00:00:00,51,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2454,2015-11-24 00:00:00,2015-12-09 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2454,2017-06-13 00:00:00,2017-07-18 00:00:00,78,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2454,2017-09-14 00:00:00,2017-11-13 00:00:00,120,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2454,2019-06-10 00:00:00,2019-07-18 00:00:00,87,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
old_ai7_priority_backup_00631l,2454,2020-03-06 00:00:00,2020-03-23 00:00:00,36,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_old_ai7_priority_00631l_backup_cd_override_contract_20260720\corrected_NAV_daily_wealth_ledger.csv.gz,actual_daily_holding_ledger
