attempt_id,market,company_type,period,url,http_code,content_type,status,row_count,error
otc_2019-01_1,TPEx,1,2019-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_1_1.html,200,text/html,ok,27,
sii_2019-01_0,TWSE,0,2019-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_1_0.html,200,text/html,ok,888,
sii_2019-01_1,TWSE,1,2019-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_1_1.html,200,text/html,ok,69,
otc_2019-02_0,TPEx,0,2019-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_2_0.html,200,text/html,ok,750,
otc_2019-02_1,TPEx,1,2019-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_2_1.html,200,text/html,ok,27,
sii_2019-02_0,TWSE,0,2019-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_2_0.html,200,text/html,ok,888,
sii_2019-02_1,TWSE,1,2019-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_2_1.html,200,text/html,ok,69,
otc_2019-03_0,TPEx,0,2019-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_3_0.html,200,text/html,ok,752,
otc_2019-03_1,TPEx,1,2019-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_3_1.html,200,text/html,ok,27,
sii_2019-03_0,TWSE,0,2019-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_3_0.html,200,text/html,ok,889,
sii_2019-03_1,TWSE,1,2019-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_3_1.html,200,text/html,ok,69,
otc_2019-04_0,TPEx,0,2019-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_4_0.html,200,text/html,ok,753,
otc_2019-04_1,TPEx,1,2019-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_4_1.html,200,text/html,ok,27,
sii_2019-04_0,TWSE,0,2019-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_4_0.html,200,text/html,ok,889,
sii_2019-04_1,TWSE,1,2019-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_4_1.html,200,text/html,ok,69,
otc_2019-05_0,TPEx,0,2019-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_5_0.html,200,text/html,ok,753,
otc_2019-05_1,TPEx,1,2019-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_5_1.html,200,text/html,ok,27,
sii_2019-05_0,TWSE,0,2019-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_5_0.html,200,text/html,ok,889,
sii_2019-05_1,TWSE,1,2019-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_5_1.html,200,text/html,ok,69,
otc_2019-06_0,TPEx,0,2019-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_6_0.html,200,text/html,ok,754,
otc_2019-06_1,TPEx,1,2019-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_6_1.html,200,text/html,ok,27,
sii_2019-06_0,TWSE,0,2019-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_6_0.html,200,text/html,ok,890,
sii_2019-06_1,TWSE,1,2019-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_6_1.html,200,text/html,ok,69,
otc_2019-07_0,TPEx,0,2019-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_7_0.html,200,text/html,ok,754,
otc_2019-07_1,TPEx,1,2019-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_7_1.html,200,text/html,ok,27,
sii_2019-07_0,TWSE,0,2019-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_7_0.html,200,text/html,ok,891,
sii_2019-07_1,TWSE,1,2019-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_7_1.html,200,text/html,ok,70,
otc_2019-08_0,TPEx,0,2019-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_8_0.html,200,text/html,ok,757,
otc_2019-08_1,TPEx,1,2019-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_8_1.html,200,text/html,ok,27,
sii_2019-08_0,TWSE,0,2019-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_8_0.html,200,text/html,ok,894,
sii_2019-08_1,TWSE,1,2019-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_8_1.html,200,text/html,ok,70,
otc_2019-09_0,TPEx,0,2019-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_9_0.html,200,text/html,ok,760,
otc_2019-09_1,TPEx,1,2019-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_9_1.html,200,text/html,ok,27,
sii_2019-09_0,TWSE,0,2019-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_9_0.html,200,text/html,ok,895,
sii_2019-09_1,TWSE,1,2019-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_9_1.html,200,text/html,ok,70,
otc_2019-10_0,TPEx,0,2019-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_10_0.html,200,text/html,ok,762,
otc_2019-10_1,TPEx,1,2019-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_10_1.html,200,text/html,ok,27,
sii_2019-10_0,TWSE,0,2019-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_10_0.html,200,text/html,ok,897,
sii_2019-10_1,TWSE,1,2019-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_10_1.html,200,text/html,ok,71,
otc_2019-11_0,TPEx,0,2019-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_11_0.html,200,text/html,ok,762,
otc_2019-11_1,TPEx,1,2019-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_11_1.html,200,text/html,ok,27,
sii_2019-11_0,TWSE,0,2019-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_11_0.html,200,text/html,ok,897,
sii_2019-11_1,TWSE,1,2019-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_11_1.html,200,text/html,ok,71,
otc_2019-12_0,TPEx,0,2019-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_12_0.html,200,text/html,ok,762,
otc_2019-12_1,TPEx,1,2019-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_12_1.html,200,text/html,ok,27,
sii_2019-12_0,TWSE,0,2019-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_12_0.html,200,text/html,ok,899,
sii_2019-12_1,TWSE,1,2019-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_108_12_1.html,200,text/html,ok,71,
otc_2020-01_0,TPEx,0,2020-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_1_0.html,200,text/html,ok,763,
otc_2020-01_1,TPEx,1,2020-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_1_1.html,200,text/html,ok,27,
sii_2020-01_0,TWSE,0,2020-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_1_0.html,200,text/html,ok,901,
sii_2020-01_1,TWSE,1,2020-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_1_1.html,200,text/html,ok,72,
otc_2020-02_0,TPEx,0,2020-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_2_0.html,200,text/html,ok,764,
otc_2020-02_1,TPEx,1,2020-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_2_1.html,200,text/html,ok,27,
sii_2020-02_0,TWSE,0,2020-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_2_0.html,200,text/html,ok,901,
sii_2020-02_1,TWSE,1,2020-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_2_1.html,200,text/html,ok,72,
otc_2020-03_0,TPEx,0,2020-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_3_0.html,200,text/html,ok,764,
otc_2020-03_1,TPEx,1,2020-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_3_1.html,200,text/html,ok,27,
sii_2020-03_0,TWSE,0,2020-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_3_0.html,200,text/html,ok,901,
sii_2020-03_1,TWSE,1,2020-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_3_1.html,200,text/html,ok,72,
otc_2020-04_0,TPEx,0,2020-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_4_0.html,200,text/html,ok,764,
otc_2020-04_1,TPEx,1,2020-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_4_1.html,200,text/html,ok,27,
sii_2020-04_0,TWSE,0,2020-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_4_0.html,200,text/html,ok,902,
sii_2020-04_1,TWSE,1,2020-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_4_1.html,200,text/html,ok,73,
otc_2020-05_0,TPEx,0,2020-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_5_0.html,200,text/html,ok,764,
otc_2020-05_1,TPEx,1,2020-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_5_1.html,200,text/html,ok,27,
sii_2020-05_0,TWSE,0,2020-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_5_0.html,200,text/html,ok,902,
sii_2020-05_1,TWSE,1,2020-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_5_1.html,200,text/html,ok,73,
otc_2020-06_0,TPEx,0,2020-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_6_0.html,200,text/html,ok,766,
otc_2020-06_1,TPEx,1,2020-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_6_1.html,200,text/html,ok,27,
sii_2020-06_0,TWSE,0,2020-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_6_0.html,200,text/html,ok,903,
sii_2020-06_1,TWSE,1,2020-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_6_1.html,200,text/html,ok,73,
otc_2020-07_0,TPEx,0,2020-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_7_0.html,200,text/html,ok,767,
otc_2020-07_1,TPEx,1,2020-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_7_1.html,200,text/html,ok,27,
sii_2020-07_0,TWSE,0,2020-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_7_0.html,200,text/html,ok,904,
sii_2020-07_1,TWSE,1,2020-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_7_1.html,200,text/html,ok,73,
otc_2020-08_0,TPEx,0,2020-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_8_0.html,200,text/html,ok,769,
otc_2020-08_1,TPEx,1,2020-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_8_1.html,200,text/html,ok,27,
sii_2020-08_0,TWSE,0,2020-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_8_0.html,200,text/html,ok,908,
sii_2020-08_1,TWSE,1,2020-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_8_1.html,200,text/html,ok,73,
otc_2020-09_0,TPEx,0,2020-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_9_0.html,200,text/html,ok,771,
otc_2020-09_1,TPEx,1,2020-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_9_1.html,200,text/html,ok,27,
sii_2020-09_0,TWSE,0,2020-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_9_0.html,200,text/html,ok,911,
sii_2020-09_1,TWSE,1,2020-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_9_1.html,200,text/html,ok,73,
otc_2020-10_0,TPEx,0,2020-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_10_0.html,200,text/html,ok,773,
otc_2020-10_1,TPEx,1,2020-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_10_1.html,200,text/html,ok,27,
sii_2020-10_0,TWSE,0,2020-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_10_0.html,200,text/html,ok,911,
sii_2020-10_1,TWSE,1,2020-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_10_1.html,200,text/html,ok,73,
otc_2020-11_0,TPEx,0,2020-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_11_0.html,200,text/html,ok,774,
otc_2020-11_1,TPEx,1,2020-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_11_1.html,200,text/html,ok,27,
sii_2020-11_0,TWSE,0,2020-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_11_0.html,200,text/html,ok,911,
sii_2020-11_1,TWSE,1,2020-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_11_1.html,200,text/html,ok,73,
otc_2020-12_0,TPEx,0,2020-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_12_0.html,200,text/html,ok,776,
otc_2020-12_1,TPEx,1,2020-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_109_12_1.html,200,text/html,ok,27,
sii_2020-12_0,TWSE,0,2020-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_12_0.html,200,text/html,ok,912,
sii_2020-12_1,TWSE,1,2020-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_109_12_1.html,200,text/html,ok,73,
otc_2021-01_0,TPEx,0,2021-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_1_0.html,200,text/html,ok,778,
otc_2021-01_1,TPEx,1,2021-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_1_1.html,200,text/html,ok,28,
sii_2021-01_0,TWSE,0,2021-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_1_0.html,200,text/html,ok,912,
sii_2021-01_1,TWSE,1,2021-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_1_1.html,200,text/html,ok,75,
otc_2021-02_0,TPEx,0,2021-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_2_0.html,200,text/html,ok,778,
otc_2021-02_1,TPEx,1,2021-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_2_1.html,200,text/html,ok,28,
sii_2021-02_0,TWSE,0,2021-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_2_0.html,200,text/html,ok,912,
sii_2021-02_1,TWSE,1,2021-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_2_1.html,200,text/html,ok,75,
otc_2021-03_0,TPEx,0,2021-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_3_0.html,200,text/html,ok,779,
otc_2021-03_1,TPEx,1,2021-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_3_1.html,200,text/html,ok,28,
sii_2021-03_0,TWSE,0,2021-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_3_0.html,200,text/html,ok,914,
sii_2021-03_1,TWSE,1,2021-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_3_1.html,200,text/html,ok,75,
otc_2021-04_0,TPEx,0,2021-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_4_0.html,200,text/html,ok,780,
otc_2021-04_1,TPEx,1,2021-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_4_1.html,200,text/html,ok,28,
sii_2021-04_0,TWSE,0,2021-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_4_0.html,200,text/html,ok,915,
sii_2021-04_1,TWSE,1,2021-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_4_1.html,200,text/html,ok,76,
otc_2021-05_0,TPEx,0,2021-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_5_0.html,200,text/html,ok,780,
otc_2021-05_1,TPEx,1,2021-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_5_1.html,200,text/html,ok,28,
sii_2021-05_0,TWSE,0,2021-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_5_0.html,200,text/html,ok,916,
sii_2021-05_1,TWSE,1,2021-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_5_1.html,200,text/html,ok,76,
otc_2021-06_0,TPEx,0,2021-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_6_0.html,200,text/html,ok,783,
otc_2021-06_1,TPEx,1,2021-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_6_1.html,200,text/html,ok,28,
sii_2021-06_0,TWSE,0,2021-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_6_0.html,200,text/html,ok,916,
sii_2021-06_1,TWSE,1,2021-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_6_1.html,200,text/html,ok,76,
otc_2021-07_0,TPEx,0,2021-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_7_0.html,200,text/html,ok,787,
otc_2021-07_1,TPEx,1,2021-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_7_1.html,200,text/html,ok,28,
sii_2021-07_0,TWSE,0,2021-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_7_0.html,200,text/html,ok,917,
sii_2021-07_1,TWSE,1,2021-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_7_1.html,200,text/html,ok,76,
otc_2021-08_0,TPEx,0,2021-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_8_0.html,200,text/html,ok,788,
otc_2021-08_1,TPEx,1,2021-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_8_1.html,200,text/html,ok,28,
sii_2021-08_0,TWSE,0,2021-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_8_0.html,200,text/html,ok,919,
sii_2021-08_1,TWSE,1,2021-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_8_1.html,200,text/html,ok,76,
otc_2021-09_0,TPEx,0,2021-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_9_0.html,200,text/html,ok,790,
otc_2021-09_1,TPEx,1,2021-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_9_1.html,200,text/html,ok,28,
sii_2021-09_0,TWSE,0,2021-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_9_0.html,200,text/html,ok,920,
sii_2021-09_1,TWSE,1,2021-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_9_1.html,200,text/html,ok,76,
otc_2021-10_0,TPEx,0,2021-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_10_0.html,200,text/html,ok,792,
otc_2021-10_1,TPEx,1,2021-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_10_1.html,200,text/html,ok,28,
sii_2021-10_0,TWSE,0,2021-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_10_0.html,200,text/html,ok,924,
sii_2021-10_1,TWSE,1,2021-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_10_1.html,200,text/html,ok,76,
otc_2021-11_0,TPEx,0,2021-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_11_0.html,200,text/html,ok,795,
otc_2021-11_1,TPEx,1,2021-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_11_1.html,200,text/html,ok,28,
sii_2021-11_0,TWSE,0,2021-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_11_0.html,200,text/html,ok,925,
sii_2021-11_1,TWSE,1,2021-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_11_1.html,200,text/html,ok,76,
otc_2021-12_0,TPEx,0,2021-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_12_0.html,200,text/html,ok,796,
otc_2021-12_1,TPEx,1,2021-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_110_12_1.html,200,text/html,ok,28,
sii_2021-12_0,TWSE,0,2021-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_12_0.html,200,text/html,ok,925,
sii_2021-12_1,TWSE,1,2021-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_12_1.html,200,text/html,ok,76,
otc_2022-01_0,TPEx,0,2022-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_1_0.html,200,text/html,ok,799,
otc_2022-01_1,TPEx,1,2022-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_1_1.html,200,text/html,ok,28,
sii_2022-01_0,TWSE,0,2022-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_1_0.html,200,text/html,ok,928,
sii_2022-01_1,TWSE,1,2022-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_1_1.html,200,text/html,ok,78,
otc_2022-02_0,TPEx,0,2022-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_2_0.html,200,text/html,ok,799,
otc_2022-02_1,TPEx,1,2022-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_2_1.html,200,text/html,ok,28,
sii_2022-02_0,TWSE,0,2022-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_2_0.html,200,text/html,ok,928,
sii_2022-02_1,TWSE,1,2022-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_2_1.html,200,text/html,ok,78,
otc_2022-03_0,TPEx,0,2022-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_3_0.html,200,text/html,ok,800,
otc_2022-03_1,TPEx,1,2022-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_3_1.html,200,text/html,ok,28,
sii_2022-03_0,TWSE,0,2022-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_3_0.html,200,text/html,ok,929,
sii_2022-03_1,TWSE,1,2022-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_3_1.html,200,text/html,ok,78,
otc_2022-04_0,TPEx,0,2022-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_4_0.html,200,text/html,ok,803,
otc_2022-04_1,TPEx,1,2022-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_4_1.html,200,text/html,ok,28,
sii_2022-04_0,TWSE,0,2022-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_4_0.html,200,text/html,ok,929,
sii_2022-04_1,TWSE,1,2022-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_4_1.html,200,text/html,ok,78,
otc_2022-05_0,TPEx,0,2022-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_5_0.html,200,text/html,ok,805,
otc_2022-05_1,TPEx,1,2022-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_5_1.html,200,text/html,ok,28,
sii_2022-05_0,TWSE,0,2022-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_5_0.html,200,text/html,ok,930,
sii_2022-05_1,TWSE,1,2022-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_5_1.html,200,text/html,ok,79,
otc_2022-06_0,TPEx,0,2022-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_6_0.html,200,text/html,ok,805,
otc_2022-06_1,TPEx,1,2022-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_6_1.html,200,text/html,ok,28,
sii_2022-06_0,TWSE,0,2022-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_6_0.html,200,text/html,ok,932,
sii_2022-06_1,TWSE,1,2022-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_6_1.html,200,text/html,ok,79,
otc_2022-07_0,TPEx,0,2022-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_7_0.html,200,text/html,ok,807,
otc_2022-07_1,TPEx,1,2022-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_7_1.html,200,text/html,ok,28,
sii_2022-07_0,TWSE,0,2022-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_7_0.html,200,text/html,ok,936,
sii_2022-07_1,TWSE,1,2022-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_7_1.html,200,text/html,ok,79,
otc_2022-08_0,TPEx,0,2022-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_8_0.html,200,text/html,ok,807,
otc_2022-08_1,TPEx,1,2022-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_8_1.html,200,text/html,ok,28,
sii_2022-08_0,TWSE,0,2022-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_8_0.html,200,text/html,ok,941,
sii_2022-08_1,TWSE,1,2022-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_8_1.html,200,text/html,ok,79,
otc_2022-09_0,TPEx,0,2022-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_9_0.html,200,text/html,ok,810,
otc_2022-09_1,TPEx,1,2022-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_9_1.html,200,text/html,ok,28,
sii_2022-09_0,TWSE,0,2022-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_9_0.html,200,text/html,ok,945,
sii_2022-09_1,TWSE,1,2022-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_9_1.html,200,text/html,ok,79,
otc_2022-10_0,TPEx,0,2022-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_10_0.html,200,text/html,ok,811,
otc_2022-10_1,TPEx,1,2022-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_10_1.html,200,text/html,ok,28,
sii_2022-10_0,TWSE,0,2022-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_10_0.html,200,text/html,ok,948,
sii_2022-10_1,TWSE,1,2022-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_10_1.html,200,text/html,ok,79,
otc_2022-11_0,TPEx,0,2022-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_11_0.html,200,text/html,ok,812,
otc_2022-11_1,TPEx,1,2022-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_11_1.html,200,text/html,ok,28,
sii_2022-11_0,TWSE,0,2022-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_11_0.html,200,text/html,ok,950,
sii_2022-11_1,TWSE,1,2022-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_11_1.html,200,text/html,ok,79,
otc_2022-12_0,TPEx,0,2022-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_12_0.html,200,text/html,ok,812,
otc_2022-12_1,TPEx,1,2022-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_111_12_1.html,200,text/html,ok,28,
sii_2022-12_0,TWSE,0,2022-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_12_0.html,200,text/html,ok,951,
sii_2022-12_1,TWSE,1,2022-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_12_1.html,200,text/html,ok,79,
otc_2023-01_0,TPEx,0,2023-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_1_0.html,200,text/html,ok,816,
otc_2023-01_1,TPEx,1,2023-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_1_1.html,200,text/html,ok,29,
sii_2023-01_0,TWSE,0,2023-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_1_0.html,200,text/html,ok,954,
