ticker,name,covered_periods,first_period,last_period
3717,聯嘉投控,3,2025Q3,2026Q1
4104,佳醫,45,2015Q1,2026Q1
4106,雃博,45,2015Q1,2026Q1
4108,懷特,45,2015Q1,2026Q1
4119,旭富,45,2015Q1,2026Q1
4133,亞諾法,45,2015Q1,2026Q1
4137,麗豐-KY,45,2015Q1,2026Q1
4142,國光生,45,2015Q1,2026Q1
4148,全宇生技-KY,41,2016Q1,2026Q1
4155,訊映,41,2015Q2,2026Q1
4164,承業醫,45,2015Q1,2026Q1
4169,泰宗,24,2015Q2,2026Q1
4178,永笙-KY,7,2023Q4,2026Q1
4190,佐登-KY,44,2015Q2,2026Q1
4195,基米-創,24,2015Q2,2026Q1
4306,炎洲,45,2015Q1,2026Q1
4414,如興,45,2015Q1,2026Q1
4426,利勤,45,2015Q1,2026Q1
4438,廣越,43,2015Q2,2026Q1
4439,冠星-KY,29,2017Q4,2026Q1
4440,宜新實業,26,2018Q4,2026Q1
4441,振大環球,15,2019Q4,2026Q1
4526,東台,45,2015Q1,2026Q1
4532,瑞智,45,2015Q1,2026Q1
4536,拓凱,45,2015Q1,2026Q1
4540,全球傳動,39,2015Q2,2026Q1
4545,銘鈺,44,2015Q2,2026Q1
4551,智伸科,45,2015Q1,2026Q1
4552,力達-KY,45,2015Q1,2026Q1
4555,氣立,45,2015Q1,2026Q1
4557,永新-KY,44,2015Q2,2026Q1
4560,強信-KY,40,2015Q4,2026Q1
4562,穎漢,41,2015Q2,2026Q1
4564,元翎,37,2015Q4,2026Q1
4566,時碩工業,39,2015Q4,2026Q1
4569,六方科-KY,15,2021Q4,2026Q1
4571,鈞興-KY,30,2017Q4,2026Q1
4572,駐龍,32,2017Q4,2026Q1
4576,大銀微系統,32,2017Q4,2026Q1
4581,光隆精密-KY,29,2017Q4,2026Q1
4582,聚恆-創,18,2017Q4,2026Q1
4583,台灣精銳,23,2019Q4,2026Q1
4585,達明,12,2021Q4,2026Q1
4588,玖鼎電力,15,2021Q4,2026Q1
4590,富田-創,12,2020Q4,2026Q1
4720,德淵,45,2015Q1,2026Q1
4722,國精化,45,2015Q1,2026Q1
4736,泰博,45,2015Q1,2026Q1
4737,華廣,45,2015Q1,2026Q1
4739,康普,45,2015Q1,2026Q1
4746,台耀,45,2015Q1,2026Q1
4755,三福化,45,2015Q1,2026Q1
4763,材料*-KY,44,2015Q2,2026Q1
4764,雙鍵,39,2015Q4,2026Q1
4766,南寶,36,2016Q4,2026Q1
4770,上品,24,2019Q4,2026Q1
4771,望隼,18,2019Q4,2026Q1
4807,日成-KY,40,2015Q4,2026Q1
4904,遠傳,45,2015Q1,2026Q1
4906,正文,45,2015Q1,2026Q1
4912,聯德控股-KY,45,2015Q1,2026Q1
4915,致伸,45,2015Q1,2026Q1
4916,事欣科,45,2015Q1,2026Q1
4919,新唐,45,2015Q1,2026Q1
4927,泰鼎-KY,45,2015Q1,2026Q1
4930,燦星網,45,2015Q1,2026Q1
4934,太極,45,2015Q1,2026Q1
4935,茂林-KY,45,2015Q1,2026Q1
4938,和碩,45,2015Q1,2026Q1
4942,嘉彰,45,2015Q1,2026Q1
4943,康控-KY,43,2015Q2,2026Q1
4949,有成精密,28,2015Q2,2026Q1
4952,凌通,45,2015Q1,2026Q1
4956,光鋐,45,2015Q1,2026Q1
4958,臻鼎-KY,45,2015Q1,2026Q1
4960,誠美材,45,2015Q1,2026Q1
4961,天鈺,39,2015Q2,2026Q1
4967,十銓,38,2015Q2,2026Q1
4968,立積,45,2015Q1,2026Q1
4976,佳凌,45,2015Q1,2026Q1
4977,眾達-KY,45,2015Q1,2026Q1
4989,榮科,37,2016Q4,2026Q1
4994,傳奇,45,2015Q1,2026Q1
4999,鑫禾,45,2015Q1,2026Q1
5007,三星,45,2015Q1,2026Q1
5203,訊連,45,2015Q1,2026Q1
5215,科嘉-KY,45,2015Q1,2026Q1
5222,全訊,34,2015Q2,2026Q1
5225,東科-KY,45,2015Q1,2026Q1
5234,達興材料,45,2015Q1,2026Q1
5243,乙盛-KY,45,2015Q1,2026Q1
5244,弘凱,32,2015Q2,2026Q1
5258,虹堡,42,2015Q2,2026Q1
5269,祥碩,45,2015Q1,2026Q1
5283,禾聯碩,38,2015Q2,2026Q1
5284,jpp-KY,45,2015Q1,2026Q1
5285,界霖,45,2015Q1,2026Q1
5288,豐祥-KY,45,2015Q1,2026Q1
5292,華懋,22,2018Q4,2026Q1
5306,桂盟,45,2015Q1,2026Q1
5388,中磊,45,2015Q1,2026Q1
5434,崇越,45,2015Q1,2026Q1
5469,瀚宇博,45,2015Q1,2026Q1
5471,松翰,45,2015Q1,2026Q1
5484,慧友,45,2015Q1,2026Q1
5515,建國,45,2015Q1,2026Q1
5519,隆大,45,2015Q1,2026Q1
5521,工信,45,2015Q1,2026Q1
5522,遠雄,45,2015Q1,2026Q1
5525,順天,45,2015Q1,2026Q1
5531,鄉林,45,2015Q1,2026Q1
5533,皇鼎,45,2015Q1,2026Q1
5534,長虹,45,2015Q1,2026Q1
5538,東明-KY,45,2015Q1,2026Q1
5546,永固-KY,28,2017Q4,2026Q1
5607,遠雄港,45,2015Q1,2026Q1
5608,四維航,45,2015Q1,2026Q1
5706,鳳凰,45,2015Q1,2026Q1
5871,中租-KY,45,2015Q1,2026Q1
5876,上海商銀,39,2015Q2,2026Q1
5880,合庫金,45,2015Q1,2026Q1
5906,台南-KY,45,2015Q1,2026Q1
5907,大洋-KY,45,2015Q1,2026Q1
6005,群益證,45,2015Q1,2026Q1
6024,群益期,45,2015Q1,2026Q1
6108,競國,45,2015Q1,2026Q1
6112,邁達特,45,2015Q1,2026Q1
6115,鎰勝,45,2015Q1,2026Q1
6116,彩晶,45,2015Q1,2026Q1
6117,迎廣,45,2015Q1,2026Q1
6120,達運,45,2015Q1,2026Q1
6128,上福,45,2015Q1,2026Q1
6133,金橋,45,2015Q1,2026Q1
6136,富爾特,45,2015Q1,2026Q1
6139,亞翔,45,2015Q1,2026Q1
6141,柏承,45,2015Q1,2026Q1
6142,友勁,45,2015Q1,2026Q1
6152,百一,45,2015Q1,2026Q1
6153,嘉聯益,45,2015Q1,2026Q1
6155,鈞寶,45,2015Q1,2026Q1
6164,華興,45,2015Q1,2026Q1
6165,浪凡,45,2015Q1,2026Q1
6166,凌華,45,2015Q1,2026Q1
6168,宏齊,45,2015Q1,2026Q1
6176,瑞儀,45,2015Q1,2026Q1
6177,達麗,45,2015Q1,2026Q1
6183,關貿,45,2015Q1,2026Q1
6184,大豐電,45,2015Q1,2026Q1
6189,豐藝,45,2015Q1,2026Q1
6191,精成科,45,2015Q1,2026Q1
6192,巨路,45,2015Q1,2026Q1
6196,帆宣,45,2015Q1,2026Q1
6197,佳必琪,45,2015Q1,2026Q1
6201,亞弘電,45,2015Q1,2026Q1
6202,盛群,45,2015Q1,2026Q1
6205,詮欣,45,2015Q1,2026Q1
6206,飛捷,45,2015Q1,2026Q1
6209,今國光,45,2015Q1,2026Q1
6213,聯茂,45,2015Q1,2026Q1
6214,精誠,45,2015Q1,2026Q1
6215,和椿,45,2015Q1,2026Q1
6216,居易,45,2015Q1,2026Q1
6224,聚鼎,45,2015Q1,2026Q1
6225,天瀚,45,2015Q1,2026Q1
6226,光鼎,45,2015Q1,2026Q1
6230,尼得科超眾,45,2015Q1,2026Q1
6235,華孚,45,2015Q1,2026Q1
6239,力成,45,2015Q1,2026Q1
6243,迅杰,45,2015Q1,2026Q1
6257,矽格,45,2015Q1,2026Q1
6269,台郡,45,2015Q1,2026Q1
6271,同欣電,45,2015Q1,2026Q1
6272,驊陞,25,2015Q2,2026Q1
6277,宏正,45,2015Q1,2026Q1
6278,台表科,45,2015Q1,2026Q1
6281,全國電,45,2015Q1,2026Q1
6282,康舒,45,2015Q1,2026Q1
6283,淳安,45,2015Q1,2026Q1
6285,啟碁,45,2015Q1,2026Q1
6405,悅城,45,2015Q1,2026Q1
6409,旭隼,45,2015Q1,2026Q1
6412,群電,45,2015Q1,2026Q1
6414,樺漢,45,2015Q1,2026Q1
6415,矽力*-KY,45,2015Q1,2026Q1
6416,瑞祺電通,40,2015Q2,2026Q1
6426,統新,45,2015Q1,2026Q1
6431,光麗-KY,45,2015Q1,2026Q1
6438,迅得,42,2015Q2,2026Q1
6442,光聖,45,2015Q1,2026Q1
6443,元晶,45,2015Q1,2026Q1
6446,藥華藥,43,2015Q2,2026Q1
6449,鈺邦,45,2015Q1,2026Q1
6451,訊芯-KY,45,2015Q1,2026Q1
6456,GIS-KY,45,2015Q1,2026Q1
6464,台數科,45,2015Q1,2026Q1
6472,保瑞,43,2015Q2,2026Q1
6477,安集,43,2015Q2,2026Q1
6491,晶碩,36,2015Q2,2026Q1
6504,南六,45,2015Q1,2026Q1
6505,台塑化,45,2015Q1,2026Q1
6515,穎崴,27,2018Q4,2026Q1
6525,捷敏-KY,42,2015Q4,2026Q1
6526,達發,22,2015Q2,2026Q1
6531,愛普*,43,2015Q2,2026Q1
6533,晶心科,43,2015Q2,2026Q1
6534,正瀚-創,31,2015Q2,2026Q1
6541,泰福-KY,41,2015Q2,2026Q1
6550,北極星藥業-KY,30,2015Q4,2026Q1
6552,易華電,43,2015Q2,2026Q1
6558,興能高,38,2015Q2,2026Q1
6573,虹揚-KY,38,2015Q4,2026Q1
6579,研揚,41,2015Q4,2026Q1
6581,鋼聯,39,2015Q4,2026Q1
6582,申豐,40,2015Q4,2026Q1
6585,鼎基,32,2015Q4,2026Q1
6589,台康生技,37,2015Q4,2026Q1
6591,動力-KY,39,2015Q4,2026Q1
6592,和潤企業,33,2016Q4,2026Q1
6598,ABC-KY,35,2015Q4,2026Q1
6605,帝寶,45,2015Q1,2026Q1
6606,建德工業,23,2018Q4,2026Q1
6614,資拓宏宇,22,2016Q4,2026Q1
6625,必應,39,2015Q4,2026Q1
6641,基士德-KY,34,2016Q4,2026Q1
6645,金萬林-創,26,2015Q4,2026Q1
6655,科定,37,2015Q4,2026Q1
6657,華安,25,2017Q4,2026Q1
6658,聯策,24,2017Q4,2026Q1
6666,羅麗芬-KY,33,2016Q4,2026Q1
6668,中揚光,36,2015Q4,2026Q1
6669,緯穎,36,2015Q4,2026Q1
6670,復盛應用,37,2015Q4,2026Q1
6671,三能-KY,33,2016Q4,2026Q1
6672,騰輝電子-KY,36,2015Q4,2026Q1
6674,鋐寶科技,36,2015Q4,2026Q1
6689,伊雲谷,27,2017Q4,2026Q1
6691,洋基工程,29,2016Q4,2026Q1
6695,芯鼎,26,2017Q4,2026Q1
6698,旭暉應材,32,2017Q4,2026Q1
6706,惠特,32,2017Q4,2026Q1
6715,嘉基,33,2016Q4,2026Q1
6719,力智,25,2018Q4,2026Q1
6722,輝創,18,2018Q4,2026Q1
6742,澤米,21,2019Q2,2026Q1
6743,安普新,28,2017Q4,2026Q1
6753,龍德造船,21,2019Q4,2026Q1
6754,匯僑設計,29,2017Q4,2026Q1
6756,威鋒電子,29,2017Q4,2026Q1
6757,台灣虎航,25,2018Q4,2026Q1
6768,志強-KY,23,2019Q4,2026Q1
6770,力積電,23,2019Q4,2026Q1
6771,平和環保-創,21,2018Q4,2026Q1
6776,展碁國際,26,2018Q4,2026Q1
6781,AES-KY,23,2019Q4,2026Q1
6782,視陽,21,2020Q2,2026Q1
6789,采鈺,23,2019Q4,2026Q1
6790,永豐實,25,2018Q4,2026Q1
6792,詠業,24,2019Q4,2026Q1
6794,向榮生技,19,2018Q4,2026Q1
6796,晉弘,21,2020Q4,2026Q1
6799,來頡,23,2019Q4,2026Q1
6805,富世達,22,2018Q4,2026Q1
6807,峰源-KY,19,2020Q4,2026Q1
6830,汎銓,20,2020Q4,2026Q1
6831,邁科,14,2020Q4,2026Q1
6834,天二科技,20,2020Q4,2026Q1
6835,圓裕,19,2020Q4,2026Q1
6838,台新藥,18,2019Q4,2026Q1
6854,錼創科技-KY創,19,2020Q4,2026Q1
6861,睿生光電,21,2019Q4,2026Q1
6862,三集瑞-KY,11,2022Q4,2026Q1
6863,永道-KY,15,2021Q4,2026Q1
6869,雲豹能源,19,2020Q4,2026Q1
6873,泓德能源,19,2020Q4,2026Q1
6885,全福生技,16,2020Q4,2026Q1
6887,寶綠特-KY,9,2022Q4,2026Q1
6890,來億-KY,11,2022Q4,2026Q1
6901,鑽石投資,16,2021Q4,2026Q1
6902,GOGOLOOK,15,2021Q4,2026Q1
6906,現觀科,16,2021Q4,2026Q1
6908,宏碁遊戲-創,11,2021Q4,2026Q1
6909,創控,14,2020Q4,2026Q1
6914,阜爾運通,15,2021Q4,2026Q1
6916,華凌,16,2021Q4,2026Q1
6918,愛派司,13,2021Q4,2026Q1
6919,康霈*,14,2021Q4,2026Q1
6921,嘉雨思-創,9,2022Q4,2026Q1
6923,中台,12,2022Q4,2026Q1
6924,榮惠-KY創,9,2022Q4,2026Q1
6928,攸泰科技,16,2020Q4,2026Q1
6931,青松健康,14,2020Q4,2026Q1
6933,AMAX-KY,14,2021Q4,2026Q1
6934,心誠鎂,9,2022Q4,2026Q1
6936,永鴻生技,15,2020Q4,2026Q1
6937,天虹,15,2021Q4,2026Q1
6944,兆聯實業,12,2022Q2,2026Q1
6949,沛爾生醫-創,11,2022Q4,2026Q1
6951,青新-創,13,2022Q4,2026Q1
6952,大武山,13,2022Q4,2026Q1
6955,邦睿生技-創,13,2021Q4,2026Q1
6957,裕慶-KY,11,2022Q4,2026Q1
6958,日盛台駿,13,2022Q4,2026Q1
6962,奕力-KY,9,2022Q4,2026Q1
6965,中傑-KY,10,2022Q4,2026Q1
6969,成信實業*-創,11,2022Q4,2026Q1
6988,威力暘-創,10,2023Q4,2026Q1
6994,富威電力,12,2022Q4,2026Q1
7610,聯友金屬-創,12,2021Q4,2026Q1
7631,聚賢研發-創,11,2022Q4,2026Q1
7705,三商餐飲,12,2022Q4,2026Q1
7711,永擎,7,2023Q4,2026Q1
7721,微程式,10,2022Q4,2026Q1
7722,LINEPAY,13,2021Q4,2026Q1
7730,暉盛-創,11,2021Q4,2026Q1
7732,金興精密,12,2021Q4,2026Q1
7736,虎山,12,2021Q4,2026Q1
7740,熙特爾-創,9,2023Q4,2026Q1
7749,意騰-KY,7,2023Q4,2026Q1
7750,新代,9,2023Q4,2026Q1
7760,享溫馨,7,2023Q4,2026Q1
7765,中華資安,9,2022Q4,2026Q1
7768,頌勝科技,8,2022Q4,2026Q1
7769,鴻勁,8,2023Q4,2026Q1
7780,大研生醫*,9,2023Q4,2026Q1
7786,東方風能,9,2022Q4,2026Q1
7788,松川精密,9,2022Q4,2026Q1
7791,皇家可口,8,2023Q4,2026Q1
7795,長廣,8,2022Q4,2026Q1
7799,禾榮科,8,2023Q4,2026Q1
7803,雲象科技-創,7,2023Q4,2026Q1
7818,溢泰實業,7,2023Q4,2026Q1
7821,神數,6,2023Q4,2026Q1
7822,倍利科,6,2023Q4,2026Q1
7823,奧義賽博-KY創,5,2023Q4,2026Q1
7827,漢康-KY創,6,2023Q4,2026Q1
8011,台通,45,2015Q1,2026Q1
8016,矽創,45,2015Q1,2026Q1
8021,尖點,45,2015Q1,2026Q1
8028,昇陽半導體,39,2015Q2,2026Q1
8033,雷虎,45,2015Q1,2026Q1
8039,台虹,45,2015Q1,2026Q1
8045,達運光電,27,2015Q2,2026Q1
8046,南電,45,2015Q1,2026Q1
8070,長華*,45,2015Q1,2026Q1
8072,陞泰,45,2015Q1,2026Q1
8081,致新,45,2015Q1,2026Q1
8101,華冠,45,2015Q1,2026Q1
8103,瀚荃,45,2015Q1,2026Q1
8104,錸寶,37,2015Q4,2026Q1
8105,凌巨,45,2015Q1,2026Q1
8110,華東,45,2015Q1,2026Q1
8112,至上,45,2015Q1,2026Q1
8114,振樺電,45,2015Q1,2026Q1
8131,福懋科,45,2015Q1,2026Q1
8150,南茂,45,2015Q1,2026Q1
8162,微矽電子-創,15,2021Q4,2026Q1
8163,達方,45,2015Q1,2026Q1
8201,無敵,45,2015Q1,2026Q1
8210,勤誠,45,2015Q1,2026Q1
8213,志超,45,2015Q1,2026Q1
8215,明基材,45,2015Q1,2026Q1
8222,寶一,45,2015Q1,2026Q1
8249,菱光,45,2015Q1,2026Q1
8261,富鼎,45,2015Q1,2026Q1
8271,宇瞻,45,2015Q1,2026Q1
8341,日友,45,2015Q1,2026Q1
8367,建新國際,39,2015Q2,2026Q1
8374,羅昇,45,2015Q1,2026Q1
8404,百和興業-KY,45,2015Q1,2026Q1
8411,福貞-KY,45,2015Q1,2026Q1
8422,可寧衛*,45,2015Q1,2026Q1
8429,金麗-KY,45,2015Q1,2026Q1
8438,昶昕,32,2015Q2,2026Q1
8442,威宏-KY,40,2015Q4,2026Q1
8443,阿瘦,45,2015Q1,2026Q1
8454,富邦媒,45,2015Q1,2026Q1
8462,柏文,44,2015Q2,2026Q1
8463,潤泰材,45,2015Q1,2026Q1
8464,億豐,44,2015Q2,2026Q1
8466,美吉吉-KY,41,2015Q4,2026Q1
8467,波力-KY,45,2015Q1,2026Q1
8473,山林水,43,2015Q2,2026Q1
8476,台境*,42,2015Q2,2026Q1
8478,東哥遊艇,42,2015Q2,2026Q1
8481,政伸,42,2015Q2,2026Q1
8482,商億-KY,34,2016Q4,2026Q1
8487,愛爾達-創,29,2015Q2,2026Q1
8488,吉源-KY,40,2015Q4,2026Q1
8499,鼎炫-KY,37,2015Q4,2026Q1
8926,台汽電,45,2015Q1,2026Q1
8940,新天地,45,2015Q1,2026Q1
8996,高力,45,2015Q1,2026Q1
9802,鈺齊-KY,45,2015Q1,2026Q1
9902,台火,45,2015Q1,2026Q1
9904,寶成,45,2015Q1,2026Q1
9905,大華,45,2015Q1,2026Q1
9906,欣巴巴,45,2015Q1,2026Q1
9907,統一實,45,2015Q1,2026Q1
9908,大台北,45,2015Q1,2026Q1
9910,豐泰,45,2015Q1,2026Q1
9911,櫻花,45,2015Q1,2026Q1
9912,偉聯,45,2015Q1,2026Q1
9914,美利達,45,2015Q1,2026Q1
9917,中保科,45,2015Q1,2026Q1
9918,欣天然,45,2015Q1,2026Q1
9919,康那香,45,2015Q1,2026Q1
9921,巨大,45,2015Q1,2026Q1
9924,福興,45,2015Q1,2026Q1
9925,新保,45,2015Q1,2026Q1
9926,新海,45,2015Q1,2026Q1
9927,泰銘,45,2015Q1,2026Q1
9928,中視,45,2015Q1,2026Q1
9929,秋雨,45,2015Q1,2026Q1
9930,中聯資源,45,2015Q1,2026Q1
9931,欣高,45,2015Q1,2026Q1
9933,中鼎,45,2015Q1,2026Q1
9934,成霖,45,2015Q1,2026Q1
9935,慶豐富,45,2015Q1,2026Q1
9937,全國,45,2015Q1,2026Q1
9938,百和,45,2015Q1,2026Q1
9939,宏全,45,2015Q1,2026Q1
9940,信義,45,2015Q1,2026Q1
9941,裕融,45,2015Q1,2026Q1
9942,茂順,45,2015Q1,2026Q1
9943,好樂迪,45,2015Q1,2026Q1
9944,新麗,45,2015Q1,2026Q1
9945,潤泰新,45,2015Q1,2026Q1
9946,三發地產,45,2015Q1,2026Q1
9955,佳龍,45,2015Q1,2026Q1
9958,世紀鋼,45,2015Q1,2026Q1
