ticker,date,market,close,source_url,source_hash,source_quality,local_compact_path,transition_boundary_status
4739,2017-09-07,TPEx,115.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2017/09/07&response=json,521bfbcc8c56dafeff359878c4f12fb1e5a2c3a5a6881f0e7f2a15ac1a120b56,official_unadjusted_ohlcv_tpex_daily_quotes_bulk,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_full_lifecycle_minimum_data_acquisition_20260710\compact\official_raw_execution_ohlcv\TPEx\2017.csv.gz,official_close_ready
4739,2017-09-08,TWSE,122.0,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20170908&type=ALLBUT0999&response=json,1013a80133c64a4714b8225486f0258ff320dd70f1f7d25cb83c7533b5d06fe5,official_unadjusted_ohlcv_twse_mi_index_bulk,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_full_lifecycle_minimum_data_acquisition_20260710\compact\official_raw_execution_ohlcv\TWSE\2017.csv.gz,official_close_ready
