ticker,date,expected_market,classification,network_attempted,blocked_reason,future_data_violation_count
4739,2018-04-09,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-10,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-11,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-12,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-13,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-16,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-17,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-18,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-19,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-20,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-23,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-24,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-25,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-26,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-27,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-04-30,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-02,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-03,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-04,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-07,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-08,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-09,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-10,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-11,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-14,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-15,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-16,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-17,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-18,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-21,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-22,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-23,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-24,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-25,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-28,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-29,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-30,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-05-31,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-01,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-04,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-05,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-06,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-07,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-08,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-11,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-12,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-13,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-14,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-15,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-19,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2018-06-20,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2019-01-17,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2019-03-11,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2019-03-12,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2019-03-13,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2019-03-14,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2019-03-15,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
4739,2019-03-18,TWSE,local_compact_scope_gap_after_market_transfer,False,completed market-date checkpoint retained only original authority matches; exact 4739 row absent,0
