date,ticker,name,market,is_listed_as_of_date,is_suspended_as_of_date,volume,turnover_value,open,high,low,close,liquidity_pass,blocked_reason,source_date,source_url,source_id,source_type,formal_exact,raw_source_path
2015-01-05,0050,元大台灣50,TWSE,true,unknown_from_daily_trading_only,6295612,417637764,66.4,66.75,66.0,66.55,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0051,元大中型100,TWSE,true,unknown_from_daily_trading_only,27000,804770,30.0,30.0,29.77,29.8,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0052,富邦科技,TWSE,true,unknown_from_daily_trading_only,41000,1717080,41.84,42.0,41.61,42.0,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0053,元大電子,TWSE,true,unknown_from_daily_trading_only,17000,489220,28.9,28.9,28.66,28.85,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0054,元大台商50,TWSE,true,unknown_from_daily_trading_only,100000,2222840,22.34,22.34,22.12,22.16,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0055,元大MSCI金融,TWSE,true,unknown_from_daily_trading_only,966000,13954259,14.55,14.55,14.42,14.5,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0056,元大高股息,TWSE,true,unknown_from_daily_trading_only,508718,12264292,24.16,24.16,24.01,24.15,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0057,富邦摩台,TWSE,true,unknown_from_daily_trading_only,227000,9243850,40.96,40.96,40.51,40.89,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0058,富邦發達,TWSE,true,unknown_from_daily_trading_only,22000,825100,37.63,37.63,37.42,37.46,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,0059,富邦金融,TWSE,true,unknown_from_daily_trading_only,12000,392240,32.81,32.81,32.55,32.55,false,non_common_stock_security_code,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
