month,request_date,holdings_date,source_url,raw_source_id,ticker,name,row_count,validation_decision,rejection_reason,http_code,error
2014-11,2014-11-15,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141115,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-11_20141115_1399d8a891.json,,,0,rejected,date_missing_or_mismatch,200,
2014-11,2014-11-16,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141116,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-11_20141116_cdd68fe74c.json,,,0,rejected,date_missing_or_mismatch,200,
2014-11,2014-11-22,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141122,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-11_20141122_84f9530a69.json,,,0,rejected,date_missing_or_mismatch,200,
2014-11,2014-11-23,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141123,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-11_20141123_0bb24b8db4.json,,,0,rejected,date_missing_or_mismatch,200,
2014-11,2014-11-28,2014-12-01,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141128,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-11_20141128_dffbe882ec.json,,,0,rejected,date_missing_or_mismatch,200,
2014-11,2014-11-29,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141129,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-11_20141129_87757ede80.json,,,0,rejected,date_missing_or_mismatch,200,
2014-11,2014-11-30,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141130,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-11_20141130_f30ceb7cb7.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-11-24,2014-11-25,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141124,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141124_c102592820.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-11-25,2014-11-26,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141125,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141125_c6cf54a7b4.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-11-26,2014-11-27,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141126,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141126_46c661297e.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-11-27,2014-11-28,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141127,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141127_35dfa65106.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-11-29,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141129,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141129_87757ede80.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-11-30,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141130,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141130_f30ceb7cb7.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-06,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141206,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141206_4883202aa4.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-07,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141207,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141207_2f18810e85.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-13,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141213,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141213_cb644f9438.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-14,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141214,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141214_db49d0ba26.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-20,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141220,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141220_66c0d1a6c8.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-21,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141221,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141221_ad1181e65b.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-28,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141228,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141228_bf033e9fd1.json,,,0,rejected,date_missing_or_mismatch,200,
2014-12,2014-12-31,2015-01-05,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2014-12_20141231_1704ad9e98.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2014-12-25,2014-12-26,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141225,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20141225_8f99e2d543.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2014-12-26,2014-12-27,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141226,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20141226_28442b5be8.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2014-12-27,2014-12-29,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141227,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20141227_9598fe7a09.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2014-12-28,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141228,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20141228_bf033e9fd1.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2014-12-29,2014-12-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141229,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20141229_f3097090fa.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2014-12-30,2014-12-31,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141230,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20141230_4d51b1616b.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-01,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150101,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150101_28622bd3be.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-02,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150102,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150102_e37705a084.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-03,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150103,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150103_efef1c4286.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-04,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150104,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150104_0224481cf6.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-10,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150110,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150110_6c31ae5273.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-11,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150111,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150111_5359879b88.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-17,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150117,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150117_cfbc39eb5f.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-18,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150118,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150118_e8aef33c0f.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-24,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150124,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150124_0bea53d271.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-25,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150125,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150125_3350e9defe.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-30,2015-02-02,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150130,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150130_0c8e8dba07.json,,,0,rejected,date_missing_or_mismatch,200,
2015-01,2015-01-31,2026-06-30,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150131,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_pcf_daily_full_range_pit_candidate_201411_202312_20260629\raw_sources\pcf_daily_2015-01_20150131_9dba9acbf2.json,,,0,rejected,date_missing_or_mismatch,200,
