ticker,name,market,family,status,symbol,source_url,source_hash,response_bytes,retrieved_at,attempt_evidence,blocked_reason,diagnostic_subproblem,supports_sequential_lifecycle_rank1_timing,representative_of_full_all80_layer5,may_be_used_to_reject_full_layer5,broad_additive_formula_followup,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
3227,原相,TPEx,trusted_adjusted_analysis_hlc,accepted,3227.TWO,https://query1.finance.yahoo.com/v8/finance/chart/3227.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,fb60b162120f2934b8154194da23f916cd26465903fad32f44121ed357ad7669,65113,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3227.TWO"", ""http_status"": 200, ""bytes"": 65113}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3231,緯創,TWSE,trusted_adjusted_analysis_hlc,accepted,3231.TW,https://query1.finance.yahoo.com/v8/finance/chart/3231.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,987ec1b0b552d83dbd3e4700b2c4f055cc14d30da2043d23a1ce331feaed69ac,75209,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3231.TW"", ""http_status"": 200, ""bytes"": 75209}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3293,鈊象,TPEx,trusted_adjusted_analysis_hlc,accepted,3293.TWO,https://query1.finance.yahoo.com/v8/finance/chart/3293.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,a0ce0d9d0fc237890d365a44196d4cb52779821601dc582ee9af2805d0f7d13f,61216,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3293.TWO"", ""http_status"": 200, ""bytes"": 61216}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3338,泰碩,TWSE,trusted_adjusted_analysis_hlc,accepted,3338.TW,https://query1.finance.yahoo.com/v8/finance/chart/3338.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,4dd0a1bf4809cd30513bb15bafe4a00fbcef9c9a1e1ffde9b8436cfe3c41950b,94671,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3338.TW"", ""http_status"": 200, ""bytes"": 94671}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3362,先進光,TPEx,trusted_adjusted_analysis_hlc,accepted,3362.TWO,https://query1.finance.yahoo.com/v8/finance/chart/3362.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,572bd7fb1e7227b9d832a73e2c4566edf25a15c5059ad6bfed1eed832a3ecc16,67465,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3362.TWO"", ""http_status"": 200, ""bytes"": 67465}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3406,玉晶光,TWSE,trusted_adjusted_analysis_hlc,accepted,3406.TW,https://query1.finance.yahoo.com/v8/finance/chart/3406.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,609f31b319d5d5a7368003934767f2550fad9e43758462bcedafadff1510c488,60310,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3406.TW"", ""http_status"": 200, ""bytes"": 60310}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3563,牧德,TWSE,trusted_adjusted_analysis_hlc,accepted,3563.TW,https://query1.finance.yahoo.com/v8/finance/chart/3563.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,bf280c1d366fa8fb0f854f122328f197f2ac8f2541cc85963187aba67bd56834,60310,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3563.TW"", ""http_status"": 200, ""bytes"": 60310}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3587,閎康,TPEx,trusted_adjusted_analysis_hlc,accepted,3587.TWO,https://query1.finance.yahoo.com/v8/finance/chart/3587.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,5d1862dab0427c3835776d4c34329cbfd0f8ff6cf360f2a08e969b13c8051317,70139,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3587.TWO"", ""http_status"": 200, ""bytes"": 70139}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3622,洋華,TWSE,trusted_adjusted_analysis_hlc,accepted,3622.TW,https://query1.finance.yahoo.com/v8/finance/chart/3622.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,5ca8e690d191c0e5e21fe9b48d909928b2e77ff60f5ca8f6964c66220f74a1c4,96288,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3622.TW"", ""http_status"": 200, ""bytes"": 96288}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3645,達邁,TWSE,trusted_adjusted_analysis_hlc,accepted,3645.TW,https://query1.finance.yahoo.com/v8/finance/chart/3645.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,45523feeb867cad0172f40f7e145e918f6e516ad7f18708b2286683155c9c079,93631,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3645.TW"", ""http_status"": 200, ""bytes"": 93631}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3653,健策,TWSE,trusted_adjusted_analysis_hlc,accepted,3653.TW,https://query1.finance.yahoo.com/v8/finance/chart/3653.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,3ba60a2a516de635e5512c41c84f3ffbf5ee908850c57a1575e1011c33838782,61869,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3653.TW"", ""http_status"": 200, ""bytes"": 61869}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3665,貿聯-KY,TWSE,trusted_adjusted_analysis_hlc,accepted,3665.TW,https://query1.finance.yahoo.com/v8/finance/chart/3665.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,4d1edbe7e6aacb5f5dc3310e393e2446038ff1d3720b811a96341b70d71a6a76,94425,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3665.TW"", ""http_status"": 200, ""bytes"": 94425}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3702,大聯大,TWSE,trusted_adjusted_analysis_hlc,accepted,3702.TW,https://query1.finance.yahoo.com/v8/finance/chart/3702.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,70caee1153914e3b44e3316ec5af16f78b1f2d3af62217237ce7220978f9826a,91350,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3702.TW"", ""http_status"": 200, ""bytes"": 91350}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
3711,日月光投控,TWSE,trusted_adjusted_analysis_hlc,accepted,3711.TW,https://query1.finance.yahoo.com/v8/finance/chart/3711.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,ec956b9eb48f2ab2b85a76be1efd36d225d1872f7fde2c90e27b4b19530abe5a,66201,2026-07-13T11:34:00+08:00,"[{""symbol"": ""3711.TW"", ""http_status"": 200, ""bytes"": 66201}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
4123,晟德,TPEx,trusted_adjusted_analysis_hlc,accepted,4123.TWO,https://query1.finance.yahoo.com/v8/finance/chart/4123.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,a81234b0a0d9d57024157010f365db6e9aca0b22a96a52c2a8830333c9533ca1,106553,2026-07-13T11:34:00+08:00,"[{""symbol"": ""4123.TWO"", ""http_status"": 200, ""bytes"": 106553}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
4162,智擎,TPEx,trusted_adjusted_analysis_hlc,accepted,4162.TWO,https://query1.finance.yahoo.com/v8/finance/chart/4162.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,bfeef664fe4f0d630426533ed72b7c10af6d6e6cbbb1323e833499b5883450b1,82076,2026-07-13T11:34:01+08:00,"[{""symbol"": ""4162.TWO"", ""http_status"": 200, ""bytes"": 82076}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
4583,台灣精銳,TWSE,trusted_adjusted_analysis_hlc,accepted,4583.TW,https://query1.finance.yahoo.com/v8/finance/chart/4583.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,6462ebc5ccd5821e721e493b8af26db462822981589f63f5e4e60b7683a49967,58721,2026-07-13T11:34:00+08:00,"[{""symbol"": ""4583.TW"", ""http_status"": 200, ""bytes"": 58721}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
4772,台特化,TPEx,trusted_adjusted_analysis_hlc,accepted,4772.TWO,https://query1.finance.yahoo.com/v8/finance/chart/4772.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,5a30642b27b03d629dad645b73a7b8c1921b3ec2617c141c5bdc3f677ef778ac,63064,2026-07-13T11:34:01+08:00,"[{""symbol"": ""4772.TWO"", ""http_status"": 200, ""bytes"": 63064}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
4904,遠傳,TWSE,trusted_adjusted_analysis_hlc,accepted,4904.TW,https://query1.finance.yahoo.com/v8/finance/chart/4904.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,75c202fe5db600f552f5f2edc407b931cf5235d2724bcda34e93c13aa33ee3b1,92753,2026-07-13T11:34:01+08:00,"[{""symbol"": ""4904.TW"", ""http_status"": 200, ""bytes"": 92753}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
4958,臻鼎-KY,TWSE,trusted_adjusted_analysis_hlc,accepted,4958.TW,https://query1.finance.yahoo.com/v8/finance/chart/4958.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,d85eae89fb96d0f0a16f4193ea8e93864d028cffa438df7b082394bf822e2d6e,64399,2026-07-13T11:34:01+08:00,"[{""symbol"": ""4958.TW"", ""http_status"": 200, ""bytes"": 64399}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
5251,天鉞電,TPEx,trusted_adjusted_analysis_hlc,accepted,5251.TWO,https://query1.finance.yahoo.com/v8/finance/chart/5251.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,662723a4e9bf87f57e50080d2c0eb50b325996bfd8b308010ae6113f714ceb01,96475,2026-07-13T11:34:01+08:00,"[{""symbol"": ""5251.TWO"", ""http_status"": 200, ""bytes"": 96475}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
5269,祥碩,TWSE,trusted_adjusted_analysis_hlc,accepted,5269.TW,https://query1.finance.yahoo.com/v8/finance/chart/5269.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,1dfc70e64a2ef3baffed7a54e27cbdacb971f0b4d79bbdb970a529d666893ad7,60721,2026-07-13T11:34:01+08:00,"[{""symbol"": ""5269.TW"", ""http_status"": 200, ""bytes"": 60721}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
5388,中磊,TWSE,trusted_adjusted_analysis_hlc,accepted,5388.TW,https://query1.finance.yahoo.com/v8/finance/chart/5388.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,d9205a484ab82d37aeb4ba052bb7533625e26728a59d34e6c1fb97d6177eb9c0,76699,2026-07-13T11:34:01+08:00,"[{""symbol"": ""5388.TW"", ""http_status"": 200, ""bytes"": 76699}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
5434,崇越,TWSE,trusted_adjusted_analysis_hlc,accepted,5434.TW,https://query1.finance.yahoo.com/v8/finance/chart/5434.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,491738aca40bcf7f10148e824b0133a7ade29c3b7826a0125c00992c58f86734,68702,2026-07-13T11:34:01+08:00,"[{""symbol"": ""5434.TW"", ""http_status"": 200, ""bytes"": 68702}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6138,茂達,TPEx,trusted_adjusted_analysis_hlc,accepted,6138.TWO,https://query1.finance.yahoo.com/v8/finance/chart/6138.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,4eaf4d775f25b015b98aa66f6da1aa77bf25d96f16a3f78da57f841dc3983358,58046,2026-07-13T11:34:01+08:00,"[{""symbol"": ""6138.TWO"", ""http_status"": 200, ""bytes"": 58046}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6139,亞翔,TWSE,trusted_adjusted_analysis_hlc,accepted,6139.TW,https://query1.finance.yahoo.com/v8/finance/chart/6139.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,586f3ff70d7cb4e505fade360f0159536f1b3e2a8e718fd3af6506ab68754382,77629,2026-07-13T11:34:01+08:00,"[{""symbol"": ""6139.TW"", ""http_status"": 200, ""bytes"": 77629}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6176,瑞儀,TWSE,trusted_adjusted_analysis_hlc,accepted,6176.TW,https://query1.finance.yahoo.com/v8/finance/chart/6176.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,8516a2c98eb47106e8ef0d6b605ab7d0510426595886e247213b0f676eae3c46,65820,2026-07-13T11:34:01+08:00,"[{""symbol"": ""6176.TW"", ""http_status"": 200, ""bytes"": 65820}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6182,合晶,TPEx,trusted_adjusted_analysis_hlc,accepted,6182.TWO,https://query1.finance.yahoo.com/v8/finance/chart/6182.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,4382014869f87ed80bc32da9dd2aec9a236683c4d777194862ce6e98bd735f23,97905,2026-07-13T11:34:01+08:00,"[{""symbol"": ""6182.TWO"", ""http_status"": 200, ""bytes"": 97905}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6189,豐藝,TWSE,trusted_adjusted_analysis_hlc,accepted,6189.TW,https://query1.finance.yahoo.com/v8/finance/chart/6189.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,4b8406494347923cdb8cdc17861e9739f0624a3695570cf14ed94ddd27283576,105333,2026-07-13T11:34:01+08:00,"[{""symbol"": ""6189.TW"", ""http_status"": 200, ""bytes"": 105333}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6190,萬泰科,TPEx,trusted_adjusted_analysis_hlc,accepted,6190.TWO,https://query1.finance.yahoo.com/v8/finance/chart/6190.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,addb44673002433fb59979e963f977062e3045ee99a22bb93d891e807d834219,97249,2026-07-13T11:34:01+08:00,"[{""symbol"": ""6190.TWO"", ""http_status"": 200, ""bytes"": 97249}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,trusted_adjusted_analysis_hlc,accepted,6223.TWO,https://query1.finance.yahoo.com/v8/finance/chart/6223.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,775c0b229a78d5995893680e6a525ca0545d691a882f4ed108f40ed17b20d6fb,64696,2026-07-13T11:34:01+08:00,"[{""symbol"": ""6223.TWO"", ""http_status"": 200, ""bytes"": 64696}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6239,力成,TWSE,trusted_adjusted_analysis_hlc,accepted,6239.TW,https://query1.finance.yahoo.com/v8/finance/chart/6239.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,44b2409aa7c5c26a00cc3076e97eb8946056cf8efc1bfa1071a573d290481950,66908,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6239.TW"", ""http_status"": 200, ""bytes"": 66908}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6415,矽力*-KY,TWSE,trusted_adjusted_analysis_hlc,accepted,6415.TW,https://query1.finance.yahoo.com/v8/finance/chart/6415.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,b01c1cb91b00e0f5e6818b8dc4f0dde4441112a8f220d163c6ca33ee5c198940,60339,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6415.TW"", ""http_status"": 200, ""bytes"": 60339}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6446,藥華藥,TWSE,trusted_adjusted_analysis_hlc,accepted,6446.TW,https://query1.finance.yahoo.com/v8/finance/chart/6446.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,36cf33e2be857c4546aae93b5c05ef562a89a848680d9830abe7e70781ce0458,107210,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6446.TW"", ""http_status"": 200, ""bytes"": 107210}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6531,愛普*,TWSE,trusted_adjusted_analysis_hlc,accepted,6531.TW,https://query1.finance.yahoo.com/v8/finance/chart/6531.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,084fd17ce0ec60262cce57f26a5d686396a39cf160a3fe8e4a62b242c47d5add,60912,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6531.TW"", ""http_status"": 200, ""bytes"": 60912}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6548,長科*,TPEx,trusted_adjusted_analysis_hlc,accepted,6548.TWO,https://query1.finance.yahoo.com/v8/finance/chart/6548.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,d3d81d4df29e7c760ed4674c7f41a244f057e5f04d364bc1d6b80b1b561c441b,98684,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6548.TWO"", ""http_status"": 200, ""bytes"": 98684}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6669,緯穎,TWSE,trusted_adjusted_analysis_hlc,accepted,6669.TW,https://query1.finance.yahoo.com/v8/finance/chart/6669.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,f2b728e7b71be14f2dea81ce27ba0235df4fad68b750b6b61d63cb14af823a0c,63322,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6669.TW"", ""http_status"": 200, ""bytes"": 63322}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6756,威鋒電子,TWSE,trusted_adjusted_analysis_hlc,accepted,6756.TW,https://query1.finance.yahoo.com/v8/finance/chart/6756.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,ec64a1cea6366619702499302aaca7651e2f82348125fd6e335654084dbca72f,67976,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6756.TW"", ""http_status"": 200, ""bytes"": 67976}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6788,華景電,TPEx,trusted_adjusted_analysis_hlc,accepted,6788.TWO,https://query1.finance.yahoo.com/v8/finance/chart/6788.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,b60871e219b12bbec3cd840d204955c41d41b1d53fafa06b15b5c38c4f0193aa,62521,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6788.TWO"", ""http_status"": 200, ""bytes"": 62521}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
6944,兆聯實業,TWSE,trusted_adjusted_analysis_hlc,accepted,6944.TW,https://query1.finance.yahoo.com/v8/finance/chart/6944.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,5249a37fd28d5a0ae2f23d1f92ee1edd7f19aa4b4ccfbe8ea6d28d95f8c56d9a,59301,2026-07-13T11:34:02+08:00,"[{""symbol"": ""6944.TW"", ""http_status"": 200, ""bytes"": 59301}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
7769,鴻勁,TWSE,trusted_adjusted_analysis_hlc,accepted,7769.TW,https://query1.finance.yahoo.com/v8/finance/chart/7769.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,bdf7e293890c69226e3b9c7f1faa843bfda07c3d28bc9d395da6f2ff86537e43,24525,2026-07-13T11:34:02+08:00,"[{""symbol"": ""7769.TW"", ""http_status"": 200, ""bytes"": 24525}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
8033,雷虎,TWSE,trusted_adjusted_analysis_hlc,accepted,8033.TW,https://query1.finance.yahoo.com/v8/finance/chart/8033.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,d2be0ee5cc604f7bd6f71d6f8ee3481bf0377512fbb0b1159c4692a0b02b375a,83531,2026-07-13T11:34:02+08:00,"[{""symbol"": ""8033.TW"", ""http_status"": 200, ""bytes"": 83531}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
8039,台虹,TWSE,trusted_adjusted_analysis_hlc,accepted,8039.TW,https://query1.finance.yahoo.com/v8/finance/chart/8039.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,6ce885ee9610f8dc506cff308cd83d60aee924fc88e4cdd1f03922a0acf1cc05,99183,2026-07-13T11:34:02+08:00,"[{""symbol"": ""8039.TW"", ""http_status"": 200, ""bytes"": 99183}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
8069,元太,TPEx,trusted_adjusted_analysis_hlc,accepted,8069.TWO,https://query1.finance.yahoo.com/v8/finance/chart/8069.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,e06250472cc42a3b4cfa3976b733b9560791d06d6988ecdd261c31a672e2a170,58640,2026-07-13T11:34:02+08:00,"[{""symbol"": ""8069.TWO"", ""http_status"": 200, ""bytes"": 58640}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
8112,至上,TWSE,trusted_adjusted_analysis_hlc,accepted,8112.TW,https://query1.finance.yahoo.com/v8/finance/chart/8112.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,75587946490593f3b935c6f6b918e8d42eaecb87176dd3396e20794187afa106,98762,2026-07-13T11:34:02+08:00,"[{""symbol"": ""8112.TW"", ""http_status"": 200, ""bytes"": 98762}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
8210,勤誠,TWSE,trusted_adjusted_analysis_hlc,accepted,8210.TW,https://query1.finance.yahoo.com/v8/finance/chart/8210.TW?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,c6ea350e5e2204e718d86e8c7e922f5dc4a76a8b4ae5220db24570b5d4751672,67755,2026-07-13T11:34:02+08:00,"[{""symbol"": ""8210.TW"", ""http_status"": 200, ""bytes"": 67755}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
8358,金居,TPEx,trusted_adjusted_analysis_hlc,accepted,8358.TWO,https://query1.finance.yahoo.com/v8/finance/chart/8358.TWO?period1=1656604800&period2=1783699200&interval=1d&events=div%2Csplits&includeAdjustedClose=true,243b2dca33d5dba91be94195c74194edf1887e47a52ce582d27c4f051748de4a,85312,2026-07-13T11:34:02+08:00,"[{""symbol"": ""8358.TWO"", ""http_status"": 200, ""bytes"": 85312}]",,True,True,False,False,False,False,False,False,False,False,False,False,True,False
