event_id,ticker,name,event_date,previous_status,new_status,transition_type,source_snapshot_date,source_url,source_type,verification_status,matched_announcement_date,matched_announcement_url,matched_keywords,matched_excerpt,notes
tpex_transition_000001,020003,統一漲升股利150N,2022-04-28,normal,suspended,normal_to_suspended,2022-04-28,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000002,020003,統一漲升股利150N,2022-04-30,suspended,normal,suspended_to_normal,2022-04-29,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000003,020009,群益A50綠碳N,2022-04-29,normal,suspended,normal_to_suspended,2022-04-29,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000004,020009,群益A50綠碳N,2022-05-04,suspended,normal,suspended_to_normal,2022-05-03,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000005,020010,永昌富櫃200N,2022-09-28,normal,suspended,normal_to_suspended,2022-09-28,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000006,020010,永昌富櫃200N,2022-09-30,suspended,normal,suspended_to_normal,2022-09-29,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000007,020013,元富亞洲高股息N,2022-12-23,normal,suspended,normal_to_suspended,2022-12-23,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000008,020013,元富亞洲高股息N,2022-12-27,suspended,normal,suspended_to_normal,2022-12-26,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000009,020014,元大富櫃200N,2022-12-28,normal,suspended,normal_to_suspended,2022-12-28,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000010,020014,元大富櫃200N,2022-12-30,suspended,normal,suspended_to_normal,2022-12-29,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000011,020017,永豐富櫃200N,2021-06-11,normal,suspended,normal_to_suspended,2021-06-11,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000012,020017,永豐富櫃200N,2021-06-16,suspended,normal,suspended_to_normal,2021-06-15,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000013,02001B,統一美國政府債N,2025-12-26,normal,suspended,normal_to_suspended,2025-12-26,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000014,02001B,統一美國政府債N,2025-12-30,suspended,normal,suspended_to_normal,2025-12-29,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000015,020021,統一恒生科技N,2022-03-16,normal,suspended,normal_to_suspended,2022-03-16,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000016,020021,統一恒生科技N,2022-03-22,suspended,normal,suspended_to_normal,2022-03-21,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000017,020023,元大櫃買半導體N,2025-12-05,normal,suspended,normal_to_suspended,2025-12-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000018,020023,元大櫃買半導體N,2025-12-09,suspended,normal,suspended_to_normal,2025-12-08,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000019,020024,兆豐富櫃200N,2023-12-15,normal,suspended,normal_to_suspended,2023-12-15,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000020,020024,兆豐富櫃200N,2023-12-19,suspended,normal,suspended_to_normal,2023-12-18,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000021,020026,兆豐上櫃ESG電菁N,2024-06-21,normal,suspended,normal_to_suspended,2024-06-21,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000022,020026,兆豐上櫃ESG電菁N,2024-06-25,suspended,normal,suspended_to_normal,2024-06-24,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000023,02002L,兆豐富櫃200正二N,2023-12-15,normal,suspended,normal_to_suspended,2023-12-15,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000024,02002L,兆豐富櫃200正二N,2023-12-19,suspended,normal,suspended_to_normal,2023-12-18,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000025,02003L,永豐富櫃200正2N,2022-12-23,normal,suspended,normal_to_suspended,2022-12-23,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000026,02003L,永豐富櫃200正2N,2022-12-27,suspended,normal,suspended_to_normal,2022-12-26,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000027,1258,其祥-KY,2023-06-01,normal,suspended,normal_to_suspended,2023-06-01,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000028,1258,其祥-KY,2023-06-09,suspended,normal,suspended_to_normal,2023-06-08,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000029,1333,恩得利,2016-04-07,normal,altered,normal_to_altered,2016-04-07,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000030,1333,恩得利,2016-10-04,altered,suspended,status_change,2016-10-04,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000031,1333,恩得利,2016-10-17,suspended,altered,status_change,2016-10-17,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000032,1333,恩得利,2017-01-25,altered,normal,altered_to_normal,2017-01-24,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000033,1333,恩得利,2017-02-02,normal,altered,normal_to_altered,2017-02-02,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000034,1333,恩得利,2018-02-13,altered,normal,altered_to_normal,2018-02-12,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000035,1333,恩得利,2018-02-21,normal,altered,normal_to_altered,2018-02-21,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000036,1333,恩得利,2018-08-17,altered,altered+periodic+cycle_030,status_change,2018-08-17,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000037,1333,恩得利,2019-01-31,altered+periodic+cycle_030,normal,altered_to_normal,2019-01-30,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000038,1333,恩得利,2019-02-11,normal,altered+periodic+cycle_030,normal_to_altered,2019-02-11,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000039,1333,恩得利,2020-01-21,altered+periodic+cycle_030,normal,altered_to_normal,2020-01-20,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000040,1333,恩得利,2020-01-30,normal,altered+periodic+cycle_030,normal_to_altered,2020-01-30,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000041,1333,恩得利,2020-04-07,altered+periodic+cycle_030,suspended,status_change,2020-04-07,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000042,1333,恩得利,2020-11-17,suspended,normal,suspended_to_normal,2020-11-16,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000043,1566,捷邦,2019-07-25,normal,suspended,normal_to_suspended,2019-07-25,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000044,1566,捷邦,2019-07-31,suspended,normal,suspended_to_normal,2019-07-30,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000045,1584,精剛,2016-10-27,normal,suspended,normal_to_suspended,2016-10-27,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000046,1584,精剛,2016-11-08,suspended,normal,suspended_to_normal,2016-11-07,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000047,1742,台蠟,2015-08-19,normal,altered,normal_to_altered,2015-08-19,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000048,1742,台蠟,2015-09-14,altered,suspended,status_change,2015-09-14,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000049,1742,台蠟,2015-10-07,suspended,normal,suspended_to_normal,2015-10-06,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000050,1742,台蠟,2018-03-06,normal,suspended,normal_to_suspended,2018-03-06,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000051,1742,台蠟,2018-03-13,suspended,normal,suspended_to_normal,2018-03-12,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000052,1785,光洋科,2016-05-10,normal,altered,normal_to_altered,2016-05-10,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000053,1785,光洋科,2016-05-16,altered,altered+cycle_010,status_change,2016-05-16,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000054,1785,光洋科,2016-05-17,altered+cycle_010,suspended,status_change,2016-05-17,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000055,1785,光洋科,2016-12-31,suspended,normal,suspended_to_normal,2016-12-30,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000056,1785,光洋科,2017-09-14,normal,suspended,normal_to_suspended,2017-09-14,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000057,1785,光洋科,2017-09-28,suspended,normal,suspended_to_normal,2017-09-27,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000058,1787,福盈科,2019-11-21,normal,suspended,normal_to_suspended,2019-11-21,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000059,1787,福盈科,2019-11-29,suspended,normal,suspended_to_normal,2019-11-28,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000060,1799,易威,2022-08-18,normal,altered,normal_to_altered,2022-08-18,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000061,1799,易威,2022-09-30,altered,suspended,status_change,2022-09-30,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000062,1799,易威,2022-10-11,suspended,altered,status_change,2022-10-11,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000063,1799,易威,2023-01-18,altered,normal,altered_to_normal,2023-01-17,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000064,1799,易威,2023-01-30,normal,altered,normal_to_altered,2023-01-30,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000065,1799,易威,2024-02-06,altered,normal,altered_to_normal,2024-02-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000066,1799,易威,2024-02-15,normal,altered,normal_to_altered,2024-02-15,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000067,1799,易威,2024-05-18,altered,normal,altered_to_normal,2024-05-17,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000068,2061,風青,2018-10-11,normal,suspended,normal_to_suspended,2018-10-11,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000069,2061,風青,2018-10-20,suspended,normal,suspended_to_normal,2018-10-19,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000070,2061,風青,2021-01-07,normal,suspended,normal_to_suspended,2021-01-07,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000071,2061,風青,2021-01-16,suspended,normal,suspended_to_normal,2021-01-15,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000072,2067,嘉鋼,2025-05-20,normal,altered,normal_to_altered,2025-05-20,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000073,2067,嘉鋼,2025-08-19,altered,normal,altered_to_normal,2025-08-18,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000074,2641,正德,2018-08-15,normal,suspended,normal_to_suspended,2018-08-15,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000075,2641,正德,2018-08-22,suspended,normal,suspended_to_normal,2018-08-21,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,end_of_observed_abnormal_sequence; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000076,2719,燦星旅,2019-05-20,normal,altered,normal_to_altered,2019-05-20,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000077,2719,燦星旅,2019-10-08,altered,suspended,status_change,2019-10-08,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000078,2719,燦星旅,2019-10-21,suspended,altered,status_change,2019-10-21,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000079,2719,燦星旅,2020-01-21,altered,normal,altered_to_normal,2020-01-20,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000080,2719,燦星旅,2020-01-30,normal,altered,normal_to_altered,2020-01-30,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000081,2719,燦星旅,2020-05-20,altered,altered+periodic+cycle_030,status_change,2020-05-20,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000082,2719,燦星旅,2020-06-02,altered+periodic+cycle_030,altered+periodic+cycle_045,status_change,2020-06-02,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000083,2719,燦星旅,2020-06-05,altered+periodic+cycle_045,altered+periodic+cycle_060,status_change,2020-06-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000084,2719,燦星旅,2020-06-24,altered+periodic+cycle_060,altered+periodic+cycle_030,status_change,2020-06-24,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000085,2719,燦星旅,2020-12-24,altered+periodic+cycle_030,suspended,status_change,2020-12-24,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000086,2719,燦星旅,2020-12-31,suspended,altered+periodic+cycle_030,status_change,2020-12-31,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000087,2719,燦星旅,2021-02-06,altered+periodic+cycle_030,normal,altered_to_normal,2021-02-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,gap_gt_7_days_implied_resolution; Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
tpex_transition_000088,2719,燦星旅,2021-02-17,normal,altered+periodic+cycle_030,normal_to_altered,2021-02-17,https://www.tpex.org.tw/www/zh-tw/afterTrading/chtm,inferred_from_daily_status_snapshot,unverified_candidate,,,,,Inferred from TPEx afterTrading/chtm daily abnormal status snapshots; not an official explicit transition event.
