ticker,company_name,market,source_id,source_url,source_quality,record_kind,dividend_year_roc,period,board_resolution_date,shareholder_meeting_date,official_available_date_policy,ex_date,payment_date,cash_dividend_earnings_per_share,cash_dividend_capital_reserve_per_share,cash_dividend_total_per_share_candidate,stock_dividend_earnings_per_share,stock_dividend_capital_reserve_per_share,stock_dividend_total_per_share_candidate,raw_record_json,accepted_for_core_total_return_ledger,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,cash_distribution_status
8021,尖點,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,107,1,2019-02-22,2019-06-12,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,1.2,0.0,1.2,0.0,0.0,0.0,"{""備註"": ""無。"", ""公司代號"": ""8021"", ""公司名稱"": ""尖點"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""1136668925"", ""可分配盈餘(元)"": ""1307285486"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""第十八條之一：本公司年度總決算如有本期稅後淨利依下列順序分派之。\r\n(一)彌補累積虧損(包括調整未分配盈餘金額)。\r\n(二)提存百分之十為法定盈餘公積(但法定盈餘公積累積已達本公司實收資本總額時，不在此限)。\r\n(三)依法令或主管機關規定提撥特別盈餘公積或迴轉特別盈餘公積。\r\n(四)扣除上述各項後，併同期初未分配盈餘(包括調整未分配盈餘金額)，由董事會擬定盈餘分配案，提報股東會。\r\n考量公司未來營運發展計劃、財務結構及股東權益，本公司股東紅利不低於當年度可供分配盈餘之百分之二十，其 中現金股利不低於當年度發放股東紅利分配總額之百分之十。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""1147069397"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""253641244"", ""股利年度"": ""107"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1080612"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""1.20000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""170616561"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1080222"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
8163,達方,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,107,1,2019-03-07,2019-06-13,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,3.5,0.0,3.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""8163"", ""公司名稱"": ""達方"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""394363250"", ""可分配盈餘(元)"": ""1374363254"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""第十九條：本公司年度如有獲利，應提撥百分之五至百分之二十為員工酬勞及不超過百分之一為董事酬勞。但公司尚有累積虧損時，應預先保留彌補數額。 \r\n前項員工酬勞發給股票或現金之對象，得包括符合一定條件之從屬公司員工，其條件及分配方式授權董事會或其授權之人決定之。\r\n第十九條之一：本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提百分之十為法定盈餘公積，並依法令規定提列或迴轉特別盈餘公積，如尚有盈餘併同累積未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。\r\n第二十條：本公司係屬技術及資本密集之科技事業，正值成長期，為配合長期資本規劃，及滿足股東對現金流量之需求，本公司之股利政策採用剩餘股利政策，以健全公司之成長與永續經營。股利分派時為考慮未來擴展營運規模及現金流量之需求，每年發放現金股利之比例不得低於當年度發放現金及股票股利合計數的百分之十。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""43624630"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""1520257753"", ""股利年度"": ""107"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1080613"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""3.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""980000004"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1080307"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
8163,達方,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,108,1,2020-03-16,,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,2.3,0.0,2.3,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""8163"", ""公司名稱"": ""達方"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""410380424"", ""可分配盈餘(元)"": ""1054380427"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""第十九條：本公司年度如有獲利，應提撥百分\r\n之五至百分之二十為員工酬勞及不超過百分之\r\n一為董事酬勞。但公司尚有累積虧損時，應預\r\n先保留彌補數額。 \r\n前項員工酬勞發給股票或現金之對象，得包括\r\n符合一定條件之控制或從屬公司員工，其條件\r\n及分配方式授權董事會或其授權之人決定之。\r\n前項盈餘分配案若以現金股利為之，則授權董\r\n事會決議並於股東會報告。\r\n第十九條之一：本公司年度總決算如有盈餘，\r\n應先提繳稅款，彌補以往虧損，次提百分之十\r\n為法定盈餘公積，並依法令規定提列或迴轉特\r\n別盈餘公積，如尚有盈餘併同累積未分配盈\r\n餘，由董事會擬具盈餘分配案提請股東會決議\r\n分派之。\r\n公司以發行新股方式分派股息及紅利時，應依\r\n公司法規定辦理。\r\n本公司若依公司法第二四一條第二項規定以法\r\n定盈餘公積或資本公積配發現金股利，則授權\r\n董事會決議分派並於股東會報告。\r\n第二十條：本公司係屬技術及資本密集之科技\r\n事業，正值成長期，為配合長期資本規劃，及\r\n滿足股東對現金流量之需求，本公司之股利政\r\n策採用剩餘股利政策，以健全公司之成長與永\r\n續經營。當年度可分配盈餘達實收資本額百分\r\n之二時，發放之股利不低於當年度可分配盈餘\r\n之百分之十；當年度可分配盈餘未達實收資本\r\n額百分之二時，得不發放股利。\r\n股利分派時為考慮未來擴展營運規模及現金流\r\n量之需求，每年發放現金股利之比例不得低於\r\n當年度發放現金及股票股利合計數的百分之\r\n十。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""394363250"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""899949648"", ""股利年度"": ""108"", ""股東會日期配盈餘/待彌補虧損(元)"": """", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""2.30000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""644000003"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1090316"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
8163,達方,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,109,1,2021-03-15,,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,2.5,0.0,2.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""8163"", ""公司名稱"": ""達方"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""652622127"", ""可分配盈餘(元)"": ""1352622130"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""第十九條：本公司年度如有獲利，應提撥百分\r\n之五至百分之二十為員工酬勞及不超過百分之\r\n一為董事酬勞。但公司尚有累積虧損時，應預\r\n先保留彌補數額。 \r\n前項員工酬勞發給股票或現金之對象，得包括\r\n符合一定條件之控制或從屬公司員工，其條件\r\n及分配方式授權董事會或其授權之人決定之。\r\n前項盈餘分配案若以現金股利為之，則授權董\r\n事會決議並於股東會報告。\r\n第十九條之一：本公司年度總決算如有盈餘，\r\n應先提繳稅款，彌補以往虧損，次提百分之十\r\n為法定盈餘公積，並依法令規定提列或迴轉特\r\n別盈餘公積，如尚有盈餘併同累積未分配盈\r\n餘，由董事會擬具盈餘分配案提請股東會決議\r\n分派之。\r\n公司以發行新股方式分派股息及紅利時，應依\r\n公司法規定辦理。\r\n本公司若依公司法第二四一條第二項規定以法\r\n定盈餘公積或資本公積配發現金股利，則授權\r\n董事會決議分派並於股東會報告。\r\n第二十條：本公司係屬技術及資本密集之科技\r\n事業，正值成長期，為配合長期資本規劃，及\r\n滿足股東對現金流量之需求，本公司之股利政\r\n策採用剩餘股利政策，以健全公司之成長與永\r\n續經營。當年度可分配盈餘達實收資本額百分\r\n之二時，發放之股利不低於當年度可分配盈餘\r\n之百分之十；當年度可分配盈餘未達實收資本\r\n額百分之二時，得不發放股利。\r\n股利分派時為考慮未來擴展營運規模及現金流\r\n量之需求，每年發放現金股利之比例不得低於\r\n當年度發放現金及股票股利合計數的百分之\r\n十。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""410380424"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""903785109"", ""股利年度"": ""109"", ""股東會日期配盈餘/待彌補虧損(元)"": """", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""2.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""700000003"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1100315"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
8478,東哥遊艇,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,109,1,2021-03-22,2021-06-28,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,1.0,0.0,1.0,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""8478"", ""公司名稱"": ""東哥遊艇"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""351543805"", ""可分配盈餘(元)"": ""441516081"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈\r\n餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令\r\n規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬\r\n具盈餘分配議案，提請股東會決議分派股東股息紅利。本公司股利政策，係配合\r\n目前及未來之發展計畫，考量投資環境、資金需求及國內外競爭狀況，並兼顧股\r\n東利益等因素，採行平衡股利政策，並就當年度所分配股利之10%以上發放現金\r\n股利。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""466092922"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""94452425"", ""股利年度"": ""109"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1100628"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""1.00000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""89972276"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1100322"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
8478,東哥遊艇,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,108,1,2020-03-23,2020-06-22,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.5,0.0,0.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""8478"", ""公司名稱"": ""東哥遊艇"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""466092922"", ""可分配盈餘(元)"": ""511539560"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈\r\n餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令\r\n規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬\r\n具盈餘分配議案，提請股東會決議分派股東股息紅利。本公司股利政策，係配合\r\n目前及未來之發展計畫，考量投資環境、資金需求及國內外競爭狀況，並兼顧股\r\n東利益等因素，採行平衡股利政策，並就當年度所分配股利之10%以上發放現金\r\n股利。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""545669388"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""46117194"", ""股利年度"": ""108"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1090622"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""45446638"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1090323"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
8478,東哥遊艇,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,107,1,2019-03-18,2019-06-05,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,2.0,0.0,2.0,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""8478"", ""公司名稱"": ""東哥遊艇"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""545669388"", ""可分配盈餘(元)"": ""727545940"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。本公司股利政策，係配合目前及未來之發展計畫，考量投資環境、資金需求及國內外&#31480;爭狀況，並兼顧股東利益等因素，採行平衡股利政策，並就當年度所分配股利之10%以上發放現金股利。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""460079147"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""358755128"", ""股利年度"": ""107"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1080605"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""2.00000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""181876552"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1080318"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
1301,台塑,TWSE,twse_t187ap40_L_dividend_resolution,https://openapi.twse.com.tw/v1/opendata/t187ap40_L,official_twse_openapi_dividend_resolution_historical_partial,dividend_distribution_or_resolution,109,1,,2021-06-23,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,2.4,0.0,2.4,0.0,0.0,0.0,"{""公司代號"": ""1301"", ""公司名稱"": ""台塑"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""35819897455"", ""可分配盈餘(元)"": ""51097675329"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利股數(股)"": ""0"", ""員工紅利-股票紅利股數佔盈餘轉增資之比例(%)"": ""0.00000"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度總決算如有盈餘應先提繳稅款，彌補累積虧損，再提百分之十為法定盈餘公積，並於必要時酌提特別盈餘公積，次提股息，當年度如尚有盈餘，併同以前年度累積未分配盈餘，由董事會擬具股東紅利分配案，提請股東常會決議分派之。\r\n前項特別盈餘公積包含：\r\n一、因特殊用途所提列之盈餘公積。\r\n二、依權益法認列之投資收益及未使用之所得稅抵減額。\r\n三、其他依法令規定提列之特別盈餘公積。\r\n本公司所營事業屬成熟期產業，每年獲利相當穩定，股利政策採現金股利、盈餘轉增資與資本公積轉增資三種方式搭配發放，就當年度可分配盈餘扣除法定盈餘公積及特別盈餘公積後，至少分配百分之五十以上，並以發放現金股利為優先，盈餘轉增資及資本公積轉增資合計之比例，不得超過當年全部股利之百分之五十。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事 "": """", ""期初未分配盈餘/待彌補虧損(元)"": ""35668118388"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""20036199064"", ""股利年度"": ""109"", ""股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性"": ""不適用"", ""股東會日期"": ""1100623"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""2.40000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""15277777874"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2316,楠梓電,TWSE,twse_t187ap40_L_dividend_resolution,https://openapi.twse.com.tw/v1/opendata/t187ap40_L,official_twse_openapi_dividend_resolution_historical_partial,dividend_distribution_or_resolution,109,1,,2021-06-16,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,1.5,0.0,1.5,0.0,0.0,0.0,"{""公司代號"": ""2316"", ""公司名稱"": ""楠梓電"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""2868995705"", ""可分配盈餘(元)"": ""3143106509"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利股數(股)"": ""0"", ""員工紅利-股票紅利股數佔盈餘轉增資之比例(%)"": ""0.00000"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司每年決算後如有盈餘應先提繳稅款後，依下列順序分派之：\r\n一、彌補以往虧損。\r\n二、提存百分之十為法定盈餘公積；但法定盈餘已達本公司資本時，不在此限。\r\n三、依公司營運需要或法令規定提列或迴轉特別盈餘公積。\r\n四、如尚有盈餘，併同以前年度累積未分配盈餘，由董事會擬定盈餘分派案，按股份總額比例分派之。\r\n本公司產業發展成熟，為因應目前及未來業務擴展之資金需求，並滿足股東對現金流入之需求，本公司之股利政策係採取剩餘股利政策分派股利，其中現金股利發放之比例以不低於當年度股利總額百分之二十。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事 "": """", ""期初未分配盈餘/待彌補虧損(元)"": ""2772808179"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""414058637"", ""股利年度"": ""109"", ""股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性"": ""不適用"", ""股東會日期"": ""1100616"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""1.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""274110804"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2388,威盛,TWSE,twse_t187ap40_L_dividend_resolution,https://openapi.twse.com.tw/v1/opendata/t187ap40_L,official_twse_openapi_dividend_resolution_historical_partial,dividend_distribution_or_resolution,109,1,,2021-06-18,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.8,0.0,0.8,0.0,0.0,0.0,"{""公司代號"": ""2388"", ""公司名稱"": ""威盛"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""2202454344"", ""可分配盈餘(元)"": ""2597971097"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利股數(股)"": ""0"", ""員工紅利-股票紅利股數佔盈餘轉增資之比例(%)"": ""0.00000"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算如有本期稅後淨利時，依下列順序分派之。\r\n一、提繳稅捐。\r\n二、彌補以往年度虧損。\r\n三、提存百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限。\r\n四、依法提列或迴轉特別盈餘公積。\r\n五、依前述一至四項順序分派後，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事 "": """", ""期初未分配盈餘/待彌補虧損(元)"": ""-1161852896"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""4722645707"", ""股利年度"": ""109"", ""股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性"": ""不適用"", ""股東會日期"": ""1100618"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.80000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""395516753"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
