date,symbol,ticker,name,day_trading_buy_volume,day_trading_sell_volume,day_trading_total_volume,total_trading_volume,day_trading_volume_ratio,day_trading_ratio_5d_avg,day_trading_ratio_20d_avg,day_trading_ratio_5d_change,day_trading_ratio_20d_change,day_trading_overheat_flag,data_source,source_url,data_quality_status
2022-02-14,2454,2454.TW,聯發科,,,1432000,5789679,24.7337,25.7389,27.8370,-1.0052,-3.1033,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220214&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-14,3231,3231.TW,緯創,,,2438000,15575837,15.6524,21.7612,18.9952,-6.1088,-3.3428,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220214&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-14,6669,6669.TW,緯穎,,,119000,401840,29.6138,37.2145,33.0531,-7.6007,-3.4393,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220214&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,0050,0050.TW,元大台灣50,,,437000,8139525,5.3689,5.1169,5.7399,0.2520,-0.3710,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,00631L,00631L.TW,元大台灣50正2,,,401000,2058583,19.4794,21.4911,21.3406,-2.0117,-1.8612,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,2308,2308.TW,台達電,,,1128000,8309813,13.5743,13.2934,16.3357,0.2809,-2.7614,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,2317,2317.TW,鴻海,,,2899000,13542993,21.4059,20.0728,20.6524,1.3331,0.7535,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,2330,2330.TW,台積電,,,5470000,24497955,22.3284,15.8200,17.4604,6.5084,4.8680,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,2382,2382.TW,廣達,,,763000,3450078,22.1154,17.1930,16.0333,4.9224,6.0821,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,2454,2454.TW,聯發科,,,967000,3322875,29.1013,26.8715,27.9771,2.2298,1.1242,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,3231,3231.TW,緯創,,,4768000,23964259,19.8963,22.7682,19.4092,-2.8719,0.4871,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-15,6669,6669.TW,緯穎,,,100000,394607,25.3417,35.2412,32.9978,-9.8995,-7.6561,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220215&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,0050,0050.TW,元大台灣50,,,310000,6906308,4.4887,4.7562,5.4176,-0.2675,-0.9289,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,00631L,00631L.TW,元大台灣50正2,,,390000,2125773,18.3463,20.5095,20.8925,-2.1632,-2.5462,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,2308,2308.TW,台達電,,,543000,5341127,10.1664,12.2993,16.0451,-2.1329,-5.8787,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,2317,2317.TW,鴻海,,,2711000,13503882,20.0757,21.7466,20.4813,-1.6709,-0.4056,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,2330,2330.TW,台積電,,,7056000,27395771,25.7558,18.6805,17.7164,7.0753,8.0394,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,2382,2382.TW,廣達,,,1189000,6020863,19.7480,17.5198,15.9430,2.2282,3.8050,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,2454,2454.TW,聯發科,,,737000,2940602,25.0629,27.0494,28.0997,-1.9865,-3.0368,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,3231,3231.TW,緯創,,,2185000,15574263,14.0296,20.5738,19.6072,-6.5442,-5.5776,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-16,6669,6669.TW,緯穎,,,190000,528951,35.9202,33.7803,33.4735,2.1399,2.4467,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220216&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,0050,0050.TW,元大台灣50,,,807000,5161916,15.6337,7.3580,5.9737,8.2757,9.6600,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,00631L,00631L.TW,元大台灣50正2,,,306000,2192507,13.9566,18.8954,20.5057,-4.9388,-6.5491,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,2308,2308.TW,台達電,,,1081000,5381391,20.0877,13.7267,16.2156,6.3610,3.8721,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,2317,2317.TW,鴻海,,,5057000,25548971,19.7934,21.1921,20.4255,-1.3987,-0.6321,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,2330,2330.TW,台積電,,,2612000,20447347,12.7743,17.8563,17.0539,-5.0820,-4.2796,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,2382,2382.TW,廣達,,,728000,5420759,13.4299,17.7664,15.7727,-4.3365,-2.3428,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,2454,2454.TW,聯發科,,,950000,3047582,31.1723,27.9529,28.7996,3.2194,2.3727,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,3231,3231.TW,緯創,,,885000,8218129,10.7689,15.9700,19.1880,-5.2011,-8.4191,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-17,6669,6669.TW,緯穎,,,125000,449354,27.8177,30.2820,33.2668,-2.4643,-5.4491,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220217&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,0050,0050.TW,元大台灣50,,,227000,4068622,5.5793,7.3019,5.9560,-1.7226,-0.3767,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,00631L,00631L.TW,元大台灣50正2,,,316000,1117959,28.2658,19.2187,20.3902,9.0471,7.8756,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,2308,2308.TW,台達電,,,357000,2362009,15.1143,14.4935,15.9067,0.6208,-0.7924,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,2317,2317.TW,鴻海,,,2059000,11375198,18.1008,20.5818,20.3350,-2.4810,-2.2342,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,2330,2330.TW,台積電,,,2872000,21948975,13.0849,17.0372,16.9538,-3.9523,-3.8689,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,2382,2382.TW,廣達,,,486000,4577361,10.6175,17.7857,15.7684,-7.1682,-5.1509,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,2454,2454.TW,聯發科,,,584000,2777044,21.0296,26.2200,28.2932,-5.1904,-7.2636,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,3231,3231.TW,緯創,,,2828000,20257127,13.9605,14.8615,19.1871,-0.9010,-5.2266,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-18,6669,6669.TW,緯穎,,,69000,275165,25.0759,28.7539,33.2139,-3.6780,-8.1380,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220218&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,0050,0050.TW,元大台灣50,,,507000,4807904,10.5451,8.3231,5.9506,2.2220,4.5945,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,00631L,00631L.TW,元大台灣50正2,,,511000,1224078,41.7457,24.3588,21.5062,17.3869,20.2395,true,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,2308,2308.TW,台達電,,,423000,2219114,19.0617,15.6009,15.8515,3.4608,3.2102,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,2317,2317.TW,鴻海,,,8043000,23535017,34.1746,22.7101,20.9301,11.4645,13.2445,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,2330,2330.TW,台積電,,,4525000,25769408,17.5596,18.3006,17.1419,-0.7410,0.4177,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,2382,2382.TW,廣達,,,909000,4795516,18.9552,16.9732,15.9442,1.9820,3.0110,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,2454,2454.TW,聯發科,,,914000,3249940,28.1236,26.8979,28.1917,1.2257,-0.0681,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,3231,3231.TW,緯創,,,2051000,16692746,12.2868,14.1884,18.9638,-1.9016,-6.6770,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-21,6669,6669.TW,緯穎,,,65000,193092,33.6627,29.5636,33.0067,4.0991,0.6560,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220221&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,0050,0050.TW,元大台灣50,,,889000,20814988,4.2710,8.1036,5.9513,-3.8326,-1.6803,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,00631L,00631L.TW,元大台灣50正2,,,1069000,5542801,19.2863,24.3201,21.3222,-5.0338,-2.0359,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,2308,2308.TW,台達電,,,669000,4363669,15.3311,15.9522,15.8821,-0.6211,-0.5510,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,2317,2317.TW,鴻海,,,4319000,26135723,16.5253,21.7340,20.7852,-5.2087,-4.2599,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,2330,2330.TW,台積電,,,2956000,38526210,7.6727,15.3695,16.8088,-7.6968,-9.1362,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,2382,2382.TW,廣達,,,2022000,8072066,25.0493,17.5600,16.5544,7.4893,8.4949,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,2454,2454.TW,聯發科,,,1318000,4981430,26.4583,26.3693,28.0712,0.0890,-1.6129,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,3231,3231.TW,緯創,,,2963000,21361150,13.8710,12.9834,18.8369,0.8876,-4.9659,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-22,6669,6669.TW,緯穎,,,125000,359058,34.8133,31.4580,33.0080,3.3553,1.8053,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220222&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,0050,0050.TW,元大台灣50,,,260000,4803500,5.4127,8.2884,5.7075,-2.8757,-0.2948,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,00631L,00631L.TW,元大台灣50正2,,,394000,2481112,15.8800,23.8269,20.7426,-7.9469,-4.8626,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,2308,2308.TW,台達電,,,428000,3458502,12.3753,16.3940,15.7112,-4.0187,-3.3359,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,2317,2317.TW,鴻海,,,4933000,14607481,33.7704,24.4729,21.9856,9.2975,11.7848,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,2330,2330.TW,台積電,,,3499000,34561338,10.1240,12.2431,16.1770,-2.1191,-6.0530,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,2382,2382.TW,廣達,,,596000,4110587,14.4991,16.5102,16.4063,-2.0111,-1.9072,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,2454,2454.TW,聯發科,,,1049000,3590396,29.2168,27.2001,28.0356,2.0167,1.1812,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,3231,3231.TW,緯創,,,3340000,27874469,11.9823,12.5739,18.5874,-0.5916,-6.6051,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-23,6669,6669.TW,緯穎,,,64000,203355,31.4721,30.5683,32.6299,0.9038,-1.1578,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220223&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,0050,0050.TW,元大台灣50,,,1684000,32725876,5.1458,6.1908,5.5629,-1.0450,-0.4171,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,00631L,00631L.TW,元大台灣50正2,,,966000,4478546,21.5695,25.3495,20.8893,-3.7800,0.6802,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,2308,2308.TW,台達電,,,1604000,6870801,23.3452,17.0455,16.0768,6.2997,7.2684,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,2317,2317.TW,鴻海,,,10893000,47746141,22.8144,25.0771,22.2247,-2.2627,0.5897,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,2330,2330.TW,台積電,,,10753000,80672979,13.3291,12.3541,15.7503,0.9750,-2.4212,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,2382,2382.TW,廣達,,,2718000,14375963,18.9066,17.6055,16.5423,1.3011,2.3643,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,2454,2454.TW,聯發科,,,2274000,8155250,27.8839,26.5424,28.0353,1.3415,-0.1514,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,3231,3231.TW,緯創,,,10306000,55689673,18.5061,14.1213,18.6067,4.3848,-0.1006,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-24,6669,6669.TW,緯穎,,,128000,329814,38.8098,32.7668,33.1673,6.0430,5.6425,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220224&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-25,0050,0050.TW,元大台灣50,,,1791000,24731645,7.2417,6.5233,5.7126,0.7184,1.5291,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220225&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-25,00631L,00631L.TW,元大台灣50正2,,,837000,3574211,23.4178,24.3799,21.4613,-0.9621,1.9565,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220225&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-25,2308,2308.TW,台達電,,,2478000,16782733,14.7652,16.9757,15.8875,-2.2105,-1.1223,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220225&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-25,2317,2317.TW,鴻海,,,7567000,29911231,25.2982,26.5166,22.4375,-1.2184,2.8607,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220225&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-25,2330,2330.TW,台積電,,,19554000,94155943,20.7677,13.8906,15.9997,6.8771,4.7680,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220225&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
2022-02-25,2382,2382.TW,廣達,,,2270000,10923524,20.7808,19.6382,16.9706,1.1426,3.8102,false,twse_twtb4u_day_trading_stock_day_volume,https://www.twse.com.tw/rwd/zh/dayTrading/TWTB4U?date=20220225&selectType=All&response=json,official_twse_twtb4u_total_volume_only_stock_day_denominator_buy_sell_volume_unavailable
