date,symbol,ticker,name,margin_buy,margin_sell,margin_balance,margin_balance_change,short_sell,short_cover,short_balance,short_balance_change,securities_lending_balance,securities_lending_balance_change,margin_balance_5d_change_pct,margin_balance_20d_change_pct,short_balance_5d_change_pct,short_balance_20d_change_pct,lending_balance_5d_change_pct,lending_balance_20d_change_pct,margin_overheat_flag,short_lending_pressure_flag,data_source,source_url,data_quality_status
2022-06-15,2308,2308.TW,台達電,157,14,2957,142,11,15,156,-4,,,8.3547,-2.2479,-10.3448,39.2857,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220615&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-15,2317,2317.TW,鴻海,577,838,43233,-292,4,11,803,-7,,,-2.7226,-8.5674,-21.5820,5.3806,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220615&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-15,2330,2330.TW,台積電,875,725,35189,137,0,0,0,0,,,11.6579,5.9080,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220615&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-15,2382,2382.TW,廣達,11,54,3018,-43,11,5,201,6,,,-0.4617,-16.0501,12.9213,-23.5741,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220615&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-15,2454,2454.TW,聯發科,72,168,7506,-98,10,20,164,-10,,,6.4832,-7.8905,-62.3853,-51.9062,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220615&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-15,3231,3231.TW,緯創,22,34,8604,-12,20,207,209,-187,,,-1.5673,-3.1953,-62.4776,-67.1900,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220615&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-15,6669,6669.TW,緯穎,22,4,395,18,0,0,0,0,,,3.4031,23.8245,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220615&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,0050,0050.TW,元大台灣50,87,100,2696,-14,81,9,710,72,,,6.6034,-3.4384,-13.8350,10.0775,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,00631L,00631L.TW,元大台灣50正2,336,380,4031,-44,95,49,1497,46,,,7.4647,3.1738,-3.9153,9.2701,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,2308,2308.TW,台達電,43,181,2819,-138,30,9,177,21,,,6.3372,-3.5250,-1.1173,41.6000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,2317,2317.TW,鴻海,519,1125,42566,-667,17,282,538,-265,,,-2.2999,-13.1696,-47.9691,-41.9633,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,2330,2330.TW,台積電,369,1121,34425,-764,102,0,102,102,,,9.3934,5.9720,-25.0000,-73.3681,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,2382,2382.TW,廣達,9,46,2981,-37,7,2,206,5,,,-2.7089,-18.0368,17.7143,-16.9355,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,2454,2454.TW,聯發科,205,240,7469,-37,20,49,135,-29,,,4.8870,-7.6876,-66.9118,-65.0259,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,3231,3231.TW,緯創,32,80,8556,-48,3,10,202,-7,,,-2.0716,-3.6486,-63.9929,-56.0870,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-16,6669,6669.TW,緯穎,38,17,415,20,0,0,0,0,,,11.2601,26.1398,-100.0000,-100.0000,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220616&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,0050,0050.TW,元大台灣50,246,188,2754,58,23,80,653,-57,,,7.5781,-0.5058,-14.7520,9.0150,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,00631L,00631L.TW,元大台灣50正2,706,246,4491,460,95,153,1439,-58,,,17.0141,-3.3986,-2.2418,10.8629,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,2308,2308.TW,台達電,24,171,2672,-147,11,50,138,-39,,,3.5258,-11.7278,-20.2312,-9.2105,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,2317,2317.TW,鴻海,1129,2883,40809,-1757,86,119,505,-33,,,-7.3828,-15.7413,-50.5387,-53.3272,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,2330,2330.TW,台積電,1256,1249,34415,-10,63,35,130,28,,,6.7827,1.5162,,-59.6273,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,2382,2382.TW,廣達,4,15,2966,-15,90,28,268,62,,,-4.0750,-19.4897,54.0230,5.0980,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,2454,2454.TW,聯發科,514,218,7749,280,0,134,1,-134,,,9.2640,-3.3791,-99.7674,-99.7436,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,3231,3231.TW,緯創,28,29,8547,-9,19,5,216,14,,,-1.4641,-3.3145,-61.0811,-53.8462,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-17,6669,6669.TW,緯穎,51,16,449,34,94,0,94,94,,,22.0109,39.4410,1242.8571,623.0769,,,true,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220617&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,0050,0050.TW,元大台灣50,158,87,2824,70,27,67,613,-40,,,8.5319,5.1769,-14.2657,1.9967,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,00631L,00631L.TW,元大台灣50正2,739,288,4942,451,101,242,1298,-141,,,27.1418,27.4040,-13.5243,-0.2306,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,2308,2308.TW,台達電,78,32,2716,44,15,46,107,-31,,,-3.0692,-6.1507,-32.2785,-26.2069,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,2317,2317.TW,鴻海,1139,1166,40771,-38,60,59,506,1,,,-5.4761,-15.5355,-36.9863,-17.8571,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,2330,2330.TW,台積電,944,1504,33785,-630,161,17,274,144,,,0.9170,0.4340,,-23.0337,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,2382,2382.TW,廣達,74,32,2988,22,9,28,249,-19,,,-4.2615,-18.6717,30.3665,-3.4884,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,2454,2454.TW,聯發科,177,365,7548,-201,0,1,0,-1,,,1.3154,-5.3186,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,3231,3231.TW,緯創,63,249,8360,-187,9,9,216,0,,,-3.5867,-5.5687,-45.5919,-54.8117,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-20,6669,6669.TW,緯穎,36,16,464,15,18,0,112,18,,,25.4054,41.4634,,761.5385,,,true,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220620&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,0050,0050.TW,元大台灣50,94,155,2763,-61,34,45,602,-11,,,2.5993,3.3670,-10.8148,-1.4730,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,00631L,00631L.TW,元大台灣50正2,437,1138,4241,-701,173,144,1327,29,,,5.4451,8.2440,-6.0198,1.6080,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,2308,2308.TW,台達電,49,200,2560,-156,12,23,96,-11,,,-9.0586,-12.2386,-40.0000,-30.4348,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,2317,2317.TW,鴻海,1863,1025,41576,805,20,27,499,-7,,,-4.4779,-12.0327,-38.3951,-29.1193,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,2330,2330.TW,台積電,585,620,33719,-66,40,55,259,-15,,,-3.8029,1.5296,,-26.6289,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,2382,2382.TW,廣達,31,82,2937,-51,5,90,164,-85,,,-4.0510,-16.9870,-15.8974,-34.9206,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,2454,2454.TW,聯發科,170,359,7344,-204,0,0,0,0,,,-3.4193,-7.5878,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,3231,3231.TW,緯創,20,87,8288,-72,1,1,216,0,,,-3.8069,-7.5206,-45.4545,-55.0936,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-21,6669,6669.TW,緯穎,9,29,444,-20,19,0,131,19,,,17.7719,34.9544,,773.3333,,,true,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220621&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,0050,0050.TW,元大台灣50,230,74,2916,153,27,40,589,-13,,,7.6015,8.9279,-7.6803,-9.3846,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,00631L,00631L.TW,元大台灣50正2,1504,406,5339,1098,87,169,1245,-82,,,31.0184,33.8766,-14.1971,-7.8460,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,2308,2308.TW,台達電,50,77,2533,-27,3,18,81,-15,,,-14.3389,-12.9852,-48.0769,-55.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,2317,2317.TW,鴻海,1069,1225,41407,-169,4,167,336,-163,,,-4.2236,-14.3847,-58.1569,-51.7934,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,2330,2330.TW,台積電,714,1855,32499,-1220,371,29,601,342,,,-7.6444,-2.1291,,85.4938,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,2382,2382.TW,廣達,63,144,2856,-81,12,2,174,10,,,-5.3678,-20.0448,-13.4328,-34.5865,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,2454,2454.TW,聯發科,535,584,7294,-50,0,0,0,0,,,-2.8244,-8.0202,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,3231,3231.TW,緯創,30,50,8261,-27,1,134,83,-133,,,-3.9865,-8.3028,-60.2871,-83.3667,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-22,6669,6669.TW,緯穎,6,17,433,-11,1,0,132,1,,,9.6203,24.0688,,500.0000,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220622&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,0050,0050.TW,元大台灣50,311,109,3118,202,25,34,580,-9,,,15.6528,17.3062,-18.3099,-11.1792,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,00631L,00631L.TW,元大台灣50正2,2483,315,7507,2168,73,155,1163,-82,,,86.2317,87.5343,-22.3113,-14.9854,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,2308,2308.TW,台達電,47,175,2399,-134,0,81,0,-81,,,-14.8989,-15.7359,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,2317,2317.TW,鴻海,1350,1115,41625,218,20,85,271,-65,,,-2.2107,-14.3677,-49.6283,-67.5837,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,2330,2330.TW,台積電,1275,1694,32028,-471,61,341,321,-280,,,-6.9630,-4.6814,214.7059,10.3093,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,2382,2382.TW,廣達,40,51,2845,-11,19,3,190,16,,,-4.5622,-19.6555,-7.7670,-20.5021,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,2454,2454.TW,聯發科,1770,390,8664,1370,558,0,558,558,,,15.9995,10.4539,313.3333,25.1121,,,true,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,3231,3231.TW,緯創,104,153,8202,-59,12,12,83,0,,,-4.1374,-9.3702,-58.9109,-83.0266,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-23,6669,6669.TW,緯穎,9,11,431,-2,2,0,134,2,,,3.8554,20.0557,,857.1429,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220623&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,0050,0050.TW,元大台灣50,82,116,3083,-35,10,22,568,-12,,,11.9463,14.3546,-13.0168,-13.6778,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,00631L,00631L.TW,元大台灣50正2,923,855,7571,64,176,75,1264,101,,,68.5816,82.7420,-12.1612,-6.8534,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,2308,2308.TW,台達電,104,122,2380,-19,0,0,0,0,,,-10.9281,-14.1724,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,2317,2317.TW,鴻海,305,1200,40703,-922,13,17,267,-4,,,-0.2597,-15.1932,-47.1287,-66.4573,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,2330,2330.TW,台積電,465,551,31889,-139,133,53,401,80,,,-7.3398,-5.6036,208.4615,49.0706,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,2382,2382.TW,廣達,8,107,2746,-99,71,0,261,71,,,-7.4174,-19.6371,-2.6119,10.5932,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,2454,2454.TW,聯發科,706,404,8954,290,349,49,858,300,,,15.5504,13.8027,85700.0000,97.2414,,,true,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,3231,3231.TW,緯創,24,44,8167,-35,14,10,87,4,,,-4.4460,-9.2656,-59.7222,-82.3887,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-24,6669,6669.TW,緯穎,3,7,427,-4,3,0,137,3,,,-4.8998,-9.1489,45.7447,470.8333,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220624&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,0050,0050.TW,元大台灣50,101,242,2942,-141,32,68,532,-36,,,4.1785,5.0714,-13.2137,-26.3158,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,00631L,00631L.TW,元大台灣50正2,640,1998,6213,-1358,138,90,1312,48,,,25.7183,52.9919,1.0786,-9.8901,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,2308,2308.TW,台達電,114,89,2405,25,0,0,0,0,,,-11.4507,-9.5525,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,2317,2317.TW,鴻海,1225,1035,40858,155,1,77,191,-76,,,0.2134,-16.2076,-62.2530,-77.1257,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,2330,2330.TW,台積電,626,1091,31362,-527,83,179,305,-96,,,-7.1718,-4.8512,11.3139,3.7415,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,2382,2382.TW,廣達,22,54,2705,-41,24,14,271,10,,,-9.4712,-21.7303,8.8353,63.2530,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,2454,2454.TW,聯發科,508,379,9063,109,83,293,648,-210,,,20.0715,16.7461,,36.9979,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,3231,3231.TW,緯創,162,6,8320,153,1,20,68,-19,,,-0.4785,-7.0599,-68.5185,-85.8333,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-27,6669,6669.TW,緯穎,11,9,429,2,0,0,137,0,,,-7.5431,-2.7211,22.3214,953.8462,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220627&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,0050,0050.TW,元大台灣50,131,42,3031,89,14,29,517,-15,,,9.6996,6.4256,-14.1196,-30.5108,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,00631L,00631L.TW,元大台灣50正2,1214,1125,6299,86,104,55,1361,49,,,48.5263,48.1421,2.5622,-1.9452,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,2308,2308.TW,台達電,101,169,2337,-68,0,0,0,0,,,-8.7109,-9.9422,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,2317,2317.TW,鴻海,2628,1225,42225,1367,0,191,0,-191,,,1.5610,-11.6835,-100.0000,-100.0000,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,2330,2330.TW,台積電,219,271,31299,-63,37,33,309,4,,,-7.1770,0.2017,19.3050,-36.2887,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,2382,2382.TW,廣達,28,45,2688,-17,7,7,271,0,,,-8.4780,-18.7179,65.2439,57.5581,,,false,true,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,2454,2454.TW,聯發科,672,529,9189,126,71,57,662,14,,,25.1225,20.4799,,49.0991,,,true,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
2022-06-28,3231,3231.TW,緯創,110,109,8316,-4,5,29,44,-24,,,0.3378,-6.1823,-79.6296,-90.7173,,,false,false,twse_mi_margn_margin_short_shares,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20220628&selectType=ALL&response=open_data,official_twse_mi_margn_margin_short_lending_unavailable
