held_ticker_date_authority_rows,held_ticker_count,holding_intervals,planned_ticker_month_routes,official_source_manifest_rows,official_candidate_rows,exact_held_date_candidate_rows,cash_events_complete_exdate_amount_payment,holder_scale_capital_events_complete,blocked_held_date_candidate_rows,no_event_proof_status
5367,157,274,1025,2065,1040,32,7,0,25,not_claimed_from_absent_t05st01_candidate
