date,symbol,ticker,name,foreign_net_buy_shares,foreign_net_buy_twd,investment_trust_net_buy_shares,investment_trust_net_buy_twd,dealer_net_buy_shares,dealer_net_buy_twd,total_institutional_net_buy_twd,foreign_consecutive_buy_days,foreign_consecutive_sell_days,trust_consecutive_buy_days,trust_consecutive_sell_days,data_source,source_url,data_quality_status
2024-03-21,3231,3231.TW,緯創,1055996,,1128000,,907115,,,1,0,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240321&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-21,6669,6669.TW,緯穎,288689,,17000,,9209,,,1,0,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240321&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,0050,0050.TW,元大台灣50,-2547110,,0,,3699005,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,00631L,00631L.TW,元大台灣50正2,29000,,0,,239896,,,3,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,2308,2308.TW,台達電,7923399,,6691252,,1237417,,,2,0,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,2317,2317.TW,鴻海,4284952,,10026944,,-5206334,,,4,0,16,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,2330,2330.TW,台積電,4023377,,-156580,,1309257,,,2,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,2382,2382.TW,廣達,4762383,,577558,,832019,,,2,0,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,2454,2454.TW,聯發科,-326592,,17225,,-112029,,,0,5,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,3231,3231.TW,緯創,13064471,,-362768,,1485426,,,2,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-22,6669,6669.TW,緯穎,388594,,25744,,22954,,,2,0,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240322&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,0050,0050.TW,元大台灣50,1614705,,0,,697224,,,1,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,00631L,00631L.TW,元大台灣50正2,-29000,,0,,479280,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,2308,2308.TW,台達電,-1162786,,868820,,261136,,,0,1,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,2317,2317.TW,鴻海,-5001371,,313143,,5251,,,0,1,17,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,2330,2330.TW,台積電,-5698,,-216770,,672092,,,0,1,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,2382,2382.TW,廣達,-3535770,,-178458,,206336,,,0,1,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,2454,2454.TW,聯發科,81726,,180162,,55528,,,1,0,6,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,3231,3231.TW,緯創,-9412781,,-360722,,72197,,,0,1,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-25,6669,6669.TW,緯穎,-112335,,-14025,,-17544,,,0,1,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240325&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,0050,0050.TW,元大台灣50,291039,,-100000,,582501,,,2,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,00631L,00631L.TW,元大台灣50正2,83000,,0,,-1612496,,,1,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,2308,2308.TW,台達電,4846215,,362358,,-980986,,,1,0,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,2317,2317.TW,鴻海,38820137,,2388793,,-7108364,,,1,0,18,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,2330,2330.TW,台積電,4231672,,59917,,140003,,,1,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,2382,2382.TW,廣達,-191695,,451541,,1989341,,,0,2,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,2454,2454.TW,聯發科,-1039425,,292382,,83877,,,0,1,7,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,3231,3231.TW,緯創,-16227255,,669001,,475032,,,0,2,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-26,6669,6669.TW,緯穎,150293,,98990,,-10869,,,1,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240326&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,0050,0050.TW,元大台灣50,-1371372,,0,,2335258,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,00631L,00631L.TW,元大台灣50正2,-24000,,0,,-317993,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,2308,2308.TW,台達電,-226827,,151000,,-302562,,,0,1,6,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,2317,2317.TW,鴻海,12210340,,2143198,,-149965,,,2,0,19,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,2330,2330.TW,台積電,-3942759,,29000,,124237,,,0,1,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,2382,2382.TW,廣達,-5672522,,221000,,344797,,,0,3,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,2454,2454.TW,聯發科,-229398,,480632,,-34960,,,0,2,8,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,3231,3231.TW,緯創,-2834837,,-721000,,-579641,,,0,3,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-27,6669,6669.TW,緯穎,253137,,-418600,,16582,,,2,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240327&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,0050,0050.TW,元大台灣50,-646548,,0,,245151,,,0,2,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,00631L,00631L.TW,元大台灣50正2,-203000,,0,,-317005,,,0,2,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,2308,2308.TW,台達電,-955408,,367619,,-110550,,,0,2,7,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,2317,2317.TW,鴻海,3050266,,7291310,,2848339,,,3,0,20,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,2330,2330.TW,台積電,-6551038,,-315269,,46524,,,0,2,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,2382,2382.TW,廣達,12483207,,5191932,,3747765,,,1,0,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,2454,2454.TW,聯發科,-2341374,,1020209,,313134,,,0,3,9,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,3231,3231.TW,緯創,3607031,,221758,,1186731,,,1,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-28,6669,6669.TW,緯穎,665275,,-319147,,50099,,,3,0,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240328&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,0050,0050.TW,元大台灣50,1859286,,0,,2461922,,,1,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,00631L,00631L.TW,元大台灣50正2,-42000,,0,,619263,,,0,3,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,2308,2308.TW,台達電,-243260,,104033,,-629390,,,0,3,8,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,2317,2317.TW,鴻海,-8796718,,2907365,,402408,,,0,1,21,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,2330,2330.TW,台積電,7735927,,-212888,,-829206,,,1,0,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,2382,2382.TW,廣達,4032244,,12179826,,634492,,,2,0,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,2454,2454.TW,聯發科,-808085,,3351383,,-165778,,,0,4,10,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,3231,3231.TW,緯創,58236253,,202000,,6497213,,,2,0,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-03-29,6669,6669.TW,緯穎,370246,,6990,,-17805,,,4,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240329&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,0050,0050.TW,元大台灣50,260518,,-100000,,-1183205,,,2,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,00631L,00631L.TW,元大台灣50正2,19000,,0,,-409874,,,1,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,2308,2308.TW,台達電,1252489,,-95771,,-219965,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,2317,2317.TW,鴻海,6950822,,1780597,,-3524248,,,1,0,22,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,2330,2330.TW,台積電,1168685,,-844199,,1358250,,,2,0,0,3,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,2382,2382.TW,廣達,-9751832,,1647714,,214084,,,0,1,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,2454,2454.TW,聯發科,-319664,,-57164,,155903,,,0,5,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,3231,3231.TW,緯創,-31319623,,4057000,,63312,,,0,1,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-01,6669,6669.TW,緯穎,291544,,-28000,,1434,,,5,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240401&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,0050,0050.TW,元大台灣50,2472201,,0,,2291710,,,3,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,00631L,00631L.TW,元大台灣50正2,63000,,0,,639177,,,2,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,2308,2308.TW,台達電,757145,,167604,,-76155,,,2,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,2317,2317.TW,鴻海,13659154,,619035,,4412954,,,2,0,23,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,2330,2330.TW,台積電,11546891,,14468,,1170411,,,3,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,2382,2382.TW,廣達,16232156,,1942940,,1232225,,,1,0,6,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,2454,2454.TW,聯發科,-307125,,308744,,48931,,,0,6,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,3231,3231.TW,緯創,6398860,,839544,,-631034,,,1,0,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-02,6669,6669.TW,緯穎,-26822,,-133018,,15844,,,0,1,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240402&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,0050,0050.TW,元大台灣50,-1601659,,0,,118575,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,00631L,00631L.TW,元大台灣50正2,-56800,,0,,-1580135,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,2308,2308.TW,台達電,-616831,,227642,,-41960,,,0,1,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,2317,2317.TW,鴻海,-30790761,,4015851,,1048795,,,0,1,24,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,2330,2330.TW,台積電,-85194,,-60091,,321136,,,0,1,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,2382,2382.TW,廣達,-12890167,,25070,,3270925,,,0,1,7,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,2454,2454.TW,聯發科,-265468,,140441,,57268,,,0,7,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,3231,3231.TW,緯創,37758177,,2480882,,2145080,,,2,0,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-03,6669,6669.TW,緯穎,722929,,-11913,,59906,,,1,0,0,3,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240403&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,0050,0050.TW,元大台灣50,-957168,,0,,-72719,,,0,2,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,00631L,00631L.TW,元大台灣50正2,-220000,,0,,712968,,,0,2,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,2308,2308.TW,台達電,1285465,,-312771,,-70169,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,2317,2317.TW,鴻海,-378661,,-2106838,,-434897,,,0,2,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,2330,2330.TW,台積電,-421994,,-208058,,553915,,,0,2,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,2382,2382.TW,廣達,-4574050,,177450,,1435875,,,0,2,8,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,2454,2454.TW,聯發科,-1015268,,197968,,51055,,,0,8,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,3231,3231.TW,緯創,7177914,,710652,,373191,,,3,0,6,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-08,6669,6669.TW,緯穎,445069,,1859,,-41103,,,2,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240408&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,0050,0050.TW,元大台灣50,-294611,,18000,,5228226,,,0,3,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,00631L,00631L.TW,元大台灣50正2,6025,,0,,668522,,,1,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,2308,2308.TW,台達電,50174,,-258164,,-167044,,,2,0,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,2317,2317.TW,鴻海,2985074,,-24923,,-60239,,,1,0,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,2330,2330.TW,台積電,19099664,,586121,,668742,,,1,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,2382,2382.TW,廣達,239983,,-188101,,462000,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,2454,2454.TW,聯發科,-287784,,-7377,,119330,,,0,9,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,3231,3231.TW,緯創,-34051842,,1632823,,-3129600,,,0,1,7,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-09,6669,6669.TW,緯穎,280638,,-46504,,-45508,,,3,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240409&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,0050,0050.TW,元大台灣50,-753548,,-131000,,630056,,,0,4,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,00631L,00631L.TW,元大台灣50正2,-31886,,0,,-779527,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,2308,2308.TW,台達電,-1611544,,-222387,,-281849,,,0,1,0,3,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,2317,2317.TW,鴻海,-2855568,,-1079325,,-1556017,,,0,1,0,3,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,2330,2330.TW,台積電,-5896070,,189642,,229123,,,0,1,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,2382,2382.TW,廣達,-13972479,,241229,,-55288,,,0,1,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,2454,2454.TW,聯發科,785903,,7763,,208443,,,1,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,3231,3231.TW,緯創,3376062,,741426,,432505,,,1,0,8,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-10,6669,6669.TW,緯穎,-142671,,-227023,,15751,,,0,1,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240410&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-04-11,0050,0050.TW,元大台灣50,-955680,,440000,,-301302,,,0,5,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240411&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
