year,column,data_name,frequency,granularity,fields,rows,http_status,response_bytes,source_url,source_hash,retrieval_time_utc,p1_holder_distribution_usable
2009,1,TAIBIR 01 初級發行利率報價定盤利率,daily_business_day,"TAIBIR term rates, not security/ticker/holder bucket","天期,10,20,30,60,90,120,150,180,360",54,200,4117,https://www.tdcc.com.tw/portal/tcWeb/exportDataWithDate?exportForm=tc_05sat_main03_8&tid=1&year=2009,deaf36cc4640837da68c0faebb6310441c307958ce2f36d2ca99a57a8ae9cc1e,2026-07-12T00:19:31+00:00,False
2009,2,TAIBIR 02 次級買賣利率報價定盤利率,daily_business_day,"TAIBIR term rates, not security/ticker/holder bucket","天期,10,20,30,60,90,120,150,180,360",52,200,3969,https://www.tdcc.com.tw/portal/tcWeb/exportDataWithDate?exportForm=tc_05sat_main03_8&tid=2&year=2009,29f1a2eae5320b8cdc56d2eddaeb47dfda4f22d8c6769ab6febb138801e052cf,2026-07-12T00:19:31+00:00,False
2015,1,TAIBIR 01 初級發行利率報價定盤利率,daily_business_day,"TAIBIR term rates, not security/ticker/holder bucket","天期,10,20,30,60,90,120,150,180,360",246,200,18325,https://www.tdcc.com.tw/portal/tcWeb/exportDataWithDate?exportForm=tc_05sat_main03_8&tid=1&year=2015,9f9d84bbb696d4d96d531402cba6c9565501f1d3c54a88b0f6c81fd6e9a21f08,2026-07-12T00:19:31+00:00,False
2015,2,TAIBIR 02 次級買賣利率報價定盤利率,daily_business_day,"TAIBIR term rates, not security/ticker/holder bucket","天期,10,20,30,60,90,120,150,180,360",246,200,18325,https://www.tdcc.com.tw/portal/tcWeb/exportDataWithDate?exportForm=tc_05sat_main03_8&tid=2&year=2015,56e4d70e44dbbd2451d20f8cc4ed116dab673ffd9759739bf73ff457756bf8a9,2026-07-12T00:19:31+00:00,False
2022,1,TAIBIR 01 初級發行利率報價定盤利率,daily_business_day,"TAIBIR term rates, not security/ticker/holder bucket","天期,10,20,30,60,90,120,150,180,360",249,200,18547,https://www.tdcc.com.tw/portal/tcWeb/exportDataWithDate?exportForm=tc_05sat_main03_8&tid=1&year=2022,6d294464db19f396aba67d27afcf99631c4a234cefee70cd7fffdbb2d878f23b,2026-07-12T00:19:31+00:00,False
2022,2,TAIBIR 02 次級買賣利率報價定盤利率,daily_business_day,"TAIBIR term rates, not security/ticker/holder bucket","天期,10,20,30,60,90,120,150,180,360",249,200,18547,https://www.tdcc.com.tw/portal/tcWeb/exportDataWithDate?exportForm=tc_05sat_main03_8&tid=2&year=2022,0e674a5b069fd50fc543cfa2b69b6f5f6a07f413873b8ed4f9859b2be1498c8c,2026-07-12T00:19:31+00:00,False
