ticker,name,market,segment_start_snapshot,warmup_required_sessions,warmup_actual_sessions,warmup_start,warmup_end,institutional_ready_dates,institutional_20d_ready,margin_short_ready_dates,margin_short_20d_ready,securities_lending_ready_dates,securities_lending_20d_ready,foreign_ownership_ready_dates,foreign_ownership_20d_ready,all_mandatory_chip_20d_ready
2486,一詮,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
6285,啟碁,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
5234,達興材料,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
3712,永崴投控,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
2356,英業達,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
9958,世紀鋼,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
5478,智冠,TPEx,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
3217,優群,TPEx,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
3687,歐買尬,TPEx,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
2371,大同,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
2888,新光金,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
2204,中華,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
4129,聯合,TPEx,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
4904,遠傳,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
3045,台灣大,TWSE,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
4162,智擎,TPEx,2024-01-26,20,20,2023-12-28,2024-01-25,20,True,20,True,20,True,20,True,True
8210,勤誠,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
1590,亞德客-KY,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
3025,星通,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
5269,祥碩,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
1514,亞力,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
8464,億豐,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
2329,華泰,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
1319,東陽,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
2377,微星,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
2059,川湖,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
3693,營邦,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
5258,虹堡,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
4966,譜瑞-KY,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
3363,上詮,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
3033,威健,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
6526,達發,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,0,False,20,True,20,True,False
6442,光聖,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
3287,廣寰科,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
8996,高力,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
1476,儒鴻,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
1503,士電,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
6139,亞翔,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
8936,國統,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
3548,兆利,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
6546,正基,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
6585,鼎基,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
2365,昆盈,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
6282,康舒,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
3227,原相,TPEx,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
1216,統一,TWSE,2024-02-02,20,20,2024-01-05,2024-02-01,20,True,20,True,20,True,20,True,True
2486,一詮,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
3712,永崴投控,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
2376,技嘉,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
3131,弘塑,TPEx,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,0,False,20,True,20,True,False
6243,迅杰,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
8467,波力-KY,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,19,False,20,True,20,True,20,True,False
6187,萬潤,TPEx,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
2618,長榮航,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
6732,昇佳電子,TPEx,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
2204,中華,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
3374,精材,TPEx,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
6679,鈺太,TPEx,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
2727,王品,TWSE,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
3163,波若威,TPEx,2024-02-05,20,20,2024-01-08,2024-02-02,20,True,20,True,20,True,20,True,True
2330,台積電,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2357,華碩,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3231,緯創,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2324,仁寶,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3533,嘉澤,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2313,華通,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2449,京元電子,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3406,玉晶光,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3324,雙鴻,TPEx,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3653,健策,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
6669,緯穎,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2360,致茂,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
4763,材料*-KY,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
5469,瀚宇博,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2603,長榮,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3008,大立光,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2476,鉅祥,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
6290,良維,TPEx,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3680,家登,TPEx,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
6213,聯茂,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
6585,鼎基,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2352,佳世達,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3014,聯陽,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3592,瑞鼎,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
2474,可成,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
6191,精成科,TWSE,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
4909,新復興,TPEx,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
7402,邑錡,TPEx,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
1785,光洋科,TPEx,2024-02-16,20,20,2024-01-10,2024-02-15,20,True,20,True,20,True,20,True,True
3711,日月光投控,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3163,波若威,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
1514,亞力,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3694,海華,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
2376,技嘉,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3044,健鼎,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3374,精材,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
6189,豐藝,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
2049,上銀,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
5443,均豪,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
2371,大同,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
6126,信音,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
5381,合正,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
4953,緯軟,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
6530,創威,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3689,湧德,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
2458,義隆,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3708,上緯投控,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
6409,旭隼,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
5388,中磊,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3227,原相,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
2457,飛宏,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
4770,上品,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
6257,矽格,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3661,世芯-KY,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
2355,敬鵬,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
6811,宏碁資訊,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
2421,建準,TWSE,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
3147,大綜,TPEx,2024-02-23,20,20,2024-01-17,2024-02-22,20,True,20,True,20,True,20,True,True
1795,美時,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
3017,奇鋐,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
1503,士電,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
6282,康舒,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
6104,創惟,TPEx,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
3289,宜特,TPEx,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
6288,聯嘉,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
1560,中砂,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
5258,虹堡,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
2405,輔信,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
3169,亞信,TPEx,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
6138,茂達,TPEx,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
5234,達興材料,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
2206,三陽工業,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
1476,儒鴻,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
6732,昇佳電子,TPEx,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
2455,全新,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
2385,群光,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
1609,大亞,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
3029,零壹,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
6285,啟碁,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
6139,亞翔,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
2476,鉅祥,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
1216,統一,TWSE,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
3218,大學光,TPEx,2024-03-01,20,20,2024-01-23,2024-02-29,20,True,20,True,20,True,20,True,True
5388,中磊,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2329,華泰,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2357,華碩,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3374,精材,TPEx,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3013,晟銘電,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2324,仁寶,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2884,玉山金,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
6223,旺矽,TPEx,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2327,國巨*,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
6257,矽格,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3025,星通,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2404,漢唐,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2882,國泰金,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3036,文曄,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2353,宏碁,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3008,大立光,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3592,瑞鼎,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2421,建準,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2891,中信金,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3702,大聯大,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3665,貿聯-KY,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2834,臺企銀,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3325,旭品,TPEx,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3014,聯陽,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
1504,東元,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3042,晶技,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
4908,前鼎,TPEx,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
6121,新普,TPEx,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
4755,三福化,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2886,兆豐金,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2308,台達電,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2049,上銀,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
6176,瑞儀,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2449,京元電子,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
3362,先進光,TPEx,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
2883,凱基金,TWSE,2024-03-08,20,20,2024-01-30,2024-03-07,20,True,20,True,20,True,20,True,True
8926,台汽電,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6285,啟碁,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
2303,聯電,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
2059,川湖,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6806,森崴能源,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
3617,碩天,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
5347,世界,TPEx,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
3406,玉晶光,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
1608,華榮,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
2347,聯強,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6231,系微,TPEx,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
8112,至上,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
2637,慧洋-KY,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6442,光聖,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
5483,中美晶,TPEx,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
1522,堤維西,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6187,萬潤,TPEx,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
2376,技嘉,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
5284,jpp-KY,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
2204,中華,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
3583,辛耘,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6290,良維,TPEx,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6491,晶碩,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
6605,帝寶,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
3515,華擎,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
3312,弘憶股,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
2606,裕民,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
5443,均豪,TPEx,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
3131,弘塑,TPEx,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,0,False,20,True,20,True,False
6005,群益證,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
9904,寶成,TWSE,2024-03-15,20,20,2024-02-15,2024-03-14,20,True,20,True,20,True,20,True,True
4768,晶呈科技,TPEx,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
8016,矽創,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
3264,欣銓,TPEx,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
6239,力成,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
1524,耿鼎,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
1785,光洋科,TPEx,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
6235,華孚,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
5269,祥碩,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2885,元大金,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
1795,美時,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
3596,智易,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
6753,龍德造船,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
4763,材料*-KY,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2603,長榮,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2611,志信,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2360,致茂,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2323,中環,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
3548,兆利,TPEx,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2382,廣達,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2439,美律,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
8936,國統,TPEx,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
1477,聚陽,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
3005,神基,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
2449,京元電子,TWSE,2024-03-22,20,20,2024-02-22,2024-03-21,20,True,20,True,20,True,20,True,True
1216,統一,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
6285,啟碁,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
2359,所羅門,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
2618,長榮航,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
3163,波若威,TPEx,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
3017,奇鋐,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
1603,華電,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
6789,采鈺,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
2412,中華電,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
2353,宏碁,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
5876,上海商銀,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
2880,華南金,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
3045,台灣大,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
1773,勝一,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
3037,欣興,TWSE,2024-03-29,20,20,2024-03-01,2024-03-28,20,True,20,True,20,True,20,True,True
