family,date,market,route_status,required_tickers,ready_tickers,blocked_tickers,retrieval_attempted,http_status,source_url,source_hash,retrieval_time_utc,error
foreign_ownership,2023-06-14,TPEx,accepted,25,25,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F14&response=json,bf3bf47306df280f441b7a4a79f9ccac1cc1ba0393ca06e55e540d94f43e0cc7,2026-07-11T11:50:12+00:00,
foreign_ownership,2023-06-14,TWSE,accepted,55,55,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230614&selectType=ALLBUT0999,abb8f5a51e6d632c37e4878ec063fd61e0a74b5041380eb87a9595422b96c674,2026-07-11T11:50:12+00:00,
foreign_ownership,2023-06-15,TPEx,accepted,25,25,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F15&response=json,b3ad90c261199a2c3875d83d260dd141bfb5cb81c3e1d62010cca55db4a9143f,2026-07-11T11:50:12+00:00,
foreign_ownership,2023-06-15,TWSE,accepted,55,55,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230615&selectType=ALLBUT0999,b7c03320932ec6b3f3901c1374d5be364f8f4641d858698ba4ac9d515bd33eb3,2026-07-11T11:50:12+00:00,
foreign_ownership,2023-06-16,TPEx,accepted,25,25,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F16&response=json,c99181b57e6cb56dc3f57dd4b1aec89fb9d7b6f464029f8794e65389a8d5cee5,2026-07-11T11:50:12+00:00,
foreign_ownership,2023-06-16,TWSE,accepted,55,55,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230616&selectType=ALLBUT0999,7cddb15989c50a1ed1c9d45ec747bcb9db0586146eac3b68b68e891310b21524,2026-07-11T11:50:12+00:00,
foreign_ownership,2023-06-19,TPEx,accepted,25,25,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F19&response=json,147ebafa09b196de116ec4976ab6a11a327e178f07a881d688cb50f7cdba0953,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-19,TWSE,accepted,55,55,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230619&selectType=ALLBUT0999,d1a30c3df949834033bd8a37086d3b0a04f5d0a8fc0eb76cb911bad9cf856091,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-20,TPEx,accepted,25,25,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F20&response=json,44b10647f9c88deda767d686144637f0a9b0c38b2711606cc0b58a08c473c136,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-20,TWSE,accepted,55,55,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230620&selectType=ALLBUT0999,fe7a7acb57a41d9fcf567e19d2ec83e90a0143bb6b6dca55f76527ab4ce1a0e0,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-21,TPEx,accepted,35,35,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F21&response=json,6c5af7073416b8f4682b237bc048aaf433b3c0d51bf88c57f589c5168357c643,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-21,TWSE,accepted,78,78,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230621&selectType=ALLBUT0999,5e0417a0a4578d8bccc82fc0bfc3ed090f6b170b31909701b903a6dda6b86002,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-26,TPEx,accepted,35,35,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F26&response=json,fc4ef2aa54513d3247d695781f7c9e0e6cc53bafea09f7138bd905e01029c637,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-26,TWSE,accepted,78,78,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230626&selectType=ALLBUT0999,7b0f5710fc784a22232c8b1b9349f1f4b65d9d259760a32acebab13d82083ea7,2026-07-11T11:50:13+00:00,
foreign_ownership,2023-06-27,TPEx,accepted,35,35,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F27&response=json,1d725962e07deeec437e110d58a5d9ad966eb316eef619f4d9e31315aab8450d,2026-07-11T11:50:14+00:00,
foreign_ownership,2023-06-27,TWSE,accepted,78,78,0,True,200,https://www.twse.com.tw/fund/MI_QFIIS?response=json&date=20230627&selectType=ALLBUT0999,f4b7518f1bfde3c916eeeef4f0106715b0a232d9ece0043cab62fc8faeb5b29b,2026-07-11T11:50:14+00:00,
foreign_ownership,2023-06-28,TPEx,accepted,35,35,0,True,200,https://www.tpex.org.tw/www/zh-tw/insti/qfii?date=2023%2F06%2F28&response=json,824ad7a639f435d66bc1f62c884423547688e6bfb7655157d1ba663aedffabb9,2026-07-11T11:50:14+00:00,
