family,date,market,route_status,required_tickers,ready_tickers,blocked_tickers,retrieval_attempted,source_url,source_hash
margin_short,2023-06-14,TPEx,reused_existing_compact,25,25,0,False,local_compact,
margin_short,2023-06-14,TWSE,accepted,55,54,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230614&selectType=ALL&response=json,7f03e85eec8dacba4181689d30e5d7bbda1856d76fed420ce145a486d3b2fffc
margin_short,2023-06-15,TPEx,reused_existing_compact,25,25,0,False,local_compact,
margin_short,2023-06-15,TWSE,accepted,55,54,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230615&selectType=ALL&response=json,285bdd73e5cc9ce19f68cfde140b60f63b7712e216dae10cd3875e2746a1081a
margin_short,2023-06-16,TPEx,reused_existing_compact,25,25,0,False,local_compact,
margin_short,2023-06-16,TWSE,accepted,55,54,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230616&selectType=ALL&response=json,c3fdd3408423f8341ae07ae6511ffe26e7b85a21f16f861ddbde0c8bcb43131c
margin_short,2023-06-19,TPEx,reused_existing_compact,25,25,0,False,local_compact,
margin_short,2023-06-19,TWSE,accepted,55,54,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230619&selectType=ALL&response=json,6118f3232e8fd3af99d8bb8cae43b43e7357e38699eb24cd2a87cbbf30b7fb46
margin_short,2023-06-20,TPEx,reused_existing_compact,25,25,0,False,local_compact,
margin_short,2023-06-20,TWSE,accepted,55,54,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230620&selectType=ALL&response=json,72481b5177e448446e56d9489fc4dc6955bf720c8323e8d59b3979ce03c0dc6b
margin_short,2023-06-21,TPEx,accepted,35,34,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,9c95ac6123fb2c78dcb0ddf79b334dc34d1466ccc10c3a4d7734cab6e06bf2f9
margin_short,2023-06-21,TWSE,accepted,78,77,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230621&selectType=ALL&response=json,7c612b6a1ffcc7bcc566348e77e6e1d6f47e637025b9c8e24b56267cdb534a81
margin_short,2023-06-26,TPEx,accepted,35,34,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,31e27e6f30a1a1b8f8feb57e9d05e44bd63b1925b26c77e8bac91864946abcd3
margin_short,2023-06-26,TWSE,accepted,78,77,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230626&selectType=ALL&response=json,02425f8c0a08804515e0ae9287b39ed1ad396ca78e7a473685d24043c2afc6a2
margin_short,2023-06-27,TPEx,accepted,35,34,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,66bab61f3522af22994c4196e093c27758953333de8449277081c12ae1a77b22
margin_short,2023-06-27,TWSE,accepted,78,77,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230627&selectType=ALL&response=json,b1654a57c0fd1c7b24c9b6f082aa18db292313815b8a07e7e95a91fd70cdaf3e
margin_short,2023-06-28,TPEx,accepted,35,34,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,7fdf88607a31b4218d949a7677a46b8e9cf8356506c7c40fc4f2488c70b38f7f
margin_short,2023-06-28,TWSE,reused_existing_compact,78,78,0,False,local_compact,
margin_short,2023-06-29,TPEx,accepted,35,34,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,f01c667c5e0c286b3aeeb986203cd818b2b6015b68ffcd3fc23973c44f3f402d
margin_short,2023-06-29,TWSE,accepted,78,77,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230629&selectType=ALL&response=json,53d6c8d52982d704be592088926b8451be9bc1b70290d5533c9d23099035eaa4
margin_short,2023-06-30,TPEx,accepted,40,39,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,54c92aecefea481859ef72a75e980678b98b5a3f2cb89e7d8bf32ee56fd04d2f
margin_short,2023-06-30,TWSE,accepted,96,95,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230630&selectType=ALL&response=json,265841756602cf35f932d1b8c044ac746ff908a6396d4c2de2f9734a5a679cec
margin_short,2023-07-03,TPEx,accepted,40,39,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,497e4b20d209beae189d5413c4f5c115b2960d9d201fc7c6d785184c56753ba2
margin_short,2023-07-03,TWSE,accepted,96,95,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230703&selectType=ALL&response=json,fc027d7cba6363cc59705ac0b7feed0ed415cb7ff98a148a0192d6aa80603c16
margin_short,2023-07-04,TPEx,accepted,40,39,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,f473d558a5d48430039e87292671bb2fc8dbe396e49828beaa61c19cc7b2a5e0
margin_short,2023-07-04,TWSE,accepted,96,95,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230704&selectType=ALL&response=json,321fcd6c03d06b5e5ad0a92ad193426517837d2b9ae2fc1411a7f98579f53fcd
margin_short,2023-07-05,TPEx,accepted,40,39,1,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,43ef2b3200797ffca47b253916bb882e41975a9d87ad3b1060c8570f7cbb9ffb
margin_short,2023-07-05,TWSE,accepted,96,95,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230705&selectType=ALL&response=json,aa40e4e6e21b1a9ad2bbc64cea0c54fb55f72d20d5d56d1880c615a5ec492963
margin_short,2023-07-06,TPEx,accepted,45,42,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,c86d62102a5e97a9062aee566f3d027da905af3da531f24d0c085f6bcbc61c40
margin_short,2023-07-06,TWSE,accepted,113,112,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230706&selectType=ALL&response=json,d913162114bfd3a2f29eb6c9d3311112bbe3dc6047e01fe43c238dd2f4de557a
margin_short,2023-07-07,TPEx,accepted,45,42,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,50c36d76e39ed4bf22a07884d61859e5f1ad26cd5967ec67e88e78a19c8b9b18
margin_short,2023-07-07,TWSE,accepted,113,112,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230707&selectType=ALL&response=json,8ade6ca302b2d4f43e3afb70c117b6559c5b95f8ed2546e4306e4d621e55dd8e
margin_short,2023-07-10,TPEx,accepted,45,42,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,9f248ca1b9b950095822cafd44a4cf21e75cf51da0ba9a1c5f75b126a0429508
margin_short,2023-07-10,TWSE,accepted,113,112,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230710&selectType=ALL&response=json,49db7d937ccd51351500fd0109684b2b62751c72d63b76ab37fb337b340646c9
margin_short,2023-07-11,TPEx,accepted,45,42,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,74a53743f2a3b194f839ed4fd53b4f5c6b8ff369fe03d89e2cf2db4ad21bbfe8
margin_short,2023-07-11,TWSE,accepted,113,112,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230711&selectType=ALL&response=json,f1d315bd698650f87a18c4e009cbdc84bcc1e977286ef56f8194f8f9f65ce625
margin_short,2023-07-12,TPEx,accepted,45,42,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,03c9d07efbe05df28b0961bf065711d9dd65b0c98b60022fc9b3cd3d41da264c
margin_short,2023-07-12,TWSE,accepted,113,112,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230712&selectType=ALL&response=json,0fa754e839e985302ca4f2cfc4922da168dceae8d9d5149033005a10cc63e61e
margin_short,2023-07-13,TPEx,accepted,50,47,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,6600985be2557ec6f00384f05c1f704ce029f304c33718b606d35f589d28eb70
margin_short,2023-07-13,TWSE,accepted,139,138,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230713&selectType=ALL&response=json,7d8b7431ef242da72b8af69ac8e3e08a80f692b7ceb03afc582ff1baf62b8f2f
margin_short,2023-07-14,TPEx,accepted,32,29,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,82c683e5c152c548b7686e477789ff94ffb38adf58c788cbde3b985785892817
margin_short,2023-07-14,TWSE,accepted,102,101,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230714&selectType=ALL&response=json,0eab5c82d1b53a23a8901b7b95d3bb42946e68693ed2021571dda59fd825944f
margin_short,2023-07-17,TPEx,accepted,32,29,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,765e69b1d93df0d24ee567039ff0a1692a895f54bad25465c567d5b37cc7f44d
margin_short,2023-07-17,TWSE,accepted,102,101,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230717&selectType=ALL&response=json,676b2089eafad1e347772ebb29f35165cd461fb365582a679c04b8e8b086bc65
margin_short,2023-07-18,TPEx,accepted,32,29,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,1e6f91130a96720a696d4f57eb62e2019ad696f03125f0a087bcef0abd71d865
margin_short,2023-07-18,TWSE,accepted,102,101,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230718&selectType=ALL&response=json,780f0e1d9a60e06f60aec2126f215ffbc10c473a198b5e53021982dc5c65c2d4
margin_short,2023-07-19,TPEx,accepted,32,29,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,40676084c18ae1986b2c49ce054dad73f8396dd8b0e5479350fb30c3dc84d418
margin_short,2023-07-19,TWSE,accepted,102,101,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230719&selectType=ALL&response=json,d37548e758d5716011558b67e708863c2097603c5614cc376191d73b90fd00c4
margin_short,2023-07-20,TPEx,accepted,39,36,3,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,645d73f288c456a63400844f4c261ba0fb7534ce01f8677a900b50052f729dbd
margin_short,2023-07-20,TWSE,accepted,118,117,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230720&selectType=ALL&response=json,eb73664ada09a0d555b726249a5c0d9935f9d79c93a7fa12f0a7c75c21829a59
margin_short,2023-07-21,TPEx,accepted,30,28,2,True,https://www.tpex.org.tw/www/zh-tw/margin/balance,0bd6b6182ea10d22b1a432ef31c65964798a252f62f19d257e8a40f1bdc53879
margin_short,2023-07-21,TWSE,accepted,106,105,1,True,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230721&selectType=ALL&response=json,b8017652f1029dd8662cdadadeda70355589e4961d15451355831a7822a506e1
