ticker,name,market,segment_start_snapshot,warmup_required_sessions,warmup_actual_sessions,warmup_start,warmup_end
9933,中鼎,TWSE,2024-04-19,20,20,2024-03-20,2024-04-18
2609,陽明,TWSE,2024-04-19,20,20,2024-03-20,2024-04-18
2313,華通,TWSE,2024-04-19,20,20,2024-03-20,2024-04-18
2360,致茂,TWSE,2024-04-19,20,20,2024-03-20,2024-04-18
3587,閎康,TPEx,2024-04-19,20,20,2024-03-20,2024-04-18
9945,潤泰新,TWSE,2024-04-19,20,20,2024-03-20,2024-04-18
1513,中興電,TWSE,2024-04-19,20,20,2024-03-20,2024-04-18
6271,同欣電,TWSE,2024-04-19,20,20,2024-03-20,2024-04-18
5521,工信,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2888,新光金,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2101,南港,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
8464,億豐,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
6139,亞翔,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2743,山富,TPEx,2024-04-26,20,20,2024-03-27,2024-04-25
3260,威剛,TPEx,2024-04-26,20,20,2024-03-27,2024-04-25
2486,一詮,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2303,聯電,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2388,威盛,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2731,雄獅,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
6117,迎廣,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
1326,台化,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
6515,穎崴,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
8454,富邦媒,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
4532,瑞智,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
8299,群聯,TPEx,2024-04-26,20,20,2024-03-27,2024-04-25
2520,冠德,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
1603,華電,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2881,富邦金,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
3312,弘憶股,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
5706,鳳凰,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2605,新興,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
6805,富世達,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
4967,十銓,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2637,慧洋-KY,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
1477,聚陽,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
6415,矽力*-KY,TWSE,2024-04-26,20,20,2024-03-27,2024-04-25
2886,兆豐金,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
3711,日月光投控,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1513,中興電,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2880,華南金,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2439,美律,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2887,台新新光金,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1608,華榮,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2353,宏碁,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1519,華城,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1319,東陽,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1514,亞力,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
3702,大聯大,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1532,勤美,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
6284,佳邦,TPEx,2024-05-03,20,20,2024-04-02,2024-05-02
3030,德律,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2449,京元電子,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
5880,合庫金,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
8936,國統,TPEx,2024-05-03,20,20,2024-04-02,2024-05-02
3406,玉晶光,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2892,第一金,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2467,志聖,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1609,大亞,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
1503,士電,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
2374,佳能,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
6278,台表科,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
6526,達發,TWSE,2024-05-03,20,20,2024-04-02,2024-05-02
3491,昇達科,TPEx,2024-05-03,20,20,2024-04-02,2024-05-02
5434,崇越,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
1504,東元,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
3703,欣陸,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2308,台達電,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
6472,保瑞,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2606,裕民,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2542,興富發,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2357,華碩,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2515,中工,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2363,矽統,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2371,大同,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2356,英業達,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
6213,聯茂,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2801,彰銀,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
5371,中光電,TPEx,2024-05-10,20,20,2024-04-11,2024-05-09
1612,宏泰,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
1582,信錦,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
3413,京鼎,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
2743,山富,TPEx,2024-05-10,20,20,2024-04-11,2024-05-09
6143,振曜,TPEx,2024-05-10,20,20,2024-04-11,2024-05-09
5522,遠雄,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
6669,緯穎,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
3131,弘塑,TPEx,2024-05-10,20,20,2024-04-11,2024-05-09
4967,十銓,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
8210,勤誠,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
6414,樺漢,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
4533,協易機,TPEx,2024-05-10,20,20,2024-04-11,2024-05-09
9958,世紀鋼,TWSE,2024-05-10,20,20,2024-04-11,2024-05-09
6176,瑞儀,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
5706,鳳凰,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2501,國建,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2834,臺企銀,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
3376,新日興,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
3008,大立光,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
8358,金居,TPEx,2024-05-17,20,20,2024-04-18,2024-05-16
8112,至上,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
1326,台化,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
6285,啟碁,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
1795,美時,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
6274,台燿,TPEx,2024-05-17,20,20,2024-04-18,2024-05-16
3711,日月光投控,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2887,台新新光金,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
6664,群翊,TPEx,2024-05-17,20,20,2024-04-18,2024-05-16
2367,燿華,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
3483,力致,TPEx,2024-05-17,20,20,2024-04-18,2024-05-16
6197,佳必琪,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2520,冠德,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2377,微星,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
5534,長虹,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
5508,永信建,TPEx,2024-05-17,20,20,2024-04-18,2024-05-16
6177,達麗,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2641,正德,TPEx,2024-05-17,20,20,2024-04-18,2024-05-16
6257,矽格,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
6207,雷科,TPEx,2024-05-17,20,20,2024-04-18,2024-05-16
2360,致茂,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2611,志信,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2504,國產,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
6863,永道-KY,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
6446,藥華藥,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2867,三商壽,TWSE,2024-05-17,20,20,2024-04-18,2024-05-16
2317,鴻海,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3338,泰碩,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
4766,南寶,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3017,奇鋐,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3706,神達,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
6223,旺矽,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
2883,凱基金,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
9904,寶成,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3529,力旺,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
3260,威剛,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
3665,貿聯-KY,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3044,健鼎,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3293,鈊象,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
6526,達發,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
2606,裕民,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
4967,十銓,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
6117,迎廣,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
2412,中華電,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
2743,山富,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
2009,第一銅,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
4904,遠傳,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
4533,協易機,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
3013,晟銘電,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3583,辛耘,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
6190,萬泰科,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
1612,宏泰,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
2454,聯發科,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
2476,鉅祥,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
3324,雙鴻,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
1522,堤維西,TWSE,2024-05-24,20,20,2024-04-25,2024-05-23
8096,擎亞,TPEx,2024-05-24,20,20,2024-04-25,2024-05-23
2376,技嘉,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2367,燿華,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2636,台驊控股,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
6719,力智,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2888,新光金,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2345,智邦,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2379,瑞昱,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2605,新興,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
3037,欣興,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
3483,力致,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
6679,鈺太,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
2504,國產,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
3712,永崴投控,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
3005,神基,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
4543,萬在,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
4979,華星光,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
3356,奇偶,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2641,正德,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
3227,原相,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
1582,信錦,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
6239,力成,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
3653,健策,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
5508,永信建,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
6285,啟碁,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
2809,京城銀,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
3374,精材,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
6669,緯穎,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
5289,宜鼎,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
3033,威健,TWSE,2024-05-31,20,20,2024-05-03,2024-05-30
3362,先進光,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
1785,光洋科,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
5347,世界,TPEx,2024-05-31,20,20,2024-05-03,2024-05-30
2317,鴻海,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2330,台積電,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2308,台達電,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2383,台光電,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
4966,譜瑞-KY,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
6223,旺矽,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
3533,嘉澤,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
4123,晟德,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
3529,力旺,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
4904,遠傳,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
3008,大立光,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
1504,東元,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2312,金寶,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
6643,M31,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
3693,營邦,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
3293,鈊象,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
8112,至上,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
4967,十銓,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2603,長榮,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
3665,貿聯-KY,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
9958,世紀鋼,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2101,南港,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
6546,正基,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
6176,瑞儀,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2489,瑞軒,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
6683,雍智科技,TPEx,2024-06-07,20,20,2024-05-10,2024-06-06
5434,崇越,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
1476,儒鴻,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2495,普安,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2542,興富發,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
2609,陽明,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
1477,聚陽,TWSE,2024-06-07,20,20,2024-05-10,2024-06-06
3443,創意,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
2367,燿華,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
6719,力智,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
4906,正文,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
2392,正崴,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
5483,中美晶,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
5347,世界,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
2476,鉅祥,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
4938,和碩,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
4958,臻鼎-KY,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
5263,智崴,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
2515,中工,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
3483,力致,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
1785,光洋科,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
8069,元太,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
3017,奇鋐,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
6805,富世達,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
2365,昆盈,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
3592,瑞鼎,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
8358,金居,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
6789,采鈺,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
2374,佳能,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
3030,德律,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
6414,樺漢,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
4968,立積,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
9941,裕融,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
1513,中興電,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
6788,華景電,TPEx,2024-06-14,20,20,2024-05-16,2024-06-13
3450,聯鈞,TWSE,2024-06-14,20,20,2024-05-16,2024-06-13
1514,亞力,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
6290,良維,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
1582,信錦,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
6546,正基,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
2347,聯強,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
2401,凌陽,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
3105,穩懋,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
3675,德微,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
5871,中租-KY,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
2609,陽明,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
1519,華城,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
8255,朋程,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
6187,萬潤,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
2455,全新,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
3305,昇貿,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
1503,士電,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
4763,材料*-KY,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
5508,永信建,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
6207,雷科,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
2348,海悅,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
2489,瑞軒,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
2492,華新科,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
6515,穎崴,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
2615,萬海,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
4123,晟德,TPEx,2024-06-21,20,20,2024-05-23,2024-06-20
3622,洋華,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
6285,啟碁,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
2613,中櫃,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
2888,新光金,TWSE,2024-06-21,20,20,2024-05-23,2024-06-20
1402,遠東新,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
6472,保瑞,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
1513,中興電,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
6223,旺矽,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
2542,興富發,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
1795,美時,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
3013,晟銘電,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
1609,大亞,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
3044,健鼎,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
6806,森崴能源,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
2313,華通,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
2355,敬鵬,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
9958,世紀鋼,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
3583,辛耘,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
2884,玉山金,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
1216,統一,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
6284,佳邦,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
8076,伍豐,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
6683,雍智科技,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
4961,天鈺,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
4167,松瑞藥,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
6753,龍德造船,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
1477,聚陽,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
6446,藥華藥,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
3289,宜特,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
5274,信驊,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
6197,佳必琪,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
2439,美律,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
2406,國碩,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
3693,營邦,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
5443,均豪,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
4967,十銓,TWSE,2024-06-28,20,20,2024-05-30,2024-06-27
8086,宏捷科,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
3374,精材,TPEx,2024-06-28,20,20,2024-05-30,2024-06-27
1618,合機,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
6139,亞翔,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
6239,力成,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
3045,台灣大,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
3010,華立,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
6805,富世達,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
4904,遠傳,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
6187,萬潤,TPEx,2024-07-05,20,20,2024-06-06,2024-07-04
5483,中美晶,TPEx,2024-07-05,20,20,2024-06-06,2024-07-04
2393,億光,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
6207,雷科,TPEx,2024-07-05,20,20,2024-06-06,2024-07-04
8478,東哥遊艇,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
2886,兆豐金,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
3680,家登,TPEx,2024-07-05,20,20,2024-06-06,2024-07-04
2368,金像電,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
2834,臺企銀,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
2454,聯發科,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
2888,新光金,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
5508,永信建,TPEx,2024-07-05,20,20,2024-06-06,2024-07-04
4906,正文,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
2348,海悅,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
6213,聯茂,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
3324,雙鴻,TPEx,2024-07-05,20,20,2024-06-06,2024-07-04
5347,世界,TPEx,2024-07-05,20,20,2024-06-06,2024-07-04
3653,健策,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
3338,泰碩,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
2402,毅嘉,TWSE,2024-07-05,20,20,2024-06-06,2024-07-04
2392,正崴,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
1102,亞泥,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
3037,欣興,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
6531,愛普*,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
4123,晟德,TPEx,2024-07-12,20,20,2024-06-14,2024-07-11
2312,金寶,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
1536,和大,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
5871,中租-KY,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
3013,晟銘電,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2357,華碩,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2801,彰銀,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
3019,亞光,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2356,英業達,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
6126,信音,TPEx,2024-07-12,20,20,2024-06-14,2024-07-11
2317,鴻海,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
8103,瀚荃,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
1476,儒鴻,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
3413,京鼎,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2313,華通,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
3673,TPK-KY,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2492,華新科,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
3661,世芯-KY,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
8358,金居,TPEx,2024-07-12,20,20,2024-06-14,2024-07-11
2489,瑞軒,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
6753,龍德造船,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
3374,精材,TPEx,2024-07-12,20,20,2024-06-14,2024-07-11
3189,景碩,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
4566,時碩工業,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2884,玉山金,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2880,華南金,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
4533,協易機,TPEx,2024-07-12,20,20,2024-06-14,2024-07-11
2406,國碩,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
4909,新復興,TPEx,2024-07-12,20,20,2024-06-14,2024-07-11
2543,皇昌,TWSE,2024-07-12,20,20,2024-06-14,2024-07-11
2888,新光金,TWSE,2024-07-19,20,20,2024-06-21,2024-07-18
