snapshot_date,routing_variant,selected_route_mode,ticker,name,recommendation_type,path_bucket,entry_date,exit_date,entry_open_available,entry_close_available,exit_close_available,next_day_unadjusted_path_ready,adjusted_close_available,adjusted_close_ready,source_quality,adjustment_policy,blocked_reason,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2024-02-05,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2376,技嘉,stock,ordinary_stock,2024-02-15,2024-02-22,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-05,market_bias_pool_trend_route,stable_strength,3036,文曄,stock,ordinary_stock,2024-02-15,2024-02-22,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-05,pool_breadth_route,stable_strength,3036,文曄,stock,ordinary_stock,2024-02-15,2024-02-22,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-16,conservative_hurdle_route,rs20_top3_risk_tiebreak,2383,台光電,stock,ordinary_stock,2024-02-19,2024-02-26,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-16,dispersion_route,rs20_top3_risk_tiebreak,2383,台光電,stock,ordinary_stock,2024-02-19,2024-02-26,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-16,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,2383,台光電,stock,ordinary_stock,2024-02-19,2024-02-26,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-16,market_bias_pool_trend_route,stable_strength,4909,新復興,stock,ordinary_stock,2024-02-19,2024-02-26,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-16,pool_breadth_route,stable_strength,4909,新復興,stock,ordinary_stock,2024-02-19,2024-02-26,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-23,conservative_hurdle_route,rs20_top3_risk_tiebreak,6290,良維,stock,ordinary_stock,2024-02-26,2024-03-05,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-23,dispersion_route,rs20_top3_risk_tiebreak,6290,良維,stock,ordinary_stock,2024-02-26,2024-03-05,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-23,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,6290,良維,stock,ordinary_stock,2024-02-26,2024-03-05,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-23,market_bias_pool_trend_route,stable_strength,3689,湧德,stock,ordinary_stock,2024-02-26,2024-03-05,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-02-23,pool_breadth_route,stable_strength,3689,湧德,stock,ordinary_stock,2024-02-26,2024-03-05,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-01,conservative_hurdle_route,rs20_top3_risk_tiebreak,3147,大綜,stock,ordinary_stock,2024-03-04,2024-03-11,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-01,dispersion_route,rs20_top3_risk_tiebreak,3147,大綜,stock,ordinary_stock,2024-03-04,2024-03-11,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-01,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,3147,大綜,stock,ordinary_stock,2024-03-04,2024-03-11,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-01,market_bias_pool_trend_route,stable_strength,1503,士電,stock,ordinary_stock,2024-03-04,2024-03-11,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-01,pool_breadth_route,stable_strength,1503,士電,stock,ordinary_stock,2024-03-04,2024-03-11,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-08,conservative_hurdle_route,hurdle_reference,6189,豐藝,stock,ordinary_stock,2024-03-11,2024-03-18,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-08,dispersion_route,rs20_top3_risk_tiebreak,3362,先進光,stock,ordinary_stock,2024-03-11,2024-03-18,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-08,hybrid_pullback_base_mega_override,pullback_repair,2330,台積電,stock,ordinary_stock,2024-03-11,2024-03-18,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-08,market_bias_pool_trend_route,pullback_repair,2330,台積電,stock,ordinary_stock,2024-03-11,2024-03-18,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-08,pool_breadth_route,low_risk_strength,6274,台燿,stock,ordinary_stock,2024-03-11,2024-03-18,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-15,conservative_hurdle_route,rs20_top3_risk_tiebreak,3312,弘憶股,stock,ordinary_stock,2024-03-18,2024-03-25,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-15,dispersion_route,rs20_top3_risk_tiebreak,3312,弘憶股,stock,ordinary_stock,2024-03-18,2024-03-25,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-15,hybrid_pullback_base_mega_override,pullback_repair,2330,台積電,stock,ordinary_stock,2024-03-18,2024-03-25,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-15,market_bias_pool_trend_route,pullback_repair,2330,台積電,stock,ordinary_stock,2024-03-18,2024-03-25,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-15,pool_breadth_route,stable_strength,3312,弘憶股,stock,ordinary_stock,2024-03-18,2024-03-25,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-22,conservative_hurdle_route,hurdle_reference,3034,聯詠,00631L,00631L_reference,2024-03-25,2024-04-01,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-22,dispersion_route,rs20_top3_risk_tiebreak,2611,志信,stock,ordinary_stock,2024-03-25,2024-04-01,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-22,hybrid_pullback_base_mega_override,pullback_repair,1319,東陽,stock,ordinary_stock,2024-03-25,2024-04-01,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-22,market_bias_pool_trend_route,pullback_repair,1319,東陽,stock,ordinary_stock,2024-03-25,2024-04-01,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
2024-03-22,pool_breadth_route,low_risk_strength,2360,致茂,stock,ordinary_stock,2024-03-25,2024-04-01,true,true,true,true,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated,,false,false,false,false,false,false,true,false
