ticker,market,report_period,announcement_date,announcement_time,market_available_at,source_route,subject,detail_api,detail_payload,detail_status,detail_text_excerpt,match_reason,accepted_as_official_market_available_at,policy_reason,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
6187,TPEx,114Q4,115/02/10,18:16:38,115/02/10 18:16:38,MOPS t05st01/t05st01_detail,公告本公司董事會通過114年合併財報,t05st01_detail,"{""enterDate"": ""1150209"", ""serialNumber"": ""3"", ""companyId"": ""6187"", ""marketKind"": ""otc""}",ok,"1.提報董事會或經董事會決議日期:115/02/10 2.審計委員會通過日期:115/02/10 3.財務報告或年度自結財務資訊報導期間 起訖日期(XXX/XX/XX~XXX/XX/XX):114/01/01~114/12/31 4.1月1日累計至本期止營業收入(仟元):5,366,210 5.1月1日累計至本期止營業毛利(毛損) (仟元):2,913,319 6.1月1日累計至本期止營業利益(損失) (仟元):1,610,761 7.1月1日累計至本期止稅前淨利(淨損) (仟元):1,812,773 8.1月1日累計至本期止本期淨利(淨損) (仟元):1,496,347 9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):1,485,175 10.1月1日累計至本期止基本每股盈餘(損失) (元):15.46 11.期末總資產(仟元):9,609,432 12.期末總負債(仟元):2,121,222 13.期末歸屬於母公司業主之權益(仟元):7,299,011 14.其他應敘明事項:無 ",accepted_direct_financial_report_detail,True,direct financial-report announcement detail maps to 114/01/01~114/12/31,False,False,False,False,False,False,True,False
