date,theme,symbol,name,theme_rank,theme_score,capital_share,capital_share_5d_avg,capital_share_5d_change,turnover_value,turnover_value_5d,strong_stock_ratio,theme_risk_heat,stock_score,bucket,fundamental_pass,fundamental_score,fundamental_data_status,fundamental_source_date,fundamental_reason,risk_heat,liquidity,foreign_5d,trust_5d,margin_change_5d,stock_turnover_rank_in_theme,stock_turnover_share_in_theme,stock_turnover_share_change_5d,theme_leader_flag,theme_second_line_flag,theme_laggard_rebound_flag,overheated_flag
2026-05-05,PCB/載板,3037,欣興,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,58.0,theme_leader,true,70.0,ok,2026-04-29,fundamental checks passed,43.5,100.0,6200,3100,6.0,2,17.4,-3.1,true,false,false,false
2026-05-05,PCB/載板,8046,南電,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,53.4,watch,true,70.0,ok,2026-04-29,fundamental checks passed,48.0,100.0,3300,1800,8.0,5,8.0,-4.7,false,false,false,false
2026-05-05,PCB/載板,3189,景碩,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,53.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,43.5,100.0,0,0,0,8,5.4,-5.9,false,false,false,false
2026-05-05,PCB/載板,2368,金像電,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,49.9,watch,true,100.0,ok,2026-04-29,fundamental checks passed,54.6,100.0,2800,1200,13.8,9,3.6,-1.0,false,false,false,false
2026-05-05,PCB/載板,2383,台光電,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,54.2,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,43.5,100.0,0,0,0,6,6.4,-3.7,false,false,false,false
2026-05-05,PCB/載板,6274,台燿,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,43.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,83.1,100.0,0,0,0,4,10.6,7.8,false,true,false,true
2026-05-05,PCB/載板,6213,聯茂,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,44.3,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,43.5,77.0,0,0,0,14,1.0,-0.1,false,false,false,false
2026-05-05,PCB/載板,8358,金居,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,43.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,73.8,100.0,0,0,0,10,2.6,1.2,false,false,false,true
2026-05-05,PCB/載板,2313,華通,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,57.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,52.4,100.0,0,0,0,1,23.4,12.7,true,false,false,false
2026-05-05,PCB/載板,3044,健鼎,1,80.2,19.4,21.5,-2.8,148806.0,614724.3,100.0,58.0,47.5,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,59.8,100.0,0,0,0,12,1.4,0.2,false,false,false,false
