date,theme,symbol,name,theme_rank,theme_score,capital_share,capital_share_5d_avg,capital_share_5d_change,turnover_value,turnover_value_5d,strong_stock_ratio,theme_risk_heat,stock_score,bucket,fundamental_pass,fundamental_score,fundamental_data_status,fundamental_source_date,fundamental_reason,risk_heat,liquidity,foreign_5d,trust_5d,margin_change_5d,stock_turnover_rank_in_theme,stock_turnover_share_in_theme,stock_turnover_share_change_5d,theme_leader_flag,theme_second_line_flag,theme_laggard_rebound_flag,overheated_flag
2026-05-19,封測/CoWoS,3711,日月光投控,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,17.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,0.0,0,0,0,0,0.0,-19.0,false,false,false,false
2026-05-19,封測/CoWoS,2449,京元電子,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,17.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,0.0,0,0,0,0,0.0,-18.3,false,false,false,false
2026-05-19,封測/CoWoS,6239,力成,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,17.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,0.0,0,0,0,0,0.0,-12.6,false,false,false,false
2026-05-19,封測/CoWoS,6257,矽格,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,17.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,0.0,0,0,0,0,0.0,-4.7,false,false,false,false
2026-05-19,封測/CoWoS,3264,欣銓,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,55.7,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,100.0,0,0,0,3,8.0,4.3,false,true,false,false
2026-05-19,封測/CoWoS,6510,精測,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,55.4,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,100.0,0,0,0,4,7.2,0.8,false,true,false,false
2026-05-19,封測/CoWoS,6223,旺矽,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,63.6,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,100.0,0,0,0,2,30.7,14.2,true,false,false,false
2026-05-19,封測/CoWoS,6147,頎邦,1,100.0,30.3,12.2,22.7,31062.9,276429.5,100.0,54.0,71.8,excluded_missing_fundamental,false,0.0,missing_fundamental_data,2026-04-29,PE or revenue data missing; excluded from qualified candidates,40.5,100.0,0,0,0,1,54.1,35.2,true,false,false,false
2026-05-19,記憶體,2408,南亞科,2,79.0,25.1,22.1,3.8,25752.9,726132.9,66.7,64.0,15.6,watch,true,100.0,ok,2026-04-29,fundamental checks passed,48.0,0.0,12000,1800,9.5,0,0.0,-26.1,false,false,false,false
2026-05-19,記憶體,2344,華邦電,2,79.0,25.1,22.1,3.8,25752.9,726132.9,66.7,64.0,15.6,watch,true,100.0,ok,2026-04-29,fundamental checks passed,48.0,0.0,8500,2400,5.2,0,0.0,-19.2,false,false,false,false
