input_gap_rows,locally_reconstructable_rows,official_zero_or_not_applicable_proven_rows,official_zero_or_not_applicable_evidence_rows_total,projected_new_rows,unique_ticker_month_routes,official_raw_month_routes,trusted_adjusted_ticker_routes,projected_transfer_mb,projected_compact_mb,estimated_runtime_minutes_sequential_with_retries,row_stop_gate,route_stop_gate,row_budget_pass,route_budget_pass,download_executed,estimate_basis,diagnostic_subproblem,represents_intended_all80_layer5_state_supply,performance_authorized,P3_2_outcome_read_authorized,Top3_authorized,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
149369,136491,1200,1517,11678,2460,2379,67,162.84,3.036,19.18,100000,5000,True,True,False,"60KB/official ticker-month, 300KB/trusted ticker chart, 0.45s/official route, 1.2s/trusted route",False,True,False,False,False,False,False,False,False,False,False,False,True,False
