route_id,period,ticker,market,target_date,year_month,outcome,http_status,schema_ok,response_rows,accepted_exact_rows,source_url,source_hash,response_bytes,retrieved_at,raw_cache_path,cache_reused,route_error,download_authority,future_data_violation_count
6472_TWSE_2023-07,P2,6472,TWSE,2023-07-13,2023-07,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230701&stockNo=6472&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,61,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\6472_TWSE_2023-07.json,True,,frontier_exact_leg_only,0
3481_TWSE_2016-12,P1,3481,TWSE,2016-12-22,2016-12,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161201&stockNo=3481&response=json,b19be16209ca5f4d90a27f694c3211fe33790a3642c8c7df9bf71ad66026c160,611,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\3481_TWSE_2016-12.json,True,parse_JSONDecodeError,frontier_exact_leg_only,0
2356_TWSE_2015-09,P1,2356,TWSE,2015-09-29,2015-09,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150901&stockNo=2356&response=json,b19be16209ca5f4d90a27f694c3211fe33790a3642c8c7df9bf71ad66026c160,611,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\2356_TWSE_2015-09.json,True,parse_JSONDecodeError,frontier_exact_leg_only,0
8422_TWSE_2016-03,P1,8422,TWSE,2016-03-15,2016-03,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160301&stockNo=8422&response=json,b19be16209ca5f4d90a27f694c3211fe33790a3642c8c7df9bf71ad66026c160,611,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\8422_TWSE_2016-03.json,True,parse_JSONDecodeError,frontier_exact_leg_only,0
2454_TWSE_2016-11,P1,2454,TWSE,2016-11-08,2016-11,accepted_exact_row,200,True,22,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=2454&response=json,06fa225714d51132a19b1e5d81680c8ee52d25ac37b8d8c57fed712fa731953c,2985,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\2454_TWSE_2016-11.json,True,,frontier_exact_leg_only,0
2105_TWSE_2016-11,P1,2105,TWSE,2016-11-08,2016-11,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=2105&response=json,b19be16209ca5f4d90a27f694c3211fe33790a3642c8c7df9bf71ad66026c160,611,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\2105_TWSE_2016-11.json,True,parse_JSONDecodeError,frontier_exact_leg_only,0
6409_TWSE_2023-10,P2,6409,TWSE,2023-10-18,2023-10,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20231001&stockNo=6409&response=json,adf48dbf55ee41e41eb86464dde3d61e6dfc9becc9e615a8cca13c038850e406,2861,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\6409_TWSE_2023-10.json,True,,frontier_exact_leg_only,0
2313_TWSE_2016-11,P1,2313,TWSE,2016-11-02,2016-11,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=2313&response=json,b19be16209ca5f4d90a27f694c3211fe33790a3642c8c7df9bf71ad66026c160,611,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\2313_TWSE_2016-11.json,True,parse_JSONDecodeError,frontier_exact_leg_only,0
1227_TWSE_2016-11,P1,1227,TWSE,2016-11-02,2016-11,accepted_exact_row,200,True,22,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=1227&response=json,412e32dc37ea1ad0786d9ad9f3919d38edd0921d920d235849a03504e3039d68,2768,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\1227_TWSE_2016-11.json,True,,frontier_exact_leg_only,0
4971_TPEx_2017-08,P1,4971,TPEx,2017-08-29,2017-08,accepted_exact_row,200,True,23,1,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4971&date=2017%2F08%2F01&response=json,bd7d6603d0f4846766bed40ddc3c1c9977b2d5b7decfb1d61ee6dd962fb7eb26,2289,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\4971_TPEx_2017-08.json,True,,frontier_exact_leg_only,0
