variant_id,period,decision_date,ticker,role,requested_execution_date,market,trusted_raw_close,trusted_raw_source_url,trusted_raw_source_hash,year_month,download_authority
S01_CD2,P2,2023-07-12,6472,sell,2023-07-13,TWSE,,,,2023-07,frontier_exact_leg_only
S01_CD10,P1,2016-02-03,3481,sell,2016-12-22,TWSE,,,,2016-12,frontier_exact_leg_only
S02_CD2,P1,2015-09-25,2356,sell,2015-09-29,TWSE,15.899999618530272,https://query1.finance.yahoo.com/v8/finance/chart/2356.TW?period1=1410393600&period2=1668816000&interval=1d&events=div%2Csplits,f7f6d7ae85927bff659834590c963fecf72bfa5e316ddb81234c52ea2e16e4cf,2015-09,frontier_exact_leg_only
S02_CD3,P1,2016-03-14,8422,sell,2016-03-15,TWSE,17.700000762939453,https://query1.finance.yahoo.com/v8/finance/chart/8422.TW?period1=1425513600&period2=1639785600&interval=1d&events=div%2Csplits,a4790345d5233accf367e71364bd380cd9db9c6c8ee5cee7e3ff5296396151ce,2016-03,frontier_exact_leg_only
S02_CD7,P1,2016-11-07,2454,sell,2016-11-08,TWSE,228.0,https://query1.finance.yahoo.com/v8/finance/chart/2454.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,feff7999b74af365bfc643010048a805319d1fe9e248630c4b4b75f71a64ae0f,2016-11,frontier_exact_leg_only
S02_CD7,P1,2016-11-07,2105,buy,2016-11-08,TWSE,65.5999984741211,https://query1.finance.yahoo.com/v8/finance/chart/2105.TW?period1=1410393600&period2=1667606400&interval=1d&events=div%2Csplits,a9ae3f086ff578c598af611e972a8b2244269c237bc387bebb81bcd5c90dd52c,2016-11,frontier_exact_leg_only
S02_CD10,P2,2023-10-17,6409,sell,2023-10-18,TWSE,,,,2023-10,frontier_exact_leg_only
S03_CD7,P1,2016-11-01,2313,sell,2016-11-02,TWSE,16.100000381469727,https://query1.finance.yahoo.com/v8/finance/chart/2313.TW?period1=1412208000&period2=1671235200&interval=1d&events=div%2Csplits,3e1bb89b09f15126165b72c9604fdeb93556285d9b32c2e846046b57644ed86f,2016-11,frontier_exact_leg_only
S03_CD7,P1,2016-11-01,1227,buy,2016-11-02,TWSE,75.09615325927734,https://query1.finance.yahoo.com/v8/finance/chart/1227.TW?period1=1419465600&period2=1616198400&interval=1d&events=div%2Csplits,bd7e11d6e31f4ca5204e58882739c7fe2b52884e0a8641e2cf6d0de2ba48a3e4,2016-11,frontier_exact_leg_only
S03_CD10,P1,2017-08-28,4971,sell,2017-08-29,TPEx,,,,2017-08,frontier_exact_leg_only
