variant_id,period,decision_date,ticker,role,requested_execution_date,market,trusted_raw_close,trusted_raw_source_url,trusted_raw_source_hash,year_month,download_authority
S04_CD3,P1,2016-08-23,5871,sell,2016-08-24,TWSE,41.93972396850586,https://query1.finance.yahoo.com/v8/finance/chart/5871.TW?period1=1411603200&period2=1671840000&interval=1d&events=div%2Csplits,e775a758364958dd24dc45696b8f01fbe8b58a80d1351bbf2306fd591ff001f5,2016-08,frontier_exact_leg_only
S04_CD5,P1,2016-10-18,1504,buy,2016-10-19,TWSE,27.350000381469727,https://query1.finance.yahoo.com/v8/finance/chart/1504.TW?period1=1412812800&period2=1668816000&interval=1d&events=div%2Csplits,c8fef0e96fb91c001e276223716609f4d578c8820edd22603938bfc38cf63fff,2016-10,frontier_exact_leg_only
S04_CD7,P1,2017-05-08,1536,buy,2017-05-09,TWSE,132.03271484375,https://query1.finance.yahoo.com/v8/finance/chart/1536.TW?period1=1412812800&period2=1666396800&interval=1d&events=div%2Csplits,f966fc65a1b9f0dcb6c8895fb212144bf8a12ce95828f46a9da563ecb6a4c1a0,2017-05,frontier_exact_leg_only
S05_CD2,P1,2016-10-25,2412,sell,2016-10-26,TWSE,111.5,https://query1.finance.yahoo.com/v8/finance/chart/2412.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,db5772ebee297f7877334f803abac502971c943b7503059a5e6117313943fcac,2016-10,frontier_exact_leg_only
S05_CD2,P1,2016-10-25,2449,buy,2016-10-26,TWSE,28.0,https://query1.finance.yahoo.com/v8/finance/chart/2449.TW?period1=1410393600&period2=1665187200&interval=1d&events=div%2Csplits,cdbc53359c1be32a43cb8fe50dba0eb247c0cd38621b5d44deed61ae5ef06e4e,2016-10,frontier_exact_leg_only
S05_CD5,P1,2017-04-17,5388,sell,2017-04-18,TWSE,,,,2017-04,frontier_exact_leg_only
S05_CD5,P1,2017-04-17,1303,buy,2017-04-18,TWSE,72.19999694824219,https://query1.finance.yahoo.com/v8/finance/chart/1303.TW?period1=1410393600&period2=1651881600&interval=1d&events=div%2Csplits,aeeaa39a79feae928fa9d045ef896ca6954a84fd0c55f6ed8da32a576be8bee1,2017-04,frontier_exact_leg_only
S05_CD10,P1,2016-05-11,2882,sell,2016-05-12,TWSE,34.302978515625,https://query1.finance.yahoo.com/v8/finance/chart/2882.TW?period1=1410393600&period2=1622851200&interval=1d&events=div%2Csplits,8e4a3285269a4a0104161c5602abb57c17ea225cbd522c795b04903c07cb02c6,2016-05,frontier_exact_leg_only
S05_CD10,P2,2023-11-30,2201,sell,2023-12-01,TWSE,,,,2023-12,frontier_exact_leg_only
S06_CD2,P2,2023-07-12,5009,sell,2023-07-13,TPEx,,,,2023-07,frontier_exact_leg_only
S06_CD7,P1,2015-09-25,1338,sell,2015-09-29,TWSE,92.5999984741211,https://query1.finance.yahoo.com/v8/finance/chart/1338.TW?period1=1430352000&period2=1511568000&interval=1d&events=div%2Csplits,f9d446753bef8e94718b649a411f6b56a979e3821c0922180e6c380b1f7625fe,2015-09,frontier_exact_leg_only
S06_CD7,P2,2023-05-26,2474,sell,2023-05-29,TWSE,,,,2023-05,frontier_exact_leg_only
S07_CD2,P1,2016-07-14,3665,sell,2016-07-15,TWSE,170.8407745361328,https://query1.finance.yahoo.com/v8/finance/chart/3665.TW?period1=1415836800&period2=1666396800&interval=1d&events=div%2Csplits,08d7bc1bbc4897250819591167515e03ba16379f7e3e6c841ccdccd331d10cf8,2016-07,frontier_exact_leg_only
S07_CD2,P1,2016-07-14,2105,buy,2016-07-15,TWSE,67.4000015258789,https://query1.finance.yahoo.com/v8/finance/chart/2105.TW?period1=1410393600&period2=1667606400&interval=1d&events=div%2Csplits,a9ae3f086ff578c598af611e972a8b2244269c237bc387bebb81bcd5c90dd52c,2016-07,frontier_exact_leg_only
S07_CD3,P2,2024-03-20,5258,sell,2024-03-21,TWSE,,,,2024-03,frontier_exact_leg_only
S07_CD5,P1,2016-08-15,2347,sell,2016-08-16,TWSE,35.0476188659668,https://query1.finance.yahoo.com/v8/finance/chart/2347.TW?period1=1419465600&period2=1671840000&interval=1d&events=div%2Csplits,844f0260856f0a3739e245433df8a3e93cdbe346ead30221daf33d4e507f26a6,2016-08,frontier_exact_leg_only
S07_CD5,P1,2016-08-15,6525,buy,2016-08-16,TWSE,49.58677673339844,https://query1.finance.yahoo.com/v8/finance/chart/6525.TW?period1=1452729600&period2=1631318400&interval=1d&events=div%2Csplits,0f8980236580e156b03e5d582ed5b8fed5e34d4661ccd6239f5ef0da32a38c2e,2016-08,frontier_exact_leg_only
S07_CD7,P1,2016-07-19,2383,sell,2016-07-20,TWSE,72.0,https://query1.finance.yahoo.com/v8/finance/chart/2383.TW?period1=1413417600&period2=1662681600&interval=1d&events=div%2Csplits,49e84b01ce1e83a94b2c4914beb1c6469348d82e2488b68bc3b43217b767d208,2016-07,frontier_exact_leg_only
S07_CD7,P1,2016-07-19,3596,buy,2016-07-20,TWSE,54.220096588134766,https://query1.finance.yahoo.com/v8/finance/chart/3596.TW?period1=1443052800&period2=1659744000&interval=1d&events=div%2Csplits,d184965cb82c8dae2a397be8df7651db1579105a3d4f91775dc7aefab1b69128,2016-07,frontier_exact_leg_only
S08_CD2,P1,2016-05-10,1227,sell,2016-05-11,TWSE,67.30769348144531,https://query1.finance.yahoo.com/v8/finance/chart/1227.TW?period1=1419465600&period2=1616198400&interval=1d&events=div%2Csplits,bd7e11d6e31f4ca5204e58882739c7fe2b52884e0a8641e2cf6d0de2ba48a3e4,2016-05,frontier_exact_leg_only
S08_CD3,P1,2016-04-11,2881,sell,2016-04-12,TWSE,30.22473907470703,https://query1.finance.yahoo.com/v8/finance/chart/2881.TW?period1=1410393600&period2=1649462400&interval=1d&events=div%2Csplits,ba1cb30d3fe6611c92fbf81bad36c701d200c8eaa6ca4f6588d594b0c0fe77e0,2016-04,frontier_exact_leg_only
S08_CD7,P1,2016-10-20,2382,sell,2016-10-21,TWSE,65.9000015258789,https://query1.finance.yahoo.com/v8/finance/chart/2382.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,975373bec22cd3c47b08418c669ab0ffc3bcecf695d643aa5e4c63f7d6c324da,2016-10,frontier_exact_leg_only
S08_CD7,P1,2016-10-20,2912,buy,2016-10-21,TWSE,244.5,https://query1.finance.yahoo.com/v8/finance/chart/2912.TW?period1=1410393600&period2=1668816000&interval=1d&events=div%2Csplits,95951f19802313650a88cdacb732bb6d8bea86c9da02493fe6968621791635f0,2016-10,frontier_exact_leg_only
S08_CD10,P2,2024-05-08,3036,sell,2024-05-09,TWSE,,,,2024-05,frontier_exact_leg_only
S09_CD2,P1,2016-05-12,8341,buy,2016-05-13,TWSE,139.30906677246094,https://query1.finance.yahoo.com/v8/finance/chart/8341.TW?period1=1419465600&period2=1671235200&interval=1d&events=div%2Csplits,c6149ce1ba147b69c5c8f7bbc056f90e2a8ce204a93c41dbf566aa34e7da1658,2016-05,frontier_exact_leg_only
S09_CD5,P1,2016-05-19,8341,sell,2016-05-20,TWSE,136.87359619140625,https://query1.finance.yahoo.com/v8/finance/chart/8341.TW?period1=1419465600&period2=1671235200&interval=1d&events=div%2Csplits,c6149ce1ba147b69c5c8f7bbc056f90e2a8ce204a93c41dbf566aa34e7da1658,2016-05,frontier_exact_leg_only
S09_CD5,P1,2016-05-19,2885,buy,2016-05-20,TWSE,8.88570785522461,https://query1.finance.yahoo.com/v8/finance/chart/2885.TW?period1=1410393600&period2=1624665600&interval=1d&events=div%2Csplits,2527a433fb95346cee61d3e39377a1defb50ef77e577bb0d970c57e0a19b7c12,2016-05,frontier_exact_leg_only
S09_CD7,P1,2016-06-24,8341,sell,2016-07-14,TWSE,,,,2016-07,frontier_exact_leg_only
S10_CD10,P1,2016-09-13,3231,sell,2016-09-14,TWSE,20.333091735839844,https://query1.finance.yahoo.com/v8/finance/chart/3231.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,d34c1a944e5ac59588e6a331a96dc1d1e123f6a1beb55545321d50f0e1cc94bc,2016-09,frontier_exact_leg_only
S10_CD10,P1,2016-09-13,1590,buy,2016-09-14,TWSE,236.61444091796875,https://query1.finance.yahoo.com/v8/finance/chart/1590.TW?period1=1420675200&period2=1671840000&interval=1d&events=div%2Csplits,0524ed06627a8d00a2e103b2f11196618e0ee7ab0cb58efddb1a98c4446e4f91,2016-09,frontier_exact_leg_only
