variant_id,period,decision_date,ticker,role,requested_execution_date,market,name,open,high,low,close,source_quality,adjustment_policy,source_url,source_hash,retrieved_at,source_path,exact_key_ready,fill_mode,future_data_violation_count
S02_CD7,P1,2016-11-07,2454,sell,2016-11-08,TWSE,,229.0,229.0,226.0,228.0,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=2454&response=json,06fa225714d51132a19b1e5d81680c8ee52d25ac37b8d8c57fed712fa731953c,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\2454_TWSE_2016-11.json,True,bounded_official_ticker_month_route,0
S02_CD10,P2,2023-10-17,6409,sell,2023-10-18,TWSE,,1580.0,1580.0,1535.0,1565.0,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20231001&stockNo=6409&response=json,adf48dbf55ee41e41eb86464dde3d61e6dfc9becc9e615a8cca13c038850e406,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\6409_TWSE_2023-10.json,True,bounded_official_ticker_month_route,0
S03_CD7,P1,2016-11-01,1227,buy,2016-11-02,TWSE,,78.3,78.5,78.1,78.1,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=1227&response=json,412e32dc37ea1ad0786d9ad9f3919d38edd0921d920d235849a03504e3039d68,2026-07-15T08:40:47+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\1227_TWSE_2016-11.json,True,bounded_official_ticker_month_route,0
S03_CD10,P1,2017-08-28,4971,sell,2017-08-29,TPEx,,85.5,85.6,84.8,85.6,official_tpex_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4971&date=2017%2F08%2F01&response=json,bd7d6603d0f4846766bed40ddc3c1c9977b2d5b7decfb1d61ee6dd962fb7eb26,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\4971_TPEx_2017-08.json,True,bounded_official_ticker_month_route,0
S04_CD3,P1,2016-08-23,5871,sell,2016-08-24,TWSE,,53.7,54.1,53.6,53.8,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160801&stockNo=5871&response=json,0ad35c1b87a55d4b3df7f5d029a825fe352865e444dd2e8ef268320f447ee4f8,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\5871_TWSE_2016-08.json,True,bounded_official_ticker_month_route,0
S04_CD5,P1,2016-10-18,1504,buy,2016-10-19,TWSE,,27.2,27.45,27.1,27.35,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=1504&response=json,51af51b565c2e1638168f0b2b90206d0e502a27b0b00354f9dfc64d164625f83,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\1504_TWSE_2016-10.json,True,bounded_official_ticker_month_route,0
S04_CD7,P1,2017-05-08,1536,buy,2017-05-09,TWSE,,135.5,136.5,132.5,134.0,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170501&stockNo=1536&response=json,0553f5435c5d2153c91b750ab81128dc5c5948a0aba51d8c62bff35c8bd129ae,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\1536_TWSE_2017-05.json,True,bounded_official_ticker_month_route,0
S05_CD2,P1,2016-10-25,2412,sell,2016-10-26,TWSE,,111.5,112.0,111.5,111.5,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=2412&response=json,b56f3f435c010b862fb1df784b4cd7a36f5a4dc38e57bc5b95fc27f895d2bdab,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\2412_TWSE_2016-10.json,True,bounded_official_ticker_month_route,0
S05_CD2,P1,2016-10-25,2449,buy,2016-10-26,TWSE,,28.25,28.5,28.0,28.0,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=2449&response=json,b9fd18250bf6f4159ac808e7a8d734b88325f0f543f4e27672403a7d024c63cc,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\2449_TWSE_2016-10.json,True,bounded_official_ticker_month_route,0
S05_CD5,P1,2017-04-17,5388,sell,2017-04-18,TWSE,,76.5,77.7,76.5,76.5,official_twse_selected_ticker_month_unadjusted_execution,official_unadjusted_execution_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170401&stockNo=5388&response=json,91a374a09e3b0f7a84ba71247b18cfe149a95fa4dd9841096bea3d67dfd65fd7,2026-07-15T08:40:48+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_007_20260715\raw_audit_samples\5388_TWSE_2017-04.json,True,bounded_official_ticker_month_route,0
