ticker,name,date,period,market,market_cap,free_float_market_cap,shares_outstanding,capital_stock,source_price_date,close_price,source_date,available_date,source_url,source_route,source_type,formal_exact,derivation,raw_source_path
1597,直得,2015-01-05,2015-01-05,TPEx,2537816957,,59018999,,2015-01-05,43.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1599,宏佳騰,2015-01-05,2015-01-05,TPEx,1814964022,,44980521,,2015-01-05,40.3500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1742,台蠟,2015-01-05,2015-01-05,TPEx,1766051305,,64690524,,2015-01-05,27.3000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1752,南光,2015-01-05,2015-01-05,TPEx,3227739551,,89164076,,2015-01-05,36.2000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1777,生泰,2015-01-05,2015-01-05,TPEx,2101162545,,30059550,,2015-01-05,69.9000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1781,合世,2015-01-05,2015-01-05,TPEx,1234968110,,47407605,,2015-01-05,26.0500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1784,訊聯,2015-01-05,2015-01-05,TPEx,2018519345,,50211924,,2015-01-05,40.2000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1785,光洋科,2015-01-05,2015-01-05,TPEx,10214108650,,408564346,,2015-01-05,25.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1787,福盈科,2015-01-05,2015-01-05,TPEx,2095331066,,72004504,,2015-01-05,29.1000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1788,杏昌,2015-01-05,2015-01-05,TPEx,3367000000,,35000000,,2015-01-05,96.2000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1795,美時,2015-01-05,2015-01-05,TPEx,24873484174,,238023772,,2015-01-05,104.5000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1799,紅電醫,2015-01-05,2015-01-05,TPEx,2137896645,,50781393,,2015-01-05,42.1000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1813,寶利徠,2015-01-05,2015-01-05,TPEx,1562289585,,46635510,,2015-01-05,33.5000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
1815,富喬,2015-01-05,2015-01-05,TPEx,4651543768,,406248364,,2015-01-05,11.4500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2035,唐榮,2015-01-05,2015-01-05,TPEx,14577500000,,350000000,,2015-01-05,41.6500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2061,風青,2015-01-05,2015-01-05,TPEx,1239854116,,62148076,,2015-01-05,19.9500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2063,世鎧,2015-01-05,2015-01-05,TPEx,1239655905,,43268967,,2015-01-05,28.6500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2064,晉椿,2015-01-05,2015-01-05,TPEx,1578500000,,70000000,,2015-01-05,22.5500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2066,世德,2015-01-05,2015-01-05,TPEx,3730157595,,36040170,,2015-01-05,103.5000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2067,嘉鋼,2015-01-05,2015-01-05,TPEx,769105888,,28432750,,2015-01-05,27.0500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2221,大甲,2015-01-05,2015-01-05,TPEx,806075000,,42425000,,2015-01-05,19.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2230,泰茂,2015-01-05,2015-01-05,TPEx,594260070,,39617338,,2015-01-05,15.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2233,宇隆,2015-01-05,2015-01-05,TPEx,4207862493,,49214766,,2015-01-05,85.5000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2235,謚源,2015-01-05,2015-01-05,TPEx,2792512800,,31878000,,2015-01-05,87.6000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2596,綠意,2015-01-05,2015-01-05,TPEx,1489167432,,82731524,,2015-01-05,18.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2636,台驊,2015-01-05,2015-01-05,TPEx,3649334310,,94055008,,2015-01-05,38.8000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2640,大車隊,2015-01-05,2015-01-05,TPEx,4885745768,,42118498,,2015-01-05,116.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2641,正德,2015-01-05,2015-01-05,TPEx,1428025000,,119500000,,2015-01-05,11.9500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2718,桃園店,2015-01-05,2015-01-05,TPEx,848857600,,22576000,,2015-01-05,37.6000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2719,燦星旅,2015-01-05,2015-01-05,TPEx,900041600,,36292000,,2015-01-05,24.8000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2724,F-富驛,2015-01-05,2015-01-05,TPEx,1118448097,,38172290,,2015-01-05,29.3000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2726,F-雅茗,2015-01-05,2015-01-05,TPEx,1103583798,,27350280,,2015-01-05,40.3500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2729,瓦城,2015-01-05,2015-01-05,TPEx,6200389000,,23266000,,2015-01-05,266.5000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2734,易飛網,2015-01-05,2015-01-05,TPEx,1117785100,,26086000,,2015-01-05,42.8500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2916,滿心,2015-01-05,2015-01-05,TPEx,977821116,,54626878,,2015-01-05,17.9000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2924,F-東凌,2015-01-05,2015-01-05,TPEx,2574530448,,34790952,,2015-01-05,74.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
2926,誠品生,2015-01-05,2015-01-05,TPEx,7627477000,,45133000,,2015-01-05,169.0000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3064,泰偉,2015-01-05,2015-01-05,TPEx,2258019885,,72605141,,2015-01-05,31.1000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3066,李洲,2015-01-05,2015-01-05,TPEx,757603981,,83070612,,2015-01-05,9.1200,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3067,全域,2015-01-05,2015-01-05,TPEx,541320726,,29025240,,2015-01-05,18.6500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3068,美磊,2015-01-05,2015-01-05,TPEx,2869785738,,83424004,,2015-01-05,34.4000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3071,協禧,2015-01-05,2015-01-05,TPEx,1402251610,,146067876,,2015-01-05,9.6000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3073,普格,2015-01-05,2015-01-05,TPEx,671956661,,46663657,,2015-01-05,14.4000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3078,僑威,2015-01-05,2015-01-05,TPEx,4388647535,,227391064,,2015-01-05,19.3000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3083,網龍,2015-01-05,2015-01-05,TPEx,5627202206,,86439358,,2015-01-05,65.1000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3086,華義,2015-01-05,2015-01-05,TPEx,782113200,,59251000,,2015-01-05,13.2000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3088,艾訊,2015-01-05,2015-01-05,TPEx,5993395101,,78345034,,2015-01-05,76.5000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3089,遠昇,2015-01-05,2015-01-05,TPEx,3033207756,,69330463,,2015-01-05,43.7500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3092,鴻碩,2015-01-05,2015-01-05,TPEx,1247772690,,63824690,,2015-01-05,19.5500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3095,及成,2015-01-05,2015-01-05,TPEx,666585558,,109276321,,2015-01-05,6.1000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3105,穩懋,2015-01-05,2015-01-05,TPEx,23193066500,,742178128,,2015-01-05,31.2500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3114,好德,2015-01-05,2015-01-05,TPEx,845231378,,50013691,,2015-01-05,16.9000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3115,寶島極,2015-01-05,2015-01-05,TPEx,616136160,,43697600,,2015-01-05,14.1000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3118,進階,2015-01-05,2015-01-05,TPEx,1158567102,,32452860,,2015-01-05,35.7000,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3126,信億,2015-01-05,2015-01-05,TPEx,753217195,,48751922,,2015-01-05,15.4500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
3128,昇銳,2015-01-05,2015-01-05,TPEx,480900000,,42000000,,2015-01-05,11.4500,2015-01-05,2015-01-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2015/01/05&response=json,tpex_dailyQuotes/close_and_issued_shares,shares_derived_official_daily_candidate,false,official same-day close * official same-day issued shares,raw_sources\tpex_dailyQuotes_2015-01-05.json
