ticker,market_sample_role,route_id,period_label,unit,header_current_date,header_prior_quarter_date,header_prior_year_date,inventory_label,inventory_current,receivable_trade_label,receivable_trade_current,notes_receivable_label,notes_receivable_current,other_receivable_label,other_receivable_current,current_assets_label,current_assets_current,current_liabilities_label,current_liabilities_current,schema_status,source_quality,accepted_for_formal,human_review_required,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule
1101,TWSE sample,mops_spa_t164sb03_balance_sheet_latest_ui,民國115年第1季,新台幣仟元,115年03月31日,114年12月31日,114年03月31日,存貨,20812552,應收帳款淨額,23524066,應收票據淨額,4085885,其他應收款淨額,4176862,流動資產合計,184722314,流動負債合計,82516661,rendered_table_parseable,higher_quality_diagnostic_sample,False,True,False,False,False,False,False,False,True
