ticker,market_sample_role,route_id,period_label,unit,header_current_period,header_comparator_period,operating_cash_flow_label,operating_cash_flow_current,operating_cash_flow_comparator,investing_cash_flow_label,investing_cash_flow_current,investing_cash_flow_comparator,capex_proxy_label,capex_proxy_current,capex_proxy_comparator,inventory_change_label,inventory_change_current,receivable_change_label,receivable_change_current,schema_status,source_quality,accepted_for_formal,human_review_required,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule
1101,TWSE sample,mops_spa_t164sb05_cashflow_latest_ui,民國115年第1季,新台幣仟元,115年01月01日至115年03月31日,114年01月01日至114年03月31日,營業活動之淨現金流入（流出）,3358179,6829705,投資活動之淨現金流入（流出）,4029757,-13158475,取得不動產、廠房及設備,-8613010,-8619515,存貨（增加）減少,-1769478,應收帳款（增加）減少,-416639,rendered_table_parseable,higher_quality_diagnostic_sample,False,True,False,False,False,False,False,False,True
