ticker,market,month,source_url,source_route,http_status,route_status,row_count,raw_sha256,raw_cache_path,retrieval_time_utc,bytes,error
1717,TWSE,2026-05,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,2765,
2301,TWSE,2026-05,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=2301&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,c38724a7b2de54df890da899d90e33804c885b2e149d407a30bfd7367867b6b7,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_2301_2026-05.json,2026-07-12T01:43:38.936611+00:00,2862,
3047,TWSE,2024-09,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20240901&stockNo=3047&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,36ecb8fe7d1a290b39cf2f12b8c85a35891faa68d136f4304d0f2f1c4fd85daf,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_3047_2024-09.json,2026-07-12T01:43:39.120061+00:00,2721,
3673,TWSE,2026-05,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=3673&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,802868333d4acc76ab01eb07757e148da8e9303703c6d2e51a3461c4757c207f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_3673_2026-05.json,2026-07-12T01:43:39.312070+00:00,2742,
4123,TPEx,2026-03,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4123&date=2026%2F03%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,22,510042b5dc3de3002e669c87f4fd00f1aeaaa64dd0522f9aa36f76a5729128e9,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TPEx_4123_2026-03.json,2026-07-12T01:43:39.510083+00:00,2349,
4162,TPEx,2025-03,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4162&date=2025%2F03%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,21,98ca52b731e915aa0dfa3a97f675f28c2d73f51d3907e057b4fd662246cc94b8,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TPEx_4162_2025-03.json,2026-07-12T01:43:39.726219+00:00,2290,
4563,TPEx,2024-09,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4563&date=2024%2F09%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,20,4217c07a1d9227c5404b0cf9398758db0220895660a56d359cd6e74079a50b4a,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TPEx_4563_2024-09.json,2026-07-12T01:43:39.912931+00:00,2237,
4749,TPEx,2026-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4749&date=2026%2F05%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,20,268fbf018054681add1efc56509f65f3bb91d82a8a2f13cae333d9619d02c257,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TPEx_4749_2026-05.json,2026-07-12T01:43:40.111224+00:00,2463,
4906,TWSE,2024-09,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20240901&stockNo=4906&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,5115e3d78d9ccfadace2d7dcf9123c1938263f3e31dd782a6ae93c787d0aefc6,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_4906_2024-09.json,2026-07-12T01:43:40.332246+00:00,2690,
5289,TPEx,2026-06,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5289&date=2026%2F06%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,21,424309ed9d2e3c1d73d602b787f2bad7830af73bda6626ec601d9c85d928d392,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TPEx_5289_2026-06.json,2026-07-12T01:43:40.532692+00:00,2596,
