date,ticker,market,open,high,low,close,volume,turnover_value,source_url,source_route,source_quality,adjustment_policy,raw_sha256,raw_cache_path,retrieval_time_utc,future_data_violation_count
2026-05-04,1717,TWSE,79.4,81.0,78.0,79.6,29324204.0,2330907615.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-05,1717,TWSE,79.9,81.4,78.1,79.0,30937430.0,2449219115.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-06,1717,TWSE,79.7,81.2,76.9,79.4,42518797.0,3376966808.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-07,1717,TWSE,80.7,83.3,79.5,79.7,48318492.0,3906961406.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-08,1717,TWSE,80.1,80.6,74.7,77.9,38807375.0,3005112082.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-11,1717,TWSE,79.4,83.6,79.4,80.8,84480195.0,6908968787.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-12,1717,TWSE,82.2,85.0,79.8,82.7,77114385.0,6372448891.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-13,1717,TWSE,82.0,82.5,79.7,80.4,32192661.0,2595666557.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-14,1717,TWSE,81.1,81.4,78.0,79.6,32282351.0,2556324772.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-15,1717,TWSE,80.9,82.3,77.0,78.7,55335953.0,4382689036.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
2026-05-18,1717,TWSE,77.9,77.9,72.8,73.8,33520867.0,2483910721.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=1717&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,8c9ee771456f44c91330495078b46f0650c304b257068bab147f1462032aa87c,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_full_spec_v1_placebo_price_gap_fill_20260712\raw_audit_samples\TWSE_1717_2026-05.json,2026-07-12T01:43:38.716614+00:00,0
