variant_id,period,ticker,role,decision_date,authority_requested_execution_date,resolved_execution_date,resolution_policy,market,http_status,schema_ok,official_month_rows,source_url,source_hash,retrieved_at,raw_cache_path,cache_reused,silent_fill,future_data_violation_count
S08_CD3,P1,3498,buy,2016-04-08,,2016-04-11,first_official_ticker_trading_day_after_decision_date,TPEx,200,True,19,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3498&date=2016%2F04%2F01&response=json,f256b90cb3390f84420d1739cadca2d1b3de8e5c6b22d206ebb658dd38e3cb67,2026-07-15T08:07:12+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\3498_TPEx_2016-04.json,True,False,0
