route_id,period,ticker,market,target_date,year_month,outcome,http_status,schema_ok,response_rows,accepted_exact_rows,source_url,source_hash,response_bytes,retrieved_at,raw_cache_path,cache_reused,route_error,download_authority,future_data_violation_count
2471_TWSE_2023-05,P2,2471,TWSE,2023-05-10,2023-05,accepted_exact_row,200,True,22,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230501&stockNo=2471&response=json,431daa0d0b4a761ca01b992c52c3594ed1795b3706911010acfb9e5cd5d07c0e,2885,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2471_TWSE_2023-05.json,True,,frontier_exact_leg_only,0
2912_TWSE_2015-07,P1,2912,TWSE,2015-07-10,2015-07,official_valid_no_target_row,200,True,22,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150701&stockNo=2912&response=json,6f5d432c537139bdc7f5d2bca63c62dd2166b17fc2362a59109432c59429541f,2814,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2912_TWSE_2015-07.json,True,,frontier_exact_leg_only,0
2355_TWSE_2016-04,P1,2355,TWSE,2016-04-08,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=2355&response=json,c872b2e907945712918de4347752d5ce194334f082d66958fc26c09ea9647274,2513,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2355_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
2355_TWSE_2016-05,P1,2355,TWSE,2016-05-13,2016-05,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160501&stockNo=2355&response=json,339cf4cf59491b6b94269a42e466bf4fb64e1f923f0cb64eb893fde08f0bd9d0,2691,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2355_TWSE_2016-05.json,True,,frontier_exact_leg_only,0
2357_TWSE_2016-05,P1,2357,TWSE,2016-05-13,2016-05,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160501&stockNo=2357&response=json,ef1e6231ce43752cf24cc4a33944545faf62f712ead35ad383ccd92e20af2961,2770,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2357_TWSE_2016-05.json,True,,frontier_exact_leg_only,0
2428_TWSE_2017-03,P1,2428,TWSE,2017-03-28,2017-03,accepted_exact_row,200,True,23,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170301&stockNo=2428&response=json,34dcc0f713c79c6b4ffa9cbc6361b664cb14bf62bae5636195fdb80ef1cfcdd1,2852,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2428_TWSE_2017-03.json,True,,frontier_exact_leg_only,0
2328_TWSE_2019-05,P1,2328,TWSE,2019-05-09,2019-05,accepted_exact_row,200,True,22,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190501&stockNo=2328&response=json,c7a607a878dd992871db9ff86d4e44e2ae54539a97339910f979fb6fe82be068,2841,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2328_TWSE_2019-05.json,True,,frontier_exact_leg_only,0
8150_TWSE_2015-07,P1,8150,TWSE,2015-07-10,2015-07,official_valid_no_target_row,200,True,22,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150701&stockNo=8150&response=json,7d86531503f8315246ac7e5630286a9c43265c5feb0faefcad76278b7a9cf61b,2732,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\8150_TWSE_2015-07.json,True,,frontier_exact_leg_only,0
6469_TPEx_2023-08,P2,6469,TPEx,2023-08-23,2023-08,accepted_exact_row,200,True,22,1,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6469&date=2023%2F08%2F01&response=json,26873e7cae6789d9a11dee93c92cfa69aa21071d08a208fb4a622f814d3a33d8,2395,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\6469_TPEx_2023-08.json,True,,frontier_exact_leg_only,0
2881_TWSE_2016-04,P1,2881,TWSE,2016-04-11,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=2881&response=json,be68903d881d6ac402f3d0779aaf822bc45ce29ed170079d1c8acec22e552806,2541,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2881_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
6415_TWSE_2016-04,P1,6415,TWSE,2016-04-11,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=6415&response=json,b3af9682d0bbce82d2d2cbf9b5e55afa1a0daa2714d774fa1f0d0cdea10e05a1,2501,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\6415_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
2881_TWSE_2016-04,P1,2881,TWSE,2016-04-13,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=2881&response=json,be68903d881d6ac402f3d0779aaf822bc45ce29ed170079d1c8acec22e552806,2541,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2881_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
6415_TWSE_2016-04,P1,6415,TWSE,2016-04-13,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=6415&response=json,b3af9682d0bbce82d2d2cbf9b5e55afa1a0daa2714d774fa1f0d0cdea10e05a1,2501,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\6415_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
3017_TWSE_2016-04,P1,3017,TWSE,2016-04-25,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=3017&response=json,ed06798ec899aa7d08394434fcd0a7115462625a0c993e18872f96e6f094d36d,2479,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\3017_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
2303_TWSE_2016-06,P1,2303,TWSE,2016-06-16,2016-06,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160601&stockNo=2303&response=json,44c39be8e9fa41a1260a98c01bc699855b4445289402471b8ed7293c097f167a,2717,2026-07-15T08:05:18+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2303_TWSE_2016-06.json,True,,frontier_exact_leg_only,0
5880_TWSE_2016-04,P1,5880,TWSE,2016-04-06,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=5880&response=json,ee90a51313ff912b77331be11f7430b6d1658b70e4c313af4e37b7570f90e9df,2514,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\5880_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
1527_TWSE_2016-04,P1,1527,TWSE,2016-04-06,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=1527&response=json,6af704f85cb2663611ffa964ca3c80145e1371c66841a0ed55ae4d859de85f7f,2478,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\1527_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
2105_TWSE_2016-06,P1,2105,TWSE,2016-06-28,2016-06,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160601&stockNo=2105&response=json,07e46d8dc20781067aadbe1a1b45303b3e97e534ddd764b3da8c500733209a0f,2708,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2105_TWSE_2016-06.json,True,,frontier_exact_leg_only,0
6472_TWSE_2023-08,P2,6472,TWSE,2023-08-08,2023-08,source_route_failed,200,False,0,0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230801&stockNo=6472&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,61,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\6472_TWSE_2023-08.json,True,,frontier_exact_leg_only,0
2239_TWSE_2016-04,P1,2239,TWSE,2016-04-13,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=2239&response=json,b0df67c4743419297dde03de1fec95fe1a01c75af44d37971ac88738d40fb7c9,2474,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2239_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
3044_TWSE_2016-04,P1,3044,TWSE,2016-04-13,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=3044&response=json,6a9e2c4fdc2999c9b6e7612ba73ca26c5db8721622b7428b64be8906c05219ca,2454,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\3044_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
2239_TWSE_2016-04,P1,2239,TWSE,2016-04-15,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=2239&response=json,b0df67c4743419297dde03de1fec95fe1a01c75af44d37971ac88738d40fb7c9,2474,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2239_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
2881_TWSE_2016-04,P1,2881,TWSE,2016-04-08,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=2881&response=json,be68903d881d6ac402f3d0779aaf822bc45ce29ed170079d1c8acec22e552806,2541,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2881_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
6415_TWSE_2016-04,P1,6415,TWSE,2016-04-08,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=6415&response=json,b3af9682d0bbce82d2d2cbf9b5e55afa1a0daa2714d774fa1f0d0cdea10e05a1,2501,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\6415_TWSE_2016-04.json,True,,frontier_exact_leg_only,0
3498_TPEx_2016-04,P1,3498,TPEx,2016-04-11,2016-04,accepted_exact_row,200,True,19,1,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3498&date=2016%2F04%2F01&response=json,f256b90cb3390f84420d1739cadca2d1b3de8e5c6b22d206ebb658dd38e3cb67,2013,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\3498_TPEx_2016-04.json,True,,frontier_exact_leg_only,0
2883_TWSE_2016-04,P1,2883,TWSE,2016-04-25,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=2883&response=json,1187b82a9113d9f6b8251d1fe43a0af97ee40b787a1abe448993433cfc741687,2454,2026-07-15T08:05:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\2883_TWSE_2016-04.json,False,,frontier_exact_leg_only,0
1589_TWSE_2016-05,P1,1589,TWSE,2016-05-20,2016-05,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160501&stockNo=1589&response=json,c42bc6613cc81fec16963d12cc90d660d8da4ed42a1bcf7c483aadbac89691c0,2727,2026-07-15T08:05:20+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\1589_TWSE_2016-05.json,False,,frontier_exact_leg_only,0
5222_TWSE_2023-09,P2,5222,TWSE,2023-09-20,2023-09,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230901&stockNo=5222&response=json,ea4010222abb33f2979c13a2ddb90f10682508f48f1241d2f3097c08cbb21ef8,2711,2026-07-15T08:05:20+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\5222_TWSE_2023-09.json,False,,frontier_exact_leg_only,0
6285_TWSE_2016-04,P1,6285,TWSE,2016-04-29,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=6285&response=json,e9fd5b7fd05db3354711dad0e928e332fbd051834475fb47b6a96ca8516938cf,2507,2026-07-15T08:05:20+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\6285_TWSE_2016-04.json,False,,frontier_exact_leg_only,0
3702_TWSE_2016-04,P1,3702,TWSE,2016-04-29,2016-04,accepted_exact_row,200,True,19,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160401&stockNo=3702&response=json,83e750dd7be004f314616b5ca6c4c3d756314d5f3cb11436ffb06dcde5d35b77,2504,2026-07-15T08:05:20+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\3702_TWSE_2016-04.json,False,,frontier_exact_leg_only,0
6472_TPEx_2023-08,P2,6472,TPEx,2023-08-08,2023-08,accepted_exact_row,200,True,22,1,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6472&date=2023%2F08%2F01&response=json,694e6c8d00f181e6201ce414ffd435fbe83e1c1024ce7fc5e27b1f1f68c53aaa,2485,2026-07-15T08:07:12+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_004_20260715\raw_audit_samples\6472_TPEx_2023-08.json,False,,frontier_exact_leg_alternate_market_retry_only,0
