family,ticker,route_scope,source_url,source_hash,cache_path,cache_reused,requested_rows,accepted_rows,blocked_rows,status
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231108&selectType=ALLBUT0999&response=json,042f5753a5b33c3f3547dc7e84546c93dacf7fe68248cfb517d2b91b9ea72b0d,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231109&selectType=ALLBUT0999&response=json,87e4b607a38d6ca2f225b1245bd47699ec2adefb1994811e8a875ba7623ac80e,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231110&selectType=ALLBUT0999&response=json,26a534037e47fa469db4f9b25c9bf333ca66588ed71fc776a676805cc260fcc6,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231113&selectType=ALLBUT0999&response=json,a4963ad3051a7d10404cd65fd1ed9c6540986bf2d2be56eb6ae8f66f21f96f7b,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231114&selectType=ALLBUT0999&response=json,34ea1af6555a60ac5b9636d461fedf2c264fff0e1c7e4582f47bbead7fad7241,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231115&selectType=ALLBUT0999&response=json,4d4b003d6892e3d018355fb49496749c52993d4a375c94461ee13dcb39a9c378,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231116&selectType=ALLBUT0999&response=json,ee6a5fe6a78f915f5c40ee283f812fe9123afb21e255a12bdc2975076ecc4033,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20231215&selectType=ALLBUT0999&response=json,471a8a6c69550fbffbb30ca0208444ccf0499765a4a5ba639678537c65a71b82,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240624&selectType=ALLBUT0999&response=json,d889088c0a48aeffbc1306511085ed6bcacfdd1ccb32e6272962a23fcf48df6f,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240625&selectType=ALLBUT0999&response=json,bb76dfae59c1559dec3db6d2546b0f8bcbc55be1b41023a5771db6da8c068fdb,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240726&selectType=ALLBUT0999&response=json,5f2ec61e57964d73120e14079676f5faa1bdfe1c07e2d29380518309136620e0,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240830&selectType=ALLBUT0999&response=json,b84b5c4aa85d95cdb1bc266d7a0140896ad0d73159a5c40191baa695f2c82194,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240902&selectType=ALLBUT0999&response=json,81c6546955b7f4f397e07a85517bb660a8f4c34390639cee0ca4c76dcd97faee,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240903&selectType=ALLBUT0999&response=json,c6235c7b0eb8a7bc5cebe3c4dcad0d2cf7d95296396f6253f8a847787f8eb371,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240904&selectType=ALLBUT0999&response=json,a56747884351998de7386573dd089f3a6821356be26a84902a6cccf3b718a055,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240905&selectType=ALLBUT0999&response=json,9f12d76d8dd118cfececc7e02b576e6497a378bf7675caea0a8bf0e7730ed574,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240906&selectType=ALLBUT0999&response=json,f35d521c76b24de3f7423dde237e426f17918265e1feff0a3564455fddb606db,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240909&selectType=ALLBUT0999&response=json,5714f3dbb435e6e72d200f13735b59b61e60eac7080eedc8c2240dca53c733a9,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240910&selectType=ALLBUT0999&response=json,6cbf264164f17454c6c2facb8f320947fc11356c4440403c78057ebbe3b2d70a,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240911&selectType=ALLBUT0999&response=json,23d5cac152f9c210ad31743effbf78dc24662066858527178074c09108cbc8fd,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240912&selectType=ALLBUT0999&response=json,77b3b335c165b688f783df7cc3cbc56c04d62946b61592696d40e3e63dc13738,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240913&selectType=ALLBUT0999&response=json,a72c26375a1a076a6e1457e9a6d77ff1fc1985df022da8ca51375dee0983dc99,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240918&selectType=ALLBUT0999&response=json,3023bfd765fec349c10e4bf3321d4ae226c5ba5faa870dc4689af8e3280ab8aa,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240919&selectType=ALLBUT0999&response=json,45d33227dcf325ae47fd3a228e2065cecdb7dc518dc5d8ff5310c17206b0d754,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240920&selectType=ALLBUT0999&response=json,96fad2406b845402c3493989b941aecba2d4c5aa5a7ff9bbccd589cc075019b9,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240923&selectType=ALLBUT0999&response=json,76713bb712e1aafa6102b15210c4a3744630ea989d76f8bc853b42ff3bfe31cb,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240924&selectType=ALLBUT0999&response=json,8dcbfb6d82780bf6b1f510b351c6a22521cd8b23709ed00bcc1258e3f3b3a04c,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240925&selectType=ALLBUT0999&response=json,06c6e49bedbdd4ef49e5bd0cc8804fd7a1606f797ec24b7e429824e44f40aed7,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240926&selectType=ALLBUT0999&response=json,7732da1907b3c2bd69de8d9839a47afa476e03f73101fa598a709bc44c511855,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20240927&selectType=ALLBUT0999&response=json,1fc0e9667eab0621ae7b0cc4ac919958c7fa55766d63642f815d763c9f6eb5fc,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241101&selectType=ALLBUT0999&response=json,fa98280f9355520753fa65d7ce13f612e6fd4039633037f68a699104b204e3a7,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241111&selectType=ALLBUT0999&response=json,f004098b1aa199cc86bd9426fbdb4547edf8db5461ad2828a1a1b81878fa75b2,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241112&selectType=ALLBUT0999&response=json,d8570a3c0535b4c784a6619ae7066fb02f2d13006aa143e954a4565b1157094f,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241113&selectType=ALLBUT0999&response=json,431716b70a86316926b898883bf4148342a4f5c802ff68295a4f00a67c021bc9,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241114&selectType=ALLBUT0999&response=json,9eaacabdf6fdadf68797f0c3add679240dd8839b09eaccc318115b6bda4d949e,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241115&selectType=ALLBUT0999&response=json,354ab63f3f6cedefa07b83df24f896ea2c64b486e8f2fa12c922b05c396ec27d,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241118&selectType=ALLBUT0999&response=json,3515ca741613715269e83f02b3f2aa105cba85fce1d0c6540153d79f4a12bebc,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241119&selectType=ALLBUT0999&response=json,97c935749cd0e232416a82a824b395a82160e85a5000144106e95568d74bf540,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241120&selectType=ALLBUT0999&response=json,b75abcec871f032eeb6881f9638a24811c6a9cffa684c4906516028d9661e113,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241121&selectType=ALLBUT0999&response=json,6a931541257a9408f53e802488f3070accd214508a18a20476ba6e8a30929055,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20241220&selectType=ALLBUT0999&response=json,8c5390e75d498f77d04d4b87687327108eaf3013cda9638cf062ea5be555d2e9,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250418&selectType=ALLBUT0999&response=json,e2bf9fae9b913df180db0e2cca08c114cb8fb32488a693d1b560243805f52e26,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250421&selectType=ALLBUT0999&response=json,b532cc46daf4832c816f4305eb9c3e4f168c502c1c41e59a7089ee1c9d3b77ac,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250422&selectType=ALLBUT0999&response=json,1882548cc375c5baa323fb85c490df704eec09a0d3b0bc12e8ddff03e3b117fa,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250423&selectType=ALLBUT0999&response=json,72aaffd341833d637a56f3fbb5ff46e94fcce4bb7757ca1f11a3505d6da64ae8,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250424&selectType=ALLBUT0999&response=json,a45e812c61b194b24fc634dd976861d07aab23b0656c2476c1bef13cfca70502,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250425&selectType=ALLBUT0999&response=json,27d2f12ce70d0151eb69f2871a205078a34f571560151a16185c9ef96c838ee3,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250428&selectType=ALLBUT0999&response=json,4c5d12c075f58570d8fd265534101e691f0a4f0f4842282e76188e4aeb3c7256,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/fund/T86?date=20250627&selectType=ALLBUT0999&response=json,396e15145fd9bc9a46cafbde02e339dcdc367c60e16d10689c3dd4d6091829d4,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240916&selectType=ALLBUT0999&response=json,1d27a792331aaa0f20cb526317dea99f5512a353834d2ece9c6fda54a702ee8e,existing_compact,True,1,1,0,reused
institutional,bounded_4_ticker_scope,p3_broad_market_compact_reuse,https://www.twse.com.tw/rwd/zh/fund/T86?date=20250429&selectType=ALLBUT0999&response=json,04bcc7585cd21ce00f8509c7797193e1dfe71f6b91ef034b5fcb8781824275ea,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230705&selectType=ALL&response=json,aa40e4e6e21b1a9ad2bbc64cea0c54fb55f72d20d5d56d1880c615a5ec492963,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230710&selectType=ALL&response=json,49db7d937ccd51351500fd0109684b2b62751c72d63b76ab37fb337b340646c9,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230711&selectType=ALL&response=json,f1d315bd698650f87a18c4e009cbdc84bcc1e977286ef56f8194f8f9f65ce625,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230712&selectType=ALL&response=json,0fa754e839e985302ca4f2cfc4922da168dceae8d9d5149033005a10cc63e61e,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230713&selectType=ALL&response=json,7d8b7431ef242da72b8af69ac8e3e08a80f692b7ceb03afc582ff1baf62b8f2f,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230714&selectType=ALL&response=json,0eab5c82d1b53a23a8901b7b95d3bb42946e68693ed2021571dda59fd825944f,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230717&selectType=ALL&response=json,676b2089eafad1e347772ebb29f35165cd461fb365582a679c04b8e8b086bc65,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230718&selectType=ALL&response=json,780f0e1d9a60e06f60aec2126f215ffbc10c473a198b5e53021982dc5c65c2d4,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230719&selectType=ALL&response=json,d37548e758d5716011558b67e708863c2097603c5614cc376191d73b90fd00c4,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230720&selectType=ALL&response=json,eb73664ada09a0d555b726249a5c0d9935f9d79c93a7fa12f0a7c75c21829a59,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230721&selectType=ALL&response=json,b8017652f1029dd8662cdadadeda70355589e4961d15451355831a7822a506e1,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230724&selectType=ALL&response=json,98d2e1c82db30cb793f6b9ce95d980084f7320ec7c10b710db0e12591a3e3c58,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230725&selectType=ALL&response=json,605610110b3ffca71f87746db05711be2299f00d0cd1d8ca6f98a7608947581a,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230726&selectType=ALL&response=json,4d2bbaefb6d50693a08dd0117378f0b9b8974ecdc2fd32b8cf511f93a597ecb3,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230727&selectType=ALL&response=json,1bd22efe826258865a6c0259a6740e78f2aeb1bda682de81a89951c545d9fad6,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230728&selectType=ALL&response=json,64bd19bcd60c71adebbc09fce2efc3702460cae5fdb8a29bf8c0227826633c73,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230731&selectType=ALL&response=json,97612dc4a5847b1ac176dc5b1b84cdd5521d208e1a5893d62b9bbf23dd90f830,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230801&selectType=ALL&response=json,cb5305e7103f218f98961713750f8a3b7948989168dbee0841a890a180896576,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230802&selectType=ALL&response=json,e05d9e7cd4960ff2516b9a33faabfd4d7c3ced7dc470130c922f874818579c61,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230804&selectType=ALL&response=json,0e13ec0b9882c8ceb8cbb43b34c035b7b009539183e0f8b5df4335a8879a34e8,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230807&selectType=ALL&response=json,67f8d2e5c4a59acfaea286344c0562818d607e4b263604cdde6274589317bb42,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230808&selectType=ALL&response=json,1bafb22da20c01fc546a54196469cb59453a2f391d66f4f898675fe412fa6721,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230809&selectType=ALL&response=json,15bf63f30ab7b6dec3563d4cd98e35382605dfbae654963a237380a1266ac847,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230810&selectType=ALL&response=json,eced9fbe7c09c2bc17b130de36a479b88a9c215c60e0382c2251d5ad78917b5b,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230912&selectType=ALL&response=json,84219982805c81c82f9c663b3eee40f746da783f94b52b8484ad26068bc84329,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230913&selectType=ALL&response=json,7468eede987234ff534afc0056181e6df6f0b620f7be9321d17e8f8cb2fb7a59,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230914&selectType=ALL&response=json,b5e1fe6f56f0fe9cdeb79aeaf7b6281151126ae5f20394dcccafe4880f9e0fed,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230915&selectType=ALL&response=json,e884a0c1e563127608005d32b43cc5228183bf3c8438af1d1bd7bfdb1ff651af,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230918&selectType=ALL&response=json,8a48427014ef92f10345c486eada676dc15f9580db14c1bfd6e22ee65123db4c,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230919&selectType=ALL&response=json,4f375b342241b883ba689ba73952863f40572f35af149807e8d4cd5de966dcfc,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230920&selectType=ALL&response=json,c915f687228db994ba832228e08cae084531df86f4a6563ee78c476bd4452484,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230921&selectType=ALL&response=json,b2c396c410d08f554db583ad286b9611d995c994bb9b084839f1e00970486023,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230922&selectType=ALL&response=json,f0040b98041fbe28c3f656f3c068e0ddfb0462dbeef9726fea145aea97afbae0,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230925&selectType=ALL&response=json,481f2365666e573f7068b940bca0e9b9ccda35b17c590c25646ee4ec10009864,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230926&selectType=ALL&response=json,0400ccd813734bbffc363cd8288e3d94d69086225245cb6709108608e70d85b1,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230927&selectType=ALL&response=json,40c8e1956218be869107b2b058213fb74670cdd77b2c2fcbd423c59c3a00268c,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20230928&selectType=ALL&response=json,35af62ace612fe61aabecfde065f0deec617d2179a61e4d3d3a50994192b9fbf,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231002&selectType=ALL&response=json,5186defae053c30a84bfd084162600eca84bb69e29343635c60eb912c5588aa8,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231003&selectType=ALL&response=json,08bbe50bd852e3c6d6331b200be1b4d999ff92fe28ef20d573d50b09dd6a7d08,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231004&selectType=ALL&response=json,142ce67ad0a1536d0b180d89f8b1853aade24de507551228718d2f8a98eb2b93,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231005&selectType=ALL&response=json,f59966dfff8521994605a1b39331a2df97b3864f27803d3d36314a0b57240cc9,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231006&selectType=ALL&response=json,8b0f50a874e29ca2851897409d1566cf4bad1bcef67e081f166a78c10c400785,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231011&selectType=ALL&response=json,96df2d3cace913019bdea69d5942ecec78852085ed405299af51590996140fb3,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231012&selectType=ALL&response=json,9da77680708da7d64d71ce2da735ef7078a18fd33876beb807b4943293b02c44,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231117&selectType=ALL&response=json,56c00e59f9efeb1b5c97ede99ac0913832e18db91226dca93b1a4eeffe6015a0,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231120&selectType=ALL&response=json,e82f2b360c02fb89a100778ac6e66a0477487f5414c69d6c66cc70509fbf1321,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231121&selectType=ALL&response=json,35245f70943f61eb7b2b6464479a115d8ca1b67e3a10d5246c6794c9477b3e39,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231122&selectType=ALL&response=json,2aca5305db15773588081478be71defed90090120f23521a66637406a5b49cc3,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231123&selectType=ALL&response=json,18c7a529ed22939c2e132a4810db43d87b819121cb61d4cca8d2328257723b10,existing_compact,True,1,1,0,reused
margin_short,bounded_4_ticker_scope,exact_primary80_chip_20d_warmup_reuse,https://www.twse.com.tw/exchangeReport/MI_MARGN?date=20231124&selectType=ALL&response=json,68135d4d59e453e38173b5e14b0f99687d894248cdf876e911822c8d6a91f570,existing_compact,True,1,1,0,reused
