date,market,blocked_reason,row_count
2016-05-16,TWSE,non_common_stock_security_code,66
2016-05-16,TWSE,zero_or_missing_trade_fields,8
2016-05-17,TWSE,non_common_stock_security_code,66
2016-05-17,TWSE,zero_or_missing_trade_fields,5
2016-05-18,TWSE,non_common_stock_security_code,66
2016-05-18,TWSE,zero_or_missing_trade_fields,10
2016-05-19,TWSE,non_common_stock_security_code,66
2016-05-19,TWSE,zero_or_missing_trade_fields,8
2016-05-20,TWSE,non_common_stock_security_code,66
2016-05-20,TWSE,zero_or_missing_trade_fields,8
2016-05-23,TWSE,non_common_stock_security_code,66
2016-05-23,TWSE,zero_or_missing_trade_fields,4
2016-05-24,TWSE,non_common_stock_security_code,66
2016-05-24,TWSE,zero_or_missing_trade_fields,10
2016-05-25,TWSE,non_common_stock_security_code,66
2016-05-25,TWSE,zero_or_missing_trade_fields,5
2016-05-26,TWSE,non_common_stock_security_code,66
2016-05-26,TWSE,zero_or_missing_trade_fields,8
2016-05-27,TWSE,non_common_stock_security_code,66
2016-05-27,TWSE,zero_or_missing_trade_fields,7
2016-05-30,TWSE,non_common_stock_security_code,66
2016-05-30,TWSE,zero_or_missing_trade_fields,6
2016-05-31,TWSE,non_common_stock_security_code,67
2016-05-31,TWSE,zero_or_missing_trade_fields,5
2016-06-01,TWSE,non_common_stock_security_code,67
2016-06-01,TWSE,zero_or_missing_trade_fields,6
2016-06-02,TWSE,non_common_stock_security_code,67
2016-06-02,TWSE,zero_or_missing_trade_fields,2
2016-06-03,TWSE,non_common_stock_security_code,67
2016-06-03,TWSE,zero_or_missing_trade_fields,6
2016-06-03,TPEx,non_common_stock_security_code,3042
2016-06-03,TPEx,zero_or_missing_trade_fields,23
2016-06-06,TWSE,non_common_stock_security_code,67
2016-06-06,TWSE,zero_or_missing_trade_fields,4
2016-06-06,TPEx,non_common_stock_security_code,3031
2016-06-06,TPEx,zero_or_missing_trade_fields,25
2016-06-07,TWSE,non_common_stock_security_code,67
2016-06-07,TWSE,zero_or_missing_trade_fields,5
2016-06-07,TPEx,non_common_stock_security_code,3039
2016-06-07,TPEx,zero_or_missing_trade_fields,23
2016-06-08,TWSE,non_common_stock_security_code,67
2016-06-08,TWSE,zero_or_missing_trade_fields,4
2016-06-08,TPEx,non_common_stock_security_code,2986
2016-06-08,TPEx,zero_or_missing_trade_fields,20
2016-06-13,TWSE,non_common_stock_security_code,67
2016-06-13,TWSE,zero_or_missing_trade_fields,5
2016-06-13,TPEx,non_common_stock_security_code,2991
2016-06-13,TPEx,zero_or_missing_trade_fields,22
2016-06-14,TWSE,non_common_stock_security_code,67
2016-06-14,TWSE,zero_or_missing_trade_fields,5
2016-06-14,TPEx,non_common_stock_security_code,2985
2016-06-14,TPEx,zero_or_missing_trade_fields,20
2016-06-15,TWSE,non_common_stock_security_code,69
2016-06-15,TPEx,non_common_stock_security_code,3001
2016-06-15,TPEx,zero_or_missing_trade_fields,22
2016-06-16,TWSE,non_common_stock_security_code,69
2016-06-16,TWSE,zero_or_missing_trade_fields,5
2016-06-16,TPEx,non_common_stock_security_code,3004
2016-06-16,TPEx,zero_or_missing_trade_fields,23
2016-06-17,TWSE,non_common_stock_security_code,70
2016-06-17,TWSE,zero_or_missing_trade_fields,4
2016-06-17,TPEx,non_common_stock_security_code,2994
2016-06-17,TPEx,zero_or_missing_trade_fields,18
2016-06-20,TWSE,non_common_stock_security_code,70
2016-06-20,TWSE,zero_or_missing_trade_fields,2
2016-06-20,TPEx,non_common_stock_security_code,2988
2016-06-20,TPEx,zero_or_missing_trade_fields,29
2016-06-21,TWSE,non_common_stock_security_code,70
2016-06-21,TWSE,zero_or_missing_trade_fields,2
2016-06-21,TPEx,non_common_stock_security_code,2977
2016-06-21,TPEx,zero_or_missing_trade_fields,23
2016-06-22,TWSE,non_common_stock_security_code,70
2016-06-22,TWSE,zero_or_missing_trade_fields,2
2016-06-22,TPEx,non_common_stock_security_code,2963
2016-06-22,TPEx,zero_or_missing_trade_fields,18
2016-06-23,TWSE,non_common_stock_security_code,70
2016-06-23,TWSE,zero_or_missing_trade_fields,4
2016-06-23,TPEx,non_common_stock_security_code,2965
2016-06-23,TPEx,zero_or_missing_trade_fields,26
2016-06-24,TWSE,non_common_stock_security_code,70
2016-06-24,TWSE,zero_or_missing_trade_fields,5
2016-06-24,TPEx,non_common_stock_security_code,2971
2016-06-24,TPEx,zero_or_missing_trade_fields,20
2016-06-27,TWSE,non_common_stock_security_code,70
2016-06-27,TWSE,zero_or_missing_trade_fields,6
2016-06-27,TPEx,non_common_stock_security_code,2984
2016-06-27,TPEx,zero_or_missing_trade_fields,28
2016-06-28,TWSE,non_common_stock_security_code,70
2016-06-28,TWSE,zero_or_missing_trade_fields,5
2016-06-28,TPEx,non_common_stock_security_code,2983
2016-06-28,TPEx,zero_or_missing_trade_fields,26
2016-06-29,TWSE,non_common_stock_security_code,70
2016-06-29,TWSE,zero_or_missing_trade_fields,4
2016-06-29,TPEx,non_common_stock_security_code,2980
2016-06-29,TPEx,zero_or_missing_trade_fields,17
2016-06-30,TWSE,non_common_stock_security_code,70
2016-06-30,TWSE,zero_or_missing_trade_fields,2
2016-06-30,TPEx,non_common_stock_security_code,2993
2016-06-30,TPEx,zero_or_missing_trade_fields,19
2016-07-01,TWSE,non_common_stock_security_code,70
2016-07-01,TWSE,zero_or_missing_trade_fields,2
2016-07-01,TPEx,non_common_stock_security_code,2981
2016-07-01,TPEx,zero_or_missing_trade_fields,21
2016-07-04,TWSE,non_common_stock_security_code,70
2016-07-04,TWSE,zero_or_missing_trade_fields,3
2016-07-04,TPEx,non_common_stock_security_code,3025
2016-07-04,TPEx,zero_or_missing_trade_fields,14
2016-07-05,TWSE,non_common_stock_security_code,70
2016-07-05,TWSE,zero_or_missing_trade_fields,4
2016-07-05,TPEx,non_common_stock_security_code,3000
2016-07-05,TPEx,zero_or_missing_trade_fields,25
2016-07-06,TWSE,non_common_stock_security_code,70
2016-07-06,TWSE,zero_or_missing_trade_fields,4
2016-07-06,TPEx,non_common_stock_security_code,3018
2016-07-06,TPEx,zero_or_missing_trade_fields,17
2016-07-07,TWSE,non_common_stock_security_code,70
2016-07-07,TWSE,zero_or_missing_trade_fields,4
2016-07-07,TPEx,non_common_stock_security_code,3045
2016-07-07,TPEx,zero_or_missing_trade_fields,15
2016-07-11,TWSE,non_common_stock_security_code,70
2016-07-11,TWSE,zero_or_missing_trade_fields,2
2016-07-11,TPEx,non_common_stock_security_code,3041
2016-07-11,TPEx,zero_or_missing_trade_fields,21
2016-07-12,TWSE,non_common_stock_security_code,70
2016-07-12,TWSE,zero_or_missing_trade_fields,3
2016-07-12,TPEx,non_common_stock_security_code,2998
2016-07-12,TPEx,zero_or_missing_trade_fields,11
2016-07-13,TWSE,non_common_stock_security_code,70
2016-07-13,TWSE,zero_or_missing_trade_fields,2
2016-07-13,TPEx,non_common_stock_security_code,2997
2016-07-13,TPEx,zero_or_missing_trade_fields,16
2016-07-14,TWSE,non_common_stock_security_code,72
2016-07-14,TWSE,zero_or_missing_trade_fields,3
2016-07-14,TPEx,non_common_stock_security_code,3009
2016-07-14,TPEx,zero_or_missing_trade_fields,15
2016-07-15,TWSE,non_common_stock_security_code,72
2016-07-15,TWSE,zero_or_missing_trade_fields,5
2016-07-15,TPEx,non_common_stock_security_code,2980
2016-07-15,TPEx,zero_or_missing_trade_fields,13
2016-07-18,TWSE,non_common_stock_security_code,72
2016-07-18,TWSE,zero_or_missing_trade_fields,4
2016-07-18,TPEx,non_common_stock_security_code,2995
2016-07-18,TPEx,zero_or_missing_trade_fields,16
2016-07-19,TWSE,non_common_stock_security_code,72
2016-07-19,TWSE,zero_or_missing_trade_fields,5
2016-07-19,TPEx,non_common_stock_security_code,3005
2016-07-19,TPEx,zero_or_missing_trade_fields,19
2016-07-20,TWSE,non_common_stock_security_code,72
2016-07-20,TWSE,zero_or_missing_trade_fields,3
2016-07-20,TPEx,non_common_stock_security_code,3012
2016-07-20,TPEx,zero_or_missing_trade_fields,18
2016-07-21,TWSE,non_common_stock_security_code,72
2016-07-21,TWSE,zero_or_missing_trade_fields,4
2016-07-21,TPEx,non_common_stock_security_code,3025
2016-07-21,TPEx,zero_or_missing_trade_fields,16
2016-07-22,TWSE,non_common_stock_security_code,72
2016-07-22,TWSE,zero_or_missing_trade_fields,8
2016-07-22,TPEx,non_common_stock_security_code,2995
2016-07-22,TPEx,zero_or_missing_trade_fields,18
2016-07-25,TWSE,non_common_stock_security_code,72
2016-07-25,TWSE,zero_or_missing_trade_fields,5
2016-07-25,TPEx,non_common_stock_security_code,3029
2016-07-25,TPEx,zero_or_missing_trade_fields,21
2016-07-26,TWSE,non_common_stock_security_code,72
2016-07-26,TWSE,zero_or_missing_trade_fields,4
2016-07-26,TPEx,non_common_stock_security_code,3045
2016-07-26,TPEx,zero_or_missing_trade_fields,19
2016-07-27,TWSE,non_common_stock_security_code,72
2016-07-27,TWSE,zero_or_missing_trade_fields,4
2016-07-27,TPEx,non_common_stock_security_code,3062
2016-07-27,TPEx,zero_or_missing_trade_fields,21
2016-07-28,TWSE,non_common_stock_security_code,72
2016-07-28,TWSE,zero_or_missing_trade_fields,2
2016-07-28,TPEx,non_common_stock_security_code,3066
2016-07-28,TPEx,zero_or_missing_trade_fields,16
2016-07-29,TWSE,non_common_stock_security_code,72
2016-07-29,TWSE,zero_or_missing_trade_fields,1
2016-07-29,TPEx,non_common_stock_security_code,3082
2016-07-29,TPEx,zero_or_missing_trade_fields,24
2016-08-01,TWSE,non_common_stock_security_code,72
2016-08-01,TWSE,zero_or_missing_trade_fields,3
2016-08-01,TPEx,non_common_stock_security_code,3105
2016-08-01,TPEx,zero_or_missing_trade_fields,23
2016-08-02,TWSE,non_common_stock_security_code,72
2016-08-02,TWSE,zero_or_missing_trade_fields,7
2016-08-02,TPEx,non_common_stock_security_code,3114
2016-08-02,TPEx,zero_or_missing_trade_fields,21
2016-08-03,TWSE,non_common_stock_security_code,72
2016-08-03,TWSE,zero_or_missing_trade_fields,5
2016-08-03,TPEx,non_common_stock_security_code,3140
2016-08-03,TPEx,zero_or_missing_trade_fields,15
2016-08-04,TWSE,non_common_stock_security_code,72
2016-08-04,TWSE,zero_or_missing_trade_fields,5
2016-08-04,TPEx,non_common_stock_security_code,3164
2016-08-04,TPEx,zero_or_missing_trade_fields,17
2016-08-05,TWSE,non_common_stock_security_code,74
2016-08-05,TWSE,zero_or_missing_trade_fields,8
2016-08-05,TPEx,non_common_stock_security_code,3171
2016-08-05,TPEx,zero_or_missing_trade_fields,17
2016-08-08,TWSE,non_common_stock_security_code,75
2016-08-08,TWSE,zero_or_missing_trade_fields,5
2016-08-08,TPEx,non_common_stock_security_code,3204
2016-08-08,TPEx,zero_or_missing_trade_fields,12
2016-08-09,TWSE,non_common_stock_security_code,75
2016-08-09,TWSE,zero_or_missing_trade_fields,5
2016-08-09,TPEx,non_common_stock_security_code,3222
2016-08-09,TPEx,zero_or_missing_trade_fields,18
2016-08-10,TWSE,non_common_stock_security_code,75
2016-08-10,TWSE,zero_or_missing_trade_fields,7
2016-08-10,TPEx,non_common_stock_security_code,3243
2016-08-10,TPEx,zero_or_missing_trade_fields,20
2016-08-11,TWSE,non_common_stock_security_code,75
2016-08-11,TWSE,zero_or_missing_trade_fields,3
2016-08-11,TPEx,non_common_stock_security_code,3260
2016-08-11,TPEx,zero_or_missing_trade_fields,21
2016-08-12,TWSE,non_common_stock_security_code,75
2016-08-12,TWSE,zero_or_missing_trade_fields,2
2016-08-12,TPEx,non_common_stock_security_code,3257
2016-08-12,TPEx,zero_or_missing_trade_fields,21
2016-08-15,TWSE,non_common_stock_security_code,75
2016-08-15,TWSE,zero_or_missing_trade_fields,4
2016-08-15,TPEx,non_common_stock_security_code,3286
2016-08-15,TPEx,zero_or_missing_trade_fields,21
2016-08-16,TWSE,non_common_stock_security_code,75
2016-08-16,TWSE,zero_or_missing_trade_fields,8
2016-08-16,TPEx,non_common_stock_security_code,3308
2016-08-16,TPEx,zero_or_missing_trade_fields,17
2016-08-17,TWSE,non_common_stock_security_code,75
2016-08-17,TWSE,zero_or_missing_trade_fields,1
2016-08-17,TPEx,non_common_stock_security_code,3313
2016-08-17,TPEx,zero_or_missing_trade_fields,21
2016-08-18,TWSE,non_common_stock_security_code,75
2016-08-18,TWSE,zero_or_missing_trade_fields,6
2016-08-18,TPEx,non_common_stock_security_code,3270
2016-08-18,TPEx,zero_or_missing_trade_fields,15
2016-08-19,TWSE,non_common_stock_security_code,75
2016-08-19,TWSE,zero_or_missing_trade_fields,4
2016-08-19,TPEx,non_common_stock_security_code,3225
2016-08-19,TPEx,zero_or_missing_trade_fields,19
2016-08-22,TWSE,non_common_stock_security_code,75
2016-08-22,TPEx,non_common_stock_security_code,3222
2016-08-22,TPEx,zero_or_missing_trade_fields,20
2016-08-23,TWSE,non_common_stock_security_code,75
2016-08-23,TWSE,zero_or_missing_trade_fields,10
2016-08-23,TPEx,non_common_stock_security_code,3217
2016-08-23,TPEx,zero_or_missing_trade_fields,22
2016-08-24,TWSE,non_common_stock_security_code,75
2016-08-24,TWSE,zero_or_missing_trade_fields,6
2016-08-24,TPEx,non_common_stock_security_code,3205
2016-08-24,TPEx,zero_or_missing_trade_fields,20
2016-08-25,TWSE,non_common_stock_security_code,75
2016-08-25,TWSE,zero_or_missing_trade_fields,5
2016-08-25,TPEx,non_common_stock_security_code,3209
2016-08-25,TPEx,zero_or_missing_trade_fields,15
2016-08-26,TWSE,non_common_stock_security_code,76
2016-08-26,TWSE,zero_or_missing_trade_fields,3
2016-08-26,TPEx,non_common_stock_security_code,3225
2016-08-26,TPEx,zero_or_missing_trade_fields,19
2016-08-29,TWSE,non_common_stock_security_code,76
2016-08-29,TWSE,zero_or_missing_trade_fields,4
2016-08-29,TPEx,non_common_stock_security_code,3257
2016-08-29,TPEx,zero_or_missing_trade_fields,21
2016-08-30,TWSE,non_common_stock_security_code,76
2016-08-30,TWSE,zero_or_missing_trade_fields,6
2016-08-30,TPEx,non_common_stock_security_code,3253
2016-08-30,TPEx,zero_or_missing_trade_fields,21
2016-08-31,TWSE,non_common_stock_security_code,76
2016-08-31,TWSE,zero_or_missing_trade_fields,5
2016-08-31,TPEx,non_common_stock_security_code,3256
2016-08-31,TPEx,zero_or_missing_trade_fields,18
2016-09-01,TWSE,non_common_stock_security_code,76
2016-09-01,TWSE,zero_or_missing_trade_fields,8
2016-09-01,TPEx,non_common_stock_security_code,3325
2016-09-01,TPEx,zero_or_missing_trade_fields,19
2016-09-02,TWSE,non_common_stock_security_code,76
2016-09-02,TWSE,zero_or_missing_trade_fields,5
2016-09-02,TPEx,non_common_stock_security_code,3337
2016-09-02,TPEx,zero_or_missing_trade_fields,20
2016-09-05,TWSE,non_common_stock_security_code,76
2016-09-05,TWSE,zero_or_missing_trade_fields,9
2016-09-05,TPEx,non_common_stock_security_code,3339
2016-09-05,TPEx,zero_or_missing_trade_fields,20
2016-09-06,TWSE,non_common_stock_security_code,76
2016-09-06,TWSE,zero_or_missing_trade_fields,1
2016-09-06,TPEx,non_common_stock_security_code,3334
2016-09-06,TPEx,zero_or_missing_trade_fields,25
2016-09-07,TWSE,non_common_stock_security_code,76
2016-09-07,TWSE,zero_or_missing_trade_fields,3
2016-09-07,TPEx,non_common_stock_security_code,3328
2016-09-07,TPEx,zero_or_missing_trade_fields,14
2016-09-08,TWSE,non_common_stock_security_code,76
2016-09-08,TWSE,zero_or_missing_trade_fields,7
2016-09-08,TPEx,non_common_stock_security_code,3332
2016-09-08,TPEx,zero_or_missing_trade_fields,11
2016-09-09,TWSE,non_common_stock_security_code,76
2016-09-09,TWSE,zero_or_missing_trade_fields,7
2016-09-09,TPEx,non_common_stock_security_code,3325
2016-09-09,TPEx,zero_or_missing_trade_fields,22
2016-09-12,TWSE,non_common_stock_security_code,76
2016-09-12,TWSE,zero_or_missing_trade_fields,1
2016-09-12,TPEx,non_common_stock_security_code,3289
2016-09-12,TPEx,zero_or_missing_trade_fields,17
2016-09-13,TWSE,non_common_stock_security_code,76
2016-09-13,TWSE,zero_or_missing_trade_fields,5
2016-09-13,TPEx,non_common_stock_security_code,3277
2016-09-13,TPEx,zero_or_missing_trade_fields,19
2016-09-14,TPEx,non_common_stock_security_code,3220
2016-09-14,TPEx,zero_or_missing_trade_fields,23
2016-09-19,TWSE,non_common_stock_security_code,76
2016-09-19,TWSE,zero_or_missing_trade_fields,7
2016-09-19,TPEx,non_common_stock_security_code,3225
2016-09-19,TPEx,zero_or_missing_trade_fields,23
2016-09-20,TWSE,non_common_stock_security_code,76
2016-09-20,TWSE,zero_or_missing_trade_fields,10
2016-09-20,TPEx,non_common_stock_security_code,3223
2016-09-20,TPEx,zero_or_missing_trade_fields,20
2016-09-21,TWSE,non_common_stock_security_code,76
2016-09-21,TWSE,zero_or_missing_trade_fields,2
2016-09-21,TPEx,non_common_stock_security_code,3231
2016-09-21,TPEx,zero_or_missing_trade_fields,21
2016-09-22,TWSE,non_common_stock_security_code,76
2016-09-22,TWSE,zero_or_missing_trade_fields,5
2016-09-22,TPEx,non_common_stock_security_code,3237
2016-09-22,TPEx,zero_or_missing_trade_fields,20
2016-09-23,TWSE,non_common_stock_security_code,76
2016-09-23,TWSE,zero_or_missing_trade_fields,6
2016-09-23,TPEx,non_common_stock_security_code,3308
2016-09-23,TPEx,zero_or_missing_trade_fields,19
2016-09-26,TWSE,non_common_stock_security_code,76
2016-09-26,TWSE,zero_or_missing_trade_fields,9
2016-09-26,TPEx,non_common_stock_security_code,3314
2016-09-26,TPEx,zero_or_missing_trade_fields,19
2016-09-29,TWSE,non_common_stock_security_code,76
2016-09-29,TWSE,zero_or_missing_trade_fields,8
2016-09-29,TPEx,non_common_stock_security_code,3353
2016-09-29,TPEx,zero_or_missing_trade_fields,17
2016-09-30,TWSE,non_common_stock_security_code,76
2016-09-30,TWSE,zero_or_missing_trade_fields,2
2016-09-30,TPEx,non_common_stock_security_code,3291
2016-09-30,TPEx,zero_or_missing_trade_fields,20
2016-10-03,TWSE,non_common_stock_security_code,76
2016-10-03,TWSE,zero_or_missing_trade_fields,7
2016-10-03,TPEx,non_common_stock_security_code,3320
2016-10-03,TPEx,zero_or_missing_trade_fields,20
2016-10-04,TWSE,non_common_stock_security_code,76
2016-10-04,TWSE,zero_or_missing_trade_fields,7
2016-10-04,TPEx,non_common_stock_security_code,3328
2016-10-04,TPEx,zero_or_missing_trade_fields,18
2016-10-05,TWSE,non_common_stock_security_code,78
2016-10-05,TWSE,zero_or_missing_trade_fields,5
2016-10-05,TPEx,non_common_stock_security_code,3325
2016-10-05,TPEx,zero_or_missing_trade_fields,19
2016-10-06,TWSE,non_common_stock_security_code,78
2016-10-06,TWSE,zero_or_missing_trade_fields,7
2016-10-06,TPEx,non_common_stock_security_code,3350
2016-10-06,TPEx,zero_or_missing_trade_fields,17
2016-10-07,TWSE,non_common_stock_security_code,82
2016-10-07,TWSE,zero_or_missing_trade_fields,5
2016-10-07,TPEx,non_common_stock_security_code,3332
2016-10-07,TPEx,zero_or_missing_trade_fields,24
2016-10-11,TWSE,non_common_stock_security_code,82
2016-10-11,TWSE,zero_or_missing_trade_fields,5
2016-10-11,TPEx,non_common_stock_security_code,3359
2016-10-11,TPEx,zero_or_missing_trade_fields,17
2016-10-12,TWSE,non_common_stock_security_code,82
2016-10-12,TWSE,zero_or_missing_trade_fields,7
2016-10-12,TPEx,non_common_stock_security_code,3351
2016-10-12,TPEx,zero_or_missing_trade_fields,20
2016-10-13,TWSE,non_common_stock_security_code,82
2016-10-13,TWSE,zero_or_missing_trade_fields,5
2016-10-13,TPEx,non_common_stock_security_code,3360
2016-10-13,TPEx,zero_or_missing_trade_fields,27
2016-10-14,TWSE,non_common_stock_security_code,82
2016-10-14,TWSE,zero_or_missing_trade_fields,5
2016-10-14,TPEx,non_common_stock_security_code,3355
2016-10-14,TPEx,zero_or_missing_trade_fields,21
2016-10-17,TWSE,non_common_stock_security_code,84
2016-10-17,TWSE,zero_or_missing_trade_fields,4
2016-10-17,TPEx,non_common_stock_security_code,3373
2016-10-17,TPEx,zero_or_missing_trade_fields,33
2016-10-18,TWSE,non_common_stock_security_code,84
2016-10-18,TWSE,zero_or_missing_trade_fields,9
2016-10-18,TPEx,non_common_stock_security_code,3387
2016-10-18,TPEx,zero_or_missing_trade_fields,18
2016-10-19,TWSE,non_common_stock_security_code,84
2016-10-19,TWSE,zero_or_missing_trade_fields,6
2016-10-19,TPEx,non_common_stock_security_code,3386
2016-10-19,TPEx,zero_or_missing_trade_fields,15
2016-10-20,TWSE,non_common_stock_security_code,84
2016-10-20,TWSE,zero_or_missing_trade_fields,1
2016-10-20,TPEx,non_common_stock_security_code,3380
2016-10-20,TPEx,zero_or_missing_trade_fields,18
2016-10-21,TWSE,non_common_stock_security_code,84
2016-10-21,TWSE,zero_or_missing_trade_fields,1
2016-10-21,TPEx,non_common_stock_security_code,3367
2016-10-21,TPEx,zero_or_missing_trade_fields,18
2016-10-24,TWSE,non_common_stock_security_code,84
2016-10-24,TWSE,zero_or_missing_trade_fields,5
2016-10-24,TPEx,non_common_stock_security_code,3387
2016-10-24,TPEx,zero_or_missing_trade_fields,30
2016-10-25,TWSE,non_common_stock_security_code,84
2016-10-25,TWSE,zero_or_missing_trade_fields,9
2016-10-25,TPEx,non_common_stock_security_code,3380
2016-10-25,TPEx,zero_or_missing_trade_fields,23
2016-10-26,TWSE,non_common_stock_security_code,84
2016-10-26,TWSE,zero_or_missing_trade_fields,6
2016-10-26,TPEx,non_common_stock_security_code,3375
2016-10-26,TPEx,zero_or_missing_trade_fields,19
2016-10-27,TWSE,non_common_stock_security_code,84
2016-10-27,TWSE,zero_or_missing_trade_fields,7
2016-10-27,TPEx,non_common_stock_security_code,3377
2016-10-27,TPEx,zero_or_missing_trade_fields,29
2016-10-28,TWSE,non_common_stock_security_code,84
2016-10-28,TWSE,zero_or_missing_trade_fields,8
2016-10-28,TPEx,non_common_stock_security_code,3384
2016-10-28,TPEx,zero_or_missing_trade_fields,25
2016-10-31,TWSE,non_common_stock_security_code,84
2016-10-31,TWSE,zero_or_missing_trade_fields,9
2016-10-31,TPEx,non_common_stock_security_code,3409
2016-10-31,TPEx,zero_or_missing_trade_fields,34
2016-11-01,TWSE,non_common_stock_security_code,84
2016-11-01,TWSE,zero_or_missing_trade_fields,12
2016-11-01,TPEx,non_common_stock_security_code,3420
2016-11-01,TPEx,zero_or_missing_trade_fields,24
2016-11-02,TWSE,non_common_stock_security_code,84
2016-11-02,TWSE,zero_or_missing_trade_fields,11
2016-11-02,TPEx,non_common_stock_security_code,3408
2016-11-02,TPEx,zero_or_missing_trade_fields,26
2016-11-03,TWSE,non_common_stock_security_code,84
2016-11-03,TWSE,zero_or_missing_trade_fields,8
2016-11-03,TPEx,non_common_stock_security_code,3396
2016-11-03,TPEx,zero_or_missing_trade_fields,23
2016-11-04,TWSE,non_common_stock_security_code,84
2016-11-04,TWSE,zero_or_missing_trade_fields,11
2016-11-04,TPEx,non_common_stock_security_code,3389
2016-11-04,TPEx,zero_or_missing_trade_fields,31
2016-11-07,TWSE,non_common_stock_security_code,84
2016-11-07,TWSE,zero_or_missing_trade_fields,10
2016-11-07,TPEx,non_common_stock_security_code,3391
2016-11-07,TPEx,zero_or_missing_trade_fields,19
2016-11-08,TWSE,non_common_stock_security_code,84
2016-11-08,TWSE,zero_or_missing_trade_fields,7
2016-11-08,TPEx,non_common_stock_security_code,3393
2016-11-08,TPEx,zero_or_missing_trade_fields,21
2016-11-09,TWSE,non_common_stock_security_code,84
2016-11-09,TWSE,zero_or_missing_trade_fields,4
2016-11-09,TPEx,non_common_stock_security_code,3392
2016-11-09,TPEx,zero_or_missing_trade_fields,17
2016-11-10,TWSE,non_common_stock_security_code,84
2016-11-10,TWSE,zero_or_missing_trade_fields,6
2016-11-10,TPEx,non_common_stock_security_code,3387
2016-11-10,TPEx,zero_or_missing_trade_fields,20
2016-11-11,TWSE,non_common_stock_security_code,84
2016-11-11,TWSE,zero_or_missing_trade_fields,9
2016-11-11,TPEx,non_common_stock_security_code,3381
2016-11-11,TPEx,zero_or_missing_trade_fields,29
2016-11-14,TWSE,non_common_stock_security_code,84
2016-11-14,TWSE,zero_or_missing_trade_fields,11
2016-11-14,TPEx,non_common_stock_security_code,3338
2016-11-14,TPEx,zero_or_missing_trade_fields,25
2016-11-15,TWSE,non_common_stock_security_code,84
2016-11-15,TWSE,zero_or_missing_trade_fields,2
2016-11-15,TPEx,non_common_stock_security_code,3352
2016-11-15,TPEx,zero_or_missing_trade_fields,29
2016-11-16,TWSE,non_common_stock_security_code,84
2016-11-16,TWSE,zero_or_missing_trade_fields,5
2016-11-16,TPEx,non_common_stock_security_code,3342
2016-11-16,TPEx,zero_or_missing_trade_fields,27
2016-11-17,TWSE,non_common_stock_security_code,84
2016-11-17,TWSE,zero_or_missing_trade_fields,6
2016-11-17,TPEx,non_common_stock_security_code,3320
2016-11-17,TPEx,zero_or_missing_trade_fields,24
2016-11-18,TWSE,non_common_stock_security_code,84
2016-11-18,TWSE,zero_or_missing_trade_fields,3
2016-11-18,TPEx,non_common_stock_security_code,3299
2016-11-18,TPEx,zero_or_missing_trade_fields,22
2016-11-21,TWSE,non_common_stock_security_code,84
2016-11-21,TWSE,zero_or_missing_trade_fields,6
2016-11-21,TPEx,non_common_stock_security_code,3297
2016-11-21,TPEx,zero_or_missing_trade_fields,28
2016-11-22,TWSE,non_common_stock_security_code,84
2016-11-22,TWSE,zero_or_missing_trade_fields,9
2016-11-22,TPEx,non_common_stock_security_code,3308
2016-11-22,TPEx,zero_or_missing_trade_fields,19
2016-11-23,TWSE,non_common_stock_security_code,84
2016-11-23,TWSE,zero_or_missing_trade_fields,6
2016-11-23,TPEx,non_common_stock_security_code,3317
2016-11-23,TPEx,zero_or_missing_trade_fields,22
2016-11-24,TWSE,non_common_stock_security_code,84
2016-11-24,TWSE,zero_or_missing_trade_fields,7
2016-11-24,TPEx,non_common_stock_security_code,3308
2016-11-24,TPEx,zero_or_missing_trade_fields,20
2016-11-25,TWSE,non_common_stock_security_code,84
2016-11-25,TWSE,zero_or_missing_trade_fields,8
2016-11-25,TPEx,non_common_stock_security_code,3292
2016-11-25,TPEx,zero_or_missing_trade_fields,19
2016-11-28,TWSE,non_common_stock_security_code,84
2016-11-28,TWSE,zero_or_missing_trade_fields,1
2016-11-28,TPEx,non_common_stock_security_code,3290
2016-11-28,TPEx,zero_or_missing_trade_fields,20
2016-11-29,TWSE,non_common_stock_security_code,83
2016-11-29,TWSE,zero_or_missing_trade_fields,10
2016-11-29,TPEx,non_common_stock_security_code,3284
2016-11-29,TPEx,zero_or_missing_trade_fields,26
2016-11-30,TWSE,non_common_stock_security_code,83
2016-11-30,TWSE,zero_or_missing_trade_fields,5
2016-11-30,TPEx,non_common_stock_security_code,3284
2016-11-30,TPEx,zero_or_missing_trade_fields,14
2016-12-01,TWSE,non_common_stock_security_code,83
2016-12-01,TWSE,zero_or_missing_trade_fields,7
2016-12-01,TPEx,non_common_stock_security_code,3276
2016-12-01,TPEx,zero_or_missing_trade_fields,23
2016-12-02,TWSE,non_common_stock_security_code,83
2016-12-02,TWSE,zero_or_missing_trade_fields,11
2016-12-02,TPEx,non_common_stock_security_code,3248
2016-12-02,TPEx,zero_or_missing_trade_fields,26
2016-12-05,TWSE,non_common_stock_security_code,83
2016-12-05,TWSE,zero_or_missing_trade_fields,8
2016-12-05,TPEx,non_common_stock_security_code,3247
2016-12-05,TPEx,zero_or_missing_trade_fields,27
2016-12-06,TWSE,non_common_stock_security_code,83
2016-12-06,TWSE,zero_or_missing_trade_fields,5
2016-12-06,TPEx,non_common_stock_security_code,3253
