timestamp,step,status,detail
2026-07-03T12:20:58+08:00,progress,running,attempted_this_run=3850; latest=TWSE 2023-06-28; status=rows_found
2026-07-03T12:21:56+08:00,progress,running,attempted_this_run=3900; latest=TWSE 2023-08-02; status=rows_found
2026-07-03T12:22:51+08:00,progress,running,attempted_this_run=3950; latest=TWSE 2023-09-06; status=rows_found
2026-07-03T12:23:44+08:00,progress,running,attempted_this_run=4000; latest=TWSE 2023-10-11; status=rows_found
2026-07-03T12:25:58+08:00,progress,running,attempted_this_run=4050; latest=TWSE 2023-11-15; status=rows_found
2026-07-03T12:27:01+08:00,progress,running,attempted_this_run=4100; latest=TWSE 2023-12-20; status=rows_found
2026-07-03T12:27:52+08:00,progress,running,attempted_this_run=4150; latest=TWSE 2024-01-24; status=rows_found
2026-07-03T12:28:39+08:00,progress,running,attempted_this_run=4200; latest=TWSE 2024-02-28; status=market_holiday_or_no_trading
2026-07-03T12:29:48+08:00,progress,running,attempted_this_run=4250; latest=TWSE 2024-04-03; status=rows_found
2026-07-03T12:31:03+08:00,progress,running,attempted_this_run=4300; latest=TWSE 2024-05-08; status=rows_found
2026-07-03T12:32:02+08:00,progress,running,attempted_this_run=4350; latest=TWSE 2024-06-12; status=rows_found
2026-07-03T12:33:03+08:00,progress,running,attempted_this_run=4400; latest=TWSE 2024-07-17; status=rows_found
2026-07-03T12:33:57+08:00,progress,running,attempted_this_run=4450; latest=TWSE 2024-08-21; status=rows_found
2026-07-03T12:34:53+08:00,progress,running,attempted_this_run=4500; latest=TWSE 2024-09-25; status=rows_found
2026-07-03T12:35:46+08:00,progress,running,attempted_this_run=4550; latest=TWSE 2024-10-30; status=rows_found
2026-07-03T12:36:38+08:00,progress,running,attempted_this_run=4600; latest=TWSE 2024-12-04; status=rows_found
2026-07-03T12:37:45+08:00,progress,running,attempted_this_run=4650; latest=TWSE 2025-01-08; status=rows_found
2026-07-03T12:38:33+08:00,progress,running,attempted_this_run=4700; latest=TWSE 2025-02-12; status=rows_found
2026-07-03T12:39:23+08:00,progress,running,attempted_this_run=4750; latest=TWSE 2025-03-19; status=rows_found
2026-07-03T12:40:17+08:00,progress,running,attempted_this_run=4800; latest=TWSE 2025-04-23; status=rows_found
2026-07-03T12:42:08+08:00,progress,running,attempted_this_run=4850; latest=TWSE 2025-05-28; status=rows_found
2026-07-03T12:43:05+08:00,progress,running,attempted_this_run=4900; latest=TWSE 2025-07-02; status=rows_found
2026-07-03T12:43:55+08:00,progress,running,attempted_this_run=4950; latest=TWSE 2025-08-06; status=rows_found
2026-07-03T12:44:42+08:00,progress,running,attempted_this_run=5000; latest=TWSE 2025-09-10; status=rows_found
2026-07-03T12:45:27+08:00,progress,running,attempted_this_run=5050; latest=TWSE 2025-10-15; status=rows_found
2026-07-03T12:46:23+08:00,progress,running,attempted_this_run=5100; latest=TWSE 2025-11-19; status=rows_found
2026-07-03T12:47:15+08:00,progress,running,attempted_this_run=5150; latest=TWSE 2025-12-24; status=rows_found
2026-07-03T12:48:01+08:00,progress,running,attempted_this_run=5200; latest=TWSE 2026-01-28; status=rows_found
2026-07-03T12:48:42+08:00,progress,running,attempted_this_run=5250; latest=TWSE 2026-03-04; status=rows_found
2026-07-03T12:49:28+08:00,progress,running,attempted_this_run=5300; latest=TWSE 2026-04-08; status=rows_found
2026-07-03T12:50:22+08:00,progress,running,attempted_this_run=5350; latest=TWSE 2026-05-13; status=rows_found
2026-07-03T12:51:25+08:00,progress,running,attempted_this_run=5400; latest=TWSE 2026-06-17; status=rows_found
2026-07-03T12:51:47+08:00,network_sweep,completed,attempted_this_run=5423
