timestamp,step,status,detail
2026-07-03T11:09:10+08:00,start,running,run_id=20260703T110910+0800; start=2015-01-01; end=2015-01-07; target_pairs=10; already_done=0; max_attempts=0
2026-07-03T11:09:18+08:00,network_sweep,completed,attempted_this_run=10
2026-07-03T11:09:34+08:00,start,running,run_id=20260703T110933+0800; start=2015-01-01; end=2026-07-02; target_pairs=6002; already_done=10; max_attempts=0
2026-07-03T11:10:14+08:00,progress,running,attempted_this_run=50; latest=TPEx 2015-02-11; status=rows_found
2026-07-03T11:10:44+08:00,progress,running,attempted_this_run=100; latest=TPEx 2015-03-18; status=rows_found
2026-07-03T11:10:57+08:00,progress,running,attempted_this_run=150; latest=TPEx 2015-04-22; status=rows_found
2026-07-03T11:11:07+08:00,progress,running,attempted_this_run=200; latest=TPEx 2015-05-27; status=rows_found
2026-07-03T11:11:21+08:00,progress,running,attempted_this_run=250; latest=TPEx 2015-07-01; status=rows_found
2026-07-03T11:11:51+08:00,progress,running,attempted_this_run=300; latest=TPEx 2015-08-05; status=rows_found
2026-07-03T11:12:26+08:00,progress,running,attempted_this_run=350; latest=TPEx 2015-09-09; status=rows_found
2026-07-03T11:12:50+08:00,progress,running,attempted_this_run=400; latest=TPEx 2015-10-14; status=rows_found
2026-07-03T11:13:05+08:00,progress,running,attempted_this_run=450; latest=TPEx 2015-11-18; status=rows_found
2026-07-03T11:13:20+08:00,progress,running,attempted_this_run=500; latest=TPEx 2015-12-23; status=rows_found
2026-07-03T11:13:30+08:00,progress,running,attempted_this_run=550; latest=TPEx 2016-01-27; status=rows_found
2026-07-03T11:13:39+08:00,progress,running,attempted_this_run=600; latest=TPEx 2016-03-02; status=rows_found
2026-07-03T11:13:55+08:00,progress,running,attempted_this_run=650; latest=TPEx 2016-04-06; status=rows_found
2026-07-03T11:14:10+08:00,progress,running,attempted_this_run=700; latest=TPEx 2016-05-11; status=rows_found
2026-07-03T11:16:08+08:00,start,running,run_id=20260703T111608+0800; start=2015-01-01; end=2026-07-02; target_pairs=6002; already_done=579; max_attempts=0; retry_wait_seconds=10.0
2026-07-03T11:16:52+08:00,progress,running,attempted_this_run=50; latest=TWSE 2015-12-28; status=rows_found
2026-07-03T11:18:03+08:00,progress,running,attempted_this_run=100; latest=TWSE 2016-03-07; status=rows_found
2026-07-03T11:19:52+08:00,progress,running,attempted_this_run=150; latest=TWSE 2016-05-16; status=rows_found
2026-07-03T11:20:39+08:00,progress,running,attempted_this_run=200; latest=TWSE 2016-06-29; status=rows_found
2026-07-03T11:21:16+08:00,progress,running,attempted_this_run=250; latest=TWSE 2016-08-03; status=rows_found
2026-07-03T11:21:54+08:00,progress,running,attempted_this_run=300; latest=TWSE 2016-09-07; status=rows_found
2026-07-03T11:22:31+08:00,progress,running,attempted_this_run=350; latest=TWSE 2016-10-12; status=rows_found
2026-07-03T11:23:20+08:00,progress,running,attempted_this_run=400; latest=TWSE 2016-11-16; status=rows_found
2026-07-03T11:24:01+08:00,progress,running,attempted_this_run=450; latest=TWSE 2016-12-21; status=rows_found
2026-07-03T11:24:47+08:00,progress,running,attempted_this_run=500; latest=TWSE 2017-01-25; status=market_holiday_or_no_trading
2026-07-03T11:25:23+08:00,progress,running,attempted_this_run=550; latest=TWSE 2017-03-01; status=rows_found
2026-07-03T11:26:20+08:00,progress,running,attempted_this_run=600; latest=TWSE 2017-04-05; status=rows_found
2026-07-03T11:27:00+08:00,progress,running,attempted_this_run=650; latest=TWSE 2017-05-10; status=rows_found
2026-07-03T11:27:39+08:00,progress,running,attempted_this_run=700; latest=TWSE 2017-06-14; status=rows_found
2026-07-03T11:28:18+08:00,progress,running,attempted_this_run=750; latest=TWSE 2017-07-19; status=rows_found
2026-07-03T11:29:06+08:00,progress,running,attempted_this_run=800; latest=TWSE 2017-08-23; status=rows_found
2026-07-03T11:29:56+08:00,progress,running,attempted_this_run=850; latest=TWSE 2017-09-27; status=rows_found
2026-07-03T11:30:53+08:00,progress,running,attempted_this_run=900; latest=TWSE 2017-11-01; status=rows_found
2026-07-03T11:31:40+08:00,progress,running,attempted_this_run=950; latest=TWSE 2017-12-06; status=rows_found
2026-07-03T11:32:24+08:00,progress,running,attempted_this_run=1000; latest=TWSE 2018-01-10; status=rows_found
2026-07-03T11:33:10+08:00,progress,running,attempted_this_run=1050; latest=TWSE 2018-02-14; status=market_holiday_or_no_trading
2026-07-03T11:33:58+08:00,progress,running,attempted_this_run=1100; latest=TWSE 2018-03-21; status=rows_found
2026-07-03T11:34:42+08:00,progress,running,attempted_this_run=1150; latest=TWSE 2018-04-25; status=rows_found
2026-07-03T11:35:53+08:00,progress,running,attempted_this_run=1200; latest=TWSE 2018-05-30; status=rows_found
2026-07-03T11:36:39+08:00,progress,running,attempted_this_run=1250; latest=TWSE 2018-07-04; status=rows_found
2026-07-03T11:37:34+08:00,progress,running,attempted_this_run=1300; latest=TWSE 2018-08-08; status=rows_found
2026-07-03T11:38:36+08:00,progress,running,attempted_this_run=1350; latest=TWSE 2018-09-12; status=rows_found
2026-07-03T11:39:47+08:00,progress,running,attempted_this_run=1400; latest=TWSE 2018-10-17; status=rows_found
2026-07-03T11:40:31+08:00,progress,running,attempted_this_run=1450; latest=TWSE 2018-11-21; status=rows_found
2026-07-03T11:41:12+08:00,progress,running,attempted_this_run=1500; latest=TWSE 2018-12-26; status=rows_found
2026-07-03T11:42:21+08:00,progress,running,attempted_this_run=1550; latest=TWSE 2019-01-30; status=rows_found
2026-07-03T11:42:58+08:00,progress,running,attempted_this_run=1600; latest=TWSE 2019-03-06; status=rows_found
2026-07-03T11:43:47+08:00,progress,running,attempted_this_run=1650; latest=TWSE 2019-04-10; status=rows_found
2026-07-03T11:44:49+08:00,progress,running,attempted_this_run=1700; latest=TWSE 2019-05-15; status=rows_found
2026-07-03T11:45:52+08:00,progress,running,attempted_this_run=1750; latest=TWSE 2019-06-19; status=rows_found
2026-07-03T11:46:32+08:00,progress,running,attempted_this_run=1800; latest=TWSE 2019-07-24; status=rows_found
2026-07-03T11:47:20+08:00,progress,running,attempted_this_run=1850; latest=TWSE 2019-08-28; status=rows_found
2026-07-03T11:48:16+08:00,progress,running,attempted_this_run=1900; latest=TWSE 2019-10-02; status=rows_found
2026-07-03T11:49:02+08:00,progress,running,attempted_this_run=1950; latest=TWSE 2019-11-06; status=rows_found
2026-07-03T11:49:57+08:00,progress,running,attempted_this_run=2000; latest=TWSE 2019-12-11; status=rows_found
2026-07-03T11:50:55+08:00,progress,running,attempted_this_run=2050; latest=TWSE 2020-01-15; status=rows_found
2026-07-03T11:51:35+08:00,progress,running,attempted_this_run=2100; latest=TWSE 2020-02-19; status=rows_found
2026-07-03T11:52:27+08:00,progress,running,attempted_this_run=2150; latest=TWSE 2020-03-25; status=rows_found
2026-07-03T11:53:12+08:00,progress,running,attempted_this_run=2200; latest=TWSE 2020-04-29; status=rows_found
2026-07-03T11:53:59+08:00,progress,running,attempted_this_run=2250; latest=TWSE 2020-06-03; status=rows_found
2026-07-03T11:54:45+08:00,progress,running,attempted_this_run=2300; latest=TWSE 2020-07-08; status=rows_found
2026-07-03T11:55:25+08:00,progress,running,attempted_this_run=2350; latest=TWSE 2020-08-12; status=rows_found
2026-07-03T11:56:09+08:00,progress,running,attempted_this_run=2400; latest=TWSE 2020-09-16; status=rows_found
2026-07-03T11:56:51+08:00,progress,running,attempted_this_run=2450; latest=TWSE 2020-10-21; status=rows_found
2026-07-03T11:57:36+08:00,progress,running,attempted_this_run=2500; latest=TWSE 2020-11-25; status=rows_found
2026-07-03T11:58:24+08:00,progress,running,attempted_this_run=2550; latest=TWSE 2020-12-30; status=rows_found
2026-07-03T11:59:27+08:00,progress,running,attempted_this_run=2600; latest=TWSE 2021-02-03; status=rows_found
2026-07-03T12:00:11+08:00,progress,running,attempted_this_run=2650; latest=TWSE 2021-03-10; status=rows_found
2026-07-03T12:01:11+08:00,progress,running,attempted_this_run=2700; latest=TWSE 2021-04-14; status=rows_found
2026-07-03T12:02:04+08:00,progress,running,attempted_this_run=2750; latest=TWSE 2021-05-19; status=rows_found
2026-07-03T12:02:53+08:00,progress,running,attempted_this_run=2800; latest=TWSE 2021-06-23; status=rows_found
2026-07-03T12:03:40+08:00,progress,running,attempted_this_run=2850; latest=TWSE 2021-07-28; status=rows_found
2026-07-03T12:04:32+08:00,progress,running,attempted_this_run=2900; latest=TWSE 2021-09-01; status=rows_found
2026-07-03T12:05:18+08:00,progress,running,attempted_this_run=2950; latest=TWSE 2021-10-06; status=rows_found
2026-07-03T12:06:07+08:00,progress,running,attempted_this_run=3000; latest=TWSE 2021-11-10; status=rows_found
2026-07-03T12:07:02+08:00,progress,running,attempted_this_run=3050; latest=TWSE 2021-12-15; status=rows_found
2026-07-03T12:07:57+08:00,progress,running,attempted_this_run=3100; latest=TWSE 2022-01-19; status=rows_found
2026-07-03T12:08:41+08:00,progress,running,attempted_this_run=3150; latest=TWSE 2022-02-23; status=rows_found
2026-07-03T12:09:51+08:00,progress,running,attempted_this_run=3200; latest=TWSE 2022-03-30; status=rows_found
2026-07-03T12:10:49+08:00,progress,running,attempted_this_run=3250; latest=TWSE 2022-05-04; status=rows_found
2026-07-03T12:11:41+08:00,progress,running,attempted_this_run=3300; latest=TWSE 2022-06-08; status=rows_found
2026-07-03T12:12:33+08:00,progress,running,attempted_this_run=3350; latest=TWSE 2022-07-13; status=rows_found
2026-07-03T12:13:29+08:00,progress,running,attempted_this_run=3400; latest=TWSE 2022-08-17; status=rows_found
2026-07-03T12:14:21+08:00,progress,running,attempted_this_run=3450; latest=TWSE 2022-09-21; status=rows_found
2026-07-03T12:15:08+08:00,progress,running,attempted_this_run=3500; latest=TWSE 2022-10-26; status=rows_found
2026-07-03T12:16:01+08:00,progress,running,attempted_this_run=3550; latest=TWSE 2022-11-30; status=rows_found
2026-07-03T12:17:02+08:00,progress,running,attempted_this_run=3600; latest=TWSE 2023-01-04; status=rows_found
2026-07-03T12:17:40+08:00,progress,running,attempted_this_run=3650; latest=TWSE 2023-02-08; status=rows_found
2026-07-03T12:18:26+08:00,progress,running,attempted_this_run=3700; latest=TWSE 2023-03-15; status=rows_found
2026-07-03T12:19:16+08:00,progress,running,attempted_this_run=3750; latest=TWSE 2023-04-19; status=rows_found
2026-07-03T12:20:08+08:00,progress,running,attempted_this_run=3800; latest=TWSE 2023-05-24; status=rows_found
