symbol,name,metric_name,metric_value,period,announcement_date,available_date,source_type,source_url,ingested_at
1815,富喬,monthly_revenue,303239000,2023-02,2023-03-10,2023-03-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_2_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,317694000,2023-03,2023-04-10,2023-04-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_3_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,226181000,2023-04,2023-05-10,2023-05-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_4_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,304265000,2023-05,2023-06-12,2023-06-12,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_5_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,243374000,2023-06,2023-07-10,2023-07-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_6_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,248224000,2023-07,2023-08-10,2023-08-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_7_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,243125000,2023-08,2023-09-11,2023-09-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_8_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,286330000,2023-09,2023-10-10,2023-10-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_9_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,268597000,2023-10,2023-11-10,2023-11-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_10_0.html,2026-06-07T11:11:12+00:00
1815,富喬,monthly_revenue,237227000,2023-11,2023-12-11,2023-12-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_112_11_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2410871000,2021-10,2021-11-10,2021-11-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_10_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2262241000,2021-11,2021-12-10,2021-12-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_11_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2022010000,2021-12,2022-01-10,2022-01-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_12_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2401483000,2022-01,2022-02-10,2022-02-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_1_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2453621000,2022-02,2022-03-10,2022-03-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_2_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2711936000,2022-03,2022-04-11,2022-04-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_3_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2742688000,2022-04,2022-05-10,2022-05-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_4_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2745135000,2022-05,2022-06-10,2022-06-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_5_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2751204000,2022-06,2022-07-11,2022-07-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_6_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2781486000,2022-07,2022-08-10,2022-08-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_7_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2627868000,2022-08,2022-09-12,2022-09-12,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_8_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2511383000,2022-09,2022-10-10,2022-10-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_9_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2110428000,2022-10,2022-11-10,2022-11-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_10_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,1802808000,2022-11,2022-12-12,2022-12-12,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_11_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,1680534000,2022-12,2023-01-10,2023-01-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_12_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,1447352000,2023-01,2023-02-10,2023-02-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_1_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2006202000,2023-02,2023-03-10,2023-03-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_2_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2280908000,2023-03,2023-04-10,2023-04-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_3_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2150871000,2023-04,2023-05-10,2023-05-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_4_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2215029000,2023-05,2023-06-12,2023-06-12,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_5_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2217350000,2023-06,2023-07-10,2023-07-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_6_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2246022000,2023-07,2023-08-10,2023-08-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_7_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2150644000,2023-08,2023-09-11,2023-09-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_8_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2161208000,2023-09,2023-10-10,2023-10-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_9_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,2000161000,2023-10,2023-11-10,2023-11-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_10_0.html,2026-06-07T11:11:12+00:00
2049,上銀,monthly_revenue,1912063000,2023-11,2023-12-11,2023-12-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_112_11_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,306490000,2021-10,2021-11-10,2021-11-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_10_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,343661000,2021-11,2021-12-10,2021-12-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_11_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,384275000,2021-12,2022-01-10,2022-01-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_110_12_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,368966000,2022-01,2022-02-10,2022-02-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_1_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,275474000,2022-02,2022-03-10,2022-03-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_2_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,350640000,2022-03,2022-04-11,2022-04-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_3_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,257307000,2022-04,2022-05-10,2022-05-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_4_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,293685000,2022-05,2022-06-10,2022-06-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_5_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,289072000,2022-06,2022-07-11,2022-07-11,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_6_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,294771000,2022-07,2022-08-10,2022-08-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_7_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,309060000,2022-08,2022-09-12,2022-09-12,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_8_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,347472000,2022-09,2022-10-10,2022-10-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_9_0.html,2026-06-07T11:11:12+00:00
2231,為升,monthly_revenue,354380000,2022-10,2022-11-10,2022-11-10,mops_monthly_revenue_static_html_conservative_available_date,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_111_10_0.html,2026-06-07T11:11:12+00:00
