source_url,source_route,response_hash,response_bytes,observed_query_count,observed_row_count,route_error_count,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
https://www.tpex.org.tw/zh-tw/announce/market/ex/cal.html,browser_equivalent_current_calculation_table,243db7a8653f5b656eb3b667703098fe6342ad628ea1801ce7c530851bd1d497,1002,1,10,0,2026-07-10T11:28:39+00:00,0,False,False,False,False,False,False,False,True,False
