ticker,name,market,event_type,event_date,source_date,source_url,source_type,formal_ready,raw_source_id,evidence_fields,notes
8444,F-綠河,TPEx,listing,2015-10-27,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6417,韋僑,TPEx,listing,2015-10-08,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6488,環球晶,TPEx,listing,2015-09-25,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4167,展旺,TPEx,listing,2015-09-08,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3081,聯亞,TPEx,listing,2015-07-22,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6457,紘康,TPEx,listing,2015-06-12,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
8027,鈦昇科技,TPEx,listing,2015-06-09,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
5245,智晶,TPEx,listing,2015-05-25,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6432,今展科,TPEx,listing,2015-05-20,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3492,長盛,TPEx,listing,2015-05-18,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
8437,F-大地,TPEx,listing,2015-05-06,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3672,康聯訊,TPEx,listing,2015-04-20,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
1264,德麥,TPEx,listing,2015-04-09,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3374,精材,TPEx,listing,2015-03-30,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
8431,匯鑽科,TPEx,listing,2015-03-30,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4188,安克,TPEx,listing,2015-03-24,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4174,浩鼎,TPEx,listing,2015-03-23,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4550,長佳,TPEx,listing,2015-03-18,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3122,笙泉,TPEx,listing,2015-01-26,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
2732,六角,TPEx,listing,2015-01-20,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3581,博磊,TPEx,listing,2015-01-20,2015-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2015.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6590,普鴻,TPEx,listing,2018-12-24,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
2070,精湛,TPEx,listing,2018-12-17,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3178,公準精密,TPEx,listing,2018-11-19,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6667,信紘科,TPEx,listing,2018-11-13,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4767,誠泰科技,TPEx,listing,2018-10-29,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6640,均華,TPEx,listing,2018-10-23,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6654,天正國際,TPEx,listing,2018-10-23,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4568,科際精密,TPEx,listing,2018-10-03,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6578,達邦蛋白,TPEx,listing,2018-09-18,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6664,群翊,TPEx,listing,2018-09-12,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
1240,茂生農經,TPEx,listing,2018-08-08,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6612,奈米醫材,TPEx,listing,2018-07-18,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4563,百德,TPEx,listing,2018-07-12,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4744,皇將,TPEx,listing,2018-07-12,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
5223,安力-KY,TPEx,listing,2018-07-02,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6576,逸達,TPEx,listing,2018-06-29,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
4561,健椿,TPEx,listing,2018-06-11,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6561,是方,TPEx,listing,2018-06-05,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3147,大綜電腦,TPEx,listing,2018-05-29,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
5220,萬達光電,TPEx,listing,2018-04-26,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6547,高端疫苗,TPEx,listing,2018-04-17,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
2745,五福旅遊,TPEx,listing,2018-04-16,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
5864,致和證,TPEx,listing,2018-04-02,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6461,益得,TPEx,listing,2018-03-28,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
8440,綠電,TPEx,listing,2018-03-28,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
5299,杰力,TPEx,listing,2018-01-23,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6530,創威,TPEx,listing,2018-01-23,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
1796,金穎生技,TPEx,listing,2018-01-22,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6615,慧智,TPEx,listing,2018-01-22,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6616,特昇-KY,TPEx,listing,2018-01-10,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6596,寬宏藝術,TPEx,listing,2018-01-04,2018-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2018.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6761,穩得,TPEx,listing,2021-11-08,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
2947,振宇五金,TPEx,listing,2021-10-06,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6788,華景電,TPEx,listing,2021-09-29,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6684,安格,TPEx,listing,2021-08-11,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
5236,凌陽創新,TPEx,listing,2021-07-29,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6741,91APP*-KY,TPEx,listing,2021-05-25,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
3357,臺慶科,TPEx,listing,2021-04-27,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6651,全宇昕,TPEx,listing,2021-02-01,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6733,博晟生醫,TPEx,listing,2021-01-28,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6661,威健生技,TPEx,listing,2021-01-27,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6767,台微醫,TPEx,listing,2021-01-25,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6747,亨泰光,TPEx,listing,2021-01-19,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6712,長聖,TPEx,listing,2021-01-08,2021-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2021.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6725,矽科宏晟,TPEx,listing,2025-12-30,2025-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2025.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
6620,漢達,TPEx,listing,2025-12-23,2025-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2025.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
7810,捷創科技,TPEx,listing,2025-12-23,2025-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2025.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
7777,能率亞洲,TPEx,listing,2025-12-22,2025-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2025.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
7805,威聯通,TPEx,listing,2025-12-22,2025-12-31,https://www.tpex.org.tw/www/zh-tw/company/latest,official_historical_api,true,latest_2025.json,"[""索引"", ""股票代號"", ""公司名稱"", ""上櫃日期"", ""每股面額"", ""公司資訊連結"", ""近期上櫃資訊連結""]",TPEx company/latest route returned historical year listing rows via date parameter.
