ticker,date,market,close,source_quality,adjustment_policy,source_url,source_hash,retrieved_at,source_reuse,future_data_violation_count
00631L,2018-11-05,TWSE,32.44,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20181101&stockNo=00631L&response=json,f04cbac042328efa6dc50078fb5ac015b983dbe6494a4a228d3a6035dc4c567f,2026-07-18T07:23:58+00:00,previous_accepted_official_ticker_month_checkpoint,0
00631L,2023-05-15,TWSE,111.85,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230501&stockNo=00631L&response=json,248f6175c97758f5bb81b61622a9f692269e4474065f75ae60843436f0c8d35e,2026-07-18T07:24:19+00:00,previous_accepted_official_ticker_month_checkpoint,0
