phase,ticker,name,market,report_period,sample_policy,source_universe_quality,historical_pit_universe_ready,prior_t164_seed_status,planned_routes,expected_route_budget_per_ticker_period,official_asof_required,after_close_next_trading_day_policy_required,unmatched_or_ambiguous_policy,quarter_end_date_available_at_allowed,query_response_datetime_available_at_allowed,conservative_deadline_proxy_allowed_for_official_route,accepted_for_runner_execution,accepted_for_materialization,accepted_for_experiments,accepted_for_formal,diagnostic_only,not_live_rule,forward_returns_live_rule_usage,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay
phase_1_tpex_stratified_50x2,1240,茂生農經,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,1240,茂生農經,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,1777,生泰,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,1777,生泰,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,2073,雄順,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,2073,雄順,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,2745,五福,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,2745,五福,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3078,僑威,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3078,僑威,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3158,嘉實,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3158,嘉實,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3224,三顧,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3224,三顧,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3287,廣寰科,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3287,廣寰科,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3349,寶德,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3349,寶德,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3455,由田,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3455,由田,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3521,台鋼建設,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3521,台鋼建設,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3567,逸昌,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3567,逸昌,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3632,研勤,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,3632,研勤,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4102,永日,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4102,永日,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4139,馬光-KY,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4139,馬光-KY,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4192,杏國,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4192,杏國,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4502,健信,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4502,健信,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4550,長佳,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4550,長佳,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4726,永昕,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4726,永昕,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4905,台聯電,TPEx,115Q1,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
phase_1_tpex_stratified_50x2,4905,台聯電,TPEx,114Q4,evenly_spaced_from_current_or_carried_tpex_snapshot_candidate,current_or_special_case_snapshot_not_historical_pit,False,new_tpex_proof_candidate,t164sb05;t164sb03;t05st01;t05st01_detail_prefiltered,8.0,True,True,blocked_no_silent_backfill,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
