route_id,period,ticker,market,target_date,year_month,outcome,http_status,schema_ok,response_rows,accepted_exact_rows,source_url,source_hash,response_bytes,retrieved_at,raw_cache_path,cache_reused,route_error,download_authority,future_data_violation_count
6244_TPEx_2023-05,P2,6244,TPEx,2023-05-17,2023-05,accepted_exact_row,200,True,22,1,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6244&date=2023%2F05%2F01&response=json,abc5280b94f84bf10b3d80e616de83a307450e33d5ee703f21939436bb37012b,2353,2026-07-15T07:50:23+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\6244_TPEx_2023-05.json,False,,frontier_exact_leg_only,0
2354_TWSE_2018-01,P1,2354,TWSE,2018-01-11,2018-01,accepted_exact_row,200,True,22,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180101&stockNo=2354&response=json,948b87e388470ac88923f00210cef277f25cbdb0a155f3c3eb1c161763c439b2,2864,2026-07-15T07:50:24+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\2354_TWSE_2018-01.json,False,,frontier_exact_leg_only,0
2471_TWSE_2023-04,P2,2471,TWSE,2023-04-21,2023-04,accepted_exact_row,200,True,17,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230401&stockNo=2471&response=json,b5791490f4d937faf4e2507f05242f21f3183f218d6d822d80dd285a42c61e5f,2431,2026-07-15T07:50:24+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\2471_TWSE_2023-04.json,False,,frontier_exact_leg_only,0
9904_TWSE_2015-08,P1,9904,TWSE,2015-08-12,2015-08,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150801&stockNo=9904&response=json,7c22928bfe54bf8a5f4f002f979450f81e2110cf401fac1a11a4e532f59f7038,2715,2026-07-15T07:50:24+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\9904_TWSE_2015-08.json,False,,frontier_exact_leg_only,0
5871_TWSE_2015-08,P1,5871,TWSE,2015-08-12,2015-08,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150801&stockNo=5871&response=json,3df48d46b0c7ff42fc76b1115e6f5b2bd67ef84aecd548e1a3bb0bc7493e349b,2704,2026-07-15T07:50:24+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\5871_TWSE_2015-08.json,False,,frontier_exact_leg_only,0
6409_TWSE_2015-06,P1,6409,TWSE,2015-06-04,2015-06,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150601&stockNo=6409&response=json,f0d3395c7c251f5ff93166c5f54dd23db8d4e9e15b7de61a38cc2b735a7f774c,2677,2026-07-15T07:50:24+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\6409_TWSE_2015-06.json,False,,frontier_exact_leg_only,0
6409_TWSE_2015-05,P1,6409,TWSE,2015-05-07,2015-05,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150501&stockNo=6409&response=json,3117ff12c2c2d022ae651fb95896c16ef716cc2e88d0330a56af53d6c08ae407,2595,2026-07-15T07:50:24+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\6409_TWSE_2015-05.json,False,,frontier_exact_leg_only,0
4904_TWSE_2016-03,P1,4904,TWSE,2016-03-09,2016-03,accepted_exact_row,200,True,23,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160301&stockNo=4904&response=json,3e723df535ce67bb475ca2d2c7365ab1a4702845ed7cf4b596611ba5fe4d1dc5,2879,2026-07-15T07:50:24+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\4904_TWSE_2016-03.json,False,,frontier_exact_leg_only,0
2884_TWSE_2016-03,P1,2884,TWSE,2016-03-09,2016-03,accepted_exact_row,200,True,23,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160301&stockNo=2884&response=json,90952024d740b94dc41fdaaac808176086dcbe79eaa6672604e4d3e6cc9ad755,2900,2026-07-15T07:50:25+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\2884_TWSE_2016-03.json,False,,frontier_exact_leg_only,0
2383_TWSE_2016-11,P1,2383,TWSE,2016-11-14,2016-11,accepted_exact_row,200,True,22,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=2383&response=json,52c3ad979ac5a5110bc4c64dead4dc1131d8aa778d2cd71483929afd1dae5d3d,2857,2026-07-15T07:50:25+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_003_20260715\raw_audit_samples\2383_TWSE_2016-11.json,False,,frontier_exact_leg_only,0
