ticker,name,market,selected_signal_rows,required_start,required_end_with_exit_buffer,row_count,first_date,last_date,required_trading_date_count,missing_trading_date_count,unadjusted_open_close_path_ready,adjusted_close_available,adjusted_close_path_ready,source_quality,blocked_reason
4953,緯軟,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4961,天鈺,TWSE,0,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4966,譜瑞-KY,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4968,立積,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4971,IET-KY,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4973,廣穎,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4977,眾達-KY,TWSE,3,2024-01-02,2026-06-05,583,2024-01-02,2026-06-05,586,3,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4979,華星光,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
4991,環宇-KY,TPEx,6,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5014,建錩,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5243,乙盛-KY,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5258,虹堡,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5263,智崴,TPEx,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5264,鎧勝-KY,TWSE,0,2024-01-02,2026-06-05,2,2025-08-01,2026-02-20,586,584,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5299,杰力,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5309,系統電,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5315,光聯,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5321,美而快,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5347,世界,TPEx,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5349,先豐,TPEx,0,2024-01-02,2026-06-05,0,,,586,586,false,false,false,blocked_missing_local_price_rows,missing_unadjusted_trading_dates_or_no_rows
5353,台林,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5386,青雲,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5425,台半,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5439,高技,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5443,均豪,TPEx,12,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5469,瀚宇博,TWSE,0,2024-01-02,2026-06-05,577,2024-01-02,2026-06-05,586,9,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5471,松翰,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5474,聰泰,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5483,中美晶,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5498,凱崴,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5608,四維航,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
5904,寶雅,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6111,大宇資,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6117,迎廣,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6121,新普,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6125,廣運,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6126,信音,TPEx,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6138,茂達,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6139,亞翔,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6140,訊達,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6143,振曜,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6147,頎邦,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6148,驊宏資,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6150,撼訊,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6166,凌華,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6173,信昌電,TPEx,6,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6176,瑞儀,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6182,合晶,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6187,萬潤,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6196,帆宣,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6205,詮欣,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6206,飛捷,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6215,和椿,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6217,中探針,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6220,岳豐,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6227,茂綸,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6230,尼得科超眾,TWSE,0,2024-01-02,2026-06-05,583,2024-01-02,2026-06-05,586,3,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6235,華孚,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6237,驊訊,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6238,勝麗,TPEx,0,2024-01-02,2026-06-05,0,,,586,586,false,false,false,blocked_missing_local_price_rows,missing_unadjusted_trading_dates_or_no_rows
6239,力成,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6251,定穎,TWSE,0,2024-01-02,2026-06-05,2,2025-08-01,2026-02-20,586,584,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6266,泰詠,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6271,同欣電,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6274,台燿,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6278,台表科,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6279,胡連,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6291,沛亨,TPEx,2,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6411,晶焱,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6412,群電,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6414,樺漢,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6415,矽力*-KY,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6435,大中,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6438,迅得,TWSE,3,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6441,廣錠,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6442,光聖,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6451,訊芯-KY,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6470,宇智,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6472,保瑞,TPEx,0,2024-01-02,2026-06-05,580,2024-01-02,2026-06-05,586,6,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6488,環球晶,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6508,惠光,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6510,精測,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6515,穎崴,TWSE,3,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6525,捷敏-KY,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6531,愛普*,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6548,長華科,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6552,易華電,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6558,興能高,TWSE,0,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6568,宏觀,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6593,台灣銘板,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6612,奈米醫材,TPEx,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6643,M31,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6666,羅麗芬-KY,TWSE,0,2024-01-02,2026-06-05,581,2024-01-02,2026-06-05,586,5,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6667,信紘科,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6679,鈺太,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6691,洋基工程,TWSE,2,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6698,旭暉應材,TWSE,0,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6719,力智,TWSE,0,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6753,龍德造船,TWSE,3,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6782,視陽,TWSE,0,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6788,華景電,TPEx,6,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6799,來頡,TWSE,0,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6805,富世達,TWSE,6,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6829,千附精密,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6863,永道-KY,TWSE,3,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
6903,巨漢,TPEx,3,2024-01-02,2026-06-05,481,2024-06-12,2026-06-05,586,105,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
7610,聯友金屬-創,TWSE,3,2024-01-02,2026-06-05,177,2025-07-10,2026-06-05,586,409,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
7722,LINEPAY,TWSE,3,2024-01-02,2026-06-05,360,2024-12-05,2026-06-05,586,226,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
7734,印能科技,TPEx,3,2024-01-02,2026-06-05,311,2025-02-26,2026-06-05,586,275,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8016,矽創,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8028,昇陽半導體,TWSE,3,2024-01-02,2026-06-05,582,2024-01-02,2026-06-05,586,4,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8039,台虹,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8044,網家,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8046,南電,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8069,元太,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8076,伍豐,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8088,品安,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8096,擎亞,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8103,瀚荃,TWSE,3,2024-01-02,2026-06-05,577,2024-01-02,2026-06-05,586,9,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8114,振樺電,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8150,南茂,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8182,加高,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8183,精星,TPEx,0,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8210,勤誠,TWSE,3,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8227,巨有科技,TPEx,3,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8249,菱光,TWSE,3,2024-01-02,2026-06-05,577,2024-01-02,2026-06-05,586,9,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8261,富鼎,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8271,宇瞻,TWSE,9,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8299,群聯,TPEx,6,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8341,日友,TWSE,0,2024-01-02,2026-06-05,584,2024-01-02,2026-06-05,586,2,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
8358,金居,TPEx,15,2024-01-02,2026-06-05,585,2024-01-02,2026-06-05,586,1,false,false,false,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,missing_unadjusted_trading_dates_or_no_rows
