signal_date,entry_date,exit_date,ticker,name,variant,timing_variant,entry_price_column_requested,exit_price_column_requested,entry_open_available,entry_close_available,exit_close_available,requested_adjusted_close,adjusted_close_available,unadjusted_requested_timing_prices_available,exact_adjusted_requested_timing_prices_available,blocked_reason,source_quality,adjustment_policy
2024-02-23,2024-02-26,2024-03-05,5443,均豪,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-01,2024-03-01,2024-03-08,1503,士電,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-01,2024-03-04,2024-03-11,1503,士電,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-01,2024-03-04,2024-03-08,1503,士電,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-01,2024-03-04,2024-03-11,1503,士電,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-08,2024-03-08,2024-03-15,3013,晟銘電,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-08,2024-03-11,2024-03-18,3013,晟銘電,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-08,2024-03-11,2024-03-15,3013,晟銘電,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-08,2024-03-11,2024-03-18,3013,晟銘電,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-15,2024-03-15,2024-03-22,5443,均豪,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-15,2024-03-18,2024-03-25,5443,均豪,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-15,2024-03-18,2024-03-22,5443,均豪,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-15,2024-03-18,2024-03-25,5443,均豪,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-22,2024-03-22,2024-03-29,2611,志信,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-22,2024-03-25,2024-04-01,2611,志信,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-22,2024-03-25,2024-03-29,2611,志信,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-22,2024-03-25,2024-04-01,2611,志信,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-29,2024-03-29,2024-04-03,2359,所羅門,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-29,2024-04-01,2024-04-10,2359,所羅門,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-29,2024-04-01,2024-04-03,2359,所羅門,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-03-29,2024-04-01,2024-04-10,2359,所羅門,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-03,2024-04-03,2024-04-12,1608,華榮,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-03,2024-04-08,2024-04-15,1608,華榮,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-03,2024-04-08,2024-04-12,1608,華榮,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-03,2024-04-08,2024-04-15,1608,華榮,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-12,2024-04-12,2024-04-19,4533,協易機,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-12,2024-04-15,2024-04-22,4533,協易機,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-12,2024-04-15,2024-04-19,4533,協易機,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-12,2024-04-15,2024-04-22,4533,協易機,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-19,2024-04-19,2024-04-26,1514,亞力,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-19,2024-04-22,2024-04-29,1514,亞力,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-19,2024-04-22,2024-04-26,1514,亞力,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-19,2024-04-22,2024-04-29,1514,亞力,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-26,2024-04-26,2024-05-03,2101,南港,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-26,2024-04-29,2024-05-07,2101,南港,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-26,2024-04-29,2024-05-03,2101,南港,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-04-26,2024-04-29,2024-05-07,2101,南港,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-03,2024-05-03,2024-05-10,2374,佳能,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-03,2024-05-06,2024-05-13,2374,佳能,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-03,2024-05-06,2024-05-10,2374,佳能,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-03,2024-05-06,2024-05-13,2374,佳能,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-10,2024-05-10,2024-05-17,2609,陽明,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-10,2024-05-13,2024-05-20,2609,陽明,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-10,2024-05-13,2024-05-17,2609,陽明,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-10,2024-05-13,2024-05-20,2609,陽明,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-17,2024-05-17,2024-05-24,6863,永道-KY,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-17,2024-05-20,2024-05-27,6863,永道-KY,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-17,2024-05-20,2024-05-24,6863,永道-KY,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-17,2024-05-20,2024-05-27,6863,永道-KY,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-24,2024-05-24,2024-05-31,6117,迎廣,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-24,2024-05-27,2024-06-03,6117,迎廣,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-24,2024-05-27,2024-05-31,6117,迎廣,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-24,2024-05-27,2024-06-03,6117,迎廣,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-31,2024-05-31,2024-06-07,4543,萬在,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-31,2024-06-03,2024-06-11,4543,萬在,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-31,2024-06-03,2024-06-07,4543,萬在,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_weekly_rebalance_exit,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-05-31,2024-06-03,2024-06-11,4543,萬在,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,open,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
2024-06-07,2024-06-07,2024-06-14,9958,世紀鋼,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,adj_close,adj_close,true,true,true,true,false,true,false,adjusted_close_blocked,official_unadjusted_ohlcv_pit_daily_full_sweep_shard,adjusted_close_blocked_not_fabricated
