ticker,name,market,row_count,missing_trading_date_count,first_missing_date,last_missing_date,blocked_reason
5439,高技,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5443,均豪,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5469,瀚宇博,TWSE,577,9,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
5471,松翰,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
5474,聰泰,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5483,中美晶,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5498,凱崴,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5608,四維航,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
5904,寶雅,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6111,大宇資,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6117,迎廣,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6121,新普,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6125,廣運,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6126,信音,TPEx,584,2,2025-10-23,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6138,茂達,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6139,亞翔,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6140,訊達,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6143,振曜,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6147,頎邦,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6148,驊宏資,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6150,撼訊,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6166,凌華,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6173,信昌電,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6176,瑞儀,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6182,合晶,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6187,萬潤,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6196,帆宣,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6205,詮欣,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6206,飛捷,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6215,和椿,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6217,中探針,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6220,岳豐,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6227,茂綸,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6230,尼得科超眾,TWSE,583,3,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6235,華孚,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6237,驊訊,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6238,勝麗,TPEx,0,586,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
6239,力成,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6251,定穎,TWSE,2,584,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
6266,泰詠,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6271,同欣電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6274,台燿,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6278,台表科,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6279,胡連,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6291,沛亨,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6411,晶焱,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6412,群電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6414,樺漢,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6415,矽力*-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6435,大中,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6438,迅得,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6441,廣錠,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6442,光聖,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6451,訊芯-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6470,宇智,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6472,保瑞,TPEx,580,6,2024-01-16,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6488,環球晶,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6508,惠光,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6510,精測,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6515,穎崴,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6525,捷敏-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6531,愛普*,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6548,長華科,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6552,易華電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
6558,興能高,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6568,宏觀,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6593,台灣銘板,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6612,奈米醫材,TPEx,584,2,2024-04-17,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6643,M31,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6666,羅麗芬-KY,TWSE,581,5,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6667,信紘科,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6679,鈺太,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6691,洋基工程,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6698,旭暉應材,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6719,力智,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6753,龍德造船,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6782,視陽,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6788,華景電,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6799,來頡,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6805,富世達,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6829,千附精密,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6863,永道-KY,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
6903,巨漢,TPEx,481,105,2024-01-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
7610,聯友金屬-創,TWSE,177,409,2024-01-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
7722,LINEPAY,TWSE,360,226,2024-01-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
7734,印能科技,TPEx,311,275,2024-01-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8016,矽創,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8028,昇陽半導體,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8039,台虹,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8044,網家,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8046,南電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8069,元太,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8076,伍豐,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8088,品安,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8096,擎亞,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8103,瀚荃,TWSE,577,9,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8114,振樺電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8150,南茂,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8182,加高,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8183,精星,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8210,勤誠,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8227,巨有科技,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8249,菱光,TWSE,577,9,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8261,富鼎,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8271,宇瞻,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8299,群聯,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8341,日友,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8358,金居,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8433,弘帆,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8436,大江,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8440,綠電,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
8454,富邦媒,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8464,億豐,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8478,東哥遊艇,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
8996,高力,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9103,美德醫療-DR,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9105,泰金寶-DR,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9802,鈺齊-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9919,康那香,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9935,慶豐富,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9938,百和,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9945,潤泰新,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
9951,皇田,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
9958,世紀鋼,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
