date,ticker,name,market,open,high,low,close,volume,turnover_value,source_quality,adjustment_policy,source_url,source_route
2023-08-18,1319,東陽,TWSE,62.5,64.7,61.0,61.4,16551811,1036381243,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=1319&response=json,TWSE_STOCK_DAY
2023-08-07,2377,微星,TWSE,185.0,190.0,184.5,189.0,3864743,726067186,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2377&response=json,TWSE_STOCK_DAY
2023-08-11,2377,微星,TWSE,185.0,185.0,178.5,179.0,5780858,1047205235,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2377&response=json,TWSE_STOCK_DAY
2023-08-14,2377,微星,TWSE,176.5,179.5,175.0,178.0,4876368,862570762,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2377&response=json,TWSE_STOCK_DAY
2023-07-28,2383,台光電,TWSE,409.0,427.5,403.0,418.0,23189159,9712980130,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2383&response=json,TWSE_STOCK_DAY
2023-07-31,2383,台光電,TWSE,428.5,433.5,391.5,414.0,15147056,6308929102,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2383&response=json,TWSE_STOCK_DAY
2023-08-04,2383,台光電,TWSE,396.0,406.0,388.0,400.0,14920256,5943890822,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2383&response=json,TWSE_STOCK_DAY
2023-08-08,2383,台光電,TWSE,440.5,452.0,430.5,440.5,14912520,6570935348,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2383&response=json,TWSE_STOCK_DAY
2023-07-14,2388,威盛,TWSE,125.0,127.0,120.0,127.0,49744896,6241059861,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-07-17,2388,威盛,TWSE,125.5,137.0,119.5,130.0,71939158,9273892381,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-07-21,2388,威盛,TWSE,131.0,148.5,131.0,148.5,10313467,1476944885,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-07-24,2388,威盛,TWSE,150.0,152.5,143.5,151.0,7185050,1066773150,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-11-17,2388,威盛,TWSE,166.0,168.5,154.0,164.0,87222932,14108068135,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-11-20,2388,威盛,TWSE,164.5,166.5,160.5,166.0,29905819,4911532724,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-11-24,2388,威盛,TWSE,163.5,166.0,163.0,165.0,13015331,2143511467,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-11-27,2388,威盛,TWSE,165.5,166.5,157.0,160.0,16246247,2644303075,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2388&response=json,TWSE_STOCK_DAY
2023-09-08,2436,偉詮電,TWSE,73.6,76.2,72.8,75.1,22059553,1649534786,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230901&stockNo=2436&response=json,TWSE_STOCK_DAY
2023-09-11,2436,偉詮電,TWSE,75.8,76.3,73.0,74.2,14712608,1093991877,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230901&stockNo=2436&response=json,TWSE_STOCK_DAY
2023-09-15,2436,偉詮電,TWSE,74.9,75.9,73.2,74.0,8593521,639187862,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230901&stockNo=2436&response=json,TWSE_STOCK_DAY
2023-09-18,2436,偉詮電,TWSE,73.6,76.5,73.3,73.7,9600886,717844213,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230901&stockNo=2436&response=json,TWSE_STOCK_DAY
2023-02-10,2453,凌群,TWSE,35.75,35.75,32.7,34.7,33814317,1177500036,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-02-13,2453,凌群,TWSE,34.45,38.15,34.2,38.15,19937040,729783989,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-02-17,2453,凌群,TWSE,40.8,43.0,40.8,43.0,5401120,226566258,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-02-20,2453,凌群,TWSE,44.2,46.55,43.2,45.0,6041486,271260647,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-02-24,2453,凌群,TWSE,44.7,45.6,44.0,45.4,4650277,209605196,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-03-01,2453,凌群,TWSE,46.1,49.9,46.0,49.9,4717892,227383415,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-03-24,2453,凌群,TWSE,69.9,70.6,67.0,68.6,13649218,933457499,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-03-27,2453,凌群,TWSE,69.5,70.9,67.5,68.8,18280886,1270452786,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-03-31,2453,凌群,TWSE,68.2,68.7,66.5,68.3,9351400,633243425,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-04-06,2453,凌群,TWSE,67.1,68.2,65.2,67.6,8960419,599124011,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-04-07,2453,凌群,TWSE,68.0,69.1,66.5,67.0,9240137,624429051,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-04-10,2453,凌群,TWSE,67.8,68.8,66.9,67.7,4408881,299441656,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-04-14,2453,凌群,TWSE,66.3,71.9,65.7,71.9,11610301,811404449,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-04-17,2453,凌群,TWSE,75.5,79.0,73.5,79.0,13199140,1019130860,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2453&response=json,TWSE_STOCK_DAY
2023-12-29,2454,聯發科,TWSE,1025.0,1030.0,1010.0,1015.0,5190939,5276242225,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=2454&response=json,TWSE_STOCK_DAY
2024-01-02,2454,聯發科,TWSE,1010.0,1015.0,980.0,981.0,10668557,10539569604,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20240101&stockNo=2454&response=json,TWSE_STOCK_DAY
2024-01-09,2454,聯發科,TWSE,938.0,940.0,926.0,928.0,5893697,5489896904,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20240101&stockNo=2454&response=json,TWSE_STOCK_DAY
2023-02-03,2482,連宇,TWSE,37.55,39.7,35.85,39.0,42449323,1617512106,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-02-06,2482,連宇,TWSE,38.9,42.85,38.5,39.35,43095866,1723104169,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-02-10,2482,連宇,TWSE,41.85,42.4,40.6,40.7,2336790,96690997,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-02-13,2482,連宇,TWSE,40.65,42.0,40.65,41.2,2109398,87275039,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-03-10,2482,連宇,TWSE,54.0,57.3,53.6,55.5,27314897,1515077232,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-03-13,2482,連宇,TWSE,54.0,55.0,49.95,50.7,23234244,1206975412,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-03-17,2482,連宇,TWSE,52.1,53.9,51.5,52.8,13341336,705558180,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-03-20,2482,連宇,TWSE,53.4,56.7,52.6,55.8,17664078,973267594,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2482&response=json,TWSE_STOCK_DAY
2023-06-30,2630,亞航,TWSE,59.9,60.8,59.1,59.4,2735212,163117530,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=2630&response=json,TWSE_STOCK_DAY
2023-07-03,2630,亞航,TWSE,60.5,60.5,58.3,59.1,4033358,239130848,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2630&response=json,TWSE_STOCK_DAY
2023-07-07,2630,亞航,TWSE,54.1,54.5,52.2,52.4,4058400,215297361,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2630&response=json,TWSE_STOCK_DAY
2023-07-10,2630,亞航,TWSE,53.0,53.0,51.1,52.0,2835469,147067323,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=2630&response=json,TWSE_STOCK_DAY
2023-03-03,2727,王品,TWSE,286.0,294.0,282.0,283.0,4083777,1178107546,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2727&response=json,TWSE_STOCK_DAY
2023-03-06,2727,王品,TWSE,287.0,289.0,278.5,278.5,2849243,802400485,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2727&response=json,TWSE_STOCK_DAY
2023-03-10,2727,王品,TWSE,270.5,276.5,256.5,261.0,4467188,1179234295,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2727&response=json,TWSE_STOCK_DAY
2023-03-13,2727,王品,TWSE,260.5,260.5,251.0,257.0,3496654,892689896,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2727&response=json,TWSE_STOCK_DAY
2023-05-26,2736,富野,TPEx,39.0,41.4,37.1,38.85,35945000,1408889000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F05%2F01&response=json,TPEX_TRADING_STOCK
2023-05-29,2736,富野,TPEx,38.5,40.9,38.05,39.6,15951000,628722000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F05%2F01&response=json,TPEX_TRADING_STOCK
2023-06-02,2736,富野,TPEx,40.6,40.6,39.0,40.2,1913000,75909000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-05,2736,富野,TPEx,41.0,41.3,39.7,39.7,1544000,62409000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-21,2736,富野,TPEx,55.6,56.1,51.5,52.7,29910000,1615376000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-26,2736,富野,TPEx,54.0,55.8,48.7,50.0,18449000,957492000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-30,2736,富野,TPEx,45.6,46.65,44.8,46.15,2553000,116796000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-07-03,2736,富野,TPEx,46.8,49.8,45.1,47.95,5521000,263107000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2736&date=2023%2F07%2F01&response=json,TPEX_TRADING_STOCK
2023-02-17,2748,雲品,TWSE,84.5,93.5,84.5,93.5,11135763,999634324,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-02-20,2748,雲品,TWSE,98.2,102.5,93.0,96.0,22333073,2163303099,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-02-24,2748,雲品,TWSE,104.0,104.5,98.2,98.2,11535688,1159739053,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-03-01,2748,雲品,TWSE,97.4,99.2,94.1,95.2,8030830,771899191,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-11-17,2748,雲品,TWSE,84.2,90.9,84.2,90.9,14329658,1270854711,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-11-20,2748,雲品,TWSE,86.6,88.0,82.8,83.8,15174280,1301891394,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-11-24,2748,雲品,TWSE,84.3,86.3,82.4,83.3,6278928,527243512,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-11-27,2748,雲品,TWSE,82.5,84.0,80.3,80.8,3521555,287319412,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2748&response=json,TWSE_STOCK_DAY
2023-11-10,2816,旺旺保,TWSE,37.4,37.4,36.25,36.25,2847580,104530938,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2816&response=json,TWSE_STOCK_DAY
2023-11-13,2816,旺旺保,TWSE,36.55,36.85,36.1,36.35,2483786,90257636,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2816&response=json,TWSE_STOCK_DAY
2023-11-17,2816,旺旺保,TWSE,37.25,37.65,37.15,37.2,1685285,62919830,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2816&response=json,TWSE_STOCK_DAY
2023-11-20,2816,旺旺保,TWSE,37.05,37.05,36.2,36.35,1957073,71431685,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2816&response=json,TWSE_STOCK_DAY
2023-08-04,2913,農林,TWSE,30.5,31.8,29.2,30.4,134230371,4085896770,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2913&response=json,TWSE_STOCK_DAY
2023-08-07,2913,農林,TWSE,30.5,30.5,27.4,27.4,69580040,1949608358,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2913&response=json,TWSE_STOCK_DAY
2023-08-11,2913,農林,TWSE,25.25,25.4,24.3,24.5,17862387,442734270,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2913&response=json,TWSE_STOCK_DAY
2023-08-14,2913,農林,TWSE,24.2,24.4,23.5,23.65,14094120,336047958,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=2913&response=json,TWSE_STOCK_DAY
2023-12-15,3008,大立光,TWSE,2715.0,2725.0,2650.0,2670.0,1862895,5004675665,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=3008&response=json,TWSE_STOCK_DAY
2023-12-18,3008,大立光,TWSE,2670.0,2700.0,2625.0,2675.0,1068512,2846668885,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=3008&response=json,TWSE_STOCK_DAY
2023-12-22,3008,大立光,TWSE,2665.0,2690.0,2650.0,2650.0,433861,1155363675,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=3008&response=json,TWSE_STOCK_DAY
2023-12-25,3008,大立光,TWSE,2690.0,2815.0,2690.0,2795.0,1759915,4891322375,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=3008&response=json,TWSE_STOCK_DAY
2023-07-07,3013,晟銘電,TWSE,43.0,44.55,42.55,43.9,7531864,326006350,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=3013&response=json,TWSE_STOCK_DAY
2023-07-10,3013,晟銘電,TWSE,44.4,44.4,39.9,39.9,7833757,322809709,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=3013&response=json,TWSE_STOCK_DAY
2023-07-14,3013,晟銘電,TWSE,44.2,45.05,43.4,44.65,7629745,338365013,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=3013&response=json,TWSE_STOCK_DAY
2023-07-17,3013,晟銘電,TWSE,43.7,48.3,43.15,47.4,9388247,432005096,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=3013&response=json,TWSE_STOCK_DAY
2023-05-19,3017,奇鋐,TWSE,185.5,187.5,180.0,184.0,15896122,2917971140,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230501&stockNo=3017&response=json,TWSE_STOCK_DAY
2023-05-22,3017,奇鋐,TWSE,183.0,185.5,179.5,182.5,10978049,1998946233,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230501&stockNo=3017&response=json,TWSE_STOCK_DAY
2023-05-26,3017,奇鋐,TWSE,200.0,212.5,198.0,208.0,26890252,5493804233,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230501&stockNo=3017&response=json,TWSE_STOCK_DAY
